symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,avg_hold_bars,tp_rate
USDJPY,5317,36.52435583975927,-373.79127907544216,-0.07030116213568595,0.8947501618794304,571.7361005683274,50,1.7490126010908407,22.28756817754373,35.508745533195416
