structure,filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
ihs_5pivot,observe_loose,fixed_2R,148,41.21621621621622,9.775397371929614,0.06604998224276766,1.1283747337385621,16.780591296388,16,2.0,2.0,35.027027027027025,21.62162162162162
ihs_5pivot,observe_loose,fixed_1_5R,155,45.16129032258064,9.750747040778869,0.0629080454243798,1.1301598013899552,16.990462982506127,16,1.5,1.5,31.903225806451612,31.61290322580645
ihs_5pivot,diag_break,fixed_2R,90,41.11111111111111,8.488482639368405,0.09431647377076005,1.170320454723584,21.162279266869568,18,2.0,2.0,29.566666666666666,26.666666666666668
ihs_5pivot,context,fixed_2R,59,42.3728813559322,4.176644531029179,0.070790585271681,1.1272914825021105,13.33233455691557,10,2.0,2.0,29.71186440677966,25.423728813559322
classic_6pivot,basic_role,fixed_2R,20,45.0,3.1236891289623663,0.15618445644811832,1.2778519856922332,3.1597110427071415,3,2.0,2.0,24.35,30.0
classic_6pivot,observe_loose,fixed_2R,29,44.827586206896555,2.338784054076889,0.08064772600265135,1.1436286849488486,9.772002775781054,5,2.0,2.0,28.620689655172413,27.586206896551722
classic_6pivot,context,fixed_2R,7,57.14285714285714,2.293457802288635,0.3276368288983765,1.7474552062764894,2.0445373690528426,2,2.0,2.0,23.857142857142858,28.57142857142857
ihs_5pivot,strict_synapse,fixed_1_5R,7,57.14285714285714,2.24524173745013,0.3207488196357328,1.744315750684077,2.0102673884195594,2,1.4999999999999998,1.5,35.285714285714285,28.57142857142857
ihs_5pivot,context,fixed_1_5R,60,43.333333333333336,1.480613386166093,0.024676889769434884,1.045136407115763,12.997889852981405,10,1.5,1.5,26.166666666666668,35.0
classic_6pivot,context,fixed_1_5R,7,57.14285714285714,1.293457802288625,0.18477968604123213,1.4215476593704102,2.0445373690528426,2,1.499999999999997,1.5,22.714285714285715,28.57142857142857
ihs_5pivot,strict_synapse,fixed_2R,6,50.0,1.2505057075396668,0.20841761792327781,1.4133779274637124,1.006250447440557,2,2.0,2.0,41.5,16.666666666666664
role_ab_5pivot,diag_break,fixed_2R,20,45.0,0.8155584093562063,0.040777920467810314,1.082822254512469,4.924024814247067,5,2.0,2.0,32.3,15.0
classic_6pivot,basic_role,fixed_1_5R,20,45.0,0.2717692864714023,0.013588464323570115,1.0241738639085778,3.659711042707141,3,1.499999999999997,1.4999999999999987,22.4,35.0
ihs_5pivot,observe_loose,half_wave,8,50.0,0.26233204552699263,0.03279150569087408,1.0819286105504926,2.5234906152880967,2,0.8060442085246162,0.8149495877077764,14.75,50.0
role_ab_5pivot,diag_break,fixed_1_5R,20,45.0,-0.08941939189968062,-0.004470969594984031,0.9909192087908066,4.8290026155029455,5,1.4999999999999996,1.5,29.5,20.0
classic_6pivot,observe_loose,fixed_1_5R,29,44.827586206896555,-0.5778634895073478,-0.0199263272243913,0.9645124256199653,8.780242091125032,5,1.4999999999999982,1.5,27.137931034482758,31.03448275862069
ihs_5pivot,basic_role,half_wave,1,0.0,-1.0025389040263422,-1.0025389040263422,0.0,0.0,1,0.8346223835948895,0.8346223835948895,17.0,0.0
ihs_5pivot,diag_break,fixed_1_5R,91,41.75824175824176,-1.1533825168913538,-0.01267453315265224,0.9772731268269623,22.479961770578765,18,1.5,1.5,27.12087912087912,32.967032967032964
role_ab_5pivot,observe_loose,half_wave,5,40.0,-1.9298336719951408,-0.3859667343990282,0.3722205242977088,2.0467137700292364,3,0.5975645076199805,0.5879515007668925,10.2,40.0
role_ab_5pivot,strict_synapse,fixed_2R,5,20.0,-2.090934511024538,-0.4181869022049076,0.48540643516866455,4.0632737249830715,4,2.0,2.0,19.6,20.0
role_ab_5pivot,strict_synapse,fixed_1_5R,5,20.0,-2.5909345110245487,-0.5181869022049097,0.3623529482903978,4.063273724983072,4,1.499999999999996,1.5,18.2,20.0
classic_6pivot,diag_break,fixed_2R,9,33.33333333333333,-2.9647039710099112,-0.3294115523344346,0.5135440951480889,3.262724391258749,3,2.0,2.0,35.111111111111114,11.11111111111111
role_ab_5pivot,context,fixed_2R,7,28.57142857142857,-3.0059252814568653,-0.42941789735098074,0.4061468562026772,4.051869763916347,5,2.0,2.0,30.0,14.285714285714285
classic_6pivot,diag_break,fixed_1_5R,9,33.33333333333333,-3.4647039710099112,-0.3849671078899901,0.43150286782679875,3.262724391258749,3,1.499999999999999,1.5,35.0,11.11111111111111
