symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
XAUUSD,1308,40.36697247706422,-37.97293770270439,-0.029031297937847395,0.947670235618183,56.603051066953384,14,1.7368278276681128,1.5000000000000098,30.65978593272171,24.92354740061162
