trades,win_rate,total_r,avg_r,pf,max_dd_r,adx_min,adjust_min,body_min,is_base
90,41.11111111111111,8.488482639368405,0.09431647377076005,1.170320454723584,21.162279266869568,0,0.0,0.0,True
90,41.11111111111111,8.488482639368405,0.09431647377076005,1.170320454723584,21.162279266869568,0,0.0,0.35,False
85,40.0,4.959234874403886,0.058343939698869245,1.103734604089959,21.117370070341313,0,0.0,0.45,False
90,41.11111111111111,8.488482639368405,0.09431647377076005,1.170320454723584,21.162279266869568,0,0.5,0.0,False
90,41.11111111111111,8.488482639368405,0.09431647377076005,1.170320454723584,21.162279266869568,0,0.5,0.35,False
85,40.0,4.959234874403886,0.058343939698869245,1.103734604089959,21.117370070341313,0,0.5,0.45,False
79,40.50632911392405,7.211881554884182,0.0912896399352428,1.1648438817689297,19.92683582675108,0,1.0,0.0,False
79,40.50632911392405,7.211881554884182,0.0912896399352428,1.1648438817689297,19.92683582675108,0,1.0,0.35,False
74,39.189189189189186,3.682633789919662,0.04976532148540084,1.0882735848730107,19.881926630222832,0,1.0,0.45,False
55,40.0,5.815725680494232,0.10574046691807695,1.1887343780595014,13.640826186336136,18,0.0,0.0,False
55,40.0,5.815725680494232,0.10574046691807695,1.1887343780595014,13.640826186336136,18,0.0,0.35,False
51,37.254901960784316,1.2723263690191613,0.02494757586312081,1.0426996168410947,14.61006853631844,18,0.0,0.45,False
55,40.0,5.815725680494232,0.10574046691807695,1.1887343780595014,13.640826186336136,18,0.5,0.0,False
55,40.0,5.815725680494232,0.10574046691807695,1.1887343780595014,13.640826186336136,18,0.5,0.35,False
51,37.254901960784316,1.2723263690191613,0.02494757586312081,1.0426996168410947,14.61006853631844,18,0.5,0.45,False
47,40.42553191489361,4.939697815446198,0.10509995352013188,1.1918960908658387,11.622897337241405,18,1.0,0.0,False
47,40.42553191489361,4.939697815446198,0.10509995352013188,1.1918960908658387,11.622897337241405,18,1.0,0.35,False
43,37.2093023255814,0.3962985039711271,0.009216244278398305,1.016028691918852,12.592139687223707,18,1.0,0.45,False
35,31.428571428571427,-1.715145899345779,-0.049004168552736545,0.9209701086707098,12.706600570757882,22,0.0,0.0,False
35,31.428571428571427,-1.715145899345779,-0.049004168552736545,0.9209701086707098,12.706600570757882,22,0.0,0.35,False
33,27.27272727272727,-5.28930286083855,-0.16028190487389546,0.7562813574873015,13.087034821760783,22,0.0,0.45,False
35,31.428571428571427,-1.715145899345779,-0.049004168552736545,0.9209701086707098,12.706600570757882,22,0.5,0.0,False
35,31.428571428571427,-1.715145899345779,-0.049004168552736545,0.9209701086707098,12.706600570757882,22,0.5,0.35,False
33,27.27272727272727,-5.28930286083855,-0.16028190487389546,0.7562813574873015,13.087034821760783,22,0.5,0.45,False
31,32.25806451612903,-0.6453037379802986,-0.020816249612267697,0.9653948226451058,11.536327803908875,22,1.0,0.0,False
31,32.25806451612903,-0.6453037379802986,-0.020816249612267697,0.9653948226451058,11.536327803908875,22,1.0,0.35,False
29,27.586206896551722,-4.219460699473068,-0.14549864480941613,0.773726421755626,11.536327803908875,22,1.0,0.45,False
21,33.33333333333333,1.0007045215429837,0.04765259626395161,1.0799940125324063,9.023710379254887,26,0.0,0.0,False
21,33.33333333333333,1.0007045215429837,0.04765259626395161,1.0799940125324063,9.023710379254887,26,0.0,0.35,False
19,26.31578947368421,-2.5734524399497865,-0.13544486526051508,0.7942841445190246,9.023710379254887,26,0.0,0.45,False
21,33.33333333333333,1.0007045215429837,0.04765259626395161,1.0799940125324063,9.023710379254887,26,0.5,0.0,False
21,33.33333333333333,1.0007045215429837,0.04765259626395161,1.0799940125324063,9.023710379254887,26,0.5,0.35,False
19,26.31578947368421,-2.5734524399497865,-0.13544486526051508,0.7942841445190246,9.023710379254887,26,0.5,0.45,False
18,38.88888888888889,4.055593782014232,0.22531076566745734,1.428943057576429,6.971428076438012,26,1.0,0.0,False
18,38.88888888888889,4.055593782014232,0.22531076566745734,1.428943057576429,6.971428076438012,26,1.0,0.35,False
16,31.25,0.4814368205214614,0.03008980128259134,1.0509195429631484,6.971428076438012,26,1.0,0.45,False
