variant,symbol,entry_time,r,reason,exit_time,period
time_exit_40,XAUUSD,2017-05-26 08:00:00,1.2330939302789112,time_exit,2017-06-05 16:00:00,Research_2015_2024
time_exit_40,EURJPY,2018-05-18 00:00:00,-1.0099032020918695,SL,2018-05-23 04:00:00,Research_2015_2024
time_exit_40,USDJPY,2018-10-30 04:00:00,0.4988286770155693,time_exit,2018-11-07 16:00:00,Research_2015_2024
time_exit_40,CHFJPY,2019-06-03 20:00:00,0.17156794396777092,time_exit,2019-06-12 08:00:00,Research_2015_2024
time_exit_40,GBPJPY,2020-07-16 16:00:00,0.3853511708002124,time_exit,2020-07-27 00:00:00,Research_2015_2024
time_exit_40,XAUUSD,2021-01-20 04:00:00,-0.1114340933052003,time_exit,2021-01-28 16:00:00,Research_2015_2024
time_exit_40,AUDJPY,2021-01-29 12:00:00,0.6288308975378798,time_exit,2021-02-08 20:00:00,Research_2015_2024
time_exit_40,USDJPY,2022-10-06 16:00:00,2.428938791249294,time_exit,2022-10-17 00:00:00,Research_2015_2024
time_exit_40,USDJPY,2024-04-08 04:00:00,2.810860790532659,time_exit,2024-04-16 16:00:00,Research_2015_2024
time_exit_40,CHFJPY,2024-08-07 04:00:00,-0.12717111363199954,time_exit,2024-08-15 16:00:00,Research_2015_2024
time_exit_40,XAUUSD,2024-08-26 08:00:00,-0.5333664733952649,time_exit,2024-09-03 20:00:00,Research_2015_2024
time_exit_40,SILVER,2024-11-15 12:00:00,-0.5522497736093052,time_exit,2024-11-25 20:00:00,Research_2015_2024
time_exit_40,SILVER,2025-06-25 20:00:00,0.45917955996745263,time_exit,2025-07-04 08:00:00,OOS_2025_2026
time_exit_40,CHFJPY,2025-08-18 16:00:00,0.1325653650231201,time_exit,2025-08-27 04:00:00,OOS_2025_2026
time_exit_40,GBPJPY,2026-02-19 04:00:00,0.45201698090466225,time_exit,2026-02-27 16:00:00,OOS_2025_2026
time_exit_40,SILVER,2026-03-25 00:00:00,-0.06518475277133438,time_exit,2026-04-02 12:00:00,OOS_2025_2026
