case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak
No correlation control,TrendBreak + T5単純合算,495,38.58585858585858,220.7257507002655,0.4459106074752838,1.6928429698574488,16.150144820217726,15,495,38.58585858585858,220.7257507002655,0.4459106074752838,1.6928429698574488,16.150144820217726,15,0,0.0,0.0,0.0,,0.0,0
Half risk when same group active,JPY/METALの同時リスクは後続を半分,495,38.58585858585858,194.913834726131,0.3937653226790525,1.6973657413856753,15.106880319974387,15,495,38.58585858585858,194.913834726131,0.3937653226790525,1.6973657413856753,15.106880319974387,15,0,0.0,0.0,0.0,,0.0,0
Skip T5 when same symbol active,同一通貨でTrendBreak等が保有中ならT5を見送り,495,37.57575757575757,215.5899818205868,0.4355353168092662,1.697863295465408,16.150144820217726,15,495,37.57575757575757,215.5899818205868,0.4355353168092662,1.697863295465408,16.150144820217726,15,0,0.0,0.0,0.0,,0.0,0
Group cap priority TrendBreak,JPY/METALのグループ内でTrendBreak優先,495,29.292929292929294,169.1019187519965,0.3416200378828212,1.7033588376096676,14.063615819731034,16,495,29.292929292929294,169.1019187519965,0.3416200378828212,1.7033588376096676,14.063615819731034,16,0,0.0,0.0,0.0,,0.0,0
