case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak
BASE operational no BB width cap,T5 operational candidate,46,60.86956521739131,32.541248502073536,0.7074184456972508,2.962501157860805,5.452122576790394,6,41,56.09756097560976,25.833751578490578,0.6300915019144043,2.5579847030591227,5.452122576790394,6,5,100.0,6.7074969235829585,1.3414993847165917,inf,0.0,0
STRICT BB width<=4ATR,T5 operational candidate,23,69.56521739130434,22.35120539601785,0.9717915389572979,4.589465232124472,2.1522328484954576,2,19,63.1578947368421,17.632965304922262,0.9280508055222243,3.831745079509313,2.1522328484954576,2,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0
RELAX BB width<=5ATR,T5 operational candidate,35,62.857142857142854,28.948689334436903,0.8271054095553401,3.507577170052063,4.4462535220148585,5,30,56.666666666666664,22.241192410853948,0.7413730803617983,2.926564124540438,4.4462535220148585,5,5,100.0,6.7074969235829585,1.3414993847165917,inf,0.0,0
STRICT + MACD slope3>0.02,T5 operational candidate,20,75.0,22.512856462029703,1.1256428231014852,6.525092114631633,1.0320078702018662,2,16,68.75,17.794616370934115,1.1121635231833822,5.367144380801468,1.0320078702018662,2,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0
