symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,year
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2018-11-02 04:00:00,long,stagnation+rebreak,7644,7650,7655,128.38,126.64,4.709868166273392,6,0.7849780277122319,5,0.8333333333333334,28,1.4022988505747236,0.618,0.786,129.08,2018-11-02 08:00:00,129.09,126.54764072694965,134.14471854610073,2018-12-13 08:00:00,129.02,max_hold,180,2.5423592730503515,-0.027533480709044864,-0.032450173692798887,2018
GBPJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2018-11-02 04:00:00,long,rebreak,9203,9229,9253,147.53,142.76,8.714954921850707,26,0.3351905739173348,24,0.9230769230769231,28,0.8742138364779889,0.618,0.786,146.93,2018-11-02 08:00:00,146.94,142.62316624575874,155.54366750848254,2018-12-10 12:00:00,142.62316624575874,SL,163,4.316833754241259,-1.0,-1.0046330253001594,2018
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2018-11-28 16:00:00,long,stagnation+rebreak,7845,7865,7886,82.894,81.19,6.126613002183975,20,0.30633065010919874,21,1.05,36,1.089788732394361,0.618,0.786,83.047,2018-11-28 20:00:00,83.048,81.12046729084273,86.90006541831454,2018-12-06 08:00:00,81.12046729084273,SL,34,1.9275327091572763,-1.0,-1.0064849742578188,2018
XAUUSD,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2018-12-03 04:00:00,long,rebreak,7828,7841,7842,1227.958,1211.128,4.391438380211122,13,0.3378029523239325,1,0.07692307692307693,17,1.2131313131313106,0.618,0.786,1231.545,2018-12-03 08:00:00,1231.558,1210.1698856794255,1274.2952286411492,2018-12-26 04:00:00,1274.2952286411492,TP,98,21.38811432057446,1.9981765573432417,1.9818123283722262,2018
SILVER,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2018-12-12 12:00:00,long,rebreak,7865,7876,7883,14.654,14.334,3.6050458086785473,11,0.3277314371525952,7,0.6363636363636364,26,1.271874999999999,0.618,0.786,14.741,2018-12-12 16:00:00,14.733,14.311808881150021,15.599382237699956,2019-01-02 16:00:00,15.599382237699956,TP,78,0.42119111884997906,2.05698125844991,1.9738835898771152,2018
GBPJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-01-17 16:00:00,long,rebreak,9574,9577,9578,140.4,137.36,4.433944885171192,3,1.4779816283903975,1,0.3333333333333333,12,1.4671052631578918,0.618,0.786,141.82,2019-01-17 20:00:00,141.83,137.18859507285674,151.0828098542865,2019-02-27 20:00:00,147.61,max_hold,180,4.64140492714327,1.2453125919262387,1.2410035518157712,2019
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-01-30 16:00:00,long,stagnation,8139,8144,8147,78.54,77.509,3.701889716297191,5,0.7403779432594382,3,0.6,24,1.63336566440348,0.618,0.786,79.193,2019-01-30 20:00:00,79.193,77.43937339851988,82.70025320296024,2019-02-08 00:00:00,77.43937339851988,SL,38,1.7536266014801214,-1.0,-1.007128085300165,2019
USDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-02-04 00:00:00,long,stagnation,8167,8173,8179,109.743,108.497,5.52606839605255,6,0.9210113993420918,6,1.0,10,0.8972712680577845,0.618,0.786,109.615,2019-02-04 04:00:00,109.615,108.44063080988602,111.96373838022795,2019-03-01 08:00:00,111.96373838022795,TP,118,1.1743691901139783,2.0,1.9914847902310684,2019
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-02-04 04:00:00,long,stagnation,8066,8074,8077,125.44,124.37,3.9115489003247927,8,0.4889436125405991,3,0.375,8,1.168224299065428,0.618,0.786,125.62,2019-02-04 08:00:00,125.61,124.30161276854349,128.25677446291303,2019-02-08 00:00:00,124.30161276854349,SL,22,1.308387231456507,-1.0,-1.0095537465510678,2019
XAUUSD,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-02-15 08:00:00,long,stagnation,8167,8173,8174,1318.078,1302.288,3.9092101211799446,6,0.6515350201966574,1,0.16666666666666666,5,1.0194426852438263,0.618,0.786,1318.385,2019-02-15 12:00:00,1318.335,1301.2782052134235,1352.598589573153,2019-03-01 16:00:00,1301.2782052134235,SL,63,17.056794786576575,-1.0,-1.020519681709226,2019
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-02-19 16:00:00,long,rebreak,8233,8238,8242,79.239,78.095,4.230649730783842,5,0.8461299461567683,4,0.8,17,1.076048951048941,0.618,0.786,79.326,2019-02-19 20:00:00,79.327,78.02739809055358,81.92320381889283,2019-03-08 04:00:00,78.02739809055358,SL,76,1.299601909446423,-1.0,-1.009618329974071,2019
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-03-18 00:00:00,long,stagnation+rebreak,8303,8332,8360,79.648,77.728,8.796521412964646,29,0.3033283245849878,28,0.9655172413793104,37,0.8411458333333374,0.618,0.786,79.343,2019-03-18 04:00:00,79.343,77.67343297543816,82.68213404912369,2019-03-25 00:00:00,77.67343297543816,SL,30,1.669567024561843,-1.0,-1.0074869710626138,2019
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-03-18 00:00:00,long,stagnation,8201,8230,8255,127.47,124.27,13.194122229342229,29,0.4549697320462837,25,0.8620689655172413,37,0.6750000000000028,0.618,0.786,126.43,2019-03-18 04:00:00,126.42,124.2093669403622,130.87126611927562,2019-03-22 12:00:00,124.2093669403622,SL,26,2.2106330596378,-1.0,-1.0056544888558017,2019
SILVER,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-03-20 16:00:00,long,rebreak,8289,8296,8301,15.526,15.127,4.590428566663687,7,0.6557755095233838,5,0.7142857142857143,26,0.9147869674185489,0.618,0.786,15.492,2019-03-20 20:00:00,15.485,15.105270002778305,16.265459994443393,2019-03-28 12:00:00,15.105270002778305,SL,35,0.37972999722169476,-1.0,-1.092170753577749,2019
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-04-02 20:00:00,long,rebreak,8306,8317,8328,124.98,123.65,4.553418027045129,11,0.41394709336773905,11,1.0,23,1.0225563909774444,0.618,0.786,125.01,2019-04-03 00:00:00,124.69,123.57697793217642,127.87604413564718,2019-05-05 20:00:00,123.57697793217642,SL,142,1.1130220678235787,-1.0,-1.0112306847827657,2019
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-04-12 00:00:00,long,stagnation+rebreak,8456,8462,8465,79.636,78.949,3.7625990836843015,6,0.6270998472807169,3,0.5,24,1.0844250363901122,0.618,0.786,79.694,2019-04-12 04:00:00,79.694,78.9033533615514,81.27529327689722,2019-04-24 00:00:00,78.9033533615514,SL,49,0.7906466384486066,-1.0,-1.0158098439835472,2019
GBPJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-04-30 08:00:00,long,rebreak,10017,10025,10033,144.99,143.68,4.474676178425612,8,0.5593345223032015,8,1.0,15,0.8015267175572375,0.618,0.786,144.73,2019-04-30 12:00:00,144.71,143.6068103462818,146.97637930743636,2019-05-08 04:00:00,143.6068103462818,SL,35,1.1031896537182035,-1.0,-1.0181292490666256,2019
XAUUSD,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-05-05 20:00:00,long,rebreak,8503,8508,8514,1287.188,1266.195,5.011972722132012,5,1.0023945444264022,6,1.2,9,0.8551898251798139,0.618,0.786,1284.148,2019-05-06 00:00:00,1284.158,1265.147857429406,1322.1482851411877,2019-06-03 16:00:00,1322.1482851411877,TP,125,19.01014257059387,1.998421895054781,1.9800106706938685,2019
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-05-30 04:00:00,long,rebreak,8662,8672,8678,76.185,75.389,3.6363303948942556,10,0.36363303948942555,6,0.6,25,0.8467336683417099,0.618,0.786,76.063,2019-05-30 08:00:00,76.064,75.33427449973209,77.52045100053583,2019-05-31 04:00:00,75.33427449973209,SL,5,0.7297255002679037,-1.0,-1.0171297289123096,2019
CHFJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-06-03 16:00:00,long,rebreak,8697,8703,8708,108.995,107.92,3.9686573127421947,6,0.6614428854570324,5,0.8333333333333334,8,0.8316279069767338,0.618,0.786,108.814,2019-06-03 20:00:00,108.814,107.85228188305976,110.73743623388046,2019-06-30 20:00:00,110.73743623388046,TP,118,0.9617181169402329,2.0,1.9792038855796525,2019
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-06-06 16:00:00,long,rebreak,8598,8609,8619,122.24,120.77,4.725783229162331,11,0.4296166571965755,10,0.9090909090909091,21,1.0340136054421847,0.618,0.786,122.29,2019-06-06 20:00:00,122.3,120.69223511274656,125.4855297745069,2019-07-17 20:00:00,121.07,max_hold,180,1.6077648872534382,-0.7650372325901619,-0.7728120012140385,2019
SILVER,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-06-19 16:00:00,long,rebreak,8698,8704,8712,15.11,14.768,3.7284536803990167,6,0.6214089467331695,8,1.3333333333333333,14,1.0292397660818708,0.618,0.786,15.12,2019-06-19 20:00:00,15.119,14.745068241333,15.869863517333998,2019-07-17 12:00:00,15.869863517333998,TP,122,0.3739317586670001,2.008022854252051,1.9144228879780736,2019
XAUUSD,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-06-19 16:00:00,long,rebreak,8695,8703,8709,1358.088,1332.915,4.3542332513596635,8,0.5442791564199579,6,0.75,14,0.8836054502840319,0.618,0.786,1355.158,2019-06-19 20:00:00,1355.095,1331.4696823891359,1402.534635221728,2019-06-21 00:00:00,1402.534635221728,TP,7,23.62531761086416,2.0079998924506612,1.9931852768012535,2019
USDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-06-27 00:00:00,long,stagnation,8799,8810,8815,107.734,106.778,3.7329630894290005,11,0.33936028085718184,5,0.45454545454545453,11,1.375523012552315,0.618,0.786,108.093,2019-06-27 04:00:00,108.095,106.71397579341816,110.8510484131637,2019-08-02 12:00:00,106.71397579341816,SL,163,1.3810242065818414,-1.0,-1.0072410026937484,2019
XAUUSD,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-07-04 20:00:00,long,stagnation,8756,8764,8773,1424.568,1381.715,5.290601533787758,8,0.6613251917234697,9,1.125,22,0.9134249644132258,0.618,0.786,1420.858,2019-07-05 00:00:00,1420.848,1379.6900412251648,1503.1939175496702,2019-08-07 12:00:00,1503.1939175496702,TP,145,41.15795877483515,2.0007288991216523,1.9922250760356994,2019
SILVER,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-08-05 00:00:00,long,rebreak,8898,8908,8910,16.598,15.908,4.648751836017769,10,0.46487518360177693,2,0.2,11,0.7971014492753613,0.618,0.786,16.458,2019-08-05 04:00:00,16.459,15.870893265529148,17.6322134689417,2019-08-25 20:00:00,17.6322134689417,TP,91,0.5881067344708519,1.9948988851442027,1.9353858784933073,2019
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-08-13 12:00:00,long,rebreak,8995,9000,9006,72.714,70.738,4.567129109621558,5,0.9134258219243117,6,1.2,28,0.8704453441295544,0.618,0.786,72.458,2019-08-13 16:00:00,72.458,70.62983577075602,76.11432845848796,2019-08-25 20:00:00,70.62983577075602,SL,51,1.8281642292439813,-1.0,-1.0068374601143781,2019
USDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-08-29 12:00:00,long,rebreak,9077,9081,9084,106.734,104.453,7.322484133520007,4,1.8306210333800017,3,0.75,22,0.8960982025427463,0.618,0.786,106.497,2019-08-29 16:00:00,106.5,104.37512342292563,110.74075315414875,2019-10-09 16:00:00,107.458,max_hold,180,2.1248765770743745,0.4508497153839475,0.4461435596910087,2019
GBPJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-09-04 16:00:00,long,rebreak,10581,10597,10603,130.0,126.64,5.98573160631473,16,0.37410822539467065,6,0.375,9,0.9910714285714283,0.618,0.786,129.97,2019-09-04 20:00:00,129.98,126.4996662771993,136.9106674456014,2019-10-11 08:00:00,136.9106674456014,TP,163,3.480333722800694,1.991380136966914,1.985633561611523,2019
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-09-05 08:00:00,long,rebreak,9001,9018,9026,117.9,115.85,6.377062142565771,17,0.3751213025038689,8,0.47058823529411764,13,1.0439024390243847,0.618,0.786,117.99,2019-09-05 12:00:00,117.98,115.76963383944792,122.43073232110414,2019-10-16 16:00:00,120.44,max_hold,180,2.210366160552084,1.1129377765110005,1.107282604882393,2019
SILVER,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-09-23 08:00:00,long,rebreak,9115,9121,9129,18.084,17.507,3.786167169573244,6,0.6310278615955407,8,1.3333333333333333,17,1.5320623916811085,0.618,0.786,18.391,2019-09-23 12:00:00,18.393,17.468900784212796,20.235198431574403,2019-09-27 04:00:00,17.468900784212796,SL,22,0.924099215787205,-1.0,-1.0378747210278552,2019
CHFJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-10-11 08:00:00,long,rebreak,9246,9259,9278,108.626,106.732,7.183270185527965,13,0.5525592450406127,19,1.4615384615384615,32,1.030623020063354,0.618,0.786,108.684,2019-10-11 12:00:00,108.686,106.66608294721338,112.71983410557323,2019-11-21 12:00:00,109.47,max_hold,180,2.0199170527866244,0.38813474984945845,0.37823335316962015,2019
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-11-18 00:00:00,long,stagnation+rebreak,9327,9342,9347,120.62,119.23,6.471713812921034,15,0.43144758752806894,5,0.3333333333333333,9,0.8201438848920864,0.618,0.786,120.37,2019-11-18 04:00:00,120.38,119.17630479498241,122.75739041003519,2019-12-30 04:00:00,122.18,max_hold,180,1.2036952050175813,1.4953951735428908,1.4850104848377412,2019
GBPJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-11-18 00:00:00,long,stagnation,10906,10918,10926,140.55,139.37,4.252945124552429,12,0.3544120937127024,8,0.6666666666666666,12,1.1186440677965979,0.618,0.786,140.69,2019-11-18 04:00:00,140.68,139.30063630228923,143.46872739542152,2019-11-22 16:00:00,139.30063630228923,SL,27,1.3793636977107724,-1.0,-1.0144994391494966,2019
CHFJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2019-11-28 12:00:00,long,stagnation+rebreak,9471,9481,9496,109.703,108.794,5.736468943449925,10,0.5736468943449925,15,1.5,22,0.9592959295929528,0.618,0.786,109.666,2019-11-28 16:00:00,109.667,108.7543850378621,111.4892299242758,2019-12-13 04:00:00,111.4892299242758,TP,65,0.9126149621379085,1.996712742915165,1.9747976956830247,2019
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-01-13 00:00:00,long,stagnation+rebreak,9657,9664,9666,75.27,73.756,5.913472735034168,7,0.8447818192905956,2,0.2857142857142857,19,1.3593130779392328,0.618,0.786,75.814,2020-01-13 04:00:00,75.814,73.69199361712491,80.05801276575016,2020-01-27 08:00:00,73.69199361712491,SL,63,2.1220063828750853,-1.0,-1.005890651461214,2020
CHFJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-01-13 00:00:00,long,stagnation,9639,9656,9673,112.574,110.922,7.556959730071016,17,0.4445270429453539,17,1.0,32,1.0635593220339006,0.618,0.786,112.679,2020-01-13 04:00:00,112.682,110.8673483921111,116.30230321577781,2020-02-21 08:00:00,113.968,max_hold,180,1.814651607888905,0.7086759763743762,0.6976545770528406,2020
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-01-13 00:00:00,long,stagnation,9560,9565,9567,121.43,120.16,5.552084719193232,5,1.1104169438386464,2,0.4,19,1.4251968503936912,0.618,0.786,121.97,2020-01-13 04:00:00,121.97,120.10281427318598,125.70437145362803,2020-01-26 20:00:00,120.10281427318598,SL,60,1.8671857268140144,-1.0,-1.0066945670269865,2020
GBPJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-02-05 08:00:00,long,rebreak,11251,11263,11265,143.25,140.91,4.7252297996789645,12,0.3937691499732471,2,0.16666666666666666,7,0.940170940170946,0.618,0.786,143.11,2020-02-05 12:00:00,143.1,140.78619649735558,147.7576070052889,2020-02-28 00:00:00,140.78619649735558,SL,102,2.3138035026444186,-1.0,-1.0086437763522806,2020
SILVER,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-02-17 00:00:00,long,rebreak,9744,9756,9761,17.828,17.449,4.388952329328987,12,0.3657460274440823,5,0.4166666666666667,15,1.0474934036939334,0.618,0.786,17.846,2020-02-17 04:00:00,17.838,17.42741170445921,18.68317659108158,2020-02-23 20:00:00,18.68317659108158,TP,29,0.4105882955407907,2.0584527134861133,1.9732091729855217,2020
USDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-03-18 12:00:00,long,rebreak,9966,9972,9978,108.501,105.146,3.727132659248582,6,0.6211887765414303,6,1.0,12,0.9794336810730245,0.618,0.786,108.432,2020-03-18 16:00:00,108.433,104.92096105540577,115.45407788918847,2020-04-28 16:00:00,106.856,max_hold,180,3.512038944594238,-0.44902691139782064,-0.4518742602335683,2020
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-03-24 08:00:00,long,rebreak,9869,9879,9881,119.66,116.86,3.510435806465789,10,0.35104358064657887,2,0.2,23,1.2892857142857155,0.618,0.786,120.47,2020-03-24 12:00:00,120.46,116.66059455902578,128.08881088194843,2020-04-02 12:00:00,116.66059455902578,SL,43,3.799405440974212,-1.0,-1.0032899884453457,2020
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-03-25 04:00:00,long,rebreak,9958,9980,9987,67.739,59.888,8.475938876438102,22,0.3852699489290046,7,0.3181818181818182,26,0.9465036301108137,0.618,0.786,67.319,2020-03-25 08:00:00,67.321,59.65643273310333,82.64413453379335,2020-05-05 08:00:00,68.754,max_hold,180,7.664567266896668,0.18696424078488375,0.1853333594102788,2020
GBPJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-03-25 04:00:00,long,stagnation,11437,11458,11469,134.28,124.15,8.113981246189784,21,0.38638005934237074,11,0.5238095238095238,28,0.7670286278381032,0.618,0.786,131.92,2020-03-25 08:00:00,131.91,123.83788441541084,148.08423116917828,2020-05-05 08:00:00,132.85,max_hold,180,8.072115584589156,0.11645026513180691,0.1139725999162388,2020
XAUUSD,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-04-09 04:00:00,long,stagnation,9946,9966,9981,1645.052,1567.468,6.212740096265047,20,0.31063700481325235,15,0.75,39,1.1708599711280692,0.618,0.786,1658.308,2020-04-09 08:00:00,1658.328,1564.3460281004093,1846.2319437991814,2020-05-21 08:00:00,1735.898,max_hold,180,93.98197189959069,0.8253710624722247,0.8216469439745402,2020
SILVER,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-04-09 12:00:00,long,rebreak,9993,9995,9996,15.532,14.4,4.701301734224953,2,2.3506508671124764,1,0.5,14,0.8568904593639568,0.618,0.786,15.37,2020-04-09 16:00:00,15.371,14.339803906237332,17.430392187525335,2020-05-18 08:00:00,17.430392187525335,TP,160,1.0311960937626683,1.9970907570168779,1.9631495888804755,2020
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-05-08 12:00:00,long,rebreak,10188,10196,10198,68.986,67.63,3.987236078932491,8,0.4984045098665614,2,0.25,10,1.5184365781710798,0.618,0.786,69.689,2020-05-08 16:00:00,69.688,67.5449786987053,73.97704260258939,2020-06-02 08:00:00,73.97704260258939,TP,104,2.1430213012947092,2.001399892758023,1.9955670062662105,2020
XAUUSD,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-06-23 12:00:00,long,rebreak,10280,10293,10306,1744.575,1704.025,4.60072142942263,13,0.35390164841712535,13,1.0,37,1.5325030826140535,0.618,0.786,1766.168,2020-06-23 16:00:00,1766.168,1701.8215412260852,1894.8609175478293,2020-07-23 12:00:00,1894.8609175478293,TP,134,64.34645877391472,2.0,1.994560695232198,2020
CHFJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-07-06 00:00:00,long,rebreak,10444,10447,10451,114.143,113.173,3.8702938168205354,3,1.2900979389401785,4,1.3333333333333333,16,1.0226804123711397,0.618,0.786,114.165,2020-07-06 04:00:00,114.168,113.11034325829577,116.27431348340848,2020-07-15 16:00:00,113.11034325829577,SL,46,1.0576567417042355,-1.0,-1.0189097267680474,2020
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-07-06 00:00:00,long,rebreak,10340,10343,10346,121.46,120.25,4.206178690070103,3,1.4020595633567008,3,1.0,16,1.0495867768595062,0.618,0.786,121.52,2020-07-06 04:00:00,121.52,120.17808199026015,124.20383601947968,2020-07-22 12:00:00,124.20383601947968,TP,76,1.3419180097398424,2.0,1.990684974857434,2020
GBPJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-07-16 12:00:00,long,rebreak,11972,11978,11983,135.44,133.96,3.948083008558404,6,0.658013834759734,5,0.8333333333333334,12,0.7499999999999952,0.618,0.786,135.07,2020-07-16 16:00:00,135.06,133.86628363203158,137.47743273593682,2020-07-31 08:00:00,137.47743273593682,TP,66,1.1937163679684204,2.025131598095643,2.0083771993652144,2020
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-07-19 20:00:00,long,stagnation,10492,10496,10497,75.007,74.243,3.8003523860424857,4,0.9500880965106214,1,0.25,23,0.9960732984293192,0.618,0.786,75.004,2020-07-20 00:00:00,75.005,74.19274150273498,76.62651699453006,2020-07-22 08:00:00,76.62651699453006,TP,14,0.8122584972650202,1.9963065945015372,1.980917404924478,2020
SILVER,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-07-20 08:00:00,long,stagnation+rebreak,10431,10439,10442,19.472,18.917,3.504971439472599,8,0.4381214299340749,3,0.375,9,1.0864864864864834,0.618,0.786,19.52,2020-07-20 12:00:00,19.523,18.877413372149796,20.805173255700407,2020-07-21 12:00:00,20.805173255700407,TP,6,0.6455866278502036,1.9860591908014418,1.9318449328070502,2020
CHFJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-07-21 04:00:00,long,stagnation+rebreak,10503,10513,10520,114.319,113.021,5.2399676085921545,10,0.5239967608592155,7,0.7,19,1.0701078582434467,0.618,0.786,114.41,2020-07-21 08:00:00,114.412,112.95907213627277,117.31185572745446,2020-08-12 12:00:00,117.31185572745446,TP,100,1.4529278637272398,1.995870407506236,1.9821050991937479,2020
EURJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-07-31 12:00:00,long,rebreak,10436,10448,10455,124.25,122.83,3.9537835387569262,12,0.3294819615630772,7,0.5833333333333334,31,1.5281690140845063,0.618,0.786,125.0,2020-07-31 16:00:00,125.02,122.74021258586362,129.51957482827277,2020-09-10 16:00:00,125.36,max_hold,180,2.279787414136379,0.1491367124371993,0.14365374506818968,2020
SILVER,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-08-04 12:00:00,long,stagnation+rebreak,10493,10498,10505,24.942,22.892,4.095994843998645,5,0.8191989687997291,7,1.4,19,1.2190243902439015,0.618,0.786,25.391,2020-08-04 16:00:00,25.39,22.766877772184966,30.639244455630063,2020-09-14 16:00:00,27.153,max_hold,180,2.623122227815035,0.6720998287100456,0.6587569506585131,2020
GBPJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-08-13 08:00:00,long,rebreak,12082,12089,12099,139.2,137.86,3.7870041599222684,7,0.5410005942746098,10,1.4285714285714286,24,1.6268656716418053,0.618,0.786,140.04,2020-08-13 12:00:00,140.04,137.77153957433023,144.5769208513395,2020-09-08 16:00:00,137.77153957433023,SL,113,2.2684604256697583,-1.0,-1.0088165523073107,2020
CHFJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-08-17 04:00:00,long,stagnation,10602,10614,10626,116.518,115.466,4.113320019092698,12,0.3427766682577248,12,1.0,36,1.860266159695813,0.618,0.786,117.423,2020-08-17 08:00:00,117.423,115.40206138137094,121.46487723725812,2020-09-08 12:00:00,115.40206138137094,SL,100,2.02093861862906,-1.0,-1.009896391615089,2020
USDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-08-27 16:00:00,long,rebreak,10642,10663,10690,107.049,105.101,7.1351048167340245,21,0.3397668960349535,27,1.2857142857142858,41,0.7756673511293583,0.618,0.786,106.612,2020-08-27 20:00:00,106.614,105.03274592209804,109.7705081558039,2020-09-16 08:00:00,105.03274592209804,SL,84,1.58125407790196,-1.0,-1.0063240943626588,2020
AUDJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-10-08 04:00:00,long,stagnation,10851,10855,10860,76.052,74.929,4.238358538394798,4,1.0595896345986995,5,1.25,25,0.906500445235972,0.618,0.786,75.947,2020-10-08 08:00:00,75.95,74.86275973328902,78.11548053342196,2020-10-15 04:00:00,74.86275973328902,SL,30,1.0872402667109782,-1.0,-1.0114969987616467,2020
GBPJPY,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-10-08 04:00:00,long,stagnation,12330,12335,12337,136.98,135.03,4.112164974582115,5,0.8224329949164231,2,0.4,24,1.1641025641025762,0.618,0.786,137.3,2020-10-08 08:00:00,137.29,134.91144930881583,142.07710138236837,2020-10-28 08:00:00,134.91144930881583,SL,84,2.3785506911841594,-1.0,-1.0084084817170849,2020
SILVER,H4,VCTX_618_786_STAG_OR_REBREAK_RR2,V候補後トリガー,2020-10-09 00:00:00,long,rebreak,10790,10798,10806,24.508,22.84,4.7379340271578005,8,0.5922417533947251,8,1.0,13,0.8639088729016784,0.618,0.786,24.281,2020-10-09 04:00:00,24.286,22.75198695515603,27.339026089687934,2020-10-29 12:00:00,22.75198695515603,SL,89,1.5340130448439702,-1.0,-1.0228159728612738,2020
