timeframe,strategy,symbol,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars
H4,VCTX_618_800_FAST_STAG_OR_REBREAK_RR2,SILVER,17,41.17647058823529,-1.1123538145557053,-0.06543257732680618,0.8933080137272275,3.942922027163993,4,113.94117647058823
D1,VCTX_618_800_REC1_STAG_OR_REBREAK_RR2,SILVER,2,0.0,-1.4900408201287925,-0.7450204100643962,0.0,0.476600118646757,2,43.5
H4,VCTX_618_800_STAG_OR_REBREAK_RR2,EURJPY,49,36.734693877551024,-1.7313458551524548,-0.03533358888066234,0.9397848356633074,10.421850847703558,5,96.6938775510204
D1,VCTX_618_800_REC1_STAG_OR_REBREAK_RR2,CHFJPY,3,33.33333333333333,-1.8214627320687176,-0.6071542440229059,0.09745799689274011,1.0111198291916579,2,36.333333333333336
H4,VCTX_618_800_STAG_ONLY_RR2,SILVER,22,36.36363636363637,-2.935105839219678,-0.13341390178271262,0.7909270811579049,6.532498857240627,6,84.04545454545455
H4,VCTX_618_786_STAG_OR_REBREAK_RR2,SILVER,39,35.8974358974359,-4.019772474060866,-0.10307108907848374,0.8374047991017648,8.891854791566466,6,85.41025641025641
H4,VCTX_618_800_STAG_OR_REBREAK_RR2,SILVER,39,35.8974358974359,-4.019772474060866,-0.10307108907848374,0.8374047991017648,8.891854791566466,6,85.41025641025641
H4,VCTX_618_800_REC1_STAG_OR_REBREAK_RR2,SILVER,33,33.33333333333333,-4.4011087913250755,-0.13336693307045683,0.7960901839350211,6.766272911037544,6,78.84848484848484
H4,VCTX_618_800_BIGDROP_STAG_OR_REBREAK_RR2,SILVER,32,34.375,-5.592532510947246,-0.17476664096710143,0.7283265934969764,9.733461520426488,8,84.5625
H4,VCTX_618_800_REC1_STAG_OR_REBREAK_RR2,EURJPY,46,32.608695652173914,-6.957834564615343,-0.1512572731438118,0.7651315137408534,10.421850847703556,5,90.3913043478261
