lookback_bars,lookback_label,trigger_mode,filter,filter_notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,avg_mfe_r,hit_1r_rate,hit_1_5r_rate,hit_2r_rate,giveback_1r_to_loss_rate,giveback_1_5r_to_loss_rate,score
120,1m,rebreak,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,38,34.21052631578947,-0.3302949775721429,-0.00869197309400376,0.9872077919597554,15.536017242395538,15,21,14.285714285714285,-12.866106978976827,-0.6126717609036584,0.3092375534357424,15.536017242395538,15,15,66.66666666666666,14.561880202093702,0.9707920134729134,3.8177042748134427,2.0244741941962108,2,2,0.0,-2.0260682006890174,-1.0130341003445087,0.0,1.0073142167150142,2,1.2098584736720628,50.0,42.10526315789473,34.21052631578947,15.789473684210526,7.894736842105263,13.212396853925155
90,0.75m,stagnation,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,27,44.44444444444444,7.301564325521636,0.2704283083526532,1.454191774049094,5.418118827307917,5,17,41.17647058823529,2.748162638487516,0.1616566257933833,1.2543149819017736,5.418118827307917,5,7,57.14285714285714,4.600780507750509,0.6572543582500726,2.420844531849222,2.232259166361584,2,3,33.33333333333333,-0.04737882071638988,-0.015792940238796627,0.9766808085646131,2.0317522949999214,2,1.4355350375743183,62.96296296296296,51.85185185185185,44.44444444444444,18.51851851851852,7.4074074074074066,13.003876235454973
90,0.75m,stagnation,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,14,57.14285714285714,8.821623812001821,0.6301159865715587,2.3071505446432026,2.3310846344658787,2,9,55.55555555555556,5.02594201922205,0.5584380021357833,2.0900645792162367,2.3310846344658787,2,4,50.0,1.8113083184962389,0.4528270796240597,1.8471734609680235,1.0058013002276882,1,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.7335987697098303,78.57142857142857,64.28571428571429,57.14285714285714,21.428571428571427,7.142857142857142,12.240037126510273
120,1m,stagnation,GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,8,62.5,6.874261460054301,0.8592826825067876,3.2617764905173097,1.0229902624207816,1,5,60.0,3.9175491771880306,0.7835098354376061,2.9267777816608582,1.0229902624207816,1,2,50.0,0.9723388085827387,0.48616940429136934,1.9664370030400802,0.0,1,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.4842994443021353,62.5,62.5,62.5,0.0,0.0,11.484227685292852
90,0.75m,rebreak,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,37,37.83783783783784,3.2573364593915786,0.08803612052409672,1.13553012701417,12.85587803052894,12,26,26.923076923076923,-6.3341322589815965,-0.24362047149929217,0.6814711744714846,12.792219127439978,12,10,60.0,7.640291459605061,0.7640291459605061,2.8417201640400878,2.104015013003665,2,1,100.0,1.9511772587681147,1.9511772587681147,inf,0.0,0,1.2754545676765563,51.35135135135135,45.94594594594595,37.83783783783784,13.513513513513514,8.108108108108109,10.69939131239597
90,0.75m,stagnation,GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,12,58.333333333333336,8.78601490068792,0.73216790839066,2.729695015022069,2.0314774675718494,2,7,71.42857142857143,7.869499895372378,1.1242142707674827,4.870475357266507,1.0229902624207816,1,3,33.33333333333333,-0.05303189204610925,-0.017677297348703085,0.9738949149608357,1.0061067669430017,2,2,50.0,0.969546897361649,0.4847734486808245,1.9553818548016613,1.0148265769218827,1,1.5370467921463897,66.66666666666666,66.66666666666666,58.333333333333336,8.333333333333332,8.333333333333332,8.872873911924335
90,0.75m,either,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,60,36.666666666666664,3.0884998029571156,0.051474996715951925,1.0777003414167095,12.577764869216988,6,41,31.70731707317073,-4.166122586944272,-0.10161274602303104,0.8578092816905574,10.980685685262948,6,14,50.0,6.357692784435472,0.4541209131739623,1.857907557557658,2.3375495535867765,2,5,40.0,0.8969296054659155,0.1793859210931831,1.2951765184949366,3.0386211275857304,3,1.3209864729703886,56.666666666666664,48.333333333333336,36.666666666666664,20.0,11.666666666666666,8.856890255255951
60,0.5m,either,GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,28,39.285714285714285,4.466671585836871,0.1595239852084597,1.2571749751789931,9.246843150744773,9,17,35.294117647058826,0.6452401173224467,0.03795530101896745,1.057313330382871,6.175213783512956,6,6,50.0,2.8870128736156007,0.4811688122692668,1.9398962337104504,2.044474529429213,3,5,40.0,0.9344185948988257,0.18688371897976513,1.3075288221449386,2.0237100593787827,2,1.285387601281862,53.57142857142857,42.857142857142854,39.285714285714285,14.285714285714285,3.571428571428571,7.51464716250223
60,0.5m,stagnation,GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,12,50.0,5.772826330543393,0.48106886087861606,1.943844293912882,3.060187792393257,3,8,50.0,3.8498482884057355,0.48123103605071693,1.9444945529442363,2.0348170917644093,2,2,50.0,0.9534311447760093,0.47671557238800466,1.9298404413070134,0.0,1,2,50.0,0.969546897361649,0.4847734486808245,1.9553818548016613,1.0148265769218827,1,1.3731991762858409,58.333333333333336,58.333333333333336,50.0,8.333333333333332,8.333333333333332,7.020016493603636
240,2m,rebreak,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,21,33.33333333333333,-0.7249962807026937,-0.03452363241441399,0.9500577859397104,9.48749478751938,9,13,15.384615384615385,-7.492922410790424,-0.5763786469838788,0.3467074678011825,9.424634399654531,9,7,71.42857142857143,7.775240346802746,1.110748620971821,4.811553842048688,1.0161264276951956,1,1,0.0,-1.0073142167150142,-1.0073142167150142,0.0,0.0,1,1.284279358484518,57.14285714285714,33.33333333333333,33.33333333333333,23.809523809523807,0.0,6.045381694862812
60,0.5m,either,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,27,37.03703703703704,1.0010743631817858,0.03707682826599207,1.0546228048683788,5.220504730060366,3,19,31.57894736842105,-2.4243761010746487,-0.12759874216182363,0.8273970272142805,3.929904508756197,3,6,50.0,2.459905296686718,0.40998421611445296,1.75405341837468,1.1241820073872508,2,2,50.0,0.9655451675697153,0.48277258378485766,1.9477015520741041,1.0188283067138164,1,1.2796932682987374,55.55555555555556,44.44444444444444,37.03703703703704,18.51851851851852,7.4074074074074066,3.850764654623103
60,0.5m,either,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,31,38.70967741935484,2.8591199582836264,0.09222967607366536,1.1405051366408776,5.130566843086397,3,21,38.095238095238095,1.455493176903093,0.06930919890014728,1.103623546318348,3.839966621782227,3,7,42.857142857142854,1.4449504463966265,0.20642149234237522,1.3378264419046377,1.1241820073872508,2,3,33.33333333333333,-0.04132366501609397,-0.013774555005364656,0.9796002747822503,2.0256971392996257,2,1.2907779330289997,58.06451612903226,45.16129032258064,38.70967741935484,19.35483870967742,6.451612903225806,3.8198426241235186
720,6m,rebreak,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
720,6m,rebreak,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
360,3m,rebreak,GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,5,40.0,0.8831376212900268,0.17662752425800538,1.286352516789771,2.069816941873781,2,4,25.0,-1.1092383808069,-0.277309595201725,0.6403355554031441,2.069816941873781,2,1,100.0,1.9923760020969268,1.9923760020969268,inf,0.0,0,0,0.0,0.0,0.0,,0.0,0,1.1125886118105341,40.0,40.0,40.0,0.0,0.0,1.7493972021596855
480,4m,stagnation,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,7,42.857142857142854,1.6568920550871884,0.2366988650124555,1.3933130756440806,1.1322594416970484,2,5,40.0,0.8070811335887356,0.1614162267177471,1.2620057320289537,1.0464018616453588,2,2,50.0,0.8498109214984528,0.4249054607492264,1.7505443454061578,1.1322594416970484,1,0,0.0,0.0,0.0,,0.0,0,1.1498010338575042,57.14285714285714,42.857142857142854,42.857142857142854,14.285714285714285,0.0,1.733708836154972
60,0.5m,either,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,74,35.13513513513514,0.706776683821384,0.009551036267856541,1.0141133451018196,15.90787491824277,7,45,33.33333333333333,-2.146273271227895,-0.047694961582842116,0.9318734699290375,13.374911922898395,7,22,40.909090909090914,3.984224230391482,0.181101101381431,1.2949603077314111,5.4068106285987465,5,7,28.57142857142857,-1.1311742753422038,-0.16159632504888627,0.7767444900861542,3.1155477496257356,3,1.2960578558398526,55.4054054054054,43.24324324324324,35.13513513513514,20.27027027027027,8.108108108108109,1.5631945209037155
90,0.75m,either,GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,20,40.0,3.626542488307728,0.1813271244153864,1.2963631431986073,4.11470982417822,4,14,42.857142857142854,3.7230493029514196,0.26593209306795856,1.4557737049219224,3.048404263258982,3,3,33.33333333333333,-0.05717022954844131,-0.01905674318281377,0.9720367122575979,1.0215583462904079,2,3,33.33333333333333,-0.03933658509525095,-0.013112195031750318,0.9805621438145511,2.0237100593787827,2,1.2956776916438129,55.00000000000001,45.0,40.0,15.0,5.0,1.5509323976651963
120,1m,either,GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,18,33.33333333333333,-0.32583672341294867,-0.01810204018960826,0.9733717096606793,2.0702352947490072,3,13,30.76923076923077,-1.252900204479867,-0.0963769388061436,0.863694780070931,2.0702352947490072,3,2,50.0,0.9737960296745725,0.48689801483728623,1.9608170532998732,1.0135082702061997,1,3,33.33333333333333,-0.04673254860765419,-0.015577516202551397,0.976991575978327,2.031106022891186,2,1.1062220162242395,44.44444444444444,33.33333333333333,33.33333333333333,11.11111111111111,0.0,0.2261232374115325
180,1.5m,stagnation,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,15,33.33333333333333,-1.06577917475683,-0.07105194498378867,0.9020338534177077,3.7879931356643386,3,9,33.33333333333333,-0.7925992787975762,-0.08806658653306403,0.8809430446824629,2.56343587340779,3,5,40.0,0.7690425846436946,0.15380851692873893,1.2418736881456476,1.1322594416970482,2,1,0.0,-1.0422224806029483,-1.0422224806029483,0.0,0.0,1,1.139830241231166,53.333333333333336,33.33333333333333,33.33333333333333,20.0,0.0,-1.472100283617928
180,1.5m,stagnation,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,14,35.714285714285715,-0.04218430828556108,-0.003013164877540077,0.9957197021439631,2.7643982691930695,3,9,33.33333333333333,-0.7925992787975762,-0.08806658653306403,0.8809430446824629,2.56343587340779,3,4,50.0,1.7926374511149634,0.44815936277874086,1.8314928011198361,1.0236671624788134,1,1,0.0,-1.0422224806029483,-1.0422224806029483,0.0,0.0,1,1.1943292781406696,57.14285714285714,35.714285714285715,35.714285714285715,21.428571428571427,0.0,-1.5984518916120694
240,2m,stagnation,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,11,36.36363636363637,0.4964648530551472,0.04513316845955884,1.067584046194346,3.241422162523123,3,8,37.5,0.693306204959554,0.08666327561994425,1.1340653115623538,2.109162720826075,3,2,50.0,0.8453811286985415,0.42269056434927077,1.7466319975494935,0.0,1,1,0.0,-1.0422224806029483,-1.0422224806029483,0.0,0.0,1,1.080410825092277,45.45454545454545,36.36363636363637,36.36363636363637,9.090909090909092,0.0,-2.0513166131048024
240,2m,stagnation,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,11,36.36363636363637,0.4964648530551472,0.04513316845955884,1.067584046194346,3.241422162523123,3,8,37.5,0.693306204959554,0.08666327561994425,1.1340653115623538,2.109162720826075,3,2,50.0,0.8453811286985415,0.42269056434927077,1.7466319975494935,0.0,1,1,0.0,-1.0422224806029483,-1.0422224806029483,0.0,0.0,1,1.080410825092277,45.45454545454545,36.36363636363637,36.36363636363637,9.090909090909092,0.0,-2.0513166131048024
360,3m,either,GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,10,30.0,-1.21061581012383,-0.121061581012383,0.830976360219078,3.0997255574000513,3,9,22.22222222222222,-3.202991812220757,-0.35588797913563963,0.5528050024105767,3.0997255574000513,3,1,100.0,1.9923760020969268,1.9923760020969268,inf,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.9114162041528135,40.0,30.0,30.0,10.0,0.0,-2.2479659607879845
90,0.75m,rebreak,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,8,37.5,0.2514160493223443,0.03142700616529304,1.0463592819446779,3.355171770782664,3,8,37.5,0.2514160493223443,0.03142700616529304,1.0463592819446779,3.355171770782664,3,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,1.1590464952259083,50.0,50.0,37.5,12.5,12.5,-2.4153095867674717
240,2m,either,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,35,28.57142857142857,-6.314927422054146,-0.18042649777297562,0.7568502114227069,13.829100962713692,9,25,20.0,-10.908371629841882,-0.4363348651936753,0.4742861426065884,11.673054394027904,9,8,62.5,6.6429809051056985,0.8303726131382123,3.0941420637160815,1.1322594416970484,2,2,0.0,-2.0495366973179623,-1.0247683486589811,0.0,1.042222480602948,2,1.1730284775869142,54.285714285714285,34.285714285714285,28.57142857142857,25.71428571428571,5.714285714285714,-2.7654813562749267
90,0.75m,either,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,20,40.0,2.375986314433828,0.1187993157216914,1.183512107230802,5.355717284617352,5,16,43.75,3.6538555894622835,0.22836597434139272,1.3772673178323447,2.2916058510035695,2,3,0.0,-3.262242749311987,-1.0874142497706625,0.0,2.129983307614939,3,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.2693468941886263,55.00000000000001,50.0,40.0,15.0,10.0,-3.218924935777327
360,3m,stagnation,GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,5,40.0,0.9166646861556345,0.1833329372311269,1.301262033688708,1.0102225006053476,2,4,50.0,1.922771453098636,0.480692863274659,1.9440890635725343,1.0102225006053476,2,1,0.0,-1.0061067669430015,-1.0061067669430015,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0.9870942456714678,40.0,40.0,40.0,0.0,0.0,-3.508625276714089
240,2m,stagnation,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,18,27.77777777777778,-3.8084435781978727,-0.2115801987887707,0.7206425063364312,4.521270877999941,4,13,23.076923076923077,-4.4936728648244335,-0.34566714344803334,0.5661801836789814,4.271082074833858,4,4,50.0,1.7274517672295073,0.43186294180737683,1.7738580686601566,2.232259166361584,2,1,0.0,-1.0422224806029483,-1.0422224806029483,0.0,0.0,1,1.0280525575953654,44.44444444444444,38.88888888888889,27.77777777777778,16.666666666666664,11.11111111111111,-3.991497465841101
360,3m,stagnation,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,10,30.0,-1.476588169369566,-0.1476588169369566,0.7989979429052798,3.081816320371877,4,8,25.0,-2.3263990908680188,-0.29079988635850235,0.6256121943434562,3.081816320371877,4,2,50.0,0.8498109214984528,0.4249054607492264,1.7505443454061578,1.1322594416970484,1,0,0.0,0.0,0.0,,0.0,0,1.1885392494487823,60.0,50.0,30.0,30.0,20.0,-4.0189064685069384
360,3m,stagnation,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,5,40.0,0.7212235535370459,0.14424471070740918,1.2277845961074627,1.1322594416970484,2,4,50.0,1.8534829952340943,0.4633707488085236,1.9112533403511074,1.0075735727598318,2,1,0.0,-1.1322594416970484,-1.1322594416970484,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,1.132109543333387,60.0,40.0,40.0,20.0,0.0,-4.115789197986574
360,3m,stagnation,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,5,40.0,0.7212235535370459,0.14424471070740918,1.2277845961074627,1.1322594416970484,2,4,50.0,1.8534829952340943,0.4633707488085236,1.9112533403511074,1.0075735727598318,2,1,0.0,-1.1322594416970484,-1.1322594416970484,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,1.132109543333387,60.0,40.0,40.0,20.0,0.0,-4.115789197986574
480,4m,stagnation,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,5,40.0,0.7212235535370459,0.14424471070740918,1.2277845961074627,1.1322594416970484,2,4,50.0,1.8534829952340943,0.4633707488085236,1.9112533403511074,1.0075735727598318,2,1,0.0,-1.1322594416970484,-1.1322594416970484,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,1.132109543333387,60.0,40.0,40.0,20.0,0.0,-4.115789197986574
480,4m,stagnation,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,5,40.0,0.7212235535370459,0.14424471070740918,1.2277845961074627,1.1322594416970484,2,4,50.0,1.8534829952340943,0.4633707488085236,1.9112533403511074,1.0075735727598318,2,1,0.0,-1.1322594416970484,-1.1322594416970484,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,1.132109543333387,60.0,40.0,40.0,20.0,0.0,-4.115789197986574
720,6m,stagnation,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,5,40.0,0.8181255064919342,0.16362510129838684,1.2598457640451919,3.1485043040749625,3,1,100.0,1.9845594473713954,1.9845594473713954,inf,0.0,0,4,25.0,-1.1664339408794613,-0.2916084852198653,0.629527601607595,3.1485043040749625,3,0,0.0,0.0,0.0,,0.0,0,1.4847902192410982,80.0,40.0,40.0,40.0,0.0,-4.454375129343421
90,0.75m,either,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,24,37.5,1.2098391810974534,0.050409965879060555,1.0753723059952678,5.870086501168414,5,19,42.10526315789473,3.4945772887117195,0.18392512045851156,1.2965930810261017,4.3889450841079185,4,3,0.0,-3.262242749311987,-1.0874142497706625,0.0,2.129983307614939,3,2,50.0,0.9775046416977224,0.4887523208488612,1.9708361308466817,1.0068688325858093,1,1.2459829953518382,54.166666666666664,45.83333333333333,37.5,16.666666666666664,8.333333333333332,-4.8953615738575245
180,1.5m,stagnation,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,21,28.57142857142857,-4.324285744364493,-0.2059183687792616,0.7317379485499876,5.99867647239865,5,13,23.076923076923077,-4.933176486936205,-0.37947511437970805,0.5431351014149108,5.656189848673067,5,7,42.857142857142854,1.6511132231746601,0.23587331759638003,1.3858172790412862,3.255854032832853,3,1,0.0,-1.0422224806029483,-1.0422224806029483,0.0,0.0,1,1.1250667915882817,52.38095238095239,38.095238095238095,28.57142857142857,23.809523809523807,9.523809523809524,-4.934554521221623
