support_age_bucket,trigger_mode,filter,filter_notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,avg_mfe_r,hit_1r_rate,hit_1_5r_rate,hit_2r_rate,giveback_1r_to_loss_rate,giveback_1_5r_to_loss_rate,score
03_120-239bars,either,ALL,全候補,170,28.823529411764703,-29.717620135348294,-0.17480953020793114,0.7594164480879528,42.24903218349331,28,103,29.126213592233007,-16.70594579075951,-0.16219364845397582,0.7755887627679442,28.248404362475426,19,61,29.508196721311474,-9.895206769369931,-0.16221650441590052,0.7749301908494124,17.3640015686116,12,6,16.666666666666664,-3.1164675752188558,-0.519411262536476,0.3906690766784119,3.0977563778056343,4,1.2081420339241855,49.411764705882355,35.294117647058826,27.647058823529413,21.176470588235293,7.647058823529412,-55.09394797720931
02_60-119bars,stagnation,ALL,全候補,210,27.61904761904762,-71.45773511285464,-0.3402749291088316,0.5481629821406037,82.70603381804419,25,159,26.41509433962264,-63.818736090977595,-0.4013756986853937,0.4782720100924159,70.94851525101086,22,36,44.44444444444444,7.482416730246856,0.20784490917352377,1.3613631283677305,10.65751884236877,5,15,0.0,-15.121415752123912,-1.0080943834749274,0.0,14.119605867468902,15,1.0749530425954386,46.666666666666664,31.9047619047619,18.095238095238095,20.476190476190474,9.523809523809524,-84.96828022536418
01_25-59bars,stagnation,ALL,全候補,299,25.75250836120401,-78.84501261451955,-0.2636956943629416,0.642208845782484,95.23909619135785,58,208,21.634615384615387,-78.34773721253941,-0.3766718135218241,0.5087982112283878,95.23909619135785,58,78,41.02564102564102,12.493985917829233,0.16017930663883634,1.2609839752673104,21.476783239805293,16,13,0.0,-12.991261319809366,-0.9993277938314897,0.0,11.987337013580063,13,1.0747601003711071,44.81605351170568,32.77591973244147,23.411371237458194,19.39799331103679,8.361204013377927,-89.07457749263321
01_25-59bars,rebreak,ALL,全候補,395,27.59493670886076,-94.82507687775748,-0.24006348576647463,0.659836583134043,98.61806590213968,25,275,29.454545454545457,-64.67982021347044,-0.23519934623080158,0.6680230025547201,80.14722234329318,22,95,25.263157894736842,-17.805130028475457,-0.18742242135237322,0.7204999439885893,21.705630519216978,10,25,16.0,-12.340126635811595,-0.4936050654324638,0.3899353694652516,11.336061105107353,12,1.0815563687593401,47.34177215189874,32.151898734177216,22.78481012658228,22.278481012658226,7.59493670886076,-144.1461667473948
01_25-59bars,either,ALL,全候補,455,28.13186813186813,-84.0320839098159,-0.18468589870289207,0.7388778026673719,101.72902163505039,25,313,31.629392971246006,-33.56903376799515,-0.1072493091629238,0.8443229868112739,65.92105011122095,25,110,22.727272727272727,-31.004536009699795,-0.2818594182699981,0.6067051924385598,35.02818848450852,15,32,12.5,-19.458514132120943,-0.6080785666287795,0.28843185510918806,18.4544486014167,19,1.170755593469068,53.18681318681319,34.72527472527472,26.153846153846157,25.494505494505493,7.252747252747254,-149.66964832236243
02_60-119bars,rebreak,ALL,全候補,327,25.688073394495415,-105.85191891992116,-0.32370617406703717,0.5720799448658475,120.06942163548571,36,221,26.244343891402718,-66.79374016980734,-0.3022341184154178,0.5983481704129316,81.01124288537184,21,77,33.76623376623377,-9.862482280740837,-0.12808418546416672,0.8098632314139997,17.243375629604873,15,29,0.0,-29.195696469372976,-1.0067481541163095,0.0,28.185839303274896,29,1.0595430330981308,48.92966360856269,30.886850152905197,20.18348623853211,24.159021406727827,7.64525993883792,-151.4269978170839
02_60-119bars,either,ALL,全候補,329,25.227963525835868,-105.9349494852296,-0.321990727918631,0.5779687426845054,130.88980915257258,36,218,26.605504587155966,-58.74519997194613,-0.26947339436672535,0.6413717771862603,83.70005963928904,23,79,31.645569620253166,-14.951338798919661,-0.18925745315088177,0.7280011667031904,19.32622337670327,15,32,0.0,-32.23841071436382,-1.0074503348238695,0.0,31.22855354826574,32,1.0926668788487173,49.848024316109424,33.73860182370821,20.972644376899694,25.53191489361702,10.030395136778116,-160.30900250106635
00_<=24bars,either,ALL,全候補,1260,32.06349206349206,-133.2655195729318,-0.10576628537534269,0.8451793812122448,177.02643164814262,38,824,31.43203883495146,-103.77608213366105,-0.12594184724958865,0.8181205829677948,123.52355713999947,38,371,36.65768194070081,10.15374856271513,0.02736859450866612,1.043403564158099,52.4640523909792,26,65,13.846153846153847,-39.64318600198588,-0.6098951692613213,0.2953487995466843,50.268766500561334,25,1.1449257348467552,49.047619047619044,37.38095238095238,27.936507936507937,18.095238095238095,7.063492063492063,-165.9155149699984
00_<=24bars,rebreak,ALL,全候補,1164,31.27147766323024,-177.00560359841626,-0.15206666975808958,0.7790570886485647,192.59175752327954,38,755,31.125827814569533,-125.59858910388371,-0.16635574715746188,0.7598166370160946,135.91202577149932,38,345,35.65217391304348,-3.808183765528657,-0.011038213813126542,0.9826859438574761,55.64090963461623,26,64,9.375,-47.59883072900392,-0.7437317301406863,0.1830185864670377,50.27466351569654,25,1.1015987921554757,46.56357388316151,34.62199312714777,25.343642611683848,17.2680412371134,6.185567010309279,-232.55257308825435
00_<=24bars,stagnation,ALL,全候補,691,28.364688856729376,-211.2748959404003,-0.3057523819687414,0.5669883254834128,215.50713023970556,33,462,28.57142857142857,-137.46819531213447,-0.29755020630332135,0.579024674496785,136.46169592416936,33,214,27.102803738317753,-72.17782367469073,-0.33727954988173237,0.528439188147321,81.02147696512453,18,15,40.0,-1.6288769535751277,-0.10859179690500852,0.8040135704989114,8.311172144528916,9,0.9642409873897633,37.192474674384954,27.35166425470333,18.668596237337194,12.879884225759769,4.92040520984081,-355.4210881123471
