lookback_bars,lookback_label,trigger_mode,exit_variant,filter,filter_notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,avg_mfe_r,hit_1r_rate,hit_1_5r_rate,hit_2r_rate,giveback_1r_to_loss_rate,giveback_1_5r_to_loss_rate,score
90,0.75m,either,fixed_1R,ALL,全候補,432,53.70370370370371,20.916836181550888,0.048418602272108535,1.1038829717375458,17.939843981766053,8,275,53.81818181818182,12.601067150826797,0.0458220623666429,1.0982795917830048,14.569551393452592,8,126,59.523809523809526,21.620089844658423,0.17158801464014622,1.424453014088199,7.296050346237344,6,31,29.03225806451613,-13.304320813934329,-0.4291716391591719,0.40062860025103286,15.281120462045514,7,0.8512539967615509,52.54629629629629,9.027777777777777,2.7777777777777777,0.0,0.0,42.67354038052547
60,0.5m,stagnation,fixed_2R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,39,48.717948717948715,15.108520586948094,0.38739796376789987,1.869255037715477,6.262305404220744,4,24,41.66666666666667,2.1092374333290627,0.08788489305537761,1.1640076238883865,5.958943185749679,4,12,66.66666666666666,13.048564562971197,1.0873803802475999,6.247262131925113,2.2854325816665666,3,3,33.33333333333333,-0.049281409352167405,-0.016427136450722468,0.975767073484925,2.033654883635699,2,1.388463709497776,56.41025641025641,43.58974358974359,41.02564102564102,15.384615384615385,2.564102564102564,31.620068604245418
120,1m,stagnation,fixed_2R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,27,51.85185185185185,13.765314036905087,0.5098264458112995,2.0293346669059544,6.508801119101657,6,16,37.5,1.2744128792656073,0.07965080495410046,1.1261656234124138,5.957698202179444,6,10,70.0,10.506527683355946,1.0506527683355946,4.211129191291021,3.271910613827356,3,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.4520843548785227,62.96296296296296,51.85185185185185,51.85185185185185,11.11111111111111,0.0,28.814587427307956
120,1m,stagnation,fixed_2R,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,27,51.85185185185185,13.229214913603439,0.4899709227260533,1.9511180340619954,7.044900242403306,6,16,37.5,0.7383137559639579,0.04614460974774737,1.069408594488773,6.493797325481093,6,10,70.0,10.506527683355946,1.0506527683355946,4.211129191291021,3.271910613827356,3,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.4520843548785227,62.96296296296296,51.85185185185185,51.85185185185185,11.11111111111111,0.0,27.986824797995958
120,1m,stagnation,fixed_2R_max48,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,27,51.85185185185185,13.229214913603439,0.4899709227260533,1.9511180340619954,7.044900242403306,6,16,37.5,0.7383137559639579,0.04614460974774737,1.069408594488773,6.493797325481093,6,10,70.0,10.506527683355946,1.0506527683355946,4.211129191291021,3.271910613827356,3,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.4520843548785227,62.96296296296296,51.85185185185185,51.85185185185185,11.11111111111111,0.0,27.986824797995958
120,1m,either,fixed_2R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,52,42.30769230769231,10.753266185248147,0.2067935804855413,1.3525252951224018,11.91435619157464,8,31,32.25806451612903,-3.548865556080811,-0.11447953406712293,0.8321061640621122,10.699039109750872,8,18,61.111111111111114,14.343826467734445,0.7968792482074691,2.954224980051843,3.1956980161515607,3,3,33.33333333333333,-0.04169472640548566,-0.013898242135161887,0.9794208672781567,2.0260682006890174,2,1.300283687484811,55.769230769230774,46.15384615384615,40.38461538461539,15.384615384615385,5.769230769230769,26.16696851570039
120,1m,stagnation,fixed_2R,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,18,61.111111111111114,13.60967396314572,0.75609299795254,2.779085717270389,3.406763132639054,3,11,54.54545454545454,5.897620562874115,0.5361473238976469,2.0766201895898977,3.406763132639054,3,6,66.66666666666666,5.727679925988072,0.954613320998012,3.6371615679848857,1.0396514474657728,2,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.6063950191628384,72.22222222222221,61.111111111111114,61.111111111111114,11.11111111111111,0.0,25.43465680025219
120,1m,stagnation,fixed_2R_max48,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,18,61.111111111111114,13.60967396314572,0.75609299795254,2.779085717270389,3.406763132639054,3,11,54.54545454545454,5.897620562874115,0.5361473238976469,2.0766201895898977,3.406763132639054,3,6,66.66666666666666,5.727679925988072,0.954613320998012,3.6371615679848857,1.0396514474657728,2,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.6063950191628384,72.22222222222221,61.111111111111114,61.111111111111114,11.11111111111111,0.0,25.43465680025219
120,1m,stagnation,fixed_2R_no_progress12,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,18,61.111111111111114,13.60967396314572,0.75609299795254,2.779085717270389,3.406763132639054,3,11,54.54545454545454,5.897620562874115,0.5361473238976469,2.0766201895898977,3.406763132639054,3,6,66.66666666666666,5.727679925988072,0.954613320998012,3.6371615679848857,1.0396514474657728,2,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.6063950191628384,72.22222222222221,61.111111111111114,61.111111111111114,11.11111111111111,0.0,25.43465680025219
90,0.75m,either,half_1R_trail1ATR_rest_2R,ALL,全候補,432,53.70370370370371,11.197679902122673,0.02592055532898767,1.0556130121545009,21.507163695026346,8,275,53.81818181818182,8.950285591837071,0.032546493061225715,1.0698060254562916,14.822321860076968,8,126,59.523809523809526,16.078071702381415,0.12760374366969376,1.315650214399458,8.751976959048854,6,31,29.03225806451613,-13.830677392095808,-0.4461508836159938,0.37691577165708456,16.47806900617973,7,1.0447399359389091,52.54629629629629,25.925925925925924,15.50925925925926,0.0,0.0,25.273870254694234
120,1m,stagnation,fixed_2R,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,16,62.5,12.74729152896511,0.7967057205603194,2.9390066522235974,3.235476808941915,3,9,55.55555555555556,5.035238128693507,0.5594709031881675,2.1437941330168924,2.3310846344658787,2,6,66.66666666666666,5.727679925988072,0.954613320998012,3.6371615679848857,1.0396514474657728,2,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.6811951692950176,75.0,62.5,62.5,12.5,0.0,24.93746777238019
120,1m,stagnation,fixed_2R_max48,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,16,62.5,12.74729152896511,0.7967057205603194,2.9390066522235974,3.235476808941915,3,9,55.55555555555556,5.035238128693507,0.5594709031881675,2.1437941330168924,2.3310846344658787,2,6,66.66666666666666,5.727679925988072,0.954613320998012,3.6371615679848857,1.0396514474657728,2,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.6811951692950176,75.0,62.5,62.5,12.5,0.0,24.93746777238019
120,1m,stagnation,fixed_2R_no_progress12,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,16,62.5,12.74729152896511,0.7967057205603194,2.9390066522235974,3.235476808941915,3,9,55.55555555555556,5.035238128693507,0.5594709031881675,2.1437941330168924,2.3310846344658787,2,6,66.66666666666666,5.727679925988072,0.954613320998012,3.6371615679848857,1.0396514474657728,2,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.6811951692950176,75.0,62.5,62.5,12.5,0.0,24.93746777238019
60,0.5m,stagnation,fixed_2R_max48,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,39,43.58974358974359,10.439899086416757,0.26768972016453224,1.4613998564846975,10.466915645828074,7,24,33.33333333333333,-1.3793951907310218,-0.05747479961379257,0.9185052991149616,9.788060733212495,7,12,66.66666666666666,11.868575686499947,0.9890479738749955,4.236831391808272,2.6609252758110804,3,3,33.33333333333333,-0.049281409352167405,-0.016427136450722468,0.975767073484925,2.033654883635699,2,1.445613513699353,61.53846153846154,48.717948717948715,43.58974358974359,17.94871794871795,5.128205128205128,23.597619735902498
120,1m,either,fixed_2R,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,52,40.38461538461539,8.760955304634068,0.1684799097045013,1.2734165808120583,13.906667072188718,9,31,29.03225806451613,-5.541176436694891,-0.17874762699015778,0.7556428042421136,12.691349990364952,9,18,61.111111111111114,14.343826467734445,0.7968792482074691,2.954224980051843,3.1956980161515607,3,3,33.33333333333333,-0.04169472640548566,-0.013898242135161887,0.9794208672781567,2.0260682006890174,2,1.3010529043449774,55.769230769230774,46.15384615384615,40.38461538461539,15.384615384615385,5.769230769230769,23.44421651749829
120,1m,either,fixed_2R_max48,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,52,40.38461538461539,8.760955304634068,0.1684799097045013,1.2734165808120583,13.906667072188718,9,31,29.03225806451613,-5.541176436694891,-0.17874762699015778,0.7556428042421136,12.691349990364952,9,18,61.111111111111114,14.343826467734445,0.7968792482074691,2.954224980051843,3.1956980161515607,3,3,33.33333333333333,-0.04169472640548566,-0.013898242135161887,0.9794208672781567,2.0260682006890174,2,1.3010529043449774,55.769230769230774,46.15384615384615,40.38461538461539,15.384615384615385,5.769230769230769,23.44421651749829
60,0.5m,stagnation,fixed_2R_no_progress12,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,23,52.17391304347826,11.400489125714067,0.4956734402484377,2.1096143745988494,3.35640532395354,3,15,46.666666666666664,4.075436986848408,0.2716957991232272,1.5144527757384663,3.35640532395354,3,6,66.66666666666666,6.359506971295942,1.0599178285493236,5.768803224054642,0.20130511790094996,1,2,50.0,0.9655451675697153,0.48277258378485766,1.9477015520741041,1.0188283067138164,1,1.504962174616665,65.21739130434783,47.82608695652174,47.82608695652174,17.391304347826086,0.0,22.285104295873413
60,0.5m,stagnation,fixed_2R,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,39,43.58974358974359,9.928285008866157,0.2545714104837476,1.4290864938021741,10.978529723378674,7,24,33.33333333333333,-1.3793951907310218,-0.05747479961379257,0.9185052991149616,9.788060733212495,7,12,66.66666666666666,11.356961608949346,0.9464134674124455,3.7180554556252474,3.172539353361681,3,3,33.33333333333333,-0.049281409352167405,-0.016427136450722468,0.975767073484925,2.033654883635699,2,1.445613513699353,61.53846153846154,48.717948717948715,43.58974358974359,17.94871794871795,5.128205128205128,22.25937864449787
90,0.75m,stagnation,fixed_2R_no_progress12,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,15,60.0,12.329631618402306,0.8219754412268204,3.3807908247517884,2.3310846344658787,2,10,60.0,7.7294536432957965,0.7729453643295796,3.010139674738683,2.3310846344658787,2,4,50.0,2.615804500822977,0.6539511252057443,2.9615132105876514,0.20130511790094985,1,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.6916906078232927,73.33333333333333,60.0,60.0,13.333333333333334,0.0,21.55451845043248
120,1m,stagnation,fixed_1_25R,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,16,75.0,9.747291528965153,0.6092057205603221,3.34906970004965,1.0635659197790948,1,9,66.66666666666666,3.5352381286935306,0.3928042365215034,2.1368148267218054,1.0635659197790948,1,6,83.33333333333334,4.977679925988092,0.8296133209980153,5.787835325119351,1.0396514474657725,1,1,100.0,1.2343734742835317,1.2343734742835317,inf,0.0,0,1.310564798690049,75.0,43.75,18.75,0.0,0.0,21.24050854249703
90,0.75m,stagnation,fixed_1_25R,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,15,80.0,10.759684744355617,0.7173123162903745,4.461929185423645,1.0635659197790943,1,10,80.0,6.964002951575843,0.6964002951575843,4.312719438513043,1.0635659197790943,1,4,75.0,2.561308318496242,0.6403270796240605,3.546535103818643,1.0058013002276882,1,1,100.0,1.2343734742835317,1.2343734742835317,inf,0.0,0,1.3898232325693596,80.0,46.666666666666664,20.0,0.0,0.0,20.898541697191476
120,1m,stagnation,fixed_1_25R,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,27,62.96296296296296,9.479214913603448,0.35108203383716474,1.9065682977625116,5.201348023359579,5,16,50.0,0.7383137559639623,0.046144609747747645,1.0887769832261225,5.201348023359579,5,10,80.0,7.506527683355954,0.7506527683355955,4.508295081521258,1.0999997246645354,1,1,100.0,1.2343734742835317,1.2343734742835317,inf,0.0,0,1.1335772261221542,62.96296296296296,33.33333333333333,14.814814814814813,0.0,0.0,20.49760756090187
120,1m,stagnation,fixed_1_25R,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,18,72.22222222222221,9.859673963145744,0.547759664619208,2.886981102995239,2.114313830517541,2,11,63.63636363636363,3.64762056287412,0.3316018693521927,1.8714995202026072,2.114313830517541,2,6,83.33333333333334,4.977679925988092,0.8296133209980153,5.787835325119351,1.0396514474657725,1,1,100.0,1.2343734742835317,1.2343734742835317,inf,0.0,0,1.2769458008473107,72.22222222222221,44.44444444444444,22.22222222222222,0.0,0.0,20.382331178174137
120,1m,either,fixed_1_25R,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,52,53.84615384615385,8.760955304634109,0.1684799097045021,1.3536223770689009,9.066600294906891,6,31,45.16129032258064,-1.0411764366948568,-0.033586336667576024,0.9406989143267039,9.066600294906891,6,18,72.22222222222221,10.593826467734454,0.5885459148741363,3.0406644469191924,1.1095817344905992,1,3,33.33333333333333,-0.7916947264054857,-0.2638982421351619,0.609245766684335,2.0260682006890174,2,0.9642342380358495,55.769230769230774,23.076923076923077,3.8461538461538463,1.9230769230769231,0.0,20.234439008075643
120,1m,either,fixed_1_5R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,52,48.07692307692308,7.753266185248182,0.14910127279323426,1.2825321937005483,8.414356191574614,5,31,38.70967741935484,-3.0488655560807842,-0.09835050180905755,0.8403097702213205,8.17917381416434,5,18,66.66666666666666,11.343826467734452,0.6302125815408028,2.7938815281975526,3.1956980161515607,3,3,33.33333333333333,-0.5416947264054857,-0.18056490880182854,0.7326374668822756,2.0260682006890174,2,1.1059654426441194,55.769230769230774,46.15384615384615,11.538461538461538,9.615384615384617,0.0,20.141206183509354
60,0.5m,stagnation,fixed_1_5R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,39,51.28205128205128,9.608520586948154,0.24637232274226037,1.5879991107055114,7.762305404220715,4,24,45.83333333333333,1.109237433329108,0.046218226388712834,1.0938389260639296,6.958943185749644,4,12,66.66666666666666,9.048564562971213,0.7540470469142678,4.63872899202232,2.2854325816665666,3,3,33.33333333333333,-0.5492814093521674,-0.18309380311738913,0.729904314752668,2.033654883635699,2,1.2211589508109355,56.41025641025641,43.58974358974359,17.94871794871795,12.82051282051282,0.0,20.099710113132986
60,0.5m,stagnation,fixed_1_25R,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,39,58.97435897435898,10.67828500886612,0.27380217971451587,1.6526467740224622,6.173499489869097,6,24,54.166666666666664,3.8706048092689445,0.16127520038620602,1.3430848500745296,6.173499489869097,6,12,75.0,7.60696160894934,0.633913467412445,3.4972944185633383,1.0280089085880253,1,3,33.33333333333333,-0.7992814093521674,-0.26642713645072247,0.6069729353865395,2.033654883635699,2,1.1805899904093233,61.53846153846154,33.33333333333333,12.82051282051282,2.564102564102564,0.0,20.011119560018578
60,0.5m,stagnation,fixed_2R_no_progress12,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,22,50.0,9.462428193360283,0.4301103724254674,1.9209820935033215,3.35640532395354,3,14,42.857142857142854,2.1373760544946245,0.15266971817818747,1.269806415258063,3.35640532395354,3,6,66.66666666666666,6.359506971295942,1.0599178285493236,5.768803224054642,0.20130511790094996,1,2,50.0,0.9655451675697153,0.48277258378485766,1.9477015520741041,1.0188283067138164,1,1.4819008269427663,63.63636363636363,45.45454545454545,45.45454545454545,18.181818181818183,0.0,19.89615881113222
90,0.75m,either,fixed_1_25R,ALL,全候補,432,46.99074074074074,11.548378743609241,0.02673235820279917,1.0503707007017193,29.20361079340811,9,275,48.0,12.5538055485812,0.04565020199484073,1.0873899486345022,20.032462858552236,9,126,50.0,12.298894008962368,0.09761026991239974,1.1970627685330104,10.592175666652757,8,31,25.806451612903224,-13.30432081393433,-0.42917163915917195,0.42663655527098154,15.781120462045514,9,0.959961007417651,52.54629629629629,18.287037037037038,4.398148148148148,6.712962962962964,0.0,19.163448989524966
90,0.75m,either,fixed_1_5R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,60,50.0,12.459328858633421,0.2076554809772237,1.4391143757317906,4.484366692946626,5,41,48.78048780487805,7.550160206275971,0.18415024893356027,1.3810398386292801,4.484366692946626,5,14,57.14285714285714,5.012239046891532,0.35801707477796657,1.907928130008884,2.1448339098618323,2,5,40.0,-0.10307039453408473,-0.020614078906816945,0.9660798795880231,3.038621127585731,3,1.1150291661142744,55.00000000000001,46.666666666666664,10.0,8.333333333333332,0.0,18.622660341307288
120,1m,either,fixed_1R,ALL,全候補,372,51.61290322580645,1.671528835608016,0.004493357084967785,1.0092378845710326,18.945389670761102,7,239,51.46443514644351,-1.0486410723699122,-0.0043876195496649045,0.9910453602869904,18.945389670761102,7,108,59.25925925925925,17.941411143927656,0.1661241772585894,1.4108495036011448,5.897460777323358,5,25,20.0,-15.221241235949725,-0.608849649437989,0.2452725045670978,16.205614710233256,5,0.8301937119567872,50.0,8.870967741935484,2.1505376344086025,0.0,0.0,18.49208610354183
60,0.5m,stagnation,fixed_1_25R,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,23,65.21739130434783,9.141791458279112,0.39746919383822227,2.120777716805749,2.0639560218320265,2,15,60.0,4.12123550174018,0.2747490334493453,1.6720844519160734,2.0639560218320265,2,6,83.33333333333334,4.805010788969215,0.8008351314948691,5.7772962590936,1.005801300227688,1,2,50.0,0.2155451675697153,0.10777258378485766,1.2115618167941822,1.0188283067138164,1,1.285195455397954,69.56521739130434,34.78260869565217,21.73913043478261,4.3478260869565215,0.0,18.1024698917428
90,0.75m,either,fixed_2R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,60,40.0,8.45932885863337,0.14098881431055615,1.243017229858784,9.93421712399179,6,41,34.146341463414636,-0.9498397937240581,-0.02316682423717215,0.9638162328723808,8.529853583762693,6,14,57.14285714285714,8.512239046891507,0.6080170747779647,2.5419259152904616,2.1448339098618323,2,5,40.0,0.8969296054659155,0.1793859210931831,1.2951765184949366,3.0386211275857304,3,1.305864214936544,55.00000000000001,46.666666666666664,36.666666666666664,18.333333333333332,10.0,17.997433921006238
90,0.75m,stagnation,fixed_2R,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,15,60.0,10.759684744355607,0.7173123162903737,2.5943241373134494,2.3310846344658787,2,10,60.0,6.964002951575836,0.6964002951575836,2.510405993152536,2.3310846344658787,2,4,50.0,1.8113083184962389,0.4528270796240597,1.8471734609680235,1.0058013002276882,1,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.7521796399586707,80.0,66.66666666666666,60.0,20.0,6.666666666666667,17.814056970409567
90,0.75m,stagnation,fixed_2R_max48,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,15,60.0,10.759684744355607,0.7173123162903737,2.5943241373134494,2.3310846344658787,2,10,60.0,6.964002951575836,0.6964002951575836,2.510405993152536,2.3310846344658787,2,4,50.0,1.8113083184962389,0.4528270796240597,1.8471734609680235,1.0058013002276882,1,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.7521796399586707,80.0,66.66666666666666,60.0,20.0,6.666666666666667,17.814056970409567
90,0.75m,stagnation,fixed_2R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,27,44.44444444444444,10.130178460874951,0.37519179484722043,1.7646955159338504,4.882019704006267,5,17,41.17647058823529,4.7722805915140905,0.28072238773612296,1.5434149420655996,4.882019704006267,5,7,57.14285714285714,5.405276690077247,0.7721823842967496,3.2211357739889164,2.232259166361584,2,3,33.33333333333333,-0.04737882071638988,-0.015792940238796627,0.9766808085646131,2.0317522949999214,2,1.4019300197213302,59.25925925925925,48.148148148148145,44.44444444444444,14.814814814814813,3.7037037037037033,17.661468258288814
120,1m,either,fixed_1_5R,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,52,46.15384615384615,5.760955304634103,0.11078760201219429,1.1987835363510604,10.406667072188695,6,31,35.483870967741936,-5.0411764366948635,-0.16261859473209236,0.7556546658720492,10.171484694778421,6,18,66.66666666666666,11.343826467734452,0.6302125815408028,2.7938815281975526,3.1956980161515607,3,3,33.33333333333333,-0.5416947264054857,-0.18056490880182854,0.7326374668822756,2.0260682006890174,2,1.1067346595042857,55.769230769230774,46.15384615384615,11.538461538461538,9.615384615384617,0.0,17.41381424226811
90,0.75m,rebreak,fixed_2R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,37,43.24324324324324,7.058218641021132,0.1907626659735441,1.341558983305478,10.405045929028685,10,26,30.76923076923077,-3.883300157481342,-0.149357698364667,0.7793822181387415,10.341387025939722,10,10,70.0,8.990341539734358,0.8990341539734358,3.935355796553996,1.020651902474581,1,1,100.0,1.9511772587681147,1.9511772587681147,inf,0.0,0,1.2754545676765563,51.35135135135135,45.94594594594595,37.83783783783784,13.513513513513514,8.108108108108109,17.349976653644845
90,0.75m,rebreak,fixed_1R,ALL,全候補,405,51.11111111111111,-2.209459790238995,-0.0054554562721950495,0.9888987444255162,23.34233868242922,8,259,49.80694980694981,-10.053605728733368,-0.03881701053565007,0.9233753580378345,20.13996541990291,8,119,59.66386554621849,21.083962729665366,0.17717615739214593,1.4423187690160684,6.749782349952681,6,27,25.925925925925924,-13.239816791170991,-0.4903635848581849,0.3431038679732922,14.232242964998644,7,0.7943092897140892,49.382716049382715,5.185185185185185,1.728395061728395,0.0,0.0,17.222787734088875
60,0.5m,stagnation,fixed_2R,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,23,47.82608695652174,8.391791458279114,0.36486049818604843,1.6522901771442027,4.7423087786636895,3,15,40.0,1.8712355017401932,0.12474903344934621,1.192747318745449,3.6100493369666413,3,6,66.66666666666666,5.555010788969204,0.9258351314948673,3.598153869084394,1.0058013002276882,1,2,50.0,0.9655451675697153,0.48277258378485766,1.9477015520741041,1.0188283067138164,1,1.548045090343782,69.56521739130434,52.17391304347826,47.82608695652174,21.73913043478261,4.3478260869565215,16.983959380264633
60,0.5m,stagnation,fixed_2R_max48,ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,23,47.82608695652174,8.391791458279114,0.36486049818604843,1.6522901771442027,4.7423087786636895,3,15,40.0,1.8712355017401932,0.12474903344934621,1.192747318745449,3.6100493369666413,3,6,66.66666666666666,5.555010788969204,0.9258351314948673,3.598153869084394,1.0058013002276882,1,2,50.0,0.9655451675697153,0.48277258378485766,1.9477015520741041,1.0188283067138164,1,1.548045090343782,69.56521739130434,52.17391304347826,47.82608695652174,21.73913043478261,4.3478260869565215,16.983959380264633
60,0.5m,stagnation,fixed_1_25R,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,22,63.63636363636363,7.953730525925346,0.36153320572387937,1.9751222153357757,2.0639560218320265,2,14,57.14285714285714,2.9331745693864155,0.20951246924188682,1.4783373874188555,2.0639560218320265,2,6,83.33333333333334,4.805010788969215,0.8008351314948691,5.7772962590936,1.005801300227688,1,2,50.0,0.2155451675697153,0.10777258378485766,1.2115618167941822,1.0188283067138164,1,1.252144711395932,68.18181818181817,31.818181818181817,18.181818181818183,4.545454545454546,0.0,16.62500950546169
90,0.75m,stagnation,fixed_1_25R,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,14,78.57142857142857,9.571623812001853,0.6836874151429895,4.079670512098226,1.0635659197790952,1,9,77.77777777777779,5.775942019222079,0.6417713354691199,3.747568537211995,1.0635659197790952,1,4,75.0,2.561308318496242,0.6403270796240605,3.546535103818643,1.0058013002276882,1,1,100.0,1.2343734742835317,1.2343734742835317,inf,0.0,0,1.345359761792711,78.57142857142857,42.857142857142854,14.285714285714285,0.0,0.0,16.193722486922752
120,1m,rebreak,fixed_2R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,38,36.84210526315789,1.6620159030419372,0.04373726060636677,1.068449159390418,13.543706361781457,8,21,19.047619047619047,-10.873796098362746,-0.5177998142077498,0.3636203738103452,13.543706361781457,8,15,66.66666666666666,14.561880202093702,0.9707920134729134,3.8177042748134427,2.0244741941962108,2,2,0.0,-2.0260682006890174,-1.0130341003445087,0.0,1.0073142167150142,2,1.2088058611265722,50.0,42.10526315789473,34.21052631578947,15.789473684210526,7.894736842105263,15.9937437569249
90,0.75m,stagnation,fixed_2R_no_progress12,NO_XAU_ADX30_RISK_LE1_5_BBW3_8,XAUUSD除外 + ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,14,57.14285714285714,10.391570686048519,0.7422550490034656,3.006560853543963,2.3310846344658787,2,9,55.55555555555556,5.791392710942011,0.6434880789935568,2.5061230453661247,2.3310846344658787,2,4,50.0,2.615804500822977,0.6539511252057443,2.9615132105876514,0.20130511790094985,1,1,100.0,1.9843734742835317,1.9843734742835317,inf,0.0,0,1.668789092421925,71.42857142857143,57.14285714285714,57.14285714285714,14.285714285714285,0.0,15.923345977977448
120,1m,stagnation,fixed_1_5R_no_progress12,ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,27,51.85185185185185,6.765314036905107,0.25056718655204097,1.5058927280570487,8.008801119101626,6,16,37.5,-1.7255871207343467,-0.10784919504589667,0.8291685697924377,6.218960868469765,6,10,70.0,7.006527683355922,0.7006527683355922,3.141417816778299,3.271910613827356,3,1,100.0,1.4843734742835317,1.4843734742835317,inf,0.0,0,1.2277165386634423,62.96296296296296,51.85185185185185,18.51851851851852,11.11111111111111,0.0,15.67910845142202
