symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
GBPJPY,1358,44.25625920471281,135.45056245792017,0.09974268222232707,1.2021513761434552,18.215045911384934,8,1.7403677634737056,1.5000000000000135,31.01693667157585,29.6759941089838
