symbol,max_entries,basket_id,leg_no,signal_time,entry_time,exit_time,direction,entry,exit_price,basket_sl,basket_tp,sl_dist,pnl_r_clean,pnl_r_after_cost,bars_held,exit_reason,basket_key
AUDJPY,1,18,1,2017-08-09 00:00:00,2017-08-09 01:00:00,2017-08-09 23:00:00,short,86.534,86.86151852511034,86.86151852511034,85.55144442466899,0.32751852511034124,-0.9999999999999816,-1.0381657800754058,22,SL,AUDJPY#1#18
AUDJPY,1,19,1,2017-09-12 06:00:00,2017-09-12 07:00:00,2017-09-14 22:00:00,long,88.038,87.73994541540061,87.73994541540061,88.93216375379816,0.2980545845993897,-0.9999999999999825,-1.041938626835029,63,SL,AUDJPY#1#19
AUDJPY,1,20,1,2017-11-13 09:00:00,2017-11-13 10:00:00,2017-11-15 01:00:00,short,86.667,85.97910728008658,86.89629757330448,85.97910728008658,0.22929757330447248,3.0000000000000155,2.945485685609996,39,TP,AUDJPY#1#20
AUDJPY,1,21,1,2017-11-27 16:00:00,2017-11-27 17:00:00,2017-11-28 06:00:00,short,84.406,84.67125944925435,84.67125944925435,83.61022165223699,0.2652594492543394,-1.0000000000000184,-1.04712367470841,13,SL,AUDJPY#1#21
AUDJPY,1,22,1,2017-12-14 00:00:00,2017-12-14 01:00:00,2017-12-14 18:00:00,long,86.467,86.17500835024741,86.17500835024741,87.34297494925777,0.2919916497525876,-1.0000000000000047,-1.042809443388472,17,SL,AUDJPY#1#22
AUDJPY,1,23,1,2018-02-04 22:00:00,2018-02-04 23:00:00,2018-02-05 15:00:00,short,87.146,87.46785195834003,87.46785195834003,86.18044412497989,0.3218519583400367,-0.9999999999999906,-1.0388377316840165,16,SL,AUDJPY#1#23
AUDJPY,1,24,1,2018-03-19 01:00:00,2018-03-19 02:00:00,2018-03-19 10:00:00,short,81.47,81.78895211847683,81.78895211847683,80.51314364456952,0.3189521184768254,-1.000000000000013,-1.0391908354761439,8,SL,AUDJPY#1#24
AUDJPY,1,25,1,2018-05-03 14:00:00,2018-05-03 15:00:00,2018-05-03 16:00:00,short,81.821,82.1222615301197,82.1222615301197,80.9172154096409,0.3012615301196985,-1.000000000000015,-1.0414921878509567,1,SL,AUDJPY#1#25
AUDJPY,1,26,1,2018-06-19 05:00:00,2018-06-19 06:00:00,2018-06-19 15:00:00,short,80.889,81.25321036124976,81.25321036124976,79.79636891625073,0.3642103612497563,-1.000000000000012,-1.0343208248032822,9,SL,AUDJPY#1#26
AUDJPY,1,27,1,2018-08-10 00:00:00,2018-08-10 01:00:00,2018-08-10 06:00:00,short,81.72,80.9593813528248,81.9735395490584,80.9593813528248,0.25353954905839804,2.999999999999994,2.9506980270083583,5,TP,AUDJPY#1#27
AUDJPY,1,28,1,2018-10-10 19:00:00,2018-10-10 20:00:00,2018-10-11 12:00:00,short,79.514,79.89004606472292,79.89004606472292,78.38586180583123,0.37604606472292373,-1.0000000000000113,-1.0332406084589745,16,SL,AUDJPY#1#28
AUDJPY,1,29,1,2018-12-18 16:00:00,2018-12-18 17:00:00,2018-12-19 01:00:00,short,80.697,80.99400148036761,80.99400148036761,79.80599555889717,0.29700148036761037,-1.0000000000000062,-1.0420873323072959,8,SL,AUDJPY#1#29
AUDJPY,1,30,1,2019-01-30 19:00:00,2019-01-30 20:00:00,2019-01-30 20:00:00,long,79.193,78.92179445936408,78.92179445936408,80.00661662190775,0.27120554063591884,-0.9999999999999983,-1.0460905037953072,0,SL,AUDJPY#1#30
AUDJPY,1,31,1,2019-03-25 00:00:00,2019-03-25 01:00:00,2019-03-25 07:00:00,short,77.627,77.96080118557015,77.96080118557015,76.62559644328954,0.3338011855701502,-1.0000000000000064,-1.0374474403937186,6,SL,AUDJPY#1#31
AUDJPY,1,32,1,2019-04-03 09:00:00,2019-04-03 10:00:00,2019-04-08 00:00:00,long,79.417,79.14879037967988,79.14879037967988,80.22162886096038,0.2682096203201274,-0.9999999999999768,-1.0466053379631304,62,SL,AUDJPY#1#32
AUDJPY,1,33,1,2019-06-13 01:00:00,2019-06-13 02:00:00,2019-06-17 16:00:00,short,74.955,74.41859897966928,75.13380034011024,74.41859897966928,0.17880034011023707,3.0000000000000187,2.930089618441002,62,TP,AUDJPY#1#33
AUDJPY,1,34,1,2019-06-30 21:00:00,2019-06-30 22:00:00,2019-07-01 00:00:00,long,76.082,75.86952054122635,75.86952054122635,76.71943837632092,0.21247945877364213,-1.0000000000000049,-1.0588292161140438,2,SL,AUDJPY#1#34
AUDJPY,1,35,1,2019-07-26 14:00:00,2019-07-26 15:00:00,2019-07-30 13:00:00,short,75.084,74.62620173072851,75.2365994230905,74.62620173072851,0.15259942309049757,2.999999999999999,2.918086190977434,46,TP,AUDJPY#1#35
AUDJPY,1,36,1,2019-08-25 21:00:00,2019-08-25 22:00:00,2019-08-26 01:00:00,short,70.602,70.97571691115493,70.97571691115493,69.4808492665352,0.3737169111549326,-0.9999999999999909,-1.0334477772529889,3,SL,AUDJPY#1#36
