flag,n_dup,n_not,r_dup,r_not,pf_dup,pf_not
dup_TrendBreakV1,0,43,,0.5748421097645066,,2.2109288791606927
dup_H4VKickoff,0,43,,0.5748421097645066,,2.2109288791606927
dup_D1BearTrap,0,43,,0.5748421097645066,,2.2109288791606927
