label,trades,wr,total_r,avg_r,pf,dd,max_streak,thr_mfe,bars_min,early_loss
thr0.3_bars16_loss-0.35,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.3,16,-0.35
thr0.3_bars16_loss-0.25,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.3,16,-0.25
thr0.3_bars12_loss-0.5,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.3,12,-0.5
thr0.4_bars24_loss-0.25,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.4,24,-0.25
thr0.4_bars12_loss-0.5,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.4,12,-0.5
thr0.4_bars24_loss-0.5,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.4,24,-0.5
thr0.4_bars24_loss-0.35,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.4,24,-0.35
thr0.4_bars12_loss-0.35,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.4,12,-0.35
thr0.3_bars16_loss-0.5,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.3,16,-0.5
thr0.3_bars24_loss-0.25,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.3,24,-0.25
thr0.4_bars12_loss-0.25,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.4,12,-0.25
thr0.4_bars16_loss-0.5,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.4,16,-0.5
thr0.4_bars16_loss-0.35,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.4,16,-0.35
thr0.4_bars16_loss-0.25,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.4,16,-0.25
thr0.3_bars24_loss-0.5,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.3,24,-0.5
thr0.3_bars24_loss-0.35,43,53.48837209302325,24.71821071987378,0.5748421097645066,2.2109288791606927,3.0865492191086927,3,0.3,24,-0.35
