shelf_atr_max,2.5,3.0,3.5,4.0,4.5,5.0
1.5,23,23,9,2,2,1
1.8,57,57,28,12,8,5
2.0,83,83,43,18,9,5
2.2,98,98,49,21,10,6
2.5,107,107,55,23,11,7
3.0,107,107,55,23,11,7
