symbol,trades,mean_shelf_atr,mean_drop_atr,mean_signal_range,mean_close_loc,mean_body,mean_mfe,mean_mae,total_r,wr
XAUUSD,58,1.7640964041028846,3.924617506256969,1.2979280432501883,0.7791639436983634,0.6745113432994686,2.430884468194078,0.6307849914009603,54.23398290633488,68.96551724137932
EURJPY,84,1.6882218222027834,3.533551752033649,1.1507998580005128,0.8507053082104861,0.6987669064750388,1.3239460095713906,0.8608486488773295,34.85446718362798,51.19047619047619
AUDJPY,64,1.7526607259987148,3.6638523268389402,1.2964110744234216,0.8480897129287968,0.6762041103620282,1.1540117026670635,0.8311926200251998,18.93952938875664,46.875
USDJPY,79,1.761563739546204,4.084740298776421,1.2424611305748579,0.8487922743459524,0.6808380296172535,0.982038896742177,0.9259735800975634,6.221652800051423,37.9746835443038
SILVER,55,1.8351807737823822,3.582074436818972,1.2696353945749574,0.736500613357579,0.6108178202012555,1.1412905843575814,0.914970412810979,6.188488318237158,41.81818181818181
CHFJPY,28,1.7941302283652356,3.5713817748585455,0.9285223657535095,0.754484604729213,0.5666463287377731,1.179839568583646,0.9087302380784885,2.749323378124777,35.714285714285715
GBPJPY,96,1.6033851505341818,3.493903731755168,1.3469477514729944,0.8472285478141198,0.6819074752474584,1.0728057590792008,0.9783906930850522,-5.774822333334405,36.45833333333333
