symbol,trades,mean_shelf_atr,mean_drop_atr,mean_signal_range,mean_close_loc,mean_body,mean_mfe,mean_mae,total_r,wr
XAUUSD,126,,6.187374749068093,2.648689805491156,0.7316592151410237,0.23261978125110605,1.2065281157269285,0.8970175491990572,30.155922959855275,46.03174603174603
CHFJPY,100,,6.054715364174915,2.81505960425662,0.6901849018695972,0.21978308519593015,1.3101842786233198,0.8572147055734581,18.5047114598416,47.0
AUDJPY,106,,6.889277210891488,2.846052897426716,0.6891962560467032,0.266439393647566,1.199391456823229,0.8945233731471122,18.09757243984405,45.28301886792453
USDJPY,92,,6.8236385122618515,2.6201826416176224,0.7098993561428327,0.2220933070626773,1.2676098617313163,1.2448486007751274,4.45093692577544,40.21739130434783
EURJPY,91,,6.321798953125454,2.2609136119228435,0.6939231444262276,0.23098085663247922,1.1523234857184468,1.014200748338928,3.3870077157632483,37.362637362637365
GBPJPY,104,,6.5820384263658465,2.4080200061212857,0.7005799411356859,0.24764238586799034,1.0131421247521797,1.119750289188866,-20.059817464651914,27.884615384615387
SILVER,155,,5.783681059986623,2.533311308345426,0.7078684490901342,0.22887652737133035,1.1636643833769982,1.2355595174498544,-37.85026658732308,32.903225806451616
