sample,hs_spec,rule,base_trades,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,coverage_pct,symbols,periods,base_win_rate,base_total_r,base_avg_r,base_pf,base_max_dd_r,delta_win_rate,delta_total_r,delta_avg_r,delta_pf
practical_core4,P3_LOOSE_TR_TL40_TA1_BB40_BUF0.1,inv_pattern_48,26,5,100.0,9.84971460034393,1.969942920068786,inf,0.0,0,19.230769230769234,"EURJPY,GBPJPY,XAUUSD","test_2021_2024,train_2015_2020",42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,57.69230769230769,3.687934966887166,1.7329513957050642,inf
practical_core4,P3_LOOSE_TR_TL40_TA1_BB80_BUF0.1,inv_pattern_48,26,5,100.0,9.84971460034393,1.969942920068786,inf,0.0,0,19.230769230769234,"EURJPY,GBPJPY,XAUUSD","test_2021_2024,train_2015_2020",42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,57.69230769230769,3.687934966887166,1.7329513957050642,inf
practical_core4,P3_LOOSE_NOTR_TL40_TA1_BB40_BUF0.1,inv_pattern_48,26,6,83.33333333333334,8.835771153808281,1.4726285256347136,9.714264275781403,1.0139434465356492,1,23.076923076923077,"EURJPY,GBPJPY,XAUUSD","test_2021_2024,train_2015_2020",42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,41.025641025641036,2.6739915203515174,1.2356370012709919,8.31621043734355
practical_core4,P3_LOOSE_NOTR_TL40_TA1_BB80_BUF0.1,inv_pattern_48,26,6,83.33333333333334,8.835771153808281,1.4726285256347136,9.714264275781403,1.0139434465356492,1,23.076923076923077,"EURJPY,GBPJPY,XAUUSD","test_2021_2024,train_2015_2020",42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,41.025641025641036,2.6739915203515174,1.2356370012709919,8.31621043734355
practical_core4,P3_LOOSE_NOTR_TL40_TA1_BB80_BUF0.1,hs_break_240,26,18,50.0,8.39138490752199,0.46618805041788836,1.9034117992299397,3.0817036886289717,3,69.23076923076923,"CHFJPY,EURJPY,GBPJPY,XAUUSD","test_2021_2024,train_2015_2020",42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,7.692307692307693,2.229605274065227,0.22919652605416668,0.5053579607920857
practical_core4,P3_LOOSE_TR_TL40_TA1_BB40_BUF0.1,inv_pattern_120,26,7,71.42857142857143,7.8022418014493855,1.1146059716356265,4.81066933131513,1.0253206894876614,1,26.923076923076923,"EURJPY,GBPJPY,XAUUSD","test_2021_2024,train_2015_2020",42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,29.120879120879124,1.640462167992622,0.8776144472719047,3.4126154928772756
practical_core4,P3_LOOSE_TR_TL40_TA1_BB80_BUF0.1,inv_pattern_120,26,7,71.42857142857143,7.8022418014493855,1.1146059716356265,4.81066933131513,1.0253206894876614,1,26.923076923076923,"EURJPY,GBPJPY,XAUUSD","test_2021_2024,train_2015_2020",42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,29.120879120879124,1.640462167992622,0.8776144472719047,3.4126154928772756
practical_core4,P3_LOOSE_NOTR_TL40_TA1_BB40_BUF0.1,hs_break_240,26,16,50.0,7.437411499605213,0.4648382187253258,1.8998811481131779,3.0817036886289726,3,61.53846153846154,"CHFJPY,EURJPY,GBPJPY,XAUUSD","test_2021_2024,train_2015_2020",42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,7.692307692307693,1.2756318661484496,0.22784669436160415,0.5018273096753239
practical_core4,P3_DEF_NOTR_TL40_TA1.5_BB40_BUF0.1,no_inv_break_120,26,22,45.45454545454545,7.263328317324278,0.3301512871511036,1.5860521032549744,3.077275894064543,3,84.61538461538461,"CHFJPY,EURJPY,GBPJPY,XAUUSD","oos_2025_2026,test_2021_2024,train_2015_2020",42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,3.1468531468531467,1.1015486838675148,0.09315976278738192,0.18799826481712034
practical_core4,P3_DEF_NOTR_TL40_TA1.5_BB40_BUF0.1,no_inv_pattern_120,26,22,45.45454545454545,7.263328317324278,0.3301512871511036,1.5860521032549744,3.077275894064543,3,84.61538461538461,"CHFJPY,EURJPY,GBPJPY,XAUUSD","oos_2025_2026,test_2021_2024,train_2015_2020",42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,3.1468531468531467,1.1015486838675148,0.09315976278738192,0.18799826481712034
