symbol,timeframe,strategy,family,signal_time,direction,v_start_i,v_extreme_i,v_start,v_extreme,v_move_atr,v_move_bars,v_recovery_bars,v_recovery_to_drop_bars,v_drop_speed_atr_per_bar,v_recovery_speed_atr_per_bar,fib_ratio,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,ladder,stage,note,trigger_type,candidate_i,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max
CHFJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-06-03 04:00:00,long,8697,8703,108.995,107.92,4.284344288057806,6,5.0,0.8333333333333334,0.7140573813429677,0.597815482054576,0.6976744186046493,108.58435,2019-06-03 08:00:00,108.669,107.85727161452708,110.29545677094585,2019-06-24 12:00:00,110.29545677094585,TP,94,0.811728385472918,2.00369581753417,1.9790570339731417,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
XAUUSD,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-06-18 08:00:00,long,8695,8703,1358.088,1332.915,4.529274705052491,8,6.0,0.75,0.5661593381315614,0.5328805433651311,0.7059150677312986,1348.471914,2019-06-18 12:00:00,1350.735,1331.5255391238513,1389.0039217522972,2019-06-20 00:00:00,1389.0039217522972,TP,9,19.20946087614857,1.9921913477443758,1.9739711591478954,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-09-04 04:00:00,long,10581,10597,130.0,126.64,6.288838484618188,16,6.0,0.375,0.3930524052886368,0.7455517846347954,0.7113095238095241,128.71648,2019-09-04 08:00:00,129.04,126.50643002486794,134.07713995026413,2019-09-13 04:00:00,134.07713995026413,TP,41,2.5335699751320533,1.9881590008192258,1.9802650013653764,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
CHFJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-09-04 08:00:00,long,9100,9117,108.284,106.855,6.187962221616106,17,7.0,0.4117647058823529,0.36399777774212383,0.6334572943051973,0.7165850244926518,107.738122,2019-09-04 12:00:00,107.878,106.79726693906565,110.04246612186871,2019-10-04 04:00:00,106.79726693906565,SL,134,1.0807330609343495,-1.0,-1.0185059574125725,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-09-04 12:00:00,long,9001,9018,117.9,115.85,6.811929702915955,17,8.0,0.47058823529411764,0.4007017472303503,0.5399700374262665,0.6341463414634166,117.1169,2019-09-04 16:00:00,117.16,115.77476434397427,119.90047131205148,2019-09-13 04:00:00,119.90047131205148,TP,39,1.3852356560257277,1.978343035086143,1.9693192997053695,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-09-17 12:00:00,long,9066,9075,119.98,118.67,3.7065932166934856,9,6.0,0.6666666666666666,0.41184369074372057,0.4432821404188119,0.7175572519083939,119.47958,2019-09-17 16:00:00,119.61,118.58164393262119,121.66671213475762,2019-09-20 16:00:00,118.58164393262119,SL,18,1.0283560673788088,-1.0,-1.0121553228463465,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
SILVER,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-10-17 12:00:00,long,9235,9244,17.726,17.153,4.079732839858116,9,6.0,0.6666666666666666,0.453303648873124,0.5268764924075082,0.774869109947648,17.507113999999998,2019-10-17 16:00:00,17.596,17.117887406694752,18.5552251866105,2019-11-07 16:00:00,17.117887406694752,SL,93,0.4781125933052479,-1.0,-1.0732045139368556,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
CHFJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-11-04 04:00:00,long,9376,9385,110.187,109.324,4.3308359110933,9,5.0,0.5555555555555556,0.48120399012147774,0.5540258222302507,0.6396292004635076,109.857334,2019-11-04 08:00:00,109.874,109.27418282741968,111.07963434516066,2019-11-20 12:00:00,109.27418282741968,SL,75,0.5998171725803161,-1.0,-1.0333434935081527,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-11-15 12:00:00,long,9327,9342,120.62,119.23,5.929820147144288,15,5.0,0.3333333333333333,0.39532134314295253,0.7764224940865151,0.654676258992803,120.08902,2019-11-15 16:00:00,120.13,119.1713978853697,122.0772042292606,2019-12-12 20:00:00,122.0772042292606,TP,119,0.9586021146302954,2.0312955704375693,2.018255749421934,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
USDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-11-18 04:00:00,long,9430,9445,109.292,108.237,6.470440387877098,15,10.0,0.6666666666666666,0.4313626925251399,0.41766539375775835,0.6454976303317603,108.88898999999999,2019-11-18 08:00:00,108.916,108.19623770497999,110.36152459004003,2019-12-29 20:00:00,109.436,max_hold,180,0.7197622950200042,0.7224607396050914,0.7085672638434679,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2019-11-25 12:00:00,long,10951,10958,140.89,139.29,4.666233022340468,7,6.0,0.8571428571428571,0.6666047174772097,0.6173037435804649,0.7937500000000092,140.2788,2019-11-25 16:00:00,140.55,139.20427774864973,143.27144450270055,2019-12-10 16:00:00,143.27144450270055,TP,68,1.3457222513502813,2.0222928616732547,2.007430953891085,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
SILVER,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2020-02-14 04:00:00,long,9744,9756,17.828,17.449,4.285392482024156,12,9.0,0.75,0.3571160401686797,0.30906084742830336,0.649076517150396,17.683222,2020-02-14 08:00:00,17.694,17.42689000648192,18.231219987036162,2020-02-19 00:00:00,18.231219987036162,TP,17,0.26710999351807985,2.0112313281899,1.8801991659745576,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
CHFJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2020-03-10 08:00:00,long,9932,9939,112.857,109.548,4.765007921940956,7,5.0,0.7142857142857143,0.6807154174201366,0.7793358378224389,0.8177697189483243,111.592962,2020-03-10 12:00:00,112.253,109.37439063490517,118.01321873018968,2020-04-20 12:00:00,111.357,max_hold,180,2.8786093650948317,-0.3112614065891095,-0.31820920584333423,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2020-05-18 12:00:00,long,10120,10132,116.82,115.31,4.573157764611481,12,13.0,1.0833333333333333,0.38109648038429006,0.372748467823657,1.059602649006625,116.24318,2020-05-18 16:00:00,116.9,115.22745309927394,120.2750938014521,2020-06-02 08:00:00,120.2750938014521,TP,66,1.6725469007260614,2.017936716744355,2.0104630847675407,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2020-06-15 16:00:00,long,11840,11846,136.01,133.46,3.9870632016780063,6,3.0,0.5,0.664510533613001,0.859954808205069,0.6470588235294183,135.0359,2020-06-15 20:00:00,135.12,133.30010787696276,138.72978424607453,2020-06-18 12:00:00,133.30010787696276,SL,16,1.8198921230372491,-1.0,-1.0109896623798797,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
CHFJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2020-07-17 08:00:00,long,10503,10513,114.319,113.021,5.037275545549884,10,7.0,0.7,0.5037275545549884,0.4850997251107354,0.6741140215716478,113.823164,2020-07-17 12:00:00,113.896,112.95658025621873,115.77483948756255,2020-07-31 12:00:00,115.77483948756255,TP,62,0.9394197437812721,2.0,1.9787102622311217,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2020-08-04 00:00:00,long,10479,10485,125.17,124.02,3.6145915644753392,6,4.0,0.6666666666666666,0.6024319274125566,0.6443402354064761,0.7130434782608724,124.7307,2020-08-04 04:00:00,124.85,123.94046127622673,126.63907744754655,2020-08-13 08:00:00,126.63907744754655,TP,44,0.9095387237732666,1.9670162476694601,1.9532730175317352,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
CHFJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2020-08-04 08:00:00,long,10583,10590,116.298,114.977,3.952723575281518,7,5.0,0.7142857142857143,0.5646747964687883,0.5810892644357787,0.7350492051476086,115.793378,2020-08-04 12:00:00,115.944,114.8934500138423,118.05709997231538,2020-09-14 12:00:00,116.504,max_hold,180,1.050549986157705,0.5330541215350956,0.5140164743374039,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
USDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2020-11-09 12:00:00,long,11004,11018,105.344,103.176,5.52725318276972,14,8.0,0.5714285714285714,0.39480379876926575,0.703654002972531,1.0184501845018479,104.515824,2020-11-09 16:00:00,105.384,103.0779404427339,109.99611911453219,2020-12-17 08:00:00,103.0779404427339,SL,171,2.306059557266096,-1.0,-1.0043364014465637,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2020-12-14 04:00:00,long,12631,12643,140.29,136.76,5.678447538790351,12,5.0,0.4166666666666667,0.4732039615658626,0.746402169404744,0.6572237960340003,138.94154,2020-12-14 08:00:00,139.09,136.60458780433004,144.03082439133996,2021-01-25 04:00:00,142.05,max_hold,180,2.4854121956699657,1.1909493343425526,1.182902379380786,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-03-17 16:00:00,long,11466,11475,130.46,129.49,4.258074272715637,9,7.0,0.7777777777777778,0.4731193636350708,0.5518564594977534,0.9072164948453572,130.08946,2021-03-17 20:00:00,130.36,129.43304937291634,132.24390125416733,2021-03-19 08:00:00,129.43304937291634,SL,9,0.92695062708367,-1.0,-1.0134850763727465,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-04-09 04:00:00,long,11572,11578,130.65,129.56,4.201501601283659,6,5.0,0.8333333333333334,0.7002502668806098,0.6475708890051884,0.7706422018348631,130.23362,2021-04-09 08:00:00,130.38,129.49514223583378,132.20971552833245,2021-04-29 08:00:00,132.20971552833245,TP,84,0.8848577641662132,2.0678075080875487,2.0536809439026626,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-05-06 08:00:00,long,11679,11691,132.13,130.99,4.558595915984811,12,7.0,0.5833333333333334,0.37988299299873424,0.4227269395775329,0.6491228070175347,131.69452,2021-05-06 12:00:00,131.7,130.92748074949995,133.33503850100007,2021-05-19 04:00:00,133.33503850100007,TP,52,0.7725192505000393,2.1165019511704695,2.1003211246190308,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-05-20 16:00:00,long,13323,13332,154.79,153.54,3.894706867816288,9,7.0,0.7777777777777778,0.4327452075351431,0.3560874850574942,0.6400000000000091,154.3125,2021-05-20 20:00:00,154.33,153.45976289600063,156.10047420799876,2021-06-17 12:00:00,153.45976289600063,SL,118,0.8702371039993864,-1.0,-1.0229822423200148,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
XAUUSD,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-06-04 12:00:00,long,11833,11839,1909.498,1855.315,5.667788999263815,6,3.0,0.5,0.9446314998773023,1.3125431795906957,0.6947382020190841,1888.800094,2021-06-04 16:00:00,1892.958,1852.9250468804046,1973.023906239191,2021-06-14 08:00:00,1852.9250468804046,SL,36,40.032953119595504,-1.0,-1.0087427974387635,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-06-22 12:00:00,long,13450,13467,155.34,151.29,8.00000660121073,17,9.0,0.5294117647058824,0.4705886236006312,0.6518523897282795,0.733333333333331,153.7929,2021-06-22 16:00:00,154.26,151.1634376044331,160.45312479113375,2021-07-08 04:00:00,151.1634376044331,SL,69,3.0965623955668775,-1.0,-1.006458775068965,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-07-21 08:00:00,long,12004,12016,130.25,128.58,5.394509836800968,12,6.0,0.5,0.4495424864000807,0.7160377328288677,0.7964071856287389,129.61206,2021-07-21 12:00:00,129.91,128.50260649945398,132.72478700109204,2021-08-16 08:00:00,128.50260649945398,SL,107,1.4073935005460214,-1.0,-1.0088816667088054,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-07-21 12:00:00,long,13582,13595,152.57,148.46,7.384928262901702,13,7.0,0.5384615384615384,0.5680714048385924,0.7058933862697168,0.669099756691,150.99998,2021-07-21 16:00:00,151.2,148.3208652699903,156.98826946001944,2021-09-01 16:00:00,151.46,max_hold,180,2.879134730009696,0.09030490907215855,0.08335837760507626,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
USDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-08-25 08:00:00,long,12282,12289,110.146,109.412,3.9877559937592473,7,5.0,0.7142857142857143,0.5696794276798925,0.5161264569579384,0.6471389645776536,109.865612,2021-08-25 12:00:00,109.886,109.36598414539728,110.92903170920545,2021-09-15 08:00:00,109.36598414539728,SL,92,0.5200158546027183,-1.0,-1.0192301829097705,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
CHFJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-09-21 04:00:00,long,12393,12400,118.69,117.533,4.398735333008491,7,5.0,0.7142857142857143,0.6283907618583559,0.6052538159161168,0.6879861711322339,118.248026,2021-09-21 08:00:00,118.328,117.46724246332134,120.0525150733573,2021-09-28 04:00:00,120.0525150733573,TP,30,0.860757536678662,2.003485302041673,1.9802499550969543,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
USDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-10-06 00:00:00,long,12455,12469,112.078,110.821,5.534221829310686,14,9.0,0.6428571428571429,0.3953015592364776,0.3957558083543104,0.6435958631662644,111.597826,2021-10-06 04:00:00,111.63,110.7642169490685,113.36156610186299,2021-10-11 12:00:00,113.36156610186299,TP,21,0.8657830509314977,2.0,1.9884497623403092,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-11-03 20:00:00,long,14033,14045,157.05,154.64,6.0394841525349205,12,9.0,0.75,0.5032903460445768,0.4288061592855604,0.6390041493775952,156.12938,2021-11-04 00:00:00,156.18,154.54023982433216,159.4595203513357,2021-11-04 12:00:00,154.54023982433216,SL,3,1.6397601756678455,-1.0,-1.0121969055577509,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-11-23 00:00:00,long,14112,14126,154.64,152.5,5.425869773074933,14,10.0,0.7142857142857143,0.3875621266482095,0.4158143190580782,0.7663551401869144,153.82252,2021-11-23 04:00:00,154.14,152.40139829697816,157.61720340604364,2021-11-26 04:00:00,152.40139829697816,SL,18,1.7386017030218284,-1.0,-1.01150349730201,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
AUDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2021-12-07 04:00:00,long,12720,12736,81.475,78.787,6.856331275527537,16,9.0,0.5625,0.42852070472047105,0.5109939355892933,0.6707589285714305,80.448184,2021-12-07 08:00:00,80.591,78.68898839977314,84.39202320045374,2022-01-18 00:00:00,82.623,max_hold,180,1.9020116002268566,1.0683425904225032,1.0617706010621346,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
USDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-01-18 00:00:00,long,12905,12923,115.679,113.48,8.428114564177996,18,10.0,0.5555555555555556,0.46822858689877755,0.5729891438583916,0.679854479308773,114.838982,2022-01-18 04:00:00,114.974,113.41477188808793,118.09545622382413,2022-02-28 04:00:00,115.498,max_hold,180,1.559228111912077,0.33606372024515463,0.32965029046948957,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
SILVER,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-02-07 00:00:00,long,12900,12912,23.034,21.988,5.224845410243507,12,10.0,0.8333333333333334,0.4354037841869589,0.3886166089072126,0.7437858508604198,22.634428,2022-02-07 04:00:00,22.767,21.9379506723228,24.422098655354397,2022-02-23 12:00:00,24.422098655354397,TP,76,0.8290493276772004,1.9963813974635152,1.954164367871245,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-02-25 08:00:00,long,12957,12968,130.74,127.91,4.6177063807645595,11,6.0,0.5454545454545454,0.41979148916041453,0.4949485048875989,0.6431095406360372,129.65894,2022-02-25 12:00:00,129.72,127.75678540780609,133.67642918438779,2022-03-01 12:00:00,127.75678540780609,SL,13,1.963214592193907,-1.0,-1.0063671083383807,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
USDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-03-07 12:00:00,long,13133,13141,115.806,114.649,4.645491448419278,8,6.0,0.75,0.5806864310524098,0.4925211331081272,0.636127917026799,115.364026,2022-03-07 16:00:00,115.385,114.586735328283,116.98152934343402,2022-03-11 08:00:00,116.98152934343402,TP,22,0.798264671717007,2.0,1.9874728265520236,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
AUDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-03-09 08:00:00,long,13136,13146,85.508,83.809,3.9616124972738174,10,4.0,0.4,0.3961612497273817,0.6400604064165174,0.6462625073572691,84.858982,2022-03-09 12:00:00,84.907,83.70178355712673,87.31743288574653,2022-03-17 12:00:00,87.31743288574653,TP,37,1.2052164428732652,2.0,1.9896284189666478,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-03-09 08:00:00,long,12994,13012,128.75,124.38,7.109135187485903,18,12.0,0.6666666666666666,0.39495195486032797,0.3850103724725394,0.6498855835240276,127.08066,2022-03-09 12:00:00,127.23,124.22632448656721,133.20735102686558,2022-03-22 08:00:00,133.20735102686558,TP,55,3.003675513432796,1.990012236719362,1.9858506686857689,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
XAUUSD,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-03-31 12:00:00,long,13128,13146,1966.083,1889.998,6.731713184911013,18,12.0,0.6666666666666666,0.3739840658283896,0.4000673469655167,0.7131629099033967,1937.01853,2022-03-31 16:00:00,1944.259,1887.1723819919964,2058.432236016007,2022-04-27 08:00:00,1887.1723819919964,SL,110,57.0866180080036,-1.0,-1.0061310340709106,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-04-13 04:00:00,long,13165,13173,137.11,135.52,3.614279126247641,8,3.0,0.375,0.45178489078095513,0.7728647188202348,0.6415094339622514,136.50262,2022-04-13 08:00:00,136.55,135.41001956237602,138.79996087524793,2022-04-19 04:00:00,138.79996087524793,TP,23,1.13998043762399,1.9736837589401222,1.9627186584985374,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
SILVER,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-05-16 12:00:00,long,13334,13346,21.955,20.441,5.213426189631913,12,7.0,0.5833333333333334,0.43445218246932615,0.5002882086106487,0.6717305151915455,21.376652,2022-05-16 16:00:00,21.459,20.368398991328824,23.637202017342346,2022-06-24 20:00:00,21.109,max_hold,180,1.0906010086711753,-0.3209239650589078,-0.35301636156479893,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
XAUUSD,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-05-17 08:00:00,long,13335,13349,1858.708,1786.638,6.40462591503471,14,7.0,0.5,0.4574732796453364,0.6076580693832103,0.6641459691966131,1831.17726,2022-05-17 12:00:00,1834.503,1783.824799004497,1935.8594019910058,2022-06-27 12:00:00,1825.008,max_hold,180,50.67820099550295,-0.18735866335986262,-0.19426498586391508,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-05-23 00:00:00,long,14900,14912,161.82,157.86,4.339884238927917,12,10.0,0.8333333333333334,0.36165701991065974,0.29699712847208654,0.6843434343434327,160.30728,2022-05-23 04:00:00,160.56,157.63188331635212,166.44623336729575,2022-06-07 12:00:00,166.44623336729575,TP,68,2.928116683647886,2.01024549334646,2.00341516444882,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-06-16 20:00:00,long,13446,13452,141.47,137.85,4.22639319831584,6,4.0,0.6666666666666666,0.7043988663859733,0.7705578759360404,0.7292817679558042,140.08715999999998,2022-06-17 00:00:00,140.51,137.6358694263561,146.19826114728784,2022-07-06 08:00:00,137.6358694263561,SL,80,2.874130573643896,-1.0,-1.004349141307154,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
USDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-06-17 00:00:00,long,13589,13599,135.586,131.492,4.619189724313653,10,3.0,0.3,0.4619189724313653,1.023728580815969,0.6648754274548103,134.02209200000001,2022-06-17 04:00:00,134.214,131.27042434256106,140.10115131487788,2022-07-28 04:00:00,135.581,max_hold,180,2.9435756574389416,0.46440117703288414,0.461003948232354,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
AUDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-07-13 08:00:00,long,13694,13702,93.689,91.955,3.7771304299224346,8,6.0,0.75,0.47214130374030433,0.41750288296913063,0.6632064590542153,93.026612,2022-07-13 12:00:00,93.106,91.8402303334389,95.63453933312222,2022-07-20 08:00:00,95.63453933312222,TP,30,1.2657696665610985,1.997629900542551,1.98775448613643,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-08-16 08:00:00,long,13699,13708,137.7,134.95,5.184209028116826,9,3.0,0.3333333333333333,0.5760232253463141,1.2065068283617442,0.698181818181824,136.6495,2022-08-16 12:00:00,136.88,134.81738574847748,140.97522850304506,2022-09-06 04:00:00,140.97522850304506,TP,88,2.0626142515225183,1.9854553511506923,1.9793950807968141,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
GBPJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-08-16 08:00:00,long,15277,15287,162.76,160.08,4.086061989006686,10,3.0,0.3,0.4086061989006686,1.3061168298193084,0.9589552238806022,161.73624,2022-08-16 12:00:00,162.64,159.91602794039773,168.11794411920457,2022-09-22 04:00:00,159.91602794039773,SL,160,2.7239720596022607,-1.0,-1.007342219216045,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
CHFJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-08-17 04:00:00,long,13847,13857,142.136,140.481,3.8858019544058613,10,7.0,0.7,0.38858019544058614,0.4001520700566453,0.7208459214501578,141.50379,2022-08-17 08:00:00,141.676,140.37452262290904,144.27295475418194,2022-09-06 04:00:00,144.27295475418194,TP,86,1.3014773770909471,1.9953898545564006,1.9800227030776054,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
SILVER,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-09-07 16:00:00,long,13854,13858,18.576,17.832,3.598889545801659,4,4.0,1.0,0.8997223864504148,0.7485593510924822,0.8319892473118279,18.291792,2022-09-07 20:00:00,18.448,17.780317391341733,19.792365217316537,2022-09-12 12:00:00,19.792365217316537,TP,17,0.6676826086582679,2.0134794584781623,1.961059342174199,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
XAUUSD,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-09-07 16:00:00,long,13850,13857,1726.566,1691.218,4.294545748911972,7,3.0,0.42857142857142855,0.6135065355588531,1.0503502182469606,0.7337331673644889,1713.063064,2022-09-07 20:00:00,1717.158,1689.160273638082,1773.1414527238362,2022-09-15 04:00:00,1689.160273638082,SL,33,27.997726361918012,-1.0,-1.0125010150994331,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
SILVER,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-09-29 08:00:00,long,13942,13953,19.023,17.953,4.156865405256507,11,6.0,0.5454545454545454,0.3778968550233188,0.4979173670782338,0.7186915887850484,18.614259999999998,2022-09-29 12:00:00,18.724,17.888648626086923,20.38870274782616,2022-10-03 12:00:00,20.38870274782616,TP,13,0.8353513739130776,1.9928173937490632,1.950918857285242,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
USDJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-11-03 04:00:00,long,14209,14214,148.38,145.667,3.6093394970935333,5,3.0,0.6,0.7218678994187067,0.988920884447544,0.8219683007740489,147.343634,2022-11-03 08:00:00,147.897,145.47908473169505,152.73283053660987,2022-11-08 12:00:00,145.47908473169505,SL,20,2.417915268304938,-1.0,-1.0041357942236748,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
SILVER,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-11-04 00:00:00,long,14110,14115,20.068,18.818,4.644357611894069,5,3.0,0.6,0.9288715223788138,0.9821268229951982,0.6343999999999994,19.590500000000002,2022-11-04 04:00:00,19.61,18.750714053026474,21.331571893947054,2022-11-08 12:00:00,21.331571893947054,TP,15,0.8592859469735252,2.0034912708750445,1.9627597773329086,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
CHFJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-11-14 04:00:00,long,14238,14249,148.862,144.556,5.381026774788484,11,6.0,0.5454545454545454,0.48918425225349865,0.6217047887731696,0.69321876451463,147.217108,2022-11-14 08:00:00,147.541,144.3559452437138,153.9111095125724,2022-12-01 04:00:00,144.3559452437138,SL,79,3.185054756286206,-1.0,-1.0062793268971306,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
EURJPY,H4,I4_618_BODY60_REC125_SPEED08,V字フィボ,2022-12-05 08:00:00,long,14164,14174,144.83,140.74,5.781912958473135,10,7.0,0.7,0.5781912958473135,0.5351753174975084,0.647921760391192,143.26762000000002,2022-12-05 12:00:00,143.38,140.5631554145931,149.04368917081376,2022-12-20 04:00:00,140.5631554145931,SL,66,2.8168445854068977,-1.0,-1.0044375895158528,Immediate V,I4 61.8%回復,61.8%回復で入る,,,,,,,,
