symbol,timeframe,strategy,family,signal_time,direction,v_start_i,v_extreme_i,v_start,v_extreme,v_move_atr,v_move_bars,v_recovery_bars,v_recovery_to_drop_bars,v_drop_speed_atr_per_bar,v_recovery_speed_atr_per_bar,fib_ratio,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,ladder,stage,note,trigger_type,candidate_i,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-09-04 12:00:00,long,9001,9018,117.9,115.85,6.811929702915955,17,8.0,0.47058823529411764,0.4007017472303503,0.5399700374262665,0.6341463414634166,117.1169,2019-09-04 16:00:00,117.16,115.77476434397427,119.90047131205148,2019-09-13 04:00:00,119.90047131205148,TP,39,1.3852356560257277,1.978343035086143,1.9693192997053695,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-09-17 12:00:00,long,9066,9075,119.98,118.67,3.7065932166934856,9,6.0,0.6666666666666666,0.41184369074372057,0.4432821404188119,0.7175572519083939,119.47958,2019-09-17 16:00:00,119.61,118.58164393262119,121.66671213475762,2019-09-20 16:00:00,118.58164393262119,SL,18,1.0283560673788088,-1.0,-1.0121553228463465,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
XAUUSD,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-10-08 20:00:00,long,9186,9202,1519.488,1486.845,4.146280435760967,16,5.0,0.3125,0.2591425272350604,0.554564849509307,0.668749808534752,1507.018374,2019-10-09 00:00:00,1508.688,1484.8767901486801,1556.2714197026396,2019-10-11 08:00:00,1484.8767901486801,SL,14,23.811209851319973,-1.0,-1.01469895911151,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
SILVER,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-10-17 12:00:00,long,9235,9244,17.726,17.153,4.079732839858116,9,6.0,0.6666666666666666,0.453303648873124,0.5268764924075082,0.774869109947648,17.507113999999998,2019-10-17 16:00:00,17.596,17.117887406694752,18.5552251866105,2019-11-07 16:00:00,17.117887406694752,SL,93,0.4781125933052479,-1.0,-1.0732045139368556,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
XAUUSD,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-10-17 12:00:00,long,9235,9242,1498.388,1476.995,3.166370790937542,7,6.0,0.8571428571428571,0.45233868441964886,0.47740517861772835,0.9046417052306848,1490.215874,2019-10-17 16:00:00,1496.338,1475.3059211292286,1538.4321577415426,2019-11-07 12:00:00,1475.3059211292286,SL,92,21.03207887077133,-1.0,-1.016641246077036,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-10-24 04:00:00,long,9229,9239,121.44,120.37,3.8754258801047787,10,7.0,0.7,0.38754258801047786,0.3984082680481553,0.7196261682242999,121.03126,2019-10-24 08:00:00,121.15,120.30097532806053,122.81804934387894,2019-10-31 16:00:00,120.30097532806053,SL,33,0.8490246719394747,-1.0,-1.0147227759252675,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
CHFJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-11-04 04:00:00,long,9376,9385,110.187,109.324,4.3308359110933,9,5.0,0.5555555555555556,0.48120399012147774,0.5540258222302507,0.6396292004635076,109.857334,2019-11-04 08:00:00,109.874,109.27418282741968,111.07963434516066,2019-11-20 12:00:00,109.27418282741968,SL,75,0.5998171725803161,-1.0,-1.0333434935081527,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-11-15 12:00:00,long,9327,9342,120.62,119.23,5.929820147144288,15,5.0,0.3333333333333333,0.39532134314295253,0.7764224940865151,0.654676258992803,120.08902,2019-11-15 16:00:00,120.13,119.1713978853697,122.0772042292606,2019-12-12 20:00:00,122.0772042292606,TP,119,0.9586021146302954,2.0312955704375693,2.018255749421934,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-11-15 12:00:00,long,10906,10918,140.55,139.37,3.8229789129443605,12,8.0,0.6666666666666666,0.3185815760786967,0.3604291559873315,0.7542372881355773,140.09924,2019-11-15 16:00:00,140.25,139.292835043897,142.19432991220594,2019-11-22 16:00:00,139.292835043897,SL,31,0.9571649561029858,-1.0,-1.0208950399536252,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
USDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-11-18 04:00:00,long,9430,9445,109.292,108.237,6.470440387877098,15,10.0,0.6666666666666666,0.4313626925251399,0.41766539375775835,0.6454976303317603,108.88898999999999,2019-11-18 08:00:00,108.916,108.19623770497999,110.36152459004003,2019-12-29 20:00:00,109.436,max_hold,180,0.7197622950200042,0.7224607396050914,0.7085672638434679,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
XAUUSD,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-11-19 12:00:00,long,9373,9385,1474.535,1456.285,3.356390493256683,12,6.0,0.5,0.27969920777139023,0.5170986997373503,0.9243835616438296,1467.5635,2019-11-19 16:00:00,1473.158,1454.925652805695,1509.6136943886097,2019-11-25 12:00:00,1454.925652805695,SL,24,18.232347194304793,-1.0,-1.0191966506709276,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-11-25 12:00:00,long,10951,10958,140.89,139.29,4.666233022340468,7,6.0,0.8571428571428571,0.6666047174772097,0.6173037435804649,0.7937500000000092,140.2788,2019-11-25 16:00:00,140.55,139.20427774864973,143.27144450270055,2019-12-10 16:00:00,143.27144450270055,TP,68,1.3457222513502813,2.0222928616732547,2.007430953891085,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
SILVER,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-11-26 16:00:00,long,9410,9421,17.225,16.803,4.096507665377616,11,4.0,0.36363636363636365,0.3724097877616015,0.6940765357215567,0.6777251184834062,17.063796,2019-11-26 20:00:00,17.09,16.777246356014015,17.712507287971967,2019-12-06 12:00:00,16.777246356014015,SL,46,0.31275364398598526,-1.0,-1.11190916772042,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
XAUUSD,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2019-12-11 16:00:00,long,9457,9473,1483.988,1458.548,5.6474904060033095,16,17.0,1.0625,0.35296815037520685,0.24680347917467357,0.7429245283018888,1474.26992,2019-12-11 20:00:00,1477.498,1457.4218360682758,1517.5003278634488,2020-01-01 20:00:00,1517.5003278634488,TP,78,20.076163931724295,1.9925284531193315,1.9750948437310825,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
XAUUSD,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-01-30 00:00:00,long,9675,9688,1588.345,1563.335,4.165341411938755,13,6.0,0.46153846153846156,0.3204108778414427,0.4650270869932673,0.6698520591763268,1578.79118,2020-01-30 04:00:00,1580.088,1561.833922565608,1616.596154868784,2020-02-04 12:00:00,1561.833922565608,SL,21,18.254077434392002,-1.0,-1.0191737983613849,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
SILVER,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-01-30 12:00:00,long,9680,9690,18.327,17.351,7.320921690030949,10,9.0,0.9,0.7320921690030949,0.5208989135097144,0.6403688524590146,17.954168,2020-01-30 16:00:00,17.978,17.317670863269544,19.29265827346091,2020-02-28 04:00:00,17.317670863269544,SL,127,0.6603291367304571,-1.0,-1.0530038704233142,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
CHFJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-01-30 20:00:00,long,9753,9765,112.567,111.735,3.940795360072571,12,8.0,0.6666666666666666,0.3283996133393809,0.3380700346456501,0.6862980769230798,112.24917599999999,2020-01-31 00:00:00,112.307,111.68221877666944,113.5535624466611,2020-02-18 12:00:00,111.68221877666944,SL,78,0.6247812233305581,-1.0,-1.0320112052878208,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-02-12 08:00:00,long,11270,11287,143.34,141.25,5.929560415469211,17,14.0,0.8235294117647058,0.3487976714981889,0.29384356125872435,0.6937799043062135,142.54162,2020-02-12 12:00:00,142.71,141.16188216943758,145.77623566112482,2020-02-27 20:00:00,141.16188216943758,SL,70,1.5481178305624326,-1.0,-1.0129189132798218,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-02-27 12:00:00,long,9767,9779,121.33,119.4,5.254676333770349,12,12.0,1.0,0.4378896944808624,0.32444676844955045,0.7409326424870456,120.59274,2020-02-27 16:00:00,120.82,119.30817702759367,123.87364594481265,2020-02-28 12:00:00,119.30817702759367,SL,5,1.5118229724063212,-1.0,-1.00826816381821,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-03-02 12:00:00,long,9792,9798,121.02,118.37,4.411939614110304,6,6.0,1.0,0.7353232690183841,0.48004122845350977,0.6528301886792435,120.0077,2020-03-02 16:00:00,120.08,118.21983928658472,123.86032142683055,2020-03-08 20:00:00,118.21983928658472,SL,26,1.8601607134152829,-1.0,-1.0067198494785101,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
CHFJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-03-10 08:00:00,long,9932,9939,112.857,109.548,4.765007921940956,7,5.0,0.7142857142857143,0.6807154174201366,0.7793358378224389,0.8177697189483243,111.592962,2020-03-10 12:00:00,112.253,109.37439063490517,118.01321873018968,2020-04-20 12:00:00,111.357,max_hold,180,2.8786093650948317,-0.3112614065891095,-0.31820920584333423,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-03-10 08:00:00,long,11398,11414,138.64,132.57,5.471820216842046,16,5.0,0.3125,0.34198876355262786,0.6959217804616274,0.6359143327841875,136.32126,2020-03-10 12:00:00,136.42,132.2926699818592,144.7046600362816,2020-03-12 08:00:00,132.2926699818592,SL,11,4.127330018140782,-1.0,-1.0048457477139159,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
USDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-03-17 12:00:00,long,9966,9972,108.501,105.146,3.316025842991377,6,6.0,1.0,0.5526709738318962,0.37278522020315424,0.6745156482861409,107.21939,2020-03-17 16:00:00,107.409,104.89306168174993,112.44087663650016,2020-04-27 16:00:00,107.274,max_hold,180,2.515938318250079,-0.0536579132408549,-0.05763257348091446,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
AUDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-03-20 04:00:00,long,9958,9980,67.739,59.888,5.850380741513778,22,7.0,0.3181818181818182,0.2659263973415354,0.5711245642633587,0.683352439179722,64.739918,2020-03-20 08:00:00,65.25,59.552509014589,76.653981970822,2020-04-30 08:00:00,69.754,max_hold,180,5.697490985411001,0.790523409608361,0.7883294614245032,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-03-20 12:00:00,long,11437,11458,134.28,124.15,6.107195322929731,21,11.0,0.5238095238095238,0.29081882490141575,0.3726907313642832,0.6712734452122395,130.41034,2020-03-20 16:00:00,130.92,123.73532519985211,145.37934960029574,2020-04-30 16:00:00,135.11,max_hold,180,7.184674800147874,0.5831857553126535,0.5804020524233355,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
XAUUSD,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-03-23 12:00:00,long,9902,9916,1553.808,1454.898,4.02800327722627,14,11.0,0.7857142857142857,0.28771451980187646,0.3254211708239715,0.888686684865029,1516.02438,2020-03-23 16:00:00,1542.748,1448.759102313445,1730.87579537311,2020-04-14 12:00:00,1730.87579537311,TP,92,93.98889768655499,2.001595933176066,1.9978720890985735,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
CHFJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-05-11 12:00:00,long,10180,10201,111.516,108.657,9.407326449438534,21,17.0,0.8095238095238095,0.4479679261637397,0.40839986849197046,0.7380202868135687,110.423862,2020-05-11 16:00:00,110.768,108.58102198394607,115.13895603210784,2020-06-19 20:00:00,112.197,max_hold,180,2.186978016053928,0.6534130610871055,0.6442680217436845,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-05-12 12:00:00,long,10071,10095,117.75,114.41,10.78941309677319,24,25.0,1.0416666666666667,0.44955887903221625,0.2791033807069465,0.6467065868263456,116.47412,2020-05-12 16:00:00,116.56,114.33260932151632,121.04478135696735,2020-06-02 12:00:00,121.04478135696735,TP,92,2.2273906784836868,2.013468674485248,2.0078567267830616,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-05-18 12:00:00,long,11714,11720,131.38,129.37,3.920662621249458,6,4.0,0.6666666666666666,0.653443770208243,0.7265904609032033,0.7412935323383163,130.61218,2020-05-18 16:00:00,130.87,129.24183288934975,134.09633422130054,2020-06-01 12:00:00,134.09633422130054,TP,61,1.6281671106502529,1.981574372922942,1.9692906215382366,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
XAUUSD,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-05-28 12:00:00,long,10192,10212,1739.955,1693.598,5.463165005558912,20,6.0,0.3,0.2731582502779456,0.5866957838659586,0.6443471320404714,1722.2466259999999,2020-05-28 16:00:00,1723.478,1691.4766564220176,1787.450687155965,2020-06-03 12:00:00,1691.4766564220176,SL,24,32.001343577982425,-1.0,-1.0109370407885294,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-06-15 16:00:00,long,10261,10267,121.79,120.32,3.0972738109521902,6,3.0,0.5,0.516212301825365,0.7514927387117544,0.7278911564625836,121.22846,2020-06-15 20:00:00,121.4,120.20134726781322,123.76730546437356,2020-06-17 12:00:00,120.20134726781322,SL,10,1.1986527321867868,-1.0,-1.0104283748448009,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-06-15 16:00:00,long,11840,11846,136.01,133.46,3.9870632016780063,6,3.0,0.5,0.664510533613001,0.859954808205069,0.6470588235294183,135.0359,2020-06-15 20:00:00,135.12,133.30010787696276,138.72978424607453,2020-06-18 12:00:00,133.30010787696276,SL,16,1.8198921230372491,-1.0,-1.0109896623798797,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-06-23 04:00:00,long,10272,10296,122.1,119.3,6.83582665905792,24,8.0,0.3333333333333333,0.28482611079408,0.5371006660688387,0.628571428571431,121.0304,2020-06-23 08:00:00,121.07,119.19759833961376,124.78480332077248,2020-07-31 12:00:00,124.78480332077248,TP,174,1.872401660386231,1.983977796733109,1.9773018787052374,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
XAUUSD,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-06-30 12:00:00,long,10335,10348,1779.388,1747.368,3.925138159923694,13,13.0,1.0,0.3019337046095149,0.33437130435519724,1.1074328544659606,1767.15636,2020-06-30 16:00:00,1782.828,1745.3285813416371,1857.8268373167257,2020-07-22 00:00:00,1857.8268373167257,TP,94,37.499418658362856,2.0,1.9906665219749458,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
SILVER,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-07-13 00:00:00,long,10404,10409,19.028,18.467,3.525665598551557,5,6.0,1.2,0.7051331197103115,0.4304957103400757,0.7326203208556175,18.813698,2020-07-13 04:00:00,18.879,18.427220277255557,19.779559445488886,2020-07-20 12:00:00,19.779559445488886,TP,33,0.451779722744444,1.9933595957300176,1.9158882125803174,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
CHFJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-07-14 08:00:00,long,10478,10489,114.625,113.308,5.492331777870911,11,13.0,1.1818181818181819,0.4993028888973556,0.31277515819310414,0.7403189066059221,114.121906,2020-07-14 12:00:00,114.282,113.24805278389654,116.35289443220692,2020-07-15 12:00:00,113.24805278389654,SL,6,1.0339472161034564,-1.0,-1.019343347212039,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
USDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-07-14 08:00:00,long,10473,10492,107.79,106.638,6.914063583068011,19,12.0,0.631578947368421,0.363898083319369,0.36460882176335146,0.6328124999999988,107.349936,2020-07-14 12:00:00,107.365,106.59634576923689,108.90830846152623,2020-07-24 00:00:00,106.59634576923689,SL,46,0.7686542307631044,-1.0,-1.0130097508083227,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-07-15 08:00:00,long,11972,11978,135.44,133.96,4.130187578543067,6,5.0,0.8333333333333334,0.6883645964238445,0.5692961256910651,0.6891891891891817,134.87464,2020-07-15 12:00:00,134.99,133.87041569106395,137.19916861787206,2020-07-30 12:00:00,137.19916861787206,TP,68,1.119584308936055,1.9732043404318813,1.9553405673865196,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
CHFJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-07-17 08:00:00,long,10503,10513,114.319,113.021,5.037275545549884,10,7.0,0.7,0.5037275545549884,0.4850997251107354,0.6741140215716478,113.823164,2020-07-17 12:00:00,113.896,112.95658025621873,115.77483948756255,2020-07-31 12:00:00,115.77483948756255,TP,62,0.9394197437812721,2.0,1.9787102622311217,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-08-03 20:00:00,long,12058,12064,139.15,137.74,3.3544831632443346,6,3.0,0.5,0.5590805272073891,0.7137198219668635,0.6382978723404109,138.61138,2020-08-04 00:00:00,138.63,137.6349167478727,140.65016650425457,2020-08-27 12:00:00,140.65016650425457,TP,108,0.9950832521273014,2.0301482312518457,2.010049410417282,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-08-04 00:00:00,long,10479,10485,125.17,124.02,3.6145915644753392,6,4.0,0.6666666666666666,0.6024319274125566,0.6443402354064761,0.7130434782608724,124.7307,2020-08-04 04:00:00,124.85,123.94046127622673,126.63907744754655,2020-08-13 08:00:00,126.63907744754655,TP,44,0.9095387237732666,1.9670162476694601,1.9532730175317352,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
CHFJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-08-04 08:00:00,long,10583,10590,116.298,114.977,3.952723575281518,7,5.0,0.7142857142857143,0.5646747964687883,0.5810892644357787,0.7350492051476086,115.793378,2020-08-04 12:00:00,115.944,114.8934500138423,118.05709997231538,2020-09-14 12:00:00,116.504,max_hold,180,1.050549986157705,0.5330541215350956,0.5140164743374039,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
USDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-08-10 08:00:00,long,10592,10610,106.471,105.301,4.750376200610644,18,12.0,0.6666666666666666,0.2639097889228135,0.28116542896776736,0.7102564102564118,106.02406,2020-08-10 12:00:00,106.134,105.2394259293059,107.91714814138822,2020-08-18 20:00:00,105.2394259293059,SL,39,0.8945740706941052,-1.0,-1.0111785041927628,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
AUDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-08-11 12:00:00,long,10606,10616,76.438,75.686,3.1946334790187163,10,6.0,0.6,0.31946334790187164,0.38658463642380436,0.7260638297872283,76.15073600000001,2020-08-11 16:00:00,76.233,75.62715130851953,77.44169738296094,2020-08-20 12:00:00,75.62715130851953,SL,42,0.6058486914804746,-1.0,-1.0206322142405608,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
USDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-08-24 16:00:00,long,10669,10677,106.215,105.441,3.5458288468180483,8,9.0,1.125,0.44322860585225604,0.2718163370945746,0.6899224806201436,105.919332,2020-08-24 20:00:00,105.975,105.38642883811957,107.15214232376084,2020-08-28 08:00:00,105.38642883811957,SL,21,0.5885711618804237,-1.0,-1.0169902989606932,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
AUDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-08-25 04:00:00,long,10668,10674,76.275,75.601,3.103066546972304,6,8.0,1.3333333333333333,0.5171777578287173,0.31076705032734553,0.8011869436201795,76.017532,2020-08-25 08:00:00,76.147,75.5466988764342,77.3296022471316,2020-08-27 16:00:00,77.3296022471316,TP,14,0.6003011235657993,1.9700150486257957,1.9491921657270626,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-08-25 04:00:00,long,10554,10572,126.05,124.44,5.766552803023396,18,11.0,0.6111111111111112,0.32036404461241086,0.3744514807158069,0.7142857142857181,125.43498,2020-08-25 08:00:00,125.57,124.37020093394636,128.02959813210728,2020-09-16 12:00:00,124.37020093394636,SL,100,1.1997990660536288,-1.0,-1.0104184111770511,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
XAUUSD,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-08-28 00:00:00,long,10602,10614,1961.788,1902.678,3.4204888279844696,12,9.0,0.75,0.28504073566537247,0.24438951926105734,0.6430384029775005,1939.2079800000001,2020-08-28 04:00:00,1940.688,1898.357711075476,2025.3485778490485,2020-09-21 12:00:00,1898.357711075476,SL,102,42.33028892452421,-1.0,-1.0082683111524278,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
AUDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-09-09 12:00:00,long,10744,10748,77.64,76.115,4.871857883146407,4,4.0,1.0,1.2179644707866017,0.9288476587048038,0.7626229508196765,77.05745,2020-09-09 16:00:00,77.278,76.03674443320301,79.760511133594,2020-09-18 12:00:00,76.03674443320301,SL,42,1.241255566796994,-1.0,-1.0100704482899072,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
CHFJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-10-04 20:00:00,long,10851,10857,115.17,114.039,3.3543264991714685,6,4.0,0.6666666666666666,0.559054416528578,0.6598918179183484,0.7869142351900976,114.737958,2020-10-05 00:00:00,114.928,113.95470588013127,116.87758823973746,2020-10-30 04:00:00,113.95470588013127,SL,118,0.9732941198687257,-1.0,-1.0205487730704752,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-10-04 20:00:00,long,12330,12335,136.98,135.03,3.2729103668145854,5,4.0,0.8,0.6545820733629171,0.6545820733629218,0.8000000000000058,136.2351,2020-10-05 00:00:00,136.58,134.88104999973632,140.00790000052737,2020-10-28 08:00:00,134.88104999973632,SL,104,1.698950000263693,-1.0,-1.0117719768073679,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
SILVER,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-10-08 04:00:00,long,10790,10798,24.508,22.84,4.6438444621423765,8,8.0,1.0,0.5804805577677971,0.39951539587375967,0.6882494004796165,23.870824,2020-10-08 08:00:00,23.986,22.750203710869414,26.46359257826117,2020-10-29 12:00:00,22.750203710869414,SL,94,1.2357962891305867,-1.0,-1.0283218199535327,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
EURJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-10-20 04:00:00,long,10788,10812,125.07,123.0,7.767413647608958,24,16.0,0.6666666666666666,0.3236422353170399,0.311916067370771,0.6425120772946873,124.27926,2020-10-20 08:00:00,124.32,122.9333755065099,127.12324898698019,2020-10-28 00:00:00,122.9333755065099,SL,34,1.386624493490089,-1.0,-1.0090146972440437,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
USDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-11-09 12:00:00,long,11004,11018,105.344,103.176,5.52725318276972,14,8.0,0.5714285714285714,0.39480379876926575,0.703654002972531,1.0184501845018479,104.515824,2020-11-09 16:00:00,105.384,103.0779404427339,109.99611911453219,2020-12-17 08:00:00,103.0779404427339,SL,171,2.306059557266096,-1.0,-1.0043364014465637,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
AUDJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-11-16 08:00:00,long,11029,11040,77.098,75.758,4.326407653371372,11,9.0,0.8181818181818182,0.39330978667012473,0.3063641903796964,0.6373134328358186,76.58612,2020-11-16 12:00:00,76.61,75.68056855413545,78.47486289172909,2020-11-19 00:00:00,75.68056855413545,SL,15,0.9294314458645516,-1.0,-1.0134490822917672,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
GBPJPY,H4,I7_618_NOBODY_DROP30_SPEED025,V字フィボ,2020-12-01 00:00:00,long,12571,12583,139.82,138.26,4.101388270782503,12,8.0,0.6666666666666666,0.34178235589854195,0.3845051503858643,0.7500000000000091,139.22408,2020-12-01 04:00:00,139.43,138.1649102464211,141.96017950715782,2020-12-07 04:00:00,138.1649102464211,SL,25,1.2650897535789056,-1.0,-1.015809154997424,Immediate V,I7 実体条件なし,I5から実体条件を撤廃,,,,,,,,
