pre_break_regime,trigger_mode,filter,filter_notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,avg_mfe_r,hit_1r_rate,hit_1_5r_rate,hit_2r_rate,giveback_1r_to_loss_rate,giveback_1_5r_to_loss_rate,score
trend_continuation_break,either,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,287,29.268292682926827,-47.2505997042272,-0.16463623590323065,0.7747267130092632,72.71485467020216,27,187,31.550802139037433,-18.69944431554365,-0.09999702842536712,0.8584570388378644,40.84599168130879,27,82,28.04878048780488,-16.19816806630613,-0.19753863495495283,0.7359501684330314,30.846352691117097,21,18,11.11111111111111,-12.352987322377407,-0.6862770734654116,0.24174546629566415,13.323006149290238,14,1.1310367952788967,45.64459930313589,38.67595818815331,29.268292682926827,16.376306620209057,9.40766550522648,-87.75093328194876
trend_continuation_break,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,300,28.333333333333332,-59.97451696940146,-0.19991505656467154,0.7332186844436775,88.57739911006692,15,187,31.016042780748666,-23.463242129676296,-0.1254718830463973,0.826408348629482,52.06612427034176,15,90,28.888888888888886,-16.119183854838838,-0.17910204283154263,0.7603675207539368,36.957206115193245,14,23,4.3478260869565215,-20.392090984886345,-0.8866126515167976,0.08874739641641625,19.371615749945033,11,1.1255665153203052,45.33333333333333,34.66666666666667,28.333333333333332,17.0,6.333333333333334,-104.5283289145398
trend_continuation_break,rebreak,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,255,25.098039215686274,-73.71087392374272,-0.289062250681344,0.6272376373525528,78.63528694861222,21,167,25.748502994011975,-45.696080824668485,-0.27362922649502086,0.6445709252194045,48.83882318592546,21,69,27.536231884057973,-14.640645894279237,-0.21218327383013386,0.7177097176957166,25.6813635605079,20,19,10.526315789473683,-13.374147204794992,-0.7039024844628944,0.22748636556888974,14.344166031707823,14,1.0368279477419948,39.6078431372549,33.33333333333333,25.098039215686274,14.50980392156863,8.235294117647058,-114.4674820994037
trend_continuation_break,either,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,616,29.87012987012987,-81.88292282164856,-0.1329268227624165,0.8143253669210224,144.80036675175006,27,385,30.649350649350648,-47.69155083107428,-0.12387415800279034,0.8276939112438373,95.82132822842259,27,187,31.016042780748666,-13.458066273346477,-0.07196826884142501,0.8945184900739196,47.942750607935274,18,44,18.181818181818183,-20.733305717227783,-0.4712114935733587,0.4340008665769935,30.662345999631764,16,1.1819242221834303,49.35064935064935,40.25974025974026,29.87012987012987,19.480519480519483,10.38961038961039,-136.95007596173048
trend_continuation_break,rebreak,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,470,30.0,-58.51348476337525,-0.12449677609228778,0.8247631171663885,131.5275189427436,23,293,33.78839590443686,-8.47038431082079,-0.028909161470378125,0.9578944649216219,69.52829444292898,20,143,23.076923076923077,-42.40588135040992,-0.2965446248280414,0.6044827885441968,53.137400122001026,17,34,26.47058823529412,-7.6372191021445435,-0.2246240912395454,0.7007849585298791,18.583904686076945,15,1.213332304375655,50.851063829787236,40.85106382978723,30.0,20.851063829787233,10.851063829787234,-144.9556461067558
mixed_or_wide_range,either,ALL,全候補,903,30.34330011074197,-130.68725739765418,-0.1447256449586425,0.7959606186657198,132.6089477964578,31,619,30.694668820678512,-86.39970558283487,-0.13957949205627604,0.8036155248579463,97.92632587037735,31,226,34.51327433628318,-5.357117966373023,-0.023704061798110722,0.9642239529010456,54.52126840425213,27,58,10.344827586206897,-38.93043384844627,-0.6712143766973495,0.23377353072200655,39.90845287799946,26,1.0892266324993385,45.071982281284605,33.77630121816168,27.685492801771872,14.839424141749724,5.204872646733112,-173.05097786758512
mixed_or_wide_range,stagnation,ALL,全候補,777,28.957528957528954,-142.16807481380886,-0.18297049525586725,0.7439372373158767,144.10347380558605,31,531,27.87193973634652,-110.07929047981624,-0.20730563178873115,0.7166856424869028,112.01468947159385,31,193,36.787564766839374,1.7892276705899448,0.00927060969217588,1.01479786772329,34.77529373780068,25,53,11.320754716981133,-33.87801200458254,-0.6392077736713686,0.2595872688723327,37.86879647636661,24,1.0746206362519883,43.371943371943374,34.105534105534105,25.997425997426,14.929214929214929,7.335907335907336,-177.034814804205
mixed_or_wide_range,rebreak,ALL,全候補,802,30.049875311720697,-144.3787336003429,-0.18002335860391885,0.7445257627765256,143.69096306874218,35,556,30.035971223021583,-102.89937732912097,-0.18507082253439022,0.7394023582959238,114.93722980321097,31,189,37.03703703703704,2.373313853271167,0.0125572161548739,1.0200236376439473,44.68563202017003,35,57,7.017543859649122,-43.852670124493095,-0.7693450899033877,0.15269181742432342,44.83068915404629,30,1.0752244166295557,44.51371571072319,33.29177057356609,25.187032418952622,15.46134663341646,6.483790523690773,-178.42906541524218
trend_continuation_break,rebreak,ALL,全候補,1568,32.525510204081634,-146.3410134907575,-0.09332972799155452,0.8625565146195019,208.71572118281313,49,1001,35.16483516483517,-27.517756225109387,-0.027490265959150238,0.9580270024598939,94.06644445752065,37,466,31.759656652360512,-47.02218201079079,-0.10090596998023775,0.8521519495064787,116.00941969283696,27,101,9.900990099009901,-71.80107525485735,-0.7109017351966075,0.21172003188547656,74.07705425721365,25,1.1808687378388836,50.829081632653065,40.75255102040816,28.890306122448976,19.323979591836736,9.75765306122449,-257.4573245967564
trend_continuation_break,either,ALL,全候補,1873,31.179925253603848,-215.98637484996323,-0.1153157367057999,0.835267436904269,283.50136899413286,53,1220,33.114754098360656,-75.26595784229318,-0.06169340806745342,0.9097557085411466,146.84069750321598,49,544,31.066176470588236,-63.701979592556306,-0.11709922719219909,0.8318410351769941,130.00684277120422,25,109,10.091743119266056,-77.01843741511377,-0.7065911689459978,0.2164073134631584,78.4161535029539,27,1.1880525911555977,50.667378537106245,40.5232247730913,29.47143619861185,19.8077949813134,9.877202349172451,-365.93008811948295
trend_continuation_break,stagnation,ALL,全候補,1514,29.52443857331572,-283.436051426086,-0.1872100735971506,0.7375728504653388,331.5707193059616,44,1009,31.714568880079284,-125.47407197546282,-0.12435487807280755,0.8204279024817029,184.14654480354096,42,422,29.14691943127962,-85.79071451234329,-0.20329553201977082,0.7158516558714076,118.98735815793736,23,83,4.819277108433735,-72.17126493827989,-0.8695333125093963,0.09098028153182179,73.43393072115121,44,1.0898428512819653,46.16908850726552,34.94055482166446,26.023778071334213,17.437252311756936,7.133421400264201,-472.28885611131165
