lookback_bars,lookback_label,trigger_mode,filter,filter_notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,avg_mfe_r,hit_1r_rate,hit_1_5r_rate,hit_2r_rate,giveback_1r_to_loss_rate,giveback_1_5r_to_loss_rate,score
1920,4m,rebreak,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,8,12.5,-5.175593318222789,-0.6469491647778486,0.27756579723291086,6.145211410987997,7,6,0.0,-6.158779355925434,-1.0264632259875723,0.0,5.139887380890075,6,2,50.0,0.9831860377026465,0.4915930188513232,1.9779792467577644,0.0,1,0,0.0,0.0,0.0,,0.0,0,1.0694474983146236,37.5,25.0,12.5,25.0,12.5,-10.842303787605097
240,0.5m,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.0345690262097713,-1.0345690262097713,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,1,0.0,-1.0345690262097713,-1.0345690262097713,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0.3069729527430601,0.0,0.0,0.0,0.0,0.0,-11.414327962500582
1920,4m,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,34,29.411764705882355,-5.651961252042823,-0.16623415447184775,0.7769082593585194,11.18075946003015,5,27,29.629629629629626,-4.398143467979041,-0.16289420251774228,0.7813726563529602,7.931852417807596,5,7,28.57142857142857,-1.2538177840637819,-0.17911682629482598,0.7596952992678245,4.165843559210634,4,0,0.0,0.0,0.0,,0.0,0,1.1210378377099444,44.11764705882353,35.294117647058826,29.411764705882355,14.705882352941178,5.88235294117647,-11.83976081645577
480,1m,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,2,0.0,-2.047844333015119,-1.0239221665075595,0.0,1.032878060494638,2,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,1,0.0,-1.0328780604946382,-1.0328780604946382,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0.48868663139268204,0.0,0.0,0.0,0.0,0.0,-12.641206186762583
720,1.5m,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,2,0.0,-2.047844333015119,-1.0239221665075595,0.0,1.032878060494638,2,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,1,0.0,-1.0328780604946382,-1.0328780604946382,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0.48868663139268204,0.0,0.0,0.0,0.0,0.0,-12.641206186762583
360,0.75m,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,2,0.0,-2.110546315489451,-1.0552731577447254,0.0,1.053469344762681,2,1,0.0,-1.0570769707267698,-1.0570769707267698,0.0,0.0,1,1,0.0,-1.053469344762681,-1.053469344762681,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0.5971502309660193,0.0,0.0,0.0,0.0,0.0,-12.85916949637424
480,1m,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,2,0.0,-2.110546315489451,-1.0552731577447254,0.0,1.053469344762681,2,1,0.0,-1.0570769707267698,-1.0570769707267698,0.0,0.0,1,1,0.0,-1.053469344762681,-1.053469344762681,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0.5971502309660193,0.0,0.0,0.0,0.0,0.0,-12.85916949637424
720,1.5m,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,2,0.0,-2.110546315489451,-1.0552731577447254,0.0,1.053469344762681,2,1,0.0,-1.0570769707267698,-1.0570769707267698,0.0,0.0,1,1,0.0,-1.053469344762681,-1.053469344762681,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0.5971502309660193,0.0,0.0,0.0,0.0,0.0,-12.85916949637424
2880,6m,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,8,25.0,-2.23547162548137,-0.2794339531851712,0.6365582857842755,6.150839427734164,6,5,40.0,0.8585575566333357,0.17171151132666712,1.2808671417742354,3.0568102456194577,3,3,0.0,-3.0940291821147055,-1.031343060704902,0.0,2.042256189324604,3,0,0.0,0.0,0.0,,0.0,0,1.118527213995077,37.5,25.0,25.0,12.5,0.0,-12.967194027908967
720,1.5m,rebreak,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,47,29.78723404255319,-7.059318604857798,-0.1501982681884638,0.7940296247100976,7.362777187175981,5,31,32.25806451612903,-2.3497126465036664,-0.07579718214527956,0.8917647633629051,6.511829489847709,5,13,30.76923076923077,-1.6595134198881965,-0.1276548784529382,0.8255725307204517,5.307046380443413,5,3,0.0,-3.0500925384659343,-1.0166975128219782,0.0,2.0376636721238803,3,1.114293817269623,42.5531914893617,31.914893617021278,29.78723404255319,12.76595744680851,2.127659574468085,-13.698192453561386
1440,3m,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,7,14.285714285714285,-4.148642152360541,-0.5926631646229344,0.3235212791254396,5.118345183610811,5,6,16.666666666666664,-3.1217353799852208,-0.5202892299975368,0.38858973604143615,4.09143841123549,4,1,0.0,-1.0269067723753198,-1.0269067723753198,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,1.018077640343161,42.857142857142854,28.57142857142857,14.285714285714285,28.57142857142857,14.285714285714285,-13.707647954479926
2880,6m,rebreak,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,31,29.03225806451613,-4.09478889673719,-0.1320899644108771,0.813213344048202,8.624398752830746,9,22,36.36363636363637,1.5028833912526263,0.06831288142057391,1.1048349957390065,4.181760403644761,4,8,12.5,-4.5917672826332385,-0.5739709103291548,0.30223398909773724,6.352076506217053,7,1,0.0,-1.0059050053565781,-1.0059050053565781,0.0,0.0,1,1.3397404566888806,58.06451612903226,45.16129032258064,29.03225806451613,29.03225806451613,16.129032258064516,-14.47615583770007
240,0.5m,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,2,0.0,-2.2906117872963163,-1.1453058936481582,0.0,1.0534693447626813,2,0,0.0,0.0,0.0,,0.0,0,2,0.0,-2.2906117872963163,-1.1453058936481582,0.0,1.0534693447626813,2,0,0.0,0.0,0.0,,0.0,0,1.1405213472546343,50.0,50.0,0.0,50.0,50.0,-14.8839368428352
1440,3m,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,14,28.57142857142857,-2.8233627921157187,-0.2016687708654085,0.7356043307152398,8.570336372985466,8,10,40.0,1.2838746452938923,0.12838746452938923,1.1953756307093677,4.463098935575855,4,4,0.0,-4.107237437409611,-1.0268093593524028,0.0,3.05546444461951,4,0,0.0,0.0,0.0,,0.0,0,1.1254460965141144,42.857142857142854,28.57142857142857,28.57142857142857,14.285714285714285,0.0,-14.965702563000015
360,0.75m,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,3,0.0,-3.0824133592248906,-1.0274711197416302,0.0,2.0674470867044095,3,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,2,0.0,-2.0674470867044095,-1.0337235433522047,0.0,1.0345690262097713,2,0,0.0,0.0,0.0,,0.0,0,0.4281154051761414,0.0,0.0,0.0,0.0,0.0,-15.190096113912805
240,0.5m,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,3,0.0,-3.347688758023086,-1.1158962526743619,0.0,2.2906117872963163,3,1,0.0,-1.0570769707267698,-1.0570769707267698,0.0,0.0,1,2,0.0,-2.2906117872963163,-1.1453058936481582,0.0,1.0534693447626813,2,0,0.0,0.0,0.0,,0.0,0,0.9401400226256492,33.33333333333333,33.33333333333333,0.0,33.33333333333333,33.33333333333333,-16.13266086030019
960,2m,either,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,14,21.428571428571427,-5.364518296709876,-0.3831798783364197,0.5231555259391449,6.240238530383113,5,11,27.27272727272727,-2.3289076501333725,-0.21171887728485206,0.7164856851219883,3.2046278838066096,3,2,0.0,-2.0235127834441777,-1.0117563917220889,0.0,1.0053240300979227,2,1,0.0,-1.0120978631323256,-1.0120978631323256,0.0,0.0,1,1.0642854387804144,42.857142857142854,28.57142857142857,21.428571428571427,21.428571428571427,7.142857142857142,-16.3623572568452
1440,3m,either,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,13,15.384615384615385,-7.294748402658387,-0.5611344925121836,0.352794936952442,9.237906303536775,9,10,10.0,-7.254864444848623,-0.7254864444848623,0.21475006095811353,7.205675501063533,7,3,33.33333333333333,-0.03988395780976495,-0.013294652603254983,0.9803742971707614,1.005324030097923,2,0,0.0,0.0,0.0,,0.0,0,0.9083258909963468,46.15384615384615,23.076923076923077,15.384615384615385,30.76923076923077,7.6923076923076925,-16.54382876101059
240,0.5m,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,136,34.55882352941176,-3.7051747179171066,-0.02724393174939049,0.9602446926082411,19.815512582539398,9,79,39.24050632911392,7.407060051436161,0.0937602538156476,1.1456719054702647,11.476029667752766,6,42,30.952380952380953,-4.808981951397002,-0.1144995702713572,0.8402909690387247,11.684031079943777,9,15,20.0,-6.303252817956262,-0.4202168545304175,0.48507250743445957,9.160223990097467,9,1.2138966299152325,50.0,41.911764705882355,33.82352941176471,15.441176470588236,8.088235294117647,-16.578562239617682
480,1m,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,4,0.0,-4.15839064850457,-1.0395976621261425,0.0,3.1013136777778003,4,2,0.0,-2.0720432432472506,-1.0360216216236253,0.0,1.0149662725204809,2,2,0.0,-2.086347405257319,-1.0431737026286596,0.0,1.053469344762681,2,0,0.0,0.0,0.0,,0.0,0,0.5429184311793507,0.0,0.0,0.0,0.0,0.0,-16.595726602762376
720,1.5m,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,4,0.0,-4.15839064850457,-1.0395976621261425,0.0,3.1013136777778003,4,2,0.0,-2.0720432432472506,-1.0360216216236253,0.0,1.0149662725204809,2,2,0.0,-2.086347405257319,-1.0431737026286596,0.0,1.053469344762681,2,0,0.0,0.0,0.0,,0.0,0,0.5429184311793507,0.0,0.0,0.0,0.0,0.0,-16.595726602762376
1920,4m,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,10,20.0,-4.69289855221641,-0.469289855221641,0.45483813360631303,7.55712811769056,7,7,28.57142857142857,-1.598869370101704,-0.22840991001452915,0.7100470436568089,4.463098935575854,4,3,0.0,-3.0940291821147055,-1.031343060704902,0.0,2.042256189324604,3,0,0.0,0.0,0.0,,0.0,0,1.0617243745444038,40.0,20.0,20.0,20.0,0.0,-16.717336887456945
1440,3m,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,45,28.888888888888886,-7.864912858506467,-0.1747758413001437,0.7653911561321468,16.264684319561233,7,31,29.03225806451613,-5.484813845532066,-0.17692947888813115,0.7635609015044441,8.949517906477867,6,14,28.57142857142857,-2.380099012974402,-0.17000707235531443,0.7695028860390203,6.2958984554229485,5,0,0.0,0.0,0.0,,0.0,0,1.1102370795370304,44.44444444444444,33.33333333333333,28.888888888888886,15.555555555555555,4.444444444444445,-16.720914963034488
1440,3m,rebreak,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,10,10.0,-7.228558904001488,-0.7228558904001489,0.21606845346531564,8.202013773629607,9,7,0.0,-7.188674946191725,-1.026953563741675,0.0,6.169782971156366,7,3,33.33333333333333,-0.03988395780976495,-0.013294652603254983,0.9803742971707614,1.005324030097923,2,0,0.0,0.0,0.0,,0.0,0,0.848759305511307,40.0,20.0,10.0,30.0,10.0,-17.00227820491589
720,1.5m,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,54,31.48148148148148,-7.043593035432821,-0.13043690806357075,0.8185345751906857,15.855331532873384,7,35,34.285714285714285,-2.2307659292396864,-0.06373616940684819,0.9076471928486433,10.051719316274797,7,14,28.57142857142857,-2.7741303457030897,-0.1981521675502207,0.7388845761528899,7.662721872506484,6,5,20.0,-2.038696760490042,-0.4077393520980084,0.49488327613259003,2.017384007763172,3,1.1387083610793491,46.2962962962963,35.18518518518518,29.629629629629626,14.814814814814813,5.555555555555555,-17.03959539055847
960,2m,rebreak,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,12,16.666666666666664,-6.350343610833294,-0.5291953009027744,0.3805632731713244,6.256360813256261,5,10,20.0,-4.3268308273891165,-0.43268308273891165,0.47415192647564103,4.232848029812084,3,2,0.0,-2.0235127834441777,-1.0117563917220889,0.0,1.0053240300979227,2,0,0.0,0.0,0.0,,0.0,0,1.0427046755768992,41.66666666666667,25.0,16.666666666666664,25.0,8.333333333333332,-17.078867084720144
360,0.75m,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,9,11.11111111111111,-6.177262414045899,-0.6863624904495443,0.2431051613879819,6.123843164939504,6,6,16.666666666666664,-3.1356975690545883,-0.522616261509098,0.387530005410007,3.0822783199481933,3,1,0.0,-1.0240158370831998,-1.0240158370831998,0.0,0.0,1,2,0.0,-2.017549007908111,-1.0087745039540554,0.0,1.0054511447757852,2,0.967880651377684,33.33333333333333,22.22222222222222,11.11111111111111,22.22222222222222,11.11111111111111,-17.43938701019081
960,2m,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,16,25.0,-4.903154888708261,-0.30644718054426634,0.6147102298572666,10.617673899002273,10,10,40.0,1.2514200747181585,0.12514200747181586,1.1904368057089065,4.463098935575855,4,6,0.0,-6.15457496342642,-1.0257624939044032,0.0,5.121561082513365,6,0,0.0,0.0,0.0,,0.0,0,1.0586941690163885,37.5,25.0,25.0,12.5,0.0,-17.554141811890332
720,1.5m,either,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,118,33.05084745762712,-5.799367148418753,-0.049147179223887734,0.9282999102419177,20.964201685311558,10,74,36.486486486486484,2.940295479085052,0.03973372269033854,1.0606712062365884,13.901105579214658,10,36,30.555555555555557,-3.654496146265929,-0.10151378184072025,0.8557720641420232,10.242216327246638,7,8,12.5,-5.085166481237881,-0.6356458101547351,0.28201576916242227,5.06385372851101,6,1.1938534360705213,47.45762711864407,37.28813559322034,32.20338983050847,14.40677966101695,5.084745762711865,-17.69410175191939
1920,4m,either,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,35,28.57142857142857,-6.511497587861697,-0.18604278822461992,0.7511309468869779,12.140955079167739,8,26,34.61538461538461,-0.1480974026411379,-0.005696053947736073,0.9916857328118208,7.6642166887490895,5,7,14.285714285714285,-4.32573651309668,-0.6179623590138114,0.31492436070147956,5.262473588107148,6,2,0.0,-2.0376636721238808,-1.0188318360619404,0.0,1.015716787037187,2,1.1381840881260619,42.857142857142854,34.285714285714285,28.57142857142857,14.285714285714285,5.714285714285714,-17.73066037938115
1440,3m,either,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,39,30.76923076923077,-4.361683314513426,-0.11183803370547246,0.8435189964965571,12.873884821215063,10,28,39.285714285714285,4.1380368263407235,0.14778702951216868,1.2369178005827306,6.260826475162823,5,9,11.11111111111111,-6.462056468730268,-0.7180062743033632,0.22792919397744482,7.283555104121516,8,2,0.0,-2.0376636721238808,-1.0188318360619404,0.0,1.015716787037187,2,1.1235600599544613,43.58974358974359,38.46153846153847,30.76923076923077,12.82051282051282,7.6923076923076925,-17.938455420618844
2880,6m,either,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,42,28.57142857142857,-6.696137335667554,-0.15943184132541796,0.7795837365887466,12.425258381528074,6,30,33.33333333333333,-0.9885596605184153,-0.03295198868394718,0.9522765035232574,6.583770014340169,4,11,18.181818181818183,-4.701672669792561,-0.4274247881629601,0.45703679101585887,6.461981893376376,6,1,0.0,-1.0059050053565781,-1.0059050053565781,0.0,0.0,1,1.2415038529590963,52.38095238095239,40.476190476190474,28.57142857142857,23.809523809523807,11.904761904761903,-18.302602763513573
360,0.75m,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,5,0.0,-5.192959674714341,-1.0385919349428683,0.0,4.135882703987572,5,2,0.0,-2.0720432432472506,-1.0360216216236253,0.0,1.0149662725204809,2,3,0.0,-3.1209164314670907,-1.040305477155697,0.0,2.088038370972453,3,0,0.0,0.0,0.0,,0.0,0,0.4957293354920925,0.0,0.0,0.0,0.0,0.0,-19.126397808243215
960,2m,either,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,47,31.914893617021278,-3.65526648415106,-0.07777162732236298,0.8892898469792394,14.10084568125239,11,31,41.935483870967744,6.953154521476174,0.2242953071443927,1.3754399752337603,5.379086470427064,5,14,14.285714285714285,-8.570757333503352,-0.6121969523930966,0.3120754521477829,8.388119558279614,9,2,0.0,-2.0376636721238808,-1.0188318360619404,0.0,1.015716787037187,2,1.1606221254961262,44.680851063829785,36.17021276595745,31.914893617021278,12.76595744680851,4.25531914893617,-19.887183366978395
1920,4m,rebreak,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,57,29.82456140350877,-7.378930113225023,-0.12945491426710565,0.8197629566685902,15.793076014641905,10,42,35.714285714285715,1.3939205123507692,0.033188583627399265,1.0494557899819976,10.906904136114935,6,12,16.666666666666664,-5.729281948095333,-0.4774401623412778,0.41004509914984677,9.482797027322734,10,3,0.0,-3.043568677480459,-1.0145228924934864,0.0,2.0216217923937654,3,1.2003404664184603,49.122807017543856,40.35087719298245,29.82456140350877,19.298245614035086,10.526315789473683,-20.90039415499973
1920,4m,rebreak,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,33,24.242424242424242,-10.485662782966342,-0.3177473570595861,0.6004571577754764,13.245137833372567,7,25,28.000000000000004,-5.097885593785842,-0.20391542375143368,0.729811196691336,9.744022438993976,7,6,16.666666666666664,-3.350113517056619,-0.5583522528427699,0.37247617034490044,4.261352839051739,5,2,0.0,-2.0376636721238808,-1.0188318360619404,0.0,1.015716787037187,2,1.0146838883785732,33.33333333333333,30.303030303030305,24.242424242424242,9.090909090909092,6.0606060606060606,-21.487615732240293
1920,4m,either,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,71,29.577464788732392,-9.958467196896644,-0.14026010136474146,0.8061690532117836,19.457045912971218,7,52,32.69230769230769,-3.070800442320301,-0.05905385466000579,0.9159686332385554,13.429260373917334,7,16,25.0,-3.844098077095885,-0.24025612981849281,0.6739527923670204,9.592702414482057,7,3,0.0,-3.043568677480459,-1.0145228924934864,0.0,2.0216217923937654,3,1.1548237616372552,47.88732394366197,38.028169014084504,29.577464788732392,18.30985915492958,8.450704225352112,-22.190517719901692
960,2m,rebreak,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,41,26.82926829268293,-9.54594494543336,-0.23282792549837464,0.6931105910653388,11.165041085166939,9,28,32.142857142857146,-1.9219197243677992,-0.06863999015599283,0.9019096307093073,5.427677658903287,4,11,18.181818181818183,-5.586361548941681,-0.5078510499037892,0.4103772029988209,6.418047418821696,7,2,0.0,-2.0376636721238808,-1.0188318360619404,0.0,1.015716787037187,2,1.09166145918448,41.46341463414634,31.70731707317073,26.82926829268293,14.634146341463413,4.878048780487805,-22.27904018638327
240,0.5m,rebreak,ALL,全候補,635,34.80314960629921,-15.804055598088379,-0.024888276532422645,0.9626109900443144,45.35169418896979,17,384,36.45833333333333,2.5036538480142063,0.006519931895870329,1.0099350436081669,29.951131565138663,17,202,35.64356435643564,3.944387304882981,0.01952666982615337,1.0300742111942156,29.21381993242705,10,49,18.367346938775512,-22.25209675098558,-0.4541244234895016,0.43715595414805003,23.649812838825667,16,1.1739386484315295,51.023622047244096,39.68503937007874,31.65354330708661,16.850393700787404,6.299212598425196,-22.545656495556624
1440,3m,rebreak,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,33,24.242424242424242,-10.267675037957131,-0.3111416678168828,0.6042578880156911,11.986245825190696,9,23,30.434782608695656,-2.7050131556478445,-0.1176092676368628,0.835810953449042,6.31024573768332,4,8,12.5,-5.524998210185407,-0.6906247762731759,0.25666471998128215,6.346496845576652,7,2,0.0,-2.0376636721238808,-1.0188318360619404,0.0,1.015716787037187,2,1.0279806635187398,36.36363636363637,33.33333333333333,24.242424242424242,12.121212121212121,9.090909090909092,-23.534543129729133
360,0.75m,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,23,26.08695652173913,-6.8100897104600255,-0.2960908569765229,0.6228038447679826,15.98092510483091,15,14,42.857142857142854,2.580521496989883,0.18432296407070595,1.297847790525176,6.590313897381,6,9,0.0,-9.39061120744991,-1.0434012452722121,0.0,8.357597326536853,9,0,0.0,0.0,0.0,,0.0,0,1.1595282948461412,43.47826086956522,34.78260869565217,26.08695652173913,17.391304347826086,8.695652173913043,-24.635614018745756
720,1.5m,rebreak,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,97,30.927835051546392,-9.813365184284546,-0.10116871324004686,0.8570820820366091,22.738021217057835,11,63,34.92063492063492,0.6382232991640711,0.010130528558159858,1.0150555689244092,14.994707528383714,11,28,25.0,-7.386376050031561,-0.26379914464398435,0.651759512290125,10.325559436956322,8,6,16.666666666666664,-3.065212433417056,-0.5108687389028427,0.39453862521161814,3.043568677480458,4,1.1876376390598284,46.391752577319586,36.08247422680412,30.927835051546392,15.463917525773196,5.154639175257731,-26.909114519510457
1440,3m,either,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,81,29.629629629629626,-10.983933019789223,-0.1356041113554225,0.8115217588613273,19.38601270926306,8,56,33.92857142857143,-0.9170954799020636,-0.016376704998251137,0.976088020761319,13.175899118142109,6,22,22.727272727272727,-7.0232688624067015,-0.31923949374575916,0.583939123735415,11.73330755517307,8,3,0.0,-3.043568677480459,-1.0145228924934864,0.0,2.0216217923937654,3,1.1164661480043283,46.913580246913575,38.2716049382716,29.629629629629626,17.28395061728395,8.641975308641975,-26.98925351855339
240,0.5m,either,ALL,全候補,735,34.82993197278911,-9.286824734232525,-0.012635135692833368,0.9810836911046085,62.1687161874533,19,450,36.666666666666664,15.292372399340586,0.03398304977631241,1.0519145989067167,40.49666587615165,15,232,34.91379310344828,-1.2401971471880353,-0.005345677358569118,0.9919341745026995,33.15438598363881,13,53,18.867924528301888,-23.33899998638507,-0.44035849030915225,0.45233423418095814,26.50955680700404,19,1.1888328615948927,51.29251700680272,40.95238095238095,32.7891156462585,16.73469387755102,7.07482993197279,-28.386697209388217
1440,3m,rebreak,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,63,28.57142857142857,-10.35539963058936,-0.16437142270776764,0.7741367087549216,16.04772726816107,12,43,37.2093023255814,3.62844431411097,0.08438242590955744,1.129753288471164,8.847378234430039,5,17,11.76470588235294,-10.940275267219873,-0.6435456039541102,0.26280144904730224,11.661966905508942,12,3,0.0,-3.043568677480459,-1.0145228924934864,0.0,2.0216217923937654,3,1.1727235187244403,49.2063492063492,39.682539682539684,28.57142857142857,20.634920634920633,11.11111111111111,-30.379010750369627
960,2m,rebreak,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,69,27.536231884057973,-13.67716888109698,-0.19821983885647798,0.7323381258716709,22.027056526383852,12,49,34.69387755102041,0.2449956479333597,0.004999911182313463,1.0073597877987568,11.877118758146855,8,17,11.76470588235294,-10.878595851549882,-0.639917403032346,0.26330221908514495,10.650003178000292,11,3,0.0,-3.043568677480459,-1.0145228924934864,0.0,2.0216217923937654,3,1.1455271520177017,46.3768115942029,36.231884057971016,27.536231884057973,18.84057971014493,8.695652173913043,-35.29878926410704
960,2m,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,51,23.52941176470588,-17.025363539971075,-0.33383065764649167,0.5804800984490658,22.492861281111214,12,32,31.25,-3.4820201653377287,-0.10881313016680402,0.8495548117558741,8.949517906477867,6,15,13.333333333333334,-9.507589886891004,-0.6338393257927336,0.29060756771778046,8.490076640571239,8,4,0.0,-4.035753487742339,-1.0089383719355847,0.0,3.0265625777357084,4,1.007110654750411,37.254901960784316,27.450980392156865,23.52941176470588,13.725490196078432,3.9215686274509802,-37.81252925665498
960,2m,either,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,95,28.421052631578945,-16.524193377347935,-0.17393887765629404,0.7626852695579854,26.077722536151946,10,60,35.0,0.7378031921351784,0.01229671986891964,1.0181740283974139,11.556244454094585,7,28,21.428571428571427,-10.18267440426032,-0.36366694300929714,0.5361808800386407,11.71637200340866,9,7,0.0,-7.079322165222798,-1.011331737888971,0.0,6.070131255216167,7,1.0984587061729212,43.15789473684211,34.73684210526316,28.421052631578945,14.736842105263156,6.315789473684211,-38.1959035375655
360,0.75m,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,97,28.865979381443296,-19.59002860403004,-0.20195905777350556,0.7283360534444225,25.159656035390896,11,60,33.33333333333333,-5.121444992173171,-0.0853574165362195,0.8780879517596303,13.509194817583277,11,28,25.0,-8.305848418001226,-0.2966374435000438,0.6220425189306594,10.93534988656856,8,9,11.11111111111111,-6.16273519385564,-0.6847483548728488,0.24163070211135673,5.14225995891433,5,1.1132985696514581,42.2680412371134,35.051546391752574,27.835051546391753,13.402061855670103,7.216494845360824,-38.92646089212883
