support_age_bucket,trigger_mode,filter,filter_notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,avg_mfe_r,hit_1r_rate,hit_1_5r_rate,hit_2r_rate,giveback_1r_to_loss_rate,giveback_1_5r_to_loss_rate,score
04_>=960bars,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,2,100.0,3.968118949935983,1.9840594749679914,inf,0.0,0,2,100.0,3.968118949935983,1.9840594749679914,inf,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,2.1679114043520484,100.0,100.0,100.0,0.0,0.0,13.904356849807947
02_240-479bars,rebreak,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,12,66.66666666666666,11.688741648551936,0.9740618040459946,3.8764631197957353,3.036591898372203,3,8,87.5,12.764566884106074,1.5955708605132592,13.42911297349884,1.0269893685351867,1,3,33.33333333333333,-0.07037409077835233,-0.023458030259450775,0.9653524303257934,2.0311407535964174,2,1,0.0,-1.0054511447757852,-1.0054511447757852,0.0,0.0,1,1.8985326564237317,83.33333333333334,83.33333333333334,66.66666666666666,16.666666666666664,16.666666666666664,12.617855101004576
04_>=960bars,rebreak,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,1,100.0,1.9814336875193612,1.9814336875193612,inf,0.0,0,1,100.0,1.9814336875193612,1.9814336875193612,inf,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,2.9631834719126555,100.0,100.0,100.0,0.0,0.0,11.907168437596805
01_97-239bars,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,9,77.77777777777779,8.946188572335199,0.9940209524816888,5.377698355355326,2.043582688010275,2,7,85.71428571428571,7.977292374345689,1.1396131963350984,8.788479044503902,1.0242426446502453,1,1,0.0,-1.0193400433600301,-1.0193400433600301,0.0,0.0,1,1,100.0,1.9882362413495407,1.9882362413495407,inf,0.0,0,1.6915911642591168,88.88888888888889,66.66666666666666,55.55555555555556,11.11111111111111,11.11111111111111,11.188168658227347
02_240-479bars,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,4,75.0,4.930712617303043,1.2326781543257608,5.850040869952307,1.0166332098045867,1,3,100.0,5.94734582710763,1.9824486090358766,inf,0.0,0,0,0.0,0.0,0.0,,0.0,0,1,0.0,-1.0166332098045865,-1.0166332098045865,0.0,0.0,1,1.6157507712121728,75.0,75.0,75.0,0.0,0.0,10.607266932154939
03_480-959bars,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,9,66.66666666666666,8.481306621868992,0.942367402429888,3.790247900681391,3.0396247658847173,3,5,100.0,9.569213262825704,1.9138426525651409,inf,0.0,0,4,25.0,-1.0879066409567115,-0.2719766602391779,0.6420917959457195,3.039624765884716,3,0,0.0,0.0,0.0,,0.0,0,1.59659525049362,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,8.975629971650703
04_>=960bars,either,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,4,75.0,4.897779644665243,1.2244449111663107,5.65668892264728,1.0517729927901014,1,3,100.0,5.949552637455344,1.9831842124851147,inf,0.0,0,1,0.0,-1.0517729927901014,-1.0517729927901014,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,2.039979297324466,75.0,75.0,75.0,0.0,0.0,8.270488449784839
04_>=960bars,either,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,3,66.66666666666666,2.9288883604328126,0.9762961201442709,3.818323854220881,1.0392305895031702,1,3,66.66666666666666,2.9288883604328126,0.9762961201442709,3.818323854220881,1.0392305895031702,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,1.8114264382646026,100.0,66.66666666666666,66.66666666666666,33.33333333333333,0.0,7.392589047854985
04_>=960bars,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,11,54.54545454545454,6.600887907620849,0.6000807188746227,2.2452011572423474,2.110613116367025,3,8,62.5,6.726013923457584,0.840751740432198,3.0971437586920003,2.110613116367025,3,3,33.33333333333333,-0.1251260158367351,-0.04170867194557837,0.9402407618430354,1.042062532824816,1,0,0.0,0.0,0.0,,0.0,0,1.394965246727788,54.54545454545454,54.54545454545454,54.54545454545454,0.0,0.0,5.568607442265847
04_>=960bars,either,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,19,47.368421052631575,7.378064063374448,0.38831916123023413,1.7049163115863173,3.1480244831947175,3,14,57.14285714285714,9.5994415696158,0.6856743978297001,2.5294272165465213,2.110613116367025,3,5,20.0,-2.2213775062413523,-0.4442755012482705,0.4698493139286643,2.096251490404617,3,0,0.0,0.0,0.0,,0.0,0,1.3143761070271007,57.89473684210527,47.368421052631575,47.368421052631575,10.526315789473683,0.0,5.1835978915934
02_240-479bars,either,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,11,54.54545454545454,6.703537885835349,0.6094125350759408,2.3195383613358826,4.05322510817679,4,6,83.33333333333334,8.795996331194075,1.465999388532346,9.56483679450349,1.0269893685351867,1,3,33.33333333333333,-0.07037409077835233,-0.023458030259450775,0.9653524303257934,2.0311407535964174,2,2,0.0,-2.0220843545803717,-1.0110421772901859,0.0,1.0166332098045865,2,1.6933401629863771,72.72727272727273,72.72727272727273,54.54545454545454,18.181818181818183,18.181818181818183,4.362971201496773
04_>=960bars,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,3,66.66666666666666,2.9163459571458814,0.9721153190486271,3.77279030469257,1.0517729927901014,1,2,100.0,3.968118949935983,1.9840594749679914,inf,0.0,0,1,0.0,-1.0517729927901014,-1.0517729927901014,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,1.7322445724617361,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,4.0525266984873145
03_480-959bars,either,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,61,39.34426229508197,7.951469359363686,0.1303519567108801,1.2038625541095687,14.165654567331808,9,38,42.10526315789473,8.24942515423319,0.21709013563771554,1.357416486522457,14.165654567331808,9,20,35.0,-0.2816233965887984,-0.01408116982943992,0.9797533615138811,7.978940441925501,7,3,33.33333333333333,-0.016332398280707094,-0.005444132760235698,0.9918894636273098,1.0066085299148846,1,1.3015914930338135,47.540983606557376,40.98360655737705,39.34426229508197,8.19672131147541,1.639344262295082,2.7973780225772646
03_480-959bars,either,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,26,38.46153846153847,2.2858943002812646,0.0879190115492794,1.1343714084141547,11.38209935757705,5,13,38.46153846153847,1.2384795105029613,0.09526765465407395,1.148663916927804,6.633693665070937,5,13,38.46153846153847,1.0474147897783033,0.08057036844448487,1.1206556259219471,6.700123817434117,5,0,0.0,0.0,0.0,,0.0,0,1.2498848019910749,50.0,38.46153846153847,38.46153846153847,11.538461538461538,0.0,2.183314663232238
01_97-239bars,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
01_97-239bars,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
03_480-959bars,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
03_480-959bars,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
03_480-959bars,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
04_>=960bars,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
04_>=960bars,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
04_>=960bars,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
02_240-479bars,either,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,107,36.44859813084112,6.0393064393632985,0.05644211625573176,1.0851449598282625,24.975586439528755,16,69,42.028985507246375,15.328949303604968,0.2221586855594923,1.3642681844039168,17.167868979908757,16,28,35.714285714285715,0.7831306422738809,0.02796895150978146,1.0417103914030046,11.953706664736975,9,10,0.0,-10.072773506515553,-1.0072773506515553,0.0,9.066868501158975,10,1.2408845955825252,51.4018691588785,42.05607476635514,36.44859813084112,14.953271028037381,5.607476635514018,1.0460800250609559
00_<=96bars,rebreak,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,94,34.04255319148936,-0.15753670622188598,-0.0016759224066158083,0.9975158955565331,24.465226936582606,20,56,32.142857142857146,-3.424249650185036,-0.06114731518187565,0.9121546961226931,20.922170002967057,20,33,39.39393939393939,5.35697830253315,0.1623326758343379,1.263051608441158,8.097455791247413,8,5,20.0,-2.0902653585700044,-0.41805307171400086,0.486763410048394,3.0634796472527555,4,1.2041744027058396,52.12765957446809,45.744680851063826,34.04255319148936,18.085106382978726,11.702127659574469,0.14534272860231212
02_240-479bars,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,54,33.33333333333333,-1.7833397289719244,-0.03302480979577638,0.9522104265308977,11.383508434967737,12,36,33.33333333333333,-1.1121758689813803,-0.030893774138371674,0.9553211219344456,11.383508434967737,12,15,40.0,2.360728469609756,0.15738189797398372,1.2513564335752778,4.222714574293126,4,3,0.0,-3.031892329600299,-1.010630776533433,0.0,2.0152591197957124,3,1.0923705380008295,37.03703703703704,33.33333333333333,33.33333333333333,3.7037037037037033,0.0,-1.9762314868343593
03_480-959bars,either,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,9,33.33333333333333,-0.2279823222934736,-0.02533136914371929,0.9630917687252327,4.159513745314221,4,7,28.57142857142857,-1.1968377080488906,-0.1709768154355558,0.7682772988620118,4.159513745314221,4,2,50.0,0.968855385755417,0.4844276928777085,1.9573214269901669,1.012048156909548,1,0,0.0,0.0,0.0,,0.0,0,1.2019686852404905,55.55555555555556,33.33333333333333,33.33333333333333,22.22222222222222,0.0,-2.243468003565173
03_480-959bars,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,6,33.33333333333333,-0.1483258774017615,-0.02472097956696025,0.9639674807696403,4.1164448273377445,4,6,33.33333333333333,-0.1483258774017615,-0.02472097956696025,0.9639674807696403,4.1164448273377445,4,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.994341731905667,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,-3.3123535217343982
04_>=960bars,rebreak,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,14,42.857142857142854,3.5093139923157004,0.25066528516540715,1.417735278371721,3.146335113630391,4,11,54.54545454545454,6.647628015545133,0.6043298195950121,2.2632085984814907,3.146335113630391,4,3,0.0,-3.138314023229433,-1.046104674409811,0.0,2.0901882780271244,3,0,0.0,0.0,0.0,,0.0,0,1.2586635320846409,57.14285714285714,42.857142857142854,42.857142857142854,14.285714285714285,0.0,-3.622850194933867
02_240-479bars,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,12,25.0,-3.6394481225777957,-0.3032873435481496,0.6187195787290892,3.3586119766395566,4,7,14.285714285714285,-4.415688947366326,-0.630812706766618,0.3084194702034627,3.3586119766395566,4,5,40.0,0.77624082478853,0.155248164957706,1.2456141157619216,3.1604080342880434,3,0,0.0,0.0,0.0,,0.0,0,0.9279839797434524,25.0,25.0,25.0,0.0,0.0,-7.142041922454958
04_>=960bars,rebreak,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,1,0.0,-1.0392305895031702,-1.0392305895031702,0.0,0.0,1,1,0.0,-1.0392305895031702,-1.0392305895031702,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,1.098456506089711,100.0,0.0,0.0,100.0,0.0,-8.19615294751585
04_>=960bars,either,ALL,全候補,36,33.33333333333333,-0.9162726534181449,-0.025452018150504026,0.9628662122476239,8.273219855533332,7,25,44.0,7.356947202115188,0.29427788808460753,1.5097318683926233,5.2359797218231385,6,6,16.666666666666664,-3.230982743561561,-0.5384971239269268,0.3786203901805319,2.1792097507714594,3,5,0.0,-5.042237111971771,-1.008447422394354,0.0,4.0286907578196764,5,1.139875294973332,50.0,36.11111111111111,33.33333333333333,16.666666666666664,2.7777777777777777,-9.000698769929743
03_480-959bars,rebreak,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,7,14.285714285714285,-4.199433747624825,-0.5999191068035464,0.3205170607399135,4.162846220709589,5,5,0.0,-5.168289133380242,-1.0336578266760483,0.0,4.162846220709589,5,2,50.0,0.968855385755417,0.4844276928777085,1.9573214269901669,1.012048156909548,1,0,0.0,0.0,0.0,,0.0,0,0.960266753953615,42.857142857142854,14.285714285714285,14.285714285714285,28.57142857142857,0.0,-9.156678206369994
04_>=960bars,rebreak,ALL,全候補,31,29.03225806451613,-4.737357381198681,-0.15281798003866712,0.7903873286063556,9.315522120318102,10,22,36.36363636363637,1.4695024614426746,0.06679556642921249,1.101907396503424,9.315522120318102,10,4,25.0,-1.1646227306695838,-0.29115568266739594,0.6289017854653222,1.0481257452023083,2,5,0.0,-5.042237111971771,-1.008447422394354,0.0,4.0286907578196764,5,1.0536446458549997,45.16129032258064,32.25806451612903,29.03225806451613,16.129032258064516,3.225806451612903,-11.28466977963002
01_97-239bars,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.0345690262097713,-1.0345690262097713,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,1,0.0,-1.0345690262097713,-1.0345690262097713,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0.3069729527430601,0.0,0.0,0.0,0.0,0.0,-11.414327962500582
02_240-479bars,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.0345690262097713,-1.0345690262097713,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,1,0.0,-1.0345690262097713,-1.0345690262097713,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0.3069729527430601,0.0,0.0,0.0,0.0,0.0,-11.414327962500582
04_>=960bars,stagnation,ALL,全候補,35,28.57142857142857,-5.81029207300479,-0.16600834494299402,0.7731973002178602,11.254851715904344,7,24,37.5,2.4257682669746803,0.10107367779061167,1.15737948860545,5.2410449149292,6,6,16.666666666666664,-3.1981765317306783,-0.533029421955113,0.3810243721193568,2.146403538940577,3,5,0.0,-5.037883808248792,-1.0075767616497584,0.0,4.024337454096699,5,0.9808184056485968,31.428571428571427,28.57142857142857,28.57142857142857,2.857142857142857,0.0,-15.352652919611804
00_<=96bars,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,4,0.0,-4.404765728749855,-1.1011914321874638,0.0,3.347688758023086,4,2,0.0,-2.1141539414535395,-1.0570769707267698,0.0,1.0570769707267698,2,2,0.0,-2.2906117872963163,-1.1453058936481582,0.0,1.0534693447626813,2,0,0.0,0.0,0.0,,0.0,0,0.8399493603111566,25.0,25.0,0.0,25.0,25.0,-17.39518779176106
03_480-959bars,rebreak,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,22,22.727272727272727,-8.93164441880105,-0.4059838372182295,0.5147271844709936,13.703425179157552,9,9,11.11111111111111,-6.633693665070937,-0.7370770738967708,0.20370835723547664,5.609653943143028,5,13,30.76923076923077,-2.297950753730111,-0.17676544259462393,0.7719081951317035,10.07467477867949,9,0,0.0,0.0,0.0,,0.0,0,1.0738807454367156,36.36363636363637,22.727272727272727,22.727272727272727,13.636363636363635,0.0,-18.224249782468494
02_240-479bars,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,7,0.0,-7.388715917195123,-1.055530845313589,0.0,6.331638946468353,7,4,0.0,-4.228307882907079,-1.0570769707267698,0.0,3.1712309121803095,4,3,0.0,-3.160408034288043,-1.053469344762681,0.0,2.1069386895253617,3,0,0.0,0.0,0.0,,0.0,0,0.5888969655948278,0.0,0.0,0.0,0.0,0.0,-21.98623867621222
03_480-959bars,either,ALL,全候補,153,32.02614379084967,-11.428150948045921,-0.07469379704605178,0.8901854281334425,32.632740680110174,14,103,32.038834951456316,-5.940269240488918,-0.057672516897950665,0.9137522660385294,32.632740680110174,14,43,34.883720930232556,-1.39994764583817,-0.03255692199623651,0.9519048658926575,12.64082503293307,6,7,14.285714285714285,-4.087934061718834,-0.5839905802455477,0.3282310728559482,3.064604624438056,4,1.2113394061161165,50.326797385620914,37.254901960784316,30.718954248366014,18.30065359477124,5.88235294117647,-23.674863053130032
02_240-479bars,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,8,0.0,-8.423284943404894,-1.0529106179256118,0.0,7.366207972678125,8,4,0.0,-4.228307882907079,-1.0570769707267698,0.0,3.1712309121803095,4,4,0.0,-4.1949770604978145,-1.0487442651244536,0.0,3.160408034288043,4,0,0.0,0.0,0.0,,0.0,0,0.5536564639883569,0.0,0.0,0.0,0.0,0.0,-24.51045188087425
