case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,score
L360_STAG_ONLY__GBP_ADX25_RISK_LE2_BARS_LE24,GBPJPY + ADX>=25 + risk<=2ATR + 24本以内,2,50.0,0.9581399326327009,0.47906996631635046,1.9334778995083932,0.0,1,2,50.0,0.9581399326327009,0.47906996631635046,1.9334778995083932,0.0,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,3.786967663722846
L120_STAG_ONLY__ADX25_RISK_LE3,ADX>=25 + risk<=3ATR,74,32.432432432432435,-6.744042878113062,-0.09113571456909543,0.8697868406643675,17.658628462869423,7,52,25.0,-16.7792937640431,-0.3226787262315981,0.582870779269191,16.01687183761264,7,20,50.0,9.045965629195425,0.45229828145977125,1.8568260876180884,5.34914194146202,5,2,50.0,0.9892852567346093,0.49464262836730466,1.980313340137372,1.0091520906937572,1,3.324356717781611
L360_EITHER_PB075__GBP_AUD_ADX25,GBPJPY/AUDJPY + ADX>=25,43,32.55813953488372,-2.4353968803296526,-0.056637136751852384,0.9172806394432597,12.265670489035605,7,36,27.77777777777778,-6.513180639227076,-0.18092168442297432,0.7533041399601224,12.265670489035605,7,5,80.0,6.092383552203758,1.2184767104407517,6.941367381589607,0.0,1,2,0.0,-2.014599793306334,-1.007299896653167,0.0,1.0029752672278323,2,3.2708557814010817
L120_EITHER_PB075__GBP_AUD_ADX25_RISK_LE3,GBPJPY/AUDJPY + ADX>=25 + risk<=3ATR,62,32.25806451612903,-3.7849756941643937,-0.06104799506716764,0.9114555479135255,8.29600594656668,6,46,28.26086956521739,-7.901187504703341,-0.17176494575442044,0.7649158032988568,8.29600594656668,6,11,54.54545454545454,6.173816428680009,0.5612560389709099,2.2151886624327064,3.042470705583124,3,5,20.0,-2.0576046181410588,-0.41152092362821174,0.49270627976547743,4.056041965569426,4,3.0079630347916373
L360_EITHER_PB075__GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,10,30.0,-0.418121049325725,-0.0418121049325725,0.9416228162270377,3.0997255574000513,3,9,22.22222222222222,-3.1652728438275735,-0.35169698264750815,0.558071245650821,3.0997255574000513,3,1,100.0,2.7471517945018484,2.7471517945018484,inf,0.0,0,0,0.0,0.0,0.0,,0.0,0,2.1602375446412103
L240_EITHER_PB075__GBP_ADX25_RISK_LE2_BARS_LE24,GBPJPY + ADX>=25 + risk<=2ATR + 24本以内,10,40.0,1.8301785194635936,0.18301785194635936,1.2974941622668472,2.0803289697576384,2,10,40.0,1.8301785194635936,0.18301785194635936,1.2974941622668472,2.0803289697576384,2,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,2.022679699022828
L240_EITHER_PB075__GBP_AUD_ADX25_RISK_LE3,GBPJPY/AUDJPY + ADX>=25 + risk<=3ATR,38,31.57894736842105,-3.0164344225277437,-0.0793798532244143,0.8860102938249903,8.13655160652595,8,30,26.666666666666668,-6.529820960586652,-0.21766069868622173,0.7085167967432665,6.292278868829421,6,7,57.14285714285714,4.525011064137408,0.6464301520196297,2.484258804492157,1.0131268994311835,2,1,0.0,-1.0116245260785017,-1.0116245260785017,0.0,0.0,1,1.2260552997498002
L360_STAG_ONLY__GBP_AUD_ADX25_RISK_LE3,GBPJPY/AUDJPY + ADX>=25 + risk<=3ATR,7,42.857142857142854,1.9433000795088988,0.27761429707269986,1.4797889918780078,3.0442155881038735,3,6,50.0,2.9494068464519003,0.4915678077419834,1.9688561013804458,3.0442155881038735,3,1,0.0,-1.0061067669430015,-1.0061067669430015,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,1.0409465093099355
L120_EITHER_PB075__GBP_ADX25_RISK_LE2_BARS_LE24,GBPJPY + ADX>=25 + risk<=2ATR + 24本以内,15,40.0,2.7466401818746933,0.1831093454583129,1.2992933488274974,4.137345348961083,3,13,38.46153846153847,1.7617111046525262,0.1355162388194251,1.2158014059125364,4.137345348961083,3,1,0.0,-1.0135082702061997,-1.0135082702061997,0.0,0.0,1,1,100.0,1.9984373474283665,1.9984373474283665,inf,0.0,0,0.9068815154441845
L240_EITHER_PB100__ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,35,28.57142857142857,-6.198821461695162,-0.17710918461986178,0.7604400982665188,13.69097276838886,7,26,19.230769230769234,-11.80648779166095,-0.45409568429465197,0.4551762696509668,11.534926199703072,7,7,71.42857142857143,7.6572030272837495,1.0938861467548213,4.551501687624111,1.1322594416970484,2,2,0.0,-2.0495366973179623,-1.0247683486589811,0.0,1.042222480602948,2,0.7391340623004572
L360_EITHER_PB100__GBP_AUD_ADX25,GBPJPY/AUDJPY + ADX>=25,42,30.952380952380953,-4.093136688037138,-0.09745563542945566,0.8534365919189719,15.276209194104064,11,35,25.71428571428571,-8.170920446934561,-0.23345486991241604,0.6716843763767151,15.276209194104064,11,5,80.0,6.092383552203758,1.2184767104407517,6.941367381589607,0.0,1,2,0.0,-2.014599793306334,-1.007299896653167,0.0,1.0029752672278323,2,0.5925447565141782
L240_EITHER_PB100__GBP_AUD_ADX25_RISK_LE3,GBPJPY/AUDJPY + ADX>=25 + risk<=3ATR,37,32.432432432432435,-3.5634551785569437,-0.09630959942045794,0.8599165972572862,8.126823651701127,8,29,27.586206896551722,-7.082382021890371,-0.24422006972035762,0.6687898065216475,6.849027579683441,6,7,57.14285714285714,4.53055136941193,0.6472216242017044,2.488781636712274,1.0131268994311835,2,1,0.0,-1.0116245260785017,-1.0116245260785017,0.0,0.0,1,0.5790345627906666
L240_EITHER_PB100__GBP_ADX25_RISK_LE2_BARS_LE24,GBPJPY + ADX>=25 + risk<=2ATR + 24本以内,11,36.36363636363637,0.8138686167045914,0.07398805606405377,1.1135373264117157,2.0696541290649106,3,11,36.36363636363637,0.8138686167045914,0.07398805606405377,1.1135373264117157,2.0696541290649106,3,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.27993269117034836
L360_STAG_ONLY__GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,5,40.0,0.9543836545488178,0.19087673090976356,1.3136583802463861,1.0102225006053476,2,4,50.0,1.9604904214918193,0.4901226053729548,1.9626092394841619,1.0102225006053476,2,1,0.0,-1.0061067669430015,-1.0061067669430015,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,-0.03929008622181751
L240_STAG_ONLY__ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,11,36.36363636363637,0.5925941910062134,0.053872199182383035,1.080670188298337,3.241422162523123,3,8,37.5,0.7357729118600362,0.09197161398250453,1.1422771409833417,2.109162720826075,3,2,50.0,0.8990437597491254,0.4495218798745627,1.7940262864150855,0.0,1,1,0.0,-1.0422224806029483,-1.0422224806029483,0.0,0.0,1,-0.519164525790627
L240_REBREAK_PB075__GBP_AUD_ADX25_RISK_LE3,GBPJPY/AUDJPY + ADX>=25 + risk<=3ATR,30,30.0,-3.947762217000622,-0.13159207390002073,0.8153926368313612,10.416615997920125,8,22,22.727272727272727,-7.461148755059528,-0.3391431252299786,0.5693258922632092,8.381075744128221,8,7,57.14285714285714,4.525011064137408,0.6464301520196297,2.484258804492157,1.0131268994311835,2,1,0.0,-1.0116245260785017,-1.0116245260785017,0.0,0.0,1,-0.6069673529432835
L360_STAG_ONLY__ADX30_RISK_LE1_5_BBW3_8,ADX>=30 + risk<=1.5ATR + BB幅3-8ATR,5,40.0,0.7295449847918083,0.14590899695836165,1.2304127602156731,1.1322594416970484,2,4,50.0,1.8618044264888567,0.4654511066222142,1.9153445200635206,1.0075735727598318,2,1,0.0,-1.1322594416970484,-1.1322594416970484,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,-0.791951293170545
L240_EITHER_PB075__ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,35,28.57142857142857,-6.294295557765045,-0.17983701593614412,0.7576446201473946,13.798765805981814,9,25,20.0,-10.885835460035638,-0.4354334184014255,0.47537224208703727,11.642719237296026,9,8,62.5,6.641076599588554,0.8301345749485692,3.093541747932763,1.1322594416970484,2,2,0.0,-2.0495366973179623,-1.0247683486589811,0.0,1.042222480602948,2,-0.923912569410994
L240_STAG_ONLY__GBP_ADX25_RISK_LE2_BARS_LE24,GBPJPY + ADX>=25 + risk<=2ATR + 24本以内,6,33.33333333333333,-0.10676961215020486,-0.017794935358367476,0.9739758377119968,2.029981454494304,3,6,33.33333333333333,-0.10676961215020486,-0.017794935358367476,0.9739758377119968,2.029981454494304,3,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,-1.2292638148536215
L240_REBREAK_PB075__GBP_ADX25_RISK_LE2_BARS_LE24,GBPJPY + ADX>=25 + risk<=2ATR + 24本以内,3,33.33333333333333,-0.1071963333916004,-0.03573211113053346,0.9484714509339891,2.0803289697576384,2,3,33.33333333333333,-0.1071963333916004,-0.03573211113053346,0.9484714509339891,2.0803289697576384,2,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,-1.3574676805496881
L120_EITHER_PB075__GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,18,33.33333333333333,-0.5644142893661983,-0.031356349409233236,0.9538744822514773,2.0702352947490072,3,13,30.76923076923077,-1.219888390895056,-0.09383756853038892,0.8672861934132277,2.0702352947490072,3,2,50.0,0.6881427769916773,0.3440713884958386,1.6789710525516222,1.0135082702061997,1,3,33.33333333333333,-0.032668675462819374,-0.010889558487606458,0.983915819708753,2.031106022891186,2,-2.2526662123606234
L360_STAG_ONLY__ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,10,30.0,-1.455972130020306,-0.1455972130020306,0.8018043221004458,3.081816320371877,4,8,25.0,-2.318077659613256,-0.289759707451657,0.6269513637059364,3.081816320371877,4,2,50.0,0.8621055295929503,0.43105276479647514,1.7614028179803145,1.1322594416970484,1,0,0.0,0.0,0.0,,0.0,0,-2.359449658633557
L360_EITHER_PB075__GBP_ADX25_RISK_LE2_BARS_LE24,GBPJPY + ADX>=25 + risk<=2ATR + 24本以内,7,28.57142857142857,-1.088282365697781,-0.15546890938539729,0.7860208769738771,2.015324187670549,3,7,28.57142857142857,-1.088282365697781,-0.15546890938539729,0.7860208769738771,2.015324187670549,3,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,-3.0834370825685276
L360_EITHER_PB100__GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,11,18.181818181818183,-4.5005429847220455,-0.4091402713383678,0.5125195998440593,6.2212752644851985,6,10,10.0,-7.2476947792238935,-0.7247694779223893,0.21495935864227922,6.2212752644851985,6,1,100.0,2.7471517945018484,2.7471517945018484,inf,0.0,0,0,0.0,0.0,0.0,,0.0,0,-4.968315865938352
L120_REBREAK_PB075__GBP_ADX25_RISK_LE2_BARS_LE24,GBPJPY + ADX>=25 + risk<=2ATR + 24本以内,4,25.0,-1.0523519022516237,-0.2630879755629059,0.6570473059961606,1.026666184485739,2,3,33.33333333333333,-0.03884363204542396,-0.012947877348474654,0.9810979550606991,1.026666184485739,2,1,0.0,-1.0135082702061997,-1.0135082702061997,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,-4.987673425500727
L120_REBREAK_PB075__GBP_AUD_ADX25,GBPJPY/AUDJPY + ADX>=25,84,33.33333333333333,-9.729514451691989,-0.1158275529963332,0.8287849915032757,14.207713818907951,8,56,32.142857142857146,-7.64098415077125,-0.1364461455494866,0.8021338956753791,14.207713818907951,6,20,50.0,5.993222243675728,0.2996611121837864,1.5917713227584762,3.042470705583124,3,8,0.0,-8.081752544596467,-1.0102190680745584,0.0,7.075501983768416,8,-5.041962314383775
L240_EITHER_PB100__GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,11,27.27272727272727,-2.229764355510423,-0.20270585050094755,0.7280389853150525,4.1398894238139174,4,11,27.27272727272727,-2.229764355510423,-0.20270585050094755,0.7280389853150525,4.1398894238139174,4,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,-5.050226978653588
L240_EITHER_PB075__GBP_ADX25_RISK_LE2_5_BBW3_8,GBPJPY + ADX>=25 + risk<=2.5ATR + BB幅3-8ATR,11,27.27272727272727,-2.2402443793362066,-0.20365857993965514,0.7271095700206005,4.150564264506645,4,11,27.27272727272727,-2.2402443793362066,-0.20365857993965514,0.7271095700206005,4.150564264506645,4,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,-5.069068775140543
L240_STAG_ONLY__ADX30_RISK_LE2_BBW3_8,ADX>=30 + risk<=2ATR + BB幅3-8ATR,18,27.77777777777778,-3.7000196321523093,-0.20555664623068384,0.728595635009204,4.474830994259723,4,13,23.076923076923077,-4.45120615792395,-0.3424004736864577,0.5702799255920024,4.236936799188138,4,4,50.0,1.7934090063745887,0.44835225159364717,1.8034053721896959,2.232259166361584,2,1,0.0,-1.0422224806029483,-1.0422224806029483,0.0,0.0,1,-5.427801467299572
