scenario,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_loss_streak
T5_original,30,60.0,25.334576847989222,0.8444858949329741,3.4308696078483205,4.353873957051221,5
T5_close_on_opposite_or_mixed_TB,30,60.0,25.06127895340911,0.8353759651136371,3.3432004742221793,4.79448122506864,5
T5_close_on_any_TB,30,66.66666666666666,18.419617059111484,0.6139872353037161,2.9148741531078777,3.740496996312357,4
