timeframe,month,trades,wins,losses,win_rate,total_r,avg_r,median_r,profit_factor,max_losing_streak,avg_hold_days
H4,2015-06,17,7,10,41.17647058823529,-2.575985555781485,-0.15152856210479324,-1.0,0.7424014444218515,4,3.264705882352941
D1,2016-02,4,1,3,25.0,-2.619594702409446,-0.6548986756023615,-1.0,0.126801765863518,3,16.25
D1,2018-05,4,1,3,25.0,-2.700265251989393,-0.6750663129973482,-1.0,0.09991158267020232,3,5.25
H1,2020-11,28,9,19,32.142857142857146,-2.7442032506185763,-0.09800725895066344,-1.0,0.8555682499674434,6,2.2797619047619047
H1,2024-01,22,9,13,40.909090909090914,-2.9198711731347364,-0.13272141696066983,-1.0,0.7753945251434817,5,1.950757575757576
H4,2023-09,14,4,10,28.57142857142857,-2.969465443427632,-0.21210467453054513,-1.0,0.7030534556572368,6,3.0119047619047623
D1,2020-02,3,0,3,0.0,-3.0,-1.0,-1.0,0.0,3,2.6666666666666665
D1,2019-09,3,0,3,0.0,-3.0,-1.0,-1.0,0.0,3,8.0
D1,2023-10,3,0,3,0.0,-3.0,-1.0,-1.0,0.0,3,5.0
D1,2021-09,3,0,3,0.0,-3.0,-1.0,-1.0,0.0,3,4.333333333333333
D1,2019-10,3,0,3,0.0,-3.0,-1.0,-1.0,0.0,3,16.0
D1,2015-09,3,0,3,0.0,-3.0,-1.0,-1.0,0.0,3,18.0
D1,2016-04,3,0,3,0.0,-3.0,-1.0,-1.0,0.0,3,15.0
D1,2018-10,3,0,3,0.0,-3.0,-1.0,-1.0,0.0,3,19.666666666666668
H1,2023-10,32,14,18,43.75,-3.0755064222867423,-0.0961095756964607,-1.0,0.8291385320951812,5,1.54296875
D1,2022-09,6,1,5,16.666666666666664,-3.1721818537668205,-0.5286969756278034,-1.0,0.3655636292466359,4,10.833333333333334
H4,2023-05,17,6,11,35.294117647058826,-3.2455918552519085,-0.19091716795599462,-1.0,0.7049461949770991,7,5.911764705882353
H4,2021-06,13,6,7,46.15384615384615,-3.256018448469952,-0.2504629575746117,-1.0,0.5348545073614355,4,3.2948717948717947
H4,2021-01,11,4,7,36.36363636363637,-3.272309642581898,-0.29748269478017253,-1.0,0.5325271939168716,3,4.318181818181818
H1,2021-01,18,7,11,38.88888888888889,-3.377790523513016,-0.18765502908405646,-1.0,0.6929281342260893,3,2.074074074074074
H4,2017-01,11,4,7,36.36363636363637,-3.4386496989322755,-0.3126045180847523,-1.0,0.5087643287239606,4,3.0454545454545454
H4,2024-03,16,5,11,31.25,-3.442132254790199,-0.21513326592438745,-1.0,0.6870788859281637,4,5.53125
D1,2024-07,6,1,5,16.666666666666664,-3.561379941630652,-0.5935633236051087,-1.0,0.28772401167386963,4,8.0
H4,2023-03,17,7,10,41.17647058823529,-3.601473249054758,-0.21185136759145637,-1.0,0.6398526750945243,4,4.647058823529413
H1,2017-11,30,13,17,43.333333333333336,-3.6235851914105015,-0.12078617304701672,-1.0,0.7868479299170295,4,2.026388888888889
H4,2021-12,9,4,5,44.44444444444444,-3.6506846490579337,-0.40563162767310373,-1.0,0.26986307018841316,2,5.5740740740740735
H4,2018-06,15,5,10,33.33333333333333,-3.728460334007372,-0.24856402226715815,-1.0,0.6271539665992628,4,3.9888888888888885
H4,2017-03,14,5,9,35.714285714285715,-3.8417713065071446,-0.2744122361790818,-1.0,0.5731365214992062,4,3.9404761904761902
H1,2023-08,31,12,19,38.70967741935484,-3.9116374667718725,-0.1261818537668346,-1.0,0.7941243438541119,4,1.547043010752688
H4,2018-07,19,6,13,31.57894736842105,-3.942272556022909,-0.20748802926436363,-1.0,0.6967482649213147,8,5.210526315789473
D1,2023-08,4,0,4,0.0,-4.0,-1.0,-1.0,0.0,4,5.5
D1,2017-02,4,0,4,0.0,-4.0,-1.0,-1.0,0.0,4,3.5
H4,2024-12,4,0,4,0.0,-4.0,-1.0,-1.0,0.0,4,2.625
D1,2020-09,4,0,4,0.0,-4.0,-1.0,-1.0,0.0,4,7.5
H4,2022-05,13,4,9,30.76923076923077,-4.010506028960288,-0.308500463766176,-1.0,0.5543882190044124,8,5.410256410256411
H4,2019-03,14,4,10,28.57142857142857,-4.047460718829283,-0.2891043370592345,-1.0,0.5952539281170717,7,3.0595238095238098
H4,2018-10,12,5,7,41.66666666666667,-4.140166811076751,-0.3450139009230626,-1.0,0.40854759841760707,3,7.152777777777779
H4,2019-04,13,4,9,30.76923076923077,-4.153439474379278,-0.3194953441830214,-1.0,0.5385067250689691,3,3.5641025641025643
H4,2016-04,13,4,9,30.76923076923077,-4.185528464800958,-0.32196372806161216,-1.0,0.5349412816887823,5,3.128205128205128
H1,2017-08,33,11,22,33.33333333333333,-4.19226903233509,-0.12703845552530574,-1.0,0.8094423167120414,10,1.3207070707070707
D1,2017-04,6,1,5,16.666666666666664,-4.222544550352258,-0.7037574250587096,-1.0,0.15549108992954835,5,13.0
H1,2015-10,27,11,16,40.74074074074074,-4.308459112142458,-0.15957255970897993,-1.0,0.7307213054910963,7,1.7299382716049383
H1,2019-09,28,11,17,39.285714285714285,-4.364451381978943,-0.1558732636421051,-1.0,0.7432675657659447,7,1.7142857142857142
H4,2018-04,11,4,7,36.36363636363637,-4.397344554158367,-0.3997585958325788,-1.0,0.371807920834519,4,4.454545454545454
H4,2020-12,8,2,6,25.0,-4.485054247935339,-0.5606317809919174,-1.0,0.2524909586774435,3,3.25
H1,2016-04,30,11,19,36.666666666666664,-4.49989925960598,-0.14999664198686602,-1.0,0.7631631968628432,7,1.4361111111111113
H4,2020-04,14,5,9,35.714285714285715,-4.563239669316019,-0.32594569066542994,-1.0,0.4929733700759979,6,4.5476190476190474
H4,2023-10,13,4,9,30.76923076923077,-4.596262023917832,-0.3535586172244486,-1.0,0.4893042195646854,5,2.5897435897435903
H4,2017-07,15,5,10,33.33333333333333,-4.631328903353943,-0.3087552602235962,-1.0,0.5368671096646057,6,3.988888888888889
H1,2018-09,35,12,23,34.285714285714285,-4.637693535046704,-0.132505529572763,-1.0,0.7983611506501431,5,1.9083333333333334
H4,2016-03,18,7,11,38.88888888888889,-4.923213160852835,-0.2735118422696019,-1.0,0.5524351671951968,4,3.6296296296296293
D1,2022-05,5,0,5,0.0,-5.0,-1.0,-1.0,0.0,5,18.6
H1,2024-12,8,2,6,25.0,-5.00379044405572,-0.625473805506965,-1.0,0.16603492599071337,4,1.2395833333333335
H4,2019-09,16,5,11,31.25,-5.113920934582776,-0.3196200584114235,-1.0,0.5350980968561113,5,3.552083333333333
H4,2022-01,11,3,8,27.27272727272727,-5.2271891102331125,-0.475199010021192,-1.0,0.346601361220861,4,3.4696969696969693
H4,2015-09,21,8,13,38.095238095238095,-5.227927000932862,-0.24894890480632675,-1.0,0.5978517691590106,7,3.6190476190476195
H4,2021-11,21,6,15,28.57142857142857,-5.257468466141247,-0.2503556412448213,-1.0,0.6495021022572501,6,4.611111111111111
H1,2020-06,29,10,19,34.48275862068966,-5.473593566037018,-0.18874460572541443,-1.0,0.7119161281033147,7,1.30316091954023
H1,2016-01,21,8,13,38.095238095238095,-5.582006364271215,-0.26580982687005783,-1.0,0.5706148950560603,8,1.9146825396825395
H4,2015-10,14,5,9,35.714285714285715,-5.7410428477531825,-0.4100744891252273,-1.0,0.3621063502496464,6,5.5
H1,2016-10,31,13,18,41.935483870967744,-5.802980119883406,-0.1871929070930131,-1.0,0.677612215562033,11,1.8911290322580645
H1,2015-12,20,7,13,35.0,-5.85322334428669,-0.2926611672143345,-1.0,0.5497520504394855,7,1.4083333333333332
H1,2017-06,29,9,20,31.03448275862069,-5.904692523247525,-0.20361008700853536,-1.0,0.7047653738376237,17,2.625
H4,2016-10,14,5,9,35.714285714285715,-5.905000116396831,-0.42178572259977365,-1.0,0.3438888759559077,4,4.916666666666666
H1,2016-05,31,14,17,45.16129032258064,-5.9463221953297065,-0.1918168450106357,-1.0,0.6502163414511938,4,2.3306451612903225
D1,2023-11,6,0,6,0.0,-6.0,-1.0,-1.0,0.0,6,8.166666666666666
H4,2023-08,19,7,12,36.84210526315789,-6.010463215206121,-0.3163401692213748,-1.0,0.49912806539948984,3,4.657894736842105
H4,2023-07,12,3,9,25.0,-6.184777920653676,-0.515398160054473,-1.0,0.3128024532607026,4,2.986111111111111
H1,2022-05,36,14,22,38.88888888888889,-6.202968665019805,-0.17230468513943903,-1.0,0.7180468788627361,6,1.5717592592592593
H4,2018-11,12,3,9,25.0,-6.3419612751470416,-0.5284967729289202,-1.0,0.2953376360947731,4,3.402777777777778
H4,2015-02,16,5,11,31.25,-6.450637699260886,-0.4031648562038054,-1.0,0.4135783909762831,6,5.03125
H4,2015-12,8,1,7,12.5,-6.590177264595853,-0.8237721580744817,-1.0,0.05854610505773517,4,1.0208333333333335
H1,2024-11,17,6,11,35.294117647058826,-6.865507086012645,-0.40385335800074385,-1.0,0.3758629921806687,4,2.348039215686274
H1,2024-02,29,10,19,34.48275862068966,-6.874714596091114,-0.23705912400314186,-1.0,0.6381729159952044,6,1.6896551724137934
H1,2018-10,34,12,22,35.294117647058826,-6.967681185365028,-0.20493179956955965,-1.0,0.6832872188470441,7,1.797794117647059
H4,2021-08,13,3,10,23.076923076923077,-7.05381067146307,-0.5426008208817746,-1.0,0.29461893285369295,7,3.487179487179488
H1,2023-07,26,8,18,30.76923076923077,-7.128903737165423,-0.2741886052755932,-1.0,0.6039497923796987,10,1.4631410256410255
H4,2015-08,15,4,11,26.666666666666668,-7.50540258464726,-0.5003601723098173,-1.0,0.3176906741229763,5,2.9555555555555557
H4,2017-10,15,4,11,26.666666666666668,-7.543962452173195,-0.5029308301448797,-1.0,0.3141852316206185,4,3.3111111111111113
H1,2022-11,36,15,21,41.66666666666667,-7.567117597203749,-0.21019771103343748,-1.0,0.6396610667998215,9,1.4826388888888884
H4,2022-12,11,2,9,18.181818181818183,-7.671476315719534,-0.6974069377926849,-1.0,0.14761374269782956,4,4.636363636363637
H4,2019-01,16,3,13,18.75,-7.68321340066624,-0.48020083754164,-1.0,0.40898358456413536,8,2.75
H1,2015-04,28,6,22,21.428571428571427,-7.783492536897201,-0.27798187631775717,-1.0,0.6462048846864908,12,0.8764880952380951
H1,2018-03,33,11,22,33.33333333333333,-7.900477767412621,-0.23940841719432185,-1.0,0.6408873742085172,7,1.4911616161616161
H4,2015-04,15,3,12,20.0,-7.97530934630053,-0.5316872897533687,-1.0,0.3353908878082892,9,3.6666666666666665
H4,2019-11,10,1,9,10.0,-8.6888888888889,-0.86888888888889,-1.0,0.03456790123456656,7,3.1499999999999995
H1,2023-03,37,11,26,29.72972972972973,-9.19201861800194,-0.24843293562167407,-1.0,0.6464608223845405,9,1.7657657657657657
H4,2017-05,19,5,14,26.31578947368421,-9.4366540067017,-0.496666000352721,-1.0,0.3259532852355929,8,3.3684210526315788
H1,2022-01,27,9,18,33.33333333333333,-9.542131412230177,-0.3534122745270436,-1.0,0.46988158820943465,11,1.6867283950617287
H4,2022-10,16,4,12,25.0,-9.626376878742139,-0.6016485549213837,-1.0,0.19780192677148833,7,3.9062500000000004
H1,2016-07,22,5,17,22.727272727272727,-9.838311144721047,-0.4471959611236839,-1.0,0.4212758150164091,7,2.0473484848484853
H4,2021-04,17,4,13,23.52941176470588,-9.905767536905186,-0.5826922080532463,-1.0,0.23801788177652414,10,3.431372549019608
H1,2020-09,23,7,16,30.434782608695656,-10.002771728234187,-0.4349031186188777,-1.0,0.37482676698536327,8,1.6032608695652173
H1,2022-08,29,8,21,27.586206896551722,-10.090662625951017,-0.34795388365348334,-1.0,0.5194922559070944,5,1.2902298850574712
H1,2020-10,33,11,22,33.33333333333333,-10.620501936742563,-0.32183339202250194,-1.0,0.5172499119662471,11,1.2575757575757578
H4,2018-03,17,3,14,17.647058823529413,-10.659613855338584,-0.6270361091375638,-1.0,0.23859901033295822,8,3.1862745098039214
H4,2020-10,20,2,18,10.0,-10.779445049371617,-0.5389722524685808,-1.0,0.4011419417015768,11,3.2
H1,2021-04,33,10,23,30.303030303030305,-11.240535654942406,-0.3406222925740123,-1.0,0.5112810584807649,5,1.7904040404040402
H4,2022-02,13,1,12,7.6923076923076925,-11.299663264016488,-0.8692048664628067,-1.0,0.05836139466529263,6,1.935897435897436
H1,2017-03,32,9,23,28.125,-11.302794041819709,-0.3532123138068659,-1.0,0.5085741720947953,5,1.91015625
H1,2015-02,36,12,24,33.33333333333333,-11.964504829335198,-0.3323473563704222,-1.0,0.5014789654443668,8,1.53125
H1,2021-09,30,8,22,26.666666666666668,-12.078236400594852,-0.4026078800198284,-1.0,0.4509892545184159,9,1.5583333333333336
H4,2021-09,18,3,15,16.666666666666664,-12.201021724501318,-0.6778345402500733,-1.0,0.18659855169991205,9,2.4722222222222228
H4,2016-08,18,3,15,16.666666666666664,-12.375843192153475,-0.6875468440085264,-1.0,0.17494378718976838,11,3.712962962962963
H4,2024-08,17,3,14,17.647058823529413,-12.546676801926452,-0.7380398118780266,-1.0,0.10380879986239622,6,4.715686274509804
H1,2017-07,39,13,26,33.33333333333333,-12.799659852880056,-0.32819640648410403,-1.0,0.5077053902738441,12,1.3803418803418805
H1,2017-10,32,9,23,28.125,-12.947688156872102,-0.4046152549022532,-1.0,0.4370570366577347,8,1.3893229166666667
H1,2016-09,35,11,24,31.428571428571427,-13.019778428943948,-0.3719936693983985,-1.0,0.4575092321273356,6,1.5273809523809523
H1,2021-06,34,10,24,29.411764705882355,-13.043005508724502,-0.3836178090801324,-1.0,0.4565414371364791,11,1.0073529411764708
H4,2016-05,20,4,16,20.0,-13.072663310710672,-0.6536331655355336,-1.0,0.1829585430805829,9,3.5916666666666663
H4,2019-10,19,3,16,15.789473684210526,-13.122279931359461,-0.6906463121768137,-1.0,0.17985750429003364,14,4.026315789473684
H1,2017-09,39,10,29,25.64102564102564,-13.443796343071037,-0.3447127267454112,-1.0,0.5364208157561711,6,1.15491452991453
H1,2018-04,30,8,22,26.666666666666668,-14.306434225358036,-0.47688114084526784,-1.0,0.34970753521099823,7,1.6305555555555555
H1,2015-06,42,7,35,16.666666666666664,-15.123227732158313,-0.3600768507656741,-1.0,0.5679077790811912,11,1.3373015873015874
H1,2022-02,28,7,21,25.0,-16.294461488766725,-0.5819450531702401,-1.0,0.22407326243967984,9,1.40625
H1,2022-10,32,8,24,25.0,-16.32634064527231,-0.5101981451647597,-1.0,0.31973580644698707,12,1.4908854166666667
H1,2016-08,35,9,26,25.71428571428571,-16.356673805772605,-0.4673335373077887,-1.0,0.3708971613164382,9,1.9976190476190474
H1,2019-11,30,7,23,23.333333333333332,-18.884900686752186,-0.6294966895584062,-1.0,0.17891736144555734,14,1.672222222222222
H1,2020-04,30,6,24,20.0,-19.752919856512897,-0.6584306618837632,-1.0,0.17696167264529605,17,2.1597222222222223
H1,2019-10,42,9,33,21.428571428571427,-25.686834757541217,-0.6115913037509814,-1.0,0.22161106795329646,9,1.213293650793651
