timeframe,month,trades,wins,losses,win_rate,total_r,avg_r,median_r,profit_factor,max_losing_streak,avg_hold_days
H4,2015-03,12,7,5,58.333333333333336,4.724083207391787,0.3936736006159822,0.3994982072758517,1.9448166414783572,2,5.222222222222222
D1,2018-12,2,2,0,100.0,4.688702335497558,2.344351167748779,2.344351167748779,,0,28.5
H4,2020-08,17,9,8,52.94117647058824,4.653497531879967,0.2737351489341157,0.3533305750931016,1.581687191484996,4,4.401960784313726
H1,2015-09,28,16,12,57.14285714285714,4.609564056776655,0.1646272877420234,0.3981138053088361,1.3841303380647212,6,2.0669642857142856
H1,2015-11,30,16,14,53.333333333333336,4.546919399113318,0.15156397997044393,0.3501713945309583,1.324779957079523,2,2.4986111111111104
H1,2023-01,25,7,18,28.000000000000004,4.3877404853334845,0.17550961941333937,-1.0,1.2437633602963047,9,2.0983333333333336
D1,2024-03,2,2,0,100.0,4.365440596136822,2.182720298068411,2.182720298068411,,0,25.5
H1,2022-09,37,14,23,37.83783783783784,4.270270289694292,0.11541271053227815,-1.0,1.1856639256388823,3,1.6351351351351349
D1,2016-01,2,1,1,50.0,4.268040831690102,2.134020415845051,2.134020415845051,5.268040831690102,1,27.0
H4,2018-12,7,4,3,57.14285714285714,3.984529974536051,0.5692185677908644,0.33818281636013686,2.3281766581786836,1,4.714285714285714
H4,2023-12,6,5,1,83.33333333333334,3.948558479267107,0.6580930798778512,0.8602553956299941,4.948558479267107,1,4.944444444444445
H1,2019-02,30,15,15,50.0,3.8849280400491835,0.1294976013349728,-0.2861064693244273,1.2589952026699456,5,2.3180555555555555
D1,2021-02,2,2,0,100.0,3.780450357206999,1.8902251786034996,1.8902251786034996,,0,31.0
H1,2024-06,37,18,19,48.64864864864865,3.7560163770949715,0.10151395613770194,-1.0,1.1976850724786825,3,1.3828828828828827
H1,2021-11,30,11,19,36.666666666666664,3.7137481172286986,0.12379160390762328,-1.0,1.195460427222563,5,2.0166666666666666
D1,2019-05,4,3,1,75.0,3.686000313733719,0.9215000784334297,0.9889060004279348,4.686000313733719,1,30.25
H1,2018-05,30,10,20,33.33333333333333,3.6855126223212045,0.12285042074404015,-1.0,1.1842756311160603,9,1.7208333333333334
H4,2024-07,20,8,12,40.0,3.622413780916044,0.1811206890458022,-1.0,1.301867815076337,5,3.8166666666666664
D1,2021-01,2,1,1,50.0,3.603331276989481,1.8016656384947405,1.8016656384947405,4.603331276989481,1,16.0
D1,2018-08,4,4,0,100.0,3.3553150805844023,0.8388287701461006,0.6590979910144239,,0,18.25
D1,2015-02,3,2,1,66.66666666666666,3.2990357168305264,1.099678572276842,1.6244336621573734,303.064824239756,1,38.333333333333336
H1,2017-01,23,11,12,47.82608695652174,3.2988789593926704,0.14342951997359438,-1.0,1.2749065799493893,3,1.5833333333333335
H4,2021-07,17,9,8,52.94117647058824,3.2961443407695623,0.19389084357468014,0.3580181140117347,1.4120180425961952,3,4.127450980392157
H1,2017-12,16,6,10,37.5,3.276401526833998,0.20477509542712488,-1.0,1.3276401526833999,5,1.0208333333333333
D1,2021-10,5,4,1,80.0,3.1957360927428073,0.6391472185485615,0.393324061196101,4.195736092742807,1,15.0
D1,2015-07,2,2,0,100.0,2.92636535725868,1.46318267862934,1.46318267862934,,0,34.0
D1,2022-07,2,2,0,100.0,2.7159316799005997,1.3579658399502998,1.3579658399502998,,0,21.0
H4,2016-09,11,6,5,54.54545454545454,2.606144282147792,0.23692220746798107,0.37942651793066356,1.5212288564295586,2,5.151515151515152
D1,2021-05,4,4,0,100.0,2.598794239770092,0.649698559942523,0.5588892136076038,,0,27.0
D1,2023-06,3,3,0,100.0,2.4190875304957817,0.8063625101652606,0.409305642214115,,0,27.666666666666668
H4,2018-01,9,6,3,66.66666666666666,2.2203339469596117,0.2467037718844013,0.7152900519693034,1.740111315653204,1,7.518518518518519
H1,2023-04,37,17,20,45.94594594594595,2.07650239565175,0.056121686368966216,-1.0,1.1038251197825875,5,1.4414414414414416
H1,2017-05,28,15,13,53.57142857142857,2.016432373864111,0.07201544192371824,0.33946768671167366,1.1551101826049315,4,2.0535714285714284
D1,2015-06,1,1,0,100.0,2.0013061461432406,2.0013061461432406,2.0013061461432406,,0,35.0
D1,2015-05,2,2,0,100.0,1.9132894948193129,0.9566447474096564,0.9566447474096564,,0,34.0
H1,2018-07,35,16,19,45.714285714285715,1.893720978322464,0.05410631366635611,-1.0,1.0996695251748665,8,1.5916666666666666
H4,2024-10,14,8,6,57.14285714285714,1.8210415759660532,0.1300743982832895,0.34316827164523245,1.3035069293276755,2,7.976190476190476
H1,2020-12,18,7,11,38.88888888888889,1.7644459610848031,0.0980247756158224,-1.0,1.1604041782804366,3,1.8680555555555556
H4,2024-01,10,4,6,40.0,1.6993407146362554,0.16993407146362555,-1.0,1.283223452439376,4,4.450000000000001
H1,2015-05,38,16,22,42.10526315789473,1.6537377962717312,0.04351941569136135,-1.0,1.0751698998305335,8,1.3004385964912282
H4,2020-09,9,5,4,55.55555555555556,1.6310415108876652,0.18122683454307392,0.3651900157409566,1.407760377721916,2,6.962962962962963
D1,2018-06,1,1,0,100.0,1.6059303264244917,1.6059303264244917,1.6059303264244917,,0,23.0
H4,2024-05,20,9,11,45.0,1.5825934873674186,0.07912967436837093,-1.0,1.14387213521522,4,5.691666666666666
H4,2022-11,15,9,6,60.0,1.5682165661778806,0.10454777107852538,0.409210852748142,1.2613694276963134,3,5.155555555555555
H4,2019-06,11,5,6,45.45454545454545,1.5681992199683776,0.1425635654516707,-1.0,1.2613665366613962,3,4.515151515151516
D1,2019-06,2,1,1,50.0,1.48500797610218,0.74250398805109,0.74250398805109,2.48500797610218,1,19.0
H4,2022-06,19,8,11,42.10526315789473,1.4123110457158354,0.07433216030083345,-1.0,1.128391913246894,3,3.807017543859649
H4,2021-03,17,8,9,47.05882352941176,1.1253374915098773,0.06619632302999279,-1.0,1.1250374990566532,6,5.490196078431373
H1,2016-12,21,10,11,47.61904761904761,1.1227399082334706,0.05346380515397479,-1.0,1.1020672643848608,4,2.2857142857142865
D1,2021-07,3,2,1,66.66666666666666,1.1132228661871046,0.37107428872903486,0.7434687067632394,2.1132228661871046,1,29.666666666666668
H1,2018-01,30,12,18,40.0,1.092207353896022,0.03640691179653407,-1.0,1.0606781863275567,8,1.8374999999999997
H1,2023-12,14,6,8,42.857142857142854,1.0853727556047552,0.07752662540033965,-1.0,1.1356715944505944,3,1.2916666666666665
H1,2015-03,34,15,19,44.11764705882353,1.0842545897920477,0.0318898408762367,-1.0,1.0570660310416866,6,1.8026960784313726
D1,2020-12,1,1,0,100.0,0.9920433308340588,0.9920433308340588,0.9920433308340588,,0,35.0
H4,2017-06,16,6,10,37.5,0.9773573770509596,0.061084836065684975,-1.0,1.097735737705096,8,6.145833333333333
D1,2019-01,1,1,0,100.0,0.9627892996693757,0.9627892996693757,0.9627892996693757,,0,42.0
H4,2017-12,7,4,3,57.14285714285714,0.9586126736921963,0.13694466767031374,0.4900556881463984,1.3195375578973987,2,4.738095238095238
H4,2015-01,14,6,8,42.857142857142854,0.9437525230981785,0.06741089450701275,-1.0,1.1179690653872723,3,5.1309523809523805
D1,2022-11,2,2,0,100.0,0.9198063587147501,0.45990317935737507,0.45990317935737507,,0,24.0
D1,2020-03,3,2,1,66.66666666666666,0.8944641811750174,0.2981547270583391,0.8049833906999944,1.8944641811750174,1,30.333333333333332
D1,2018-02,1,1,0,100.0,0.8561143557035968,0.8561143557035968,0.8561143557035968,,0,24.0
D1,2023-02,1,1,0,100.0,0.850115528299034,0.850115528299034,0.850115528299034,,0,21.0
H4,2024-09,13,5,8,38.46153846153847,0.7791203075864386,0.059932331352802966,-1.0,1.0973900384483048,5,4.205128205128205
D1,2018-07,3,1,2,33.33333333333333,0.7650872817955143,0.2550290939318381,-1.0,1.3825436408977572,2,13.666666666666666
D1,2016-09,1,1,0,100.0,0.7638991299218323,0.7638991299218323,0.7638991299218323,,0,37.0
H4,2019-12,6,2,4,33.33333333333333,0.7522713610990277,0.12537856018317128,-1.0,1.1880678402747569,2,7.638888888888888
H4,2020-06,14,7,7,50.0,0.729394068841235,0.0520995763458025,-0.22591447707366835,1.1041991526916048,3,6.357142857142856
H4,2024-02,7,3,4,42.857142857142854,0.7288826465350962,0.1041260923621566,-1.0,1.182220661633774,2,4.5
H1,2021-08,30,10,20,33.33333333333333,0.7273410874394868,0.02424470291464956,-1.0,1.0363670543719743,7,1.4833333333333334
D1,2016-12,1,1,0,100.0,0.7197409445898139,0.7197409445898139,0.7197409445898139,,0,60.0
H1,2019-01,28,12,16,42.857142857142854,0.7128253918552092,0.025458049709114614,-1.0,1.0445515869909505,8,1.4389880952380953
H4,2016-07,16,6,10,37.5,0.5885452174105179,0.03678407608815737,-1.0,1.0588545217410519,7,5.541666666666667
D1,2024-09,2,1,1,50.0,0.5455811867965419,0.27279059339827094,0.27279059339827094,1.5455811867965419,1,26.0
H4,2022-07,14,5,9,35.714285714285715,0.48928035661676317,0.03494859690119737,-1.0,1.0543644840685293,3,4.654761904761904
H1,2015-07,37,13,24,35.13513513513514,0.48601946572439036,0.013135661235794334,-1.0,1.0202508110718496,5,1.8153153153153154
H4,2017-09,14,7,7,50.0,0.42298467698153475,0.030213191212966766,-0.25583930239800856,1.0604263824259335,2,7.440476190476191
D1,2024-04,3,1,2,33.33333333333333,0.41854972630542653,0.13951657543514218,-1.0,1.2092748631527133,2,15.333333333333334
D1,2017-11,1,1,0,100.0,0.28133279101212105,0.28133279101212105,0.28133279101212105,,0,14.0
H4,2021-05,22,11,11,50.0,0.24834605862087544,0.011288457210039793,-0.32628553940219285,1.0225769144200796,4,3.848484848484848
H4,2023-04,17,8,9,47.05882352941176,0.23371296217413717,0.01374782130436101,-1.0,1.0259681069082376,4,4.715686274509804
D1,2024-08,3,2,1,66.66666666666666,0.14617002134615054,0.048723340448716845,0.5511438884416651,1.1461700213461505,1,40.666666666666664
D1,2023-09,3,1,2,33.33333333333333,0.12741479315468052,0.04247159771822684,-1.0,1.0637073965773403,2,4.333333333333333
D1,2021-04,2,1,1,50.0,0.10694170403587355,0.053470852017936776,0.053470852017936776,1.1069417040358736,1,17.0
D1,2018-11,1,1,0,100.0,0.09727143054341056,0.09727143054341056,0.09727143054341056,,0,26.0
D1,2017-06,3,1,2,33.33333333333333,0.06947237051932609,0.023157456839775364,-1.0,1.034736185259663,2,10.0
D1,2017-09,3,2,1,66.66666666666666,0.04708310192220888,0.01569436730740296,0.11178957256927273,1.0470831019222089,1,18.0
H1,2019-03,29,11,18,37.93103448275862,0.0340705016703553,0.0011748448851846656,-1.0,1.0018928056483531,8,1.192528735632184
D1,2024-06,1,1,0,100.0,0.02595523400406761,0.02595523400406761,0.02595523400406761,,0,25.0
H1,2022-12,17,7,10,41.17647058823529,-0.08220397433857252,-0.004835527902268971,-1.0,0.9917796025661427,5,2.3700980392156867
H4,2020-01,8,4,4,50.0,-0.13370140475901526,-0.016712675594876908,-0.17228735622671149,0.9665746488102461,4,5.041666666666666
H1,2024-08,32,16,16,50.0,-0.15284747457932335,-0.004776483580603855,-0.3575305291723228,0.9904470328387923,4,2.416666666666667
H1,2024-09,28,11,17,39.285714285714285,-0.15359183504816798,-0.005485422680291714,-1.0,0.9909651861736372,6,1.443452380952381
D1,2020-04,2,1,1,50.0,-0.2724479812102625,-0.13622399060513124,-0.13622399060513124,0.7275520187897375,1,22.5
H4,2019-02,15,6,9,40.0,-0.3392206552451442,-0.02261471034967628,-1.0,0.9623088160838729,3,4.455555555555557
D1,2015-03,2,1,1,50.0,-0.3474926253687399,-0.17374631268436996,-0.17374631268436996,0.6525073746312601,1,21.5
D1,2024-01,3,1,2,33.33333333333333,-0.34852546916890725,-0.11617515638963576,-1.0,0.8257372654155464,2,18.666666666666668
D1,2019-04,2,1,1,50.0,-0.4265493723435759,-0.21327468617178796,-0.21327468617178796,0.5734506276564241,1,26.0
H1,2018-11,29,16,13,55.172413793103445,-0.44082118837787765,-0.01520073063371992,0.3856593072716236,0.9660906778170862,5,1.6221264367816095
H4,2018-09,13,5,8,38.46153846153847,-0.5636699882570073,-0.04335922986592364,-1.0,0.9295412514678741,3,6.615384615384614
D1,2015-11,4,2,2,50.0,-0.5759542047772086,-0.14398855119430215,-0.17221044433445976,0.7120228976113957,2,22.75
D1,2023-03,5,2,3,40.0,-0.5821193020018862,-0.11642386040037725,-1.0,0.8059602326660379,3,22.2
D1,2017-08,4,2,2,50.0,-0.6275406033225995,-0.15688515083064988,-0.30206768578245125,0.6862296983387002,1,22.5
D1,2023-12,2,1,1,50.0,-0.6547905130080474,-0.3273952565040237,-0.3273952565040237,0.34520948699195264,1,6.5
D1,2018-09,2,1,1,50.0,-0.9338790931990031,-0.46693954659950154,-0.46693954659950154,0.06612090680099696,1,26.5
H1,2016-03,37,15,22,40.54054054054054,-0.944550794769832,-0.025528399858644107,-1.0,0.9570658729650077,11,1.3254504504504503
D1,2017-07,6,3,3,50.0,-0.9713483032196797,-0.16189138386994661,-0.36192424719336913,0.6762172322601069,2,11.833333333333334
D1,2024-02,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,14.0
D1,2015-12,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,6.0
D1,2016-03,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,23.0
D1,2016-05,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,14.0
D1,2016-07,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,6.0
D1,2017-12,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,20.0
D1,2018-01,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,24.0
D1,2018-04,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,1.0
D1,2019-02,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,7.0
D1,2019-12,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,6.0
D1,2020-01,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,6.0
D1,2024-12,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,8.0
D1,2020-10,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,7.0
D1,2021-06,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,3.0
D1,2021-12,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,26.0
D1,2022-01,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,9.0
D1,2022-04,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,5.0
D1,2022-12,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,11.0
D1,2023-01,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,21.0
D1,2024-11,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,13.0
D1,2020-06,1,0,1,0.0,-1.0,-1.0,-1.0,0.0,1,5.0
H1,2019-06,29,11,18,37.93103448275862,-1.0024849935383742,-0.03456844805304739,-1.0,0.9443063892478681,6,1.35632183908046
D1,2018-03,3,1,2,33.33333333333333,-1.1861707200763112,-0.39539024002543705,-1.0,0.40691463996184446,2,16.666666666666668
H1,2021-07,37,15,22,40.54054054054054,-1.2939120281065875,-0.034970595354232095,-1.0,0.9411858169042461,8,1.2387387387387387
D1,2015-01,5,1,4,20.0,-1.3225658438101915,-0.2645131687620383,-1.0,0.6693585390474521,4,16.4
H4,2017-02,16,8,8,50.0,-1.3409865295218582,-0.08381165809511613,-0.369144601167697,0.8323766838097677,3,4.4375
D1,2021-11,3,1,2,33.33333333333333,-1.3640167364016538,-0.4546722454672179,-1.0,0.31799163179917306,1,19.333333333333332
H4,2023-02,18,10,8,55.55555555555556,-1.4434115293084573,-0.0801895294060254,0.26216917749360535,0.8195735588364428,4,3.722222222222223
H1,2018-12,13,6,7,46.15384615384615,-1.4653035174325293,-0.11271565518711764,-1.0,0.7906709260810671,4,2.3205128205128207
H4,2024-11,8,2,6,25.0,-1.6146987519085716,-0.20183734398857145,-1.0,0.7308835413485714,6,6.729166666666666
D1,2017-05,5,2,3,40.0,-1.6751838988815768,-0.33503677977631535,-1.0,0.4416053670394744,3,8.0
D1,2022-06,4,1,3,25.0,-1.7432495050339,-0.435812376258475,-1.0,0.41891683165536664,3,13.25
H4,2022-09,17,4,13,23.52941176470588,-1.7722437904598012,-0.10424963473292947,-1.0,0.8636735545800154,6,3.813725490196079
H4,2016-01,11,5,6,45.45454545454545,-1.7988204427581727,-0.1635291311598339,-1.0,0.7001965928736379,2,4.924242424242425
H1,2019-12,16,6,10,37.5,-1.8478067308245028,-0.11548792067653142,-1.0,0.8152193269175496,3,0.9869791666666667
D1,2022-10,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,23.5
D1,2019-03,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,9.5
D1,2022-08,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,4.0
D1,2020-08,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,5.5
D1,2020-11,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,2.5
D1,2023-05,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,5.0
D1,2021-03,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,26.0
D1,2015-08,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,10.5
D1,2023-07,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,11.0
D1,2016-08,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,13.5
D1,2022-02,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,1.0
D1,2024-10,4,0,4,0.0,-2.0,-0.5,-0.5,0.0,4,9.75
D1,2017-01,2,0,2,0.0,-2.0,-1.0,-1.0,0.0,2,7.0
D1,2019-08,7,3,4,42.857142857142854,-2.0494996633340867,-0.2927856661905838,-1.0,0.4876250841664783,2,15.428571428571429
H1,2023-09,32,12,20,37.5,-2.1989484874417347,-0.06871714023255421,-1.0,0.8900525756279132,9,1.43359375
H4,2024-04,18,7,11,38.88888888888889,-2.2606307468622386,-0.12559059704790215,-1.0,0.7944881139216147,4,4.37037037037037
H4,2017-11,11,3,8,27.27272727272727,-2.414925799106907,-0.21953870900971884,-1.0,0.6981342751116366,4,4.090909090909091
H1,2022-07,36,13,23,36.11111111111111,-2.5184925448743405,-0.06995812624650946,-1.0,0.8905003241358983,5,1.7442129629629628
