timeframe,trades,wins,losses,win_rate,total_r,avg_r,median_r,profit_factor,max_losing_streak,avg_hold_days
H1,3670,1528,2142,41.63487738419619,99.90604762637494,0.02722235630146456,-1.0,1.0466632637208664,24,1.7787920072661216
H4,1739,694,1045,39.90799309948246,-6.060865989217149,-0.003485259338250229,-1.0,0.9942001282399835,16,4.6267011692543605
D1,292,113,179,38.6986301369863,-11.424880169362714,-0.03912630194987231,-1.0,0.9350899360986658,13,17.78082191780822
