entry_time,exit_time,direction,entry,sl,tp,exit_price,pnl,pnl_r,bars_held,r_clean,r_after_cost,risk_price,period,year
2014-12-09 13:00:00,2014-12-09 18:00:00,short,2044.38,2049.867547629204,2027.9173571123881,2049.867547629204,-5.487547629204073,-1.0000000000000113,4,-1.0000000000000113,-1.5466922936640075,5.487547629204073,Research_2015_2024,2014
2014-12-23 14:00:00,2014-12-23 16:00:00,long,2081.63,2077.766847995862,2093.2194560124144,2077.766847995862,-3.863152004138101,-1.0000000000000013,1,-1.0000000000000013,-1.77656794161516,3.863152004138101,Research_2015_2024,2014
2014-12-26 15:00:00,2014-12-26 18:00:00,long,2086.88,2084.5840070860486,2093.7679787418547,2084.5840070860486,-2.2959929139515225,-0.9999999999999948,2,-0.9999999999999948,-2.306624241638809,2.2959929139515225,Research_2015_2024,2014
2015-03-06 17:00:00,2015-03-10 11:00:00,short,2078.63,2084.636935016244,2060.6091949512684,2060.6091949512684,18.020805048731745,3.000000000000038,42,3.000000000000038,2.50057725081307,6.006935016243915,Research_2015_2024,2015
2015-04-09 19:00:00,2015-04-14 14:00:00,long,2084.38,2077.3828639504286,2105.371408148715,2077.3828639504286,-6.997136049571509,-0.9999999999999852,65,-0.9999999999999852,-1.428746844244026,6.997136049571509,Research_2015_2024,2015
2015-04-23 15:00:00,2015-04-27 19:00:00,long,2107.13,2100.150774309626,2128.0676770711234,2100.150774309626,-6.979225690374278,-0.9999999999999865,50,-0.9999999999999865,-1.4298471109964956,6.979225690374278,Research_2015_2024,2015
2015-05-06 17:00:00,2015-05-07 13:00:00,short,2068.63,2077.591564350336,2041.7453069489925,2077.591564350336,-8.96156435033572,-0.9999999999999866,19,-0.9999999999999866,-1.3347629814082063,8.96156435033572,Research_2015_2024,2015
2015-05-14 17:00:00,2015-05-19 07:00:00,long,2115.13,2109.4275621056518,2132.237313683045,2132.237313683045,17.10731368304505,2.999999999999988,60,2.999999999999988,2.473909219954267,5.70243789434835,Research_2015_2024,2015
2015-06-04 17:00:00,2015-06-05 07:00:00,short,2092.38,2099.659856651571,2070.5404300452883,2099.659856651571,-7.2798566515707535,-1.0000000000000218,13,-1.0000000000000218,-1.4120960265547065,7.2798566515707535,Research_2015_2024,2015
2015-06-18 14:00:00,2015-06-19 13:00:00,long,2119.63,2112.460781739736,2141.1376547807927,2112.460781739736,-7.169218260264188,-0.9999999999999988,22,-0.9999999999999988,-1.4184556657491747,7.169218260264188,Research_2015_2024,2015
2015-06-28 22:00:00,2015-06-29 07:00:00,short,2063.63,2073.575259089115,2033.7942227326546,2073.575259089115,-9.945259089115098,-0.9999999999999953,8,-0.9999999999999953,-1.3016512665098285,9.945259089115098,Research_2015_2024,2015
2015-07-05 22:00:00,2015-07-06 05:00:00,short,2040.63,2047.7230481988745,2019.3508554033767,2047.7230481988745,-7.093048198874385,-0.9999999999999842,6,-0.9999999999999842,-1.4229493323443039,7.093048198874385,Research_2015_2024,2015
2015-08-20 16:00:00,2015-08-21 01:00:00,short,2044.13,2053.672825151857,2015.5015245444292,2015.5015245444292,28.62847545557088,2.9999999999999964,8,2.9999999999999964,2.6856276886288484,9.54282515185696,Research_2015_2024,2015
2015-09-16 16:00:00,2015-09-16 18:00:00,long,1992.88,1985.3598099071592,2015.4405702785227,1985.3598099071592,-7.520190092840949,-1.000000000000006,1,-1.000000000000006,-1.3989260860381678,7.520190092840949,Research_2015_2024,2015
2015-10-15 19:00:00,2015-10-21 20:00:00,long,2016.13,2007.461615923615,2042.1351522291552,2007.461615923615,-8.66838407638511,-1.0000000000000107,95,-1.0000000000000107,-1.3460852649772244,8.66838407638511,Research_2015_2024,2015
2015-10-22 14:00:00,2015-10-22 22:00:00,long,2037.63,2030.4352447053643,2059.2142658839075,2059.2142658839075,21.584265883907392,2.9999999999999867,6,2.9999999999999867,2.5830295990418453,7.194755294635797,Research_2015_2024,2015
2015-11-02 20:00:00,2015-11-03 13:00:00,long,2096.63,2090.3624377181004,2115.432686845699,2090.3624377181004,-6.2675622818997,-1.0000000000000095,15,-1.0000000000000095,-1.4786549961639566,6.2675622818997,Research_2015_2024,2015
2015-12-01 21:00:00,2015-12-02 17:00:00,long,2100.38,2093.276330707192,2121.691007878425,2093.276330707192,-7.103669292808263,-0.9999999999999992,18,-0.9999999999999992,-1.4223169571023226,7.103669292808263,Research_2015_2024,2015
2015-12-09 18:00:00,2015-12-10 09:00:00,short,2038.13,2051.8974316836943,1996.8277049489175,2051.8974316836943,-13.767431683694213,-1.0000000000000002,14,-1.0000000000000002,-1.2179055664792675,13.767431683694213,Research_2015_2024,2015
2016-01-13 20:00:00,2016-01-14 16:00:00,short,1888.13,1904.1468581261336,1840.0794256215997,1904.1468581261336,-16.016858126133457,-0.9999999999999993,19,-0.9999999999999993,-1.1873026517669607,16.016858126133457,Research_2015_2024,2016
2016-01-20 04:00:00,2016-01-20 21:00:00,short,1845.63,1861.3459971070718,1798.4820086787852,1861.3459971070718,-15.715997107071644,-1.0000000000000002,16,-1.0000000000000002,-1.190888301872371,15.715997107071644,Research_2015_2024,2016
2016-02-17 18:00:00,2016-02-18 17:00:00,long,1922.38,1913.7993903361896,1948.1218289914318,1913.7993903361896,-8.580609663810492,-0.9999999999999926,22,-0.9999999999999926,-1.3496255065246368,8.580609663810492,Research_2015_2024,2016
2016-02-25 21:00:00,2016-02-29 00:00:00,long,1948.88,1937.9004173404976,1981.8187479785074,1937.9004173404976,-10.979582659502512,-1.0000000000000036,25,-1.0000000000000036,-1.273234429125011,10.979582659502512,Research_2015_2024,2016
2016-03-10 13:00:00,2016-03-10 14:00:00,long,2007.88,1999.6084434126822,2032.694669761954,1999.6084434126822,-8.271556587317946,-0.9999999999999959,0,-0.9999999999999959,-1.3626886872296327,8.271556587317946,Research_2015_2024,2016
2016-03-29 20:00:00,2016-04-01 10:00:00,long,2048.13,2041.4376911100453,2068.2069266698645,2041.4376911100453,-6.692308889954802,-1.0000000000000095,59,-1.0000000000000095,-1.4482757818460954,6.692308889954802,Research_2015_2024,2016
2016-04-01 19:00:00,2016-04-04 15:00:00,long,2064.38,2056.9592165119493,2086.6423504641525,2056.9592165119493,-7.420783488050802,-0.999999999999998,18,-0.999999999999998,-1.4042699810378092,7.420783488050802,Research_2015_2024,2016
2016-04-18 14:00:00,2016-04-20 17:00:00,long,2081.63,2074.956777632891,2101.649667101328,2101.649667101328,20.01966710132774,2.999999999999987,48,2.999999999999987,2.550442075063108,6.673222367109247,Research_2015_2024,2016
2016-04-29 13:00:00,2016-05-02 11:00:00,short,2056.13,2063.875336393605,2032.8939908191853,2063.875336393605,-7.745336393604703,-0.9999999999999746,21,-0.9999999999999746,-1.3873298521258408,7.745336393604703,Research_2015_2024,2016
2016-05-19 13:00:00,2016-05-19 17:00:00,short,2025.38,2033.265736642889,2001.722790071334,2033.265736642889,-7.885736642888787,-1.000000000000008,3,-1.000000000000008,-1.3804337040224908,7.885736642888787,Research_2015_2024,2016
2016-06-13 19:00:00,2016-06-15 18:00:00,short,2078.38,2085.679809245906,2056.480572262282,2085.679809245906,-7.29980924590609,-0.9999999999999908,44,-0.9999999999999908,-1.410969643033125,7.29980924590609,Research_2015_2024,2016
2016-08-02 14:00:00,2016-08-02 19:00:00,short,2145.38,2151.4970016201246,2127.028995139627,2151.4970016201246,-6.1170016201244835,-1.0000000000000162,4,-1.0000000000000162,-1.49043635857972,6.1170016201244835,Research_2015_2024,2016
2016-10-13 02:00:00,2016-10-13 16:00:00,short,2116.38,2122.742505059295,2097.292484822115,2122.742505059295,-6.362505059295017,-0.9999999999999999,13,-0.9999999999999999,-1.4715123952030944,6.362505059295017,Research_2015_2024,2016
2016-11-01 15:00:00,2016-11-01 18:00:00,short,2111.63,2117.2404947202267,2094.79851583932,2094.79851583932,16.831484160680247,3.0000000000000395,2,3.0000000000000395,2.4652877955335435,5.610494720226598,Research_2015_2024,2016
2016-11-09 03:00:00,2016-11-09 09:00:00,short,2075.13,2092.6490680333854,2022.5727958998443,2092.6490680333854,-17.519068033385338,-1.0000000000000058,5,-1.0000000000000058,-1.1712419858341283,17.519068033385338,Research_2015_2024,2016
2016-11-16 01:00:00,2016-11-16 09:00:00,long,2181.38,2175.7484887309056,2198.274533807283,2175.7484887309056,-5.631511269094517,-1.0000000000000306,7,-1.0000000000000306,-1.5327166823698,5.631511269094517,Research_2015_2024,2016
2016-12-13 15:00:00,2016-12-13 16:00:00,long,2270.38,2265.912380820612,2283.7828575381654,2265.912380820612,-4.467619179388294,-0.999999999999959,0,-0.999999999999959,-1.6714985945625243,4.467619179388294,Research_2015_2024,2016
2017-01-06 17:00:00,2017-01-09 15:00:00,long,2271.88,2267.0960043248338,2286.2319870254996,2267.0960043248338,-4.783995675166352,-0.9999999999999796,21,-0.9999999999999796,-1.6270908679062686,4.783995675166352,Research_2015_2024,2017
2017-01-24 19:00:00,2017-01-25 16:00:00,long,2275.88,2271.4689328228756,2289.113201531374,2289.113201531374,13.233201531374107,2.9999999999999902,20,2.9999999999999902,2.3198924705663497,4.411067177124551,Research_2015_2024,2017
2017-02-09 16:00:00,2017-02-10 19:00:00,long,2302.38,2298.3067662203657,2314.599701338903,2314.599701338903,12.219701338902723,2.99999999999995,25,2.99999999999995,2.263484454292854,4.073233779634393,Research_2015_2024,2017
2017-02-27 00:00:00,2017-02-27 15:00:00,long,2367.13,2361.890713190964,2382.8478604271077,2361.890713190964,-5.2392868090360025,-1.0000000000000298,14,-1.0000000000000298,-1.5725970173700299,5.2392868090360025,Research_2015_2024,2017
2017-04-05 13:00:00,2017-04-05 18:00:00,long,2368.38,2363.1889834993117,2383.953049502065,2363.1889834993117,-5.19101650068842,-1.0000000000000355,4,-1.0000000000000355,-1.5779214917930489,5.19101650068842,Research_2015_2024,2017
2017-04-23 22:00:00,2017-04-26 15:00:00,long,2369.38,2362.380523312849,2390.3784300614525,2390.3784300614525,20.998430061452382,3.0000000000000315,60,3.0000000000000315,2.571396529470992,6.9994766871509455,Research_2015_2024,2017
2017-05-05 19:00:00,2017-05-08 15:00:00,long,2395.38,2391.0942047344365,2408.237385796691,2391.0942047344365,-4.285795265563593,-0.9999999999999859,19,-0.9999999999999859,-1.6999867735411835,4.285795265563593,Research_2015_2024,2017
2017-05-17 13:00:00,2017-05-17 18:00:00,short,2374.63,2380.185370215339,2357.963889353984,2357.963889353984,16.666110646016023,2.9999999999999756,4,2.9999999999999756,2.4599819843298842,5.555370215338826,Research_2015_2024,2017
2017-05-25 01:00:00,2017-05-25 08:00:00,long,2409.38,2405.825346001252,2420.043961996244,2405.825346001252,-3.5546539987481083,-1.0000000000000606,6,-1.0000000000000606,-1.843963997918438,3.5546539987481083,Research_2015_2024,2017
2017-06-09 14:00:00,2017-06-09 16:00:00,long,2443.38,2438.8372443437033,2457.00826696889,2438.8372443437033,-4.542755656296777,-1.000000000000027,1,-1.000000000000027,-1.6603921115241542,4.542755656296777,Research_2015_2024,2017
2017-06-19 14:00:00,2017-06-20 13:00:00,long,2445.88,2442.165753663806,2457.0227390085834,2442.165753663806,-3.7142463361942646,-0.9999999999999603,21,-0.9999999999999603,-1.8077008707703937,3.7142463361942646,Research_2015_2024,2017
2017-06-27 19:00:00,2017-06-28 10:00:00,short,2416.88,2422.8864666879786,2398.8605999360643,2422.8864666879786,-6.006466687978445,-0.9999999999999714,13,-0.9999999999999714,-1.4994616895160902,6.006466687978445,Research_2015_2024,2017
2017-06-29 16:00:00,2017-06-29 19:00:00,short,2412.88,2419.3629547343035,2393.4311357970896,2419.3629547343035,-6.482954734303348,-0.999999999999969,2,-0.999999999999969,-1.4627519584744064,6.482954734303348,Research_2015_2024,2017
2017-08-08 14:00:00,2017-08-08 17:00:00,long,2481.88,2478.946878887748,2490.679363336756,2478.946878887748,-2.933121112252138,-1.0000000000000635,2,-1.0000000000000635,-2.0228012704516987,2.933121112252138,Research_2015_2024,2017
2017-08-17 19:00:00,2017-08-18 16:00:00,short,2428.63,2435.801923301548,2407.114230095356,2435.801923301548,-7.171923301547849,-0.9999999999999853,19,-0.9999999999999853,-1.418297836418919,7.171923301547849,Research_2015_2024,2017
2017-09-11 13:00:00,2017-09-12 13:00:00,long,2480.76,2476.781669741598,2492.694990775207,2492.694990775207,11.934990775206643,3.0000000000000533,22,3.0000000000000533,2.2459147921006086,3.978330258402366,Research_2015_2024,2017
2017-10-20 01:00:00,2017-10-20 08:00:00,long,2569.13,2564.0972261724014,2584.228321482796,2564.0972261724014,-5.032773827598703,-0.9999999999999869,6,-0.9999999999999869,-1.5960927517840255,5.032773827598703,Research_2015_2024,2017
2017-10-27 16:00:00,2017-10-30 02:00:00,long,2577.51,2572.545948836025,2592.4021534919257,2572.545948836025,-4.964051163975,-0.9999999999999628,9,-0.9999999999999628,-1.604345100584649,4.964051163975,Research_2015_2024,2017
2017-11-21 15:00:00,2017-11-23 08:00:00,long,2595.13,2591.10183000362,2607.2145099891404,2591.10183000362,-4.028169996380257,-1.0000000000000437,37,-1.0000000000000437,-1.7447550631418234,4.028169996380257,Research_2015_2024,2017
2017-11-27 00:00:00,2017-11-27 02:00:00,long,2602.13,2599.1804179278547,2610.978746216437,2599.1804179278547,-2.949582072145404,-0.9999999999999611,1,-0.9999999999999611,-2.017093244609332,2.949582072145404,Research_2015_2024,2017
2018-03-01 19:00:00,2018-03-02 21:00:00,short,2671.51,2691.8123628535695,2610.602911439292,2691.8123628535695,-20.30236285356932,-0.9999999999999954,24,-0.9999999999999954,-1.147766051746656,20.30236285356932,Research_2015_2024,2018
2018-03-09 21:00:00,2018-03-13 16:00:00,long,2785.76,2775.3513825905925,2816.985852228224,2775.3513825905925,-10.408617409407725,-0.9999999999999898,43,-0.9999999999999898,-1.2882227179652481,10.408617409407725,Research_2015_2024,2018
2018-04-02 15:00:00,2018-04-03 12:00:00,short,2579.26,2594.521645552003,2533.4750633439917,2594.521645552003,-15.261645552002847,-0.9999999999999972,19,-0.9999999999999972,-1.1965712013018317,15.261645552002847,Research_2015_2024,2018
2018-05-03 14:00:00,2018-05-03 15:00:00,short,2595.88,2607.2529358944607,2561.761192316618,2607.2529358944607,-11.372935894460625,-0.9999999999999808,0,-0.9999999999999808,-1.2637841299590002,11.372935894460625,Research_2015_2024,2018
2018-06-25 13:00:00,2018-06-25 16:00:00,short,2729.76,2738.298000998283,2704.1459970051515,2704.1459970051515,25.61400299484876,3.0000000000000244,2,3.0000000000000244,2.648629696740118,8.538000998282769,Research_2015_2024,2018
