case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak
TrendBreak manual_default_H1_mid_session,SPX500専用最適化なしの参考値,220,25.0,-64.8766429659875,-0.2948938316635795,0.698202377035744,73.66470938027403,11,198,25.757575757575758,-55.72316054104346,-0.28143010374264377,0.7131058476549421,73.66470938027403,11,22,18.181818181818183,-9.15348242494404,-0.4160673829520018,0.5586213307472279,10.873042705437637,7
TrendBreak index_conservative_H1_mid,SPX500専用最適化なしの参考値,75,32.0,2.4820962976476255,0.03309461730196834,1.0388394716821432,13.859958620884813,6,69,31.88405797101449,1.282671298739188,0.018589439112162143,1.0216192534328965,13.859958620884813,6,6,33.33333333333333,1.199424998908437,0.1999041664847395,1.2620837388591843,2.3785375765652064,2
TrendBreak index_conservative_H1_any,SPX500専用最適化なしの参考値,80,33.75,8.287652636784834,0.10359565795981043,1.124891088253729,14.374729760250894,7,73,32.87671232876712,4.198475663314937,0.057513365250889556,1.067955694112566,14.374729760250894,7,7,42.857142857142854,4.089176973469897,0.5841681390671282,1.8935171361604137,2.3785375765652064,2
