timeframe,symbol,variant,signal_time,period,year,max_hold,signal_kind,shelf_high,shelf_low,shelf_range_atr,sharp_drop_atr,signal_range_atr,body_ratio,close_location,lower_wick_ratio,d1_ema50_prev,stop,entry_time,entry,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,mfe_r,mae_r,hold_mode
H1,XAUUSD,SQZ_PINE,2017-03-08 01:00:00,DEV_2015_2021,2017,120,short_squeeze,1216.792,1214.078,1.284876465046343,3.0280286921285278,1.0562120094025222,0.5705961452263173,0.57507844016132,0.004482294935002658,1222.3808420125972,1213.5499336695334,2017-03-08 02:00:00,1217.541,1225.523132660933,2017-03-08 07:00:00,1213.5499336695334,stop,6,3.9910663304665377,-1.0,-1.0876958614614713,0.20996894829908955,1.0097552048273986,hold120
H1,XAUUSD,SQZ_PINE,2017-03-15 03:00:00,DEV_2015_2021,2017,120,short_squeeze,1201.368,1197.488,2.00143026613233,3.2084784163256512,0.45754346547920566,0.3382187147691105,0.6956031567080057,0.35738444193889524,1218.311199163707,1197.0033465916779,2017-03-15 04:00:00,1201.419,1210.2503068166445,2017-03-15 18:00:00,1210.2503068166445,target,15,4.415653408322214,2.0,1.9207365325954957,4.130758987021705,0.876653949493498,hold120
H1,XAUUSD,SQZ_PINE,2017-05-01 11:00:00,DEV_2015_2021,2017,120,short_squeeze,1263.691,1261.731,1.1765545280371803,4.430688250735765,0.9130303250737085,0.5989480604865768,0.8073635765942616,0.20841551610768483,1255.2501022004863,1261.3145297146682,2017-05-01 12:00:00,1263.799,1268.7679405706635,2017-05-01 15:00:00,1261.3145297146682,stop,4,2.4844702853317813,-1.0,-1.1408751000430648,1.8885313411480098,2.2741266149800534,hold120
H1,XAUUSD,SQZ_PINE,2017-05-19 01:00:00,DEV_2015_2021,2017,120,short_squeeze,1249.729,1246.0,1.0991130842412244,3.617434937756047,0.5544198743517871,0.600212652844275,0.600744284954842,0.0005316321105668834,1246.2113655372289,1245.151816120319,2017-05-19 02:00:00,1250.372,1260.8123677593624,2017-05-22 17:00:00,1260.8123677593624,target,39,5.220183879681144,2.0,1.9329525533837104,2.3344005270450854,0.5844621703606574,hold120
H1,XAUUSD,SQZ_PINE,2017-07-03 23:00:00,DEV_2015_2021,2017,120,short_squeeze,1223.099,1218.489,1.7917745444597162,4.578547534432943,0.7423621214572389,0.549738219895425,0.7554973821990019,0.2057591623035768,1254.842753869111,1217.8457829147012,2017-07-04 00:00:00,1223.361,1234.391434170598,2017-07-05 10:00:00,1217.8457829147012,stop,31,5.5152170852989,-1.0,-1.0634607839704224,0.9863618994255787,1.0755696300354292,hold120
H1,XAUUSD,SQZ_PINE,2017-07-09 22:00:00,DEV_2015_2021,2017,120,short_squeeze,1212.951,1207.251,2.0590129878204397,5.598347944779126,0.8644242245358479,0.2979523610530534,0.6987045549519453,0.40075219389889194,1248.9062677558081,1206.5589208298202,2017-07-09 23:00:00,1212.958,1225.75615834036,2017-07-10 06:00:00,1206.5589208298202,stop,8,6.399079170179903,-1.0,-1.0546953695511625,0.11939217810590354,1.269870208493064,hold120
H1,XAUUSD,SQZ_PINE,2017-08-30 02:00:00,DEV_2015_2021,2017,120,short_squeeze,1312.538,1304.989,2.2092962010014947,3.4068640980075036,0.5560554751494308,0.6905263157895067,0.864736842105237,0.1742105263157304,1270.9476569429698,1304.1347686845502,2017-08-30 03:00:00,1313.182,1331.2764626308997,2017-08-31 01:00:00,1304.1347686845502,stop,22,9.047231315449835,-1.0,-1.0386858683940627,0.05073375312248642,1.6462494967455648,hold120
H1,XAUUSD,SQZ_PINE,2017-10-27 03:00:00,DEV_2015_2021,2017,120,short_squeeze,1268.002,1265.381,1.173662966039745,3.4256091912264828,0.6224309510855318,0.3258992805755511,0.5827338129496544,0.2568345323741033,1288.3567452043992,1264.8227051411184,2017-10-27 04:00:00,1268.012,1274.390589717763,2017-10-27 07:00:00,1264.8227051411184,stop,4,3.189294858881567,-1.0,-1.109742126547332,0.030414246500242468,1.023423717286688,hold120
H1,XAUUSD,SQZ_PINE,2017-11-13 05:00:00,DEV_2015_2021,2017,120,short_squeeze,1276.542,1274.261,1.3318218083354032,4.507524927816562,0.948215088442251,0.8429802955664375,0.8639162561576352,0.020935960591197664,1283.1467345037195,1273.8328271044736,2017-11-13 06:00:00,1277.032,1283.4303457910526,2017-11-14 08:00:00,1273.8328271044736,stop,26,3.199172895526317,-1.0,-1.1094032774813678,0.8408423326422015,2.228701052690958,hold120
H1,XAUUSD,SQZ_PINE,2017-11-21 02:00:00,DEV_2015_2021,2017,120,short_squeeze,1279.901,1274.651,2.331218451952686,6.052287142879017,0.5723696351557167,0.3188518231186887,0.8456167571760775,0.5267649340573889,1283.2793212494023,1274.0879896999998,2017-11-21 03:00:00,1279.902,1291.5300206000006,2017-11-22 16:00:00,1291.5300206000006,target,37,5.814010300000291,2.0,1.9398005882445515,2.050047967751153,0.607498063771916,hold120
H1,XAUUSD,SQZ_PINE,2018-01-26 06:00:00,DEV_2015_2021,2018,120,short_squeeze,1353.762,1345.841,2.1936276384978095,3.0432740966358227,0.6784986383436056,0.7555102040815719,0.8502040816326715,0.09469387755109958,1307.5612071898447,1344.9382715855475,2018-01-26 07:00:00,1354.201,1372.7264568289052,2018-01-29 12:00:00,1344.9382715855475,stop,29,9.262728414452567,-1.0,-1.0377858428251048,0.3141622932029001,1.3904110564123981,hold120
H1,XAUUSD,SQZ_PINE,2018-03-29 01:00:00,DEV_2015_2021,2018,120,short_squeeze,1326.931,1323.5,1.290296810603445,3.7862746398004403,0.8393886567377182,0.411738351254385,0.6581541218637637,0.2464157706093786,1327.0984654137676,1322.8352304733678,2018-03-29 02:00:00,1327.119,1335.6865390532641,2018-03-29 12:00:00,1322.8352304733678,stop,11,4.283769526632113,-1.0,-1.0817037419553488,0.26845515213891946,1.3259350123033895,hold120
H1,XAUUSD,SQZ_PINE,2018-06-17 23:00:00,DEV_2015_2021,2018,120,short_squeeze,1280.549,1275.348,1.7457115969438197,6.555900579024498,0.647802995981863,0.5119170984456082,0.8290155440414941,0.31709844559588596,1305.4373936594016,1274.6031747938912,2018-06-18 00:00:00,1280.909,1293.520650412218,2018-06-19 11:00:00,1274.6031747938912,stop,35,6.305825206108921,-1.0,-1.0555042343484347,0.4946220198077022,1.3923633645116522,hold120
H1,XAUUSD,SQZ_PINE,2018-08-29 02:00:00,DEV_2015_2021,2018,120,short_squeeze,1203.339,1199.599,1.7350148915176187,4.67247860624749,0.8865276624839218,0.32548403976982,0.6556776556776766,0.3301936159078566,1220.2650777354736,1199.0600997262495,2018-08-29 03:00:00,1203.479,1212.316800547501,2018-08-30 13:00:00,1199.0600997262495,stop,34,4.418900273750523,-1.0,-1.0792052271646029,0.9796555097012248,1.634116986729644,hold120
H1,XAUUSD,SQZ_PINE,2018-09-14 01:00:00,DEV_2015_2021,2018,120,short_squeeze,1203.158,1200.148,1.3970642748144142,4.386596166535249,0.5620746966113882,0.8340214698596039,0.8505367464904723,0.016515276630868374,1211.2354069988623,1199.60937052277,2018-09-14 02:00:00,1203.898,1212.4752589544598,2018-09-14 14:00:00,1199.60937052277,stop,13,4.288629477229961,-1.0,-1.081611153833276,1.075868182247404,1.559705737115881,hold120
H1,XAUUSD,SQZ_PINE,2018-11-07 00:00:00,DEV_2015_2021,2018,120,short_squeeze,1227.828,1223.418,1.9699933931477274,3.5915525807046174,2.087478259904572,0.545687994864103,0.6404879092659826,0.09479991440187961,1217.7255310206556,1222.8583534530446,2018-11-07 01:00:00,1230.415,1245.5282930939106,2018-11-08 04:00:00,1222.8583534530446,stop,27,7.556646546955335,-1.0,-1.0463168414488244,0.7943999977633744,1.0185735103755917,hold120
