timeframe,symbol,variant,signal_time,period,year,max_hold,signal_kind,shelf_high,shelf_low,shelf_range_atr,sharp_drop_atr,signal_range_atr,body_ratio,close_location,lower_wick_ratio,d1_ema50_prev,stop,entry_time,entry,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,mfe_r,mae_r,hold_mode
H1,SILVER,SQZ_PINE,2021-04-26 00:00:00,DEV_2015_2021,2021,480,short_squeeze,26.056,25.908,1.3621706754042235,3.147718722893539,1.4173938108935862,0.824675324675341,0.8311688311688323,0.006493506493491364,25.710829891743426,25.880837471347693,2021-04-26 01:00:00,26.075,26.463325057304612,2021-04-26 06:00:00,25.880837471347693,stop,6,0.19416252865230632,-1.0,-1.1802613523986178,0.31416978560901826,1.2206268719563422,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-05-05 01:00:00,DEV_2015_2021,2021,480,short_squeeze,26.522,26.361,1.0735835531166955,3.89424096285815,0.5801352119326305,0.6551724137931302,0.712643678160935,0.05747126436780483,25.857279491058478,26.323508740113287,2021-05-05 02:00:00,26.543,26.981982519773425,2021-05-05 06:00:00,26.323508740113287,stop,5,0.2194912598867127,-1.0,-1.1594596523709642,0.32803128487740674,1.093437616258028,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-06-18 00:00:00,DEV_2015_2021,2021,480,short_squeeze,26.027,25.764,1.498907656580616,3.6646297459366197,1.082861044678012,0.7421052631578805,0.8421052631578898,0.10000000000000935,27.23240005179144,25.720134722702003,2021-06-18 01:00:00,26.143,26.988730554595996,2021-06-21 05:00:00,25.720134722702003,stop,28,0.4228652772979977,-1.0,-1.0827686780613468,0.8111330450011959,1.4307157207747052,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-08-10 01:00:00,DEV_2015_2021,2021,480,short_squeeze,23.482,23.37,0.6853657331829993,3.1453391683577365,0.7037237438932592,0.4608695652173738,0.7739130434782595,0.3130434782608857,25.646288834943203,23.329145900291863,2021-08-10 02:00:00,23.522,23.90770819941627,2021-08-10 11:00:00,23.329145900291863,stop,10,0.1928540997081356,-1.0,-1.1814843451758037,0.7414931817182842,1.0059417989744457,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-09-03 00:00:00,DEV_2015_2021,2021,480,short_squeeze,23.913,23.756,1.8553919478006131,3.249890354427808,0.720884769527626,0.7377049180327573,0.9672131147541165,0.22950819672135922,24.53287696421559,23.73484544015267,2021-09-03 01:00:00,23.924,24.302309119694655,2021-09-03 12:00:00,24.302309119694655,target,12,0.18915455984732787,2.0,1.8149661312513445,2.215119743019611,0.2960541899978523,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-09-17 00:00:00,DEV_2015_2021,2021,480,short_squeeze,22.936,22.727,1.8326394066770686,4.954264424749033,0.2893641168437591,0.8181818181818182,1.0,0.18181818181818182,24.316110204918736,22.69848920851007,2021-09-17 01:00:00,22.948,23.447021582979865,2021-09-17 13:00:00,22.69848920851007,stop,13,0.24951079148993216,-1.0,-1.140274493904655,0.709388154889251,1.8676546902734037,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-09-23 07:00:00,DEV_2015_2021,2021,480,short_squeeze,22.701,22.483,1.7947671488078738,3.5813014207863434,1.6795068731963643,0.5343137254902031,0.946078431372553,0.41176470588234987,23.976635248652748,22.452633943859404,2021-09-23 08:00:00,22.739,23.311732112281195,2021-09-24 12:00:00,22.452633943859404,stop,28,0.2863660561405972,-1.0,-1.122221189451365,0.4609484859308529,1.292052574200142,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-09-30 00:00:00,DEV_2015_2021,2021,480,short_squeeze,21.567,21.432,1.192288649895517,6.862283562731905,0.40626131774216595,0.4565217391303811,0.7391304347825952,0.2826086956522142,23.623384854443756,21.403693096295967,2021-09-30 01:00:00,21.58,21.93261380740806,2021-09-30 14:00:00,21.93261380740806,target,14,0.17630690370403101,2.0,1.8014825326479833,3.017465503750643,0.669287461358217,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-10-11 01:00:00,DEV_2015_2021,2021,480,short_squeeze,22.745,22.551,1.6134092113813772,3.642645539098102,1.5136107034608477,0.5549450549450542,0.6483516483516454,0.09340659340659116,23.30212931428565,22.520939430333065,2021-10-11 02:00:00,22.748,23.202121139333872,2021-10-11 08:00:00,22.520939430333065,stop,7,0.22706056966693566,-1.0,-1.154143892316222,0.1321233362710362,1.0613908013774083,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-10-20 03:00:00,DEV_2015_2021,2021,480,short_squeeze,23.757,23.559,1.9258581863364097,3.170857417907386,0.6905855112620591,0.29577464788727886,0.8450704225351753,0.5492957746478965,23.262770508455972,23.533297172890926,2021-10-20 04:00:00,23.773,24.252405654218148,2021-10-20 15:00:00,24.252405654218148,target,12,0.23970282710907398,2.0,1.8539858689940532,2.4071472454408918,0.1376704663770402,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-11-17 01:00:00,DEV_2015_2021,2021,480,short_squeeze,24.903,24.756,1.3830595745602479,4.6290157189363965,1.2325224780094874,0.9007633587786404,0.9312977099236617,0.03053435114502119,23.973287475114713,24.72942847649084,2021-11-17 02:00:00,24.974,25.463143047018324,2021-11-18 13:00:00,24.72942847649084,stop,35,0.2445715235091619,-1.0,-1.1431074210840781,0.9199762783976472,1.2552565220803316,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-11-23 01:00:00,DEV_2015_2021,2021,480,short_squeeze,24.289,24.091,1.7060671321429102,4.57536185438324,0.6548540507214935,0.460526315789494,1.0,0.539473684210506,24.094693442595627,24.061985901394266,2021-11-23 02:00:00,24.298,24.770028197211463,2021-11-23 06:00:00,24.061985901394266,stop,5,0.23601409860573241,-1.0,-1.1482962255507818,0.06355552523605147,1.4278808003032346,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-11-23 20:00:00,DEV_2015_2021,2021,480,short_squeeze,23.597,23.266,2.2781231114680973,3.3311528276451505,0.8809660370631843,0.7265624999999991,0.8046875000000113,0.07812500000001214,24.094693442595627,23.22967623874959,2021-11-23 21:00:00,23.658,24.514647522500823,2021-11-26 13:00:00,23.22967623874959,stop,58,0.42832376125041094,-1.0,-1.0817138883395687,0.140080951439257,1.0622805484143925,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-12-02 02:00:00,DEV_2015_2021,2021,480,short_squeeze,22.435,22.172,1.9906654666625914,3.7996732481544973,1.1807749536097494,0.5320512820512759,0.8397435897435749,0.30769230769229894,23.82853825166029,22.138970844121676,2021-12-02 03:00:00,22.455,23.087058311756643,2021-12-03 15:00:00,22.138970844121676,stop,36,0.31602915587832214,-1.0,-1.110749275340519,0.3828760661772288,1.363798219193236,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2021-12-29 03:00:00,DEV_2015_2021,2021,480,short_squeeze,23.029,22.944,1.1006723258062068,4.583976509828147,0.40142167176459714,0.22580645161284407,0.9032258064516056,0.6774193548387615,23.04714625248965,22.92469361834419,2021-12-29 04:00:00,23.032,23.24661276331162,2021-12-29 10:00:00,22.92469361834419,stop,7,0.10730638165581041,-1.0,-1.3261688583654239,1.0903358979644207,2.0502042525826454,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-01-04 00:00:00,VALID_2022_2023,2022,480,short_squeeze,22.921,22.76,1.6185348603964211,3.3074408016796943,0.42222648532082724,0.40476190476187657,0.7857142857142857,0.38095238095240913,23.052343630279488,22.735131830036618,2022-01-04 01:00:00,22.924,23.301736339926762,2022-01-04 02:00:00,22.735131830036618,stop,2,0.1888681699633814,-1.0,-1.1853144444973767,0.5082910477642315,1.0695290796705599,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-02-15 18:00:00,VALID_2022_2023,2022,480,short_squeeze,23.356,23.067,2.1878971578327073,3.6338776323864614,0.6889226344732793,0.7362637362637294,0.8131868131868213,0.07692307692309194,23.11144363246598,23.033977424079854,2022-02-15 19:00:00,23.372,24.04804515184029,2022-02-18 13:00:00,24.04804515184029,target,64,0.33802257592014584,2.0,1.896456620080108,2.0974930389486564,0.3106301397596755,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-05-30 01:00:00,VALID_2022_2023,2022,480,short_squeeze,22.106,22.002,1.1487220485024237,3.6449834231325755,1.8998095417539647,0.33139534883720007,0.9069767441860365,0.5755813953488363,22.839460665985463,21.97936615220897,2022-05-30 02:00:00,22.122,22.407267695582057,2022-05-30 14:00:00,21.97936615220897,stop,13,0.1426338477910285,-1.0,-1.2453835505530098,1.0446328294971008,1.577465682126495,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-06-06 00:00:00,VALID_2022_2023,2022,480,short_squeeze,21.944,21.846,0.9768861264625358,5.303096115082393,1.0366954811439184,0.5480769230769139,0.7019230769230861,0.15384615384617223,22.639665568209786,21.820920311245775,2022-06-06 01:00:00,21.963,22.247159377508453,2022-06-06 01:00:00,22.247159377508453,target,1,0.14207968875422594,2.0,1.753659370266891,2.0059165563981662,0.04222982223996297,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-06-29 01:00:00,VALID_2022_2023,2022,480,short_squeeze,20.864,20.773,1.0121189610975971,4.582340790903342,1.4570064165250978,0.541984732824438,0.7938931297709849,0.2519083969465469,21.987715198922597,20.75052240509818,2022-06-29 02:00:00,20.884,21.15095518980364,2022-06-29 06:00:00,20.75052240509818,stop,5,0.13347759490181943,-1.0,-1.262216291998254,0.15732977519895772,1.0413732739359138,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-07-06 00:00:00,VALID_2022_2023,2022,480,short_squeeze,19.277,19.095,1.543258176249535,5.401403616873312,0.5766019559613396,0.8382352941176532,1.0,0.1617647058823468,21.553340318113076,19.065516922767532,2022-07-06 01:00:00,19.282,19.714966154464935,2022-07-06 05:00:00,19.065516922767532,stop,5,0.21648307723246774,-1.0,-1.1616754549475283,0.20786844207540064,1.7183791211565798,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-07-25 02:00:00,VALID_2022_2023,2022,480,short_squeeze,18.624,18.409,2.099695647576271,3.105596353159337,0.7031538912813482,0.7638888888888937,0.8888888888888998,0.12500000000000616,20.26617064860016,18.383401051856232,2022-07-25 03:00:00,18.631,19.126197896287536,2022-07-25 13:00:00,18.383401051856232,stop,11,0.24759894814376793,-1.0,-1.1413576279802184,0.5856244587751865,1.2843350199345565,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-08-03 04:00:00,VALID_2022_2023,2022,480,short_squeeze,19.998,19.771,2.067067446663144,3.1051541819917445,0.3096048157997558,0.47058823529418525,0.5588235294118384,0.0882352941176532,20.09948565531988,19.743545646688204,2022-08-03 05:00:00,19.995,20.497908706623594,2022-08-05 12:00:00,19.743545646688204,stop,54,0.25145435331179655,-1.0,-1.139190272663926,1.527116134369926,1.3919027266392598,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-08-12 01:00:00,VALID_2022_2023,2022,480,short_squeeze,20.306,20.226,0.8967101228020852,3.5644227381381817,1.0760521473624385,0.593750000000044,0.8125000000000231,0.21874999999997918,20.141484743862634,20.203696248217312,2022-08-12 02:00:00,20.312,20.52860750356538,2022-08-12 13:00:00,20.52860750356538,target,12,0.1083037517826888,2.0,1.6768348332915783,2.3360224907780105,0.60939717150733,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-10-16 23:00:00,VALID_2022_2023,2022,480,short_squeeze,18.34,18.078,1.805251338866937,3.3831236923040606,0.5512217828601452,0.7499999999999667,0.8499999999999978,0.10000000000003109,19.377346600748385,18.041716963621745,2022-10-17 00:00:00,18.387,19.07756607275651,2022-10-21 15:00:00,19.07756607275651,target,106,0.3452830363782553,2.0,1.8986338849219981,2.0273223015600275,0.4952458765239483,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-11-29 01:00:00,VALID_2022_2023,2022,480,short_squeeze,21.003,20.876,0.9021683093249613,4.240901422574864,1.6835739315749558,0.9282700421940807,0.9704641350210912,0.04219409282701048,20.390025892253536,20.840807010319665,2022-11-29 02:00:00,21.137,21.72938597936067,2022-11-30 13:00:00,21.72938597936067,target,35,0.2961929896803355,2.0,1.8818338001929968,2.467985487397678,0.24646093102603547,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-12-06 01:00:00,VALID_2022_2023,2022,480,short_squeeze,22.286,22.155,0.9117491640423929,5.658412750889031,1.5033421330775383,0.819444444444455,0.8379629629629631,0.01851851851850816,20.840161435328046,22.11908003287352,2022-12-06 02:00:00,22.448,23.105839934252963,2022-12-06 18:00:00,22.11908003287352,stop,17,0.3289199671264811,-1.0,-1.1064088638514957,0.4560379879349751,1.3255504182643398,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2022-12-07 01:00:00,VALID_2022_2023,2022,480,short_squeeze,22.207,22.012,1.6297337577785243,3.267825124571278,1.4291511414365448,0.6783625730994365,0.8947368421052796,0.21637426900584308,20.89235118296224,21.98208713860941,2022-12-07 02:00:00,22.229,22.72282572278118,2022-12-07 14:00:00,22.72282572278118,target,13,0.24691286139059088,2.0,1.8582495873123688,2.2153564497181155,0.190350554180535,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-01-12 01:00:00,VALID_2022_2023,2023,480,short_squeeze,23.479,23.315,1.3256345230579671,3.475749054359346,1.034641578972086,0.6953125000000164,0.8984375000000148,0.20312499999999828,22.77565651600276,23.284071415019113,2023-01-12 02:00:00,23.536,24.039857169961778,2023-01-12 13:00:00,23.284071415019113,stop,12,0.2519285849808881,-1.0,-1.1389282601760151,2.5324637140656283,1.091579187097265,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-06-08 00:00:00,VALID_2022_2023,2023,480,short_squeeze,23.499,23.384,1.0228377947089415,4.865150206137385,0.8805299276190156,0.8383838383838566,0.979797979797991,0.14141414141413453,23.88876466324432,23.355891926414216,2023-06-08 01:00:00,23.526,23.866216147171567,2023-06-08 12:00:00,23.866216147171567,target,12,0.17010807358578361,2.0,1.7942484488700647,2.3220532198949715,0.2704163243421958,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-06-14 01:00:00,VALID_2022_2023,2023,480,short_squeeze,23.698,23.583,1.009318041083475,6.1173449968275575,1.6675689374422455,0.8736842105263118,0.9105263157894772,0.036842105263165274,23.925470615518343,23.55451542048219,2023-06-14 02:00:00,23.837,24.40196915903562,2023-06-14 12:00:00,23.55451542048219,stop,11,0.2824845795178099,-1.0,-1.1239005685186205,0.527462420264986,1.0513848242865784,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-07-21 00:00:00,VALID_2022_2023,2023,480,short_squeeze,24.807,24.703,1.094681332391746,4.2629417271025165,0.7999594352093643,0.6578947368421102,0.9078947368421335,0.25000000000002337,23.762626802274127,24.67924879567171,2023-07-21 01:00:00,24.838,25.15550240865658,2023-07-21 08:00:00,24.67924879567171,stop,8,0.15875120432828993,-1.0,-1.220470768383097,0.2834624164925407,1.2157388085125111,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-07-28 02:00:00,VALID_2022_2023,2023,480,short_squeeze,24.205,24.076,1.0391325203982371,4.921782712894066,0.9263584484170364,0.7391304347826262,0.9565217391304428,0.21739130434781667,23.925997058485738,24.044964497437114,2023-07-28 03:00:00,24.219,24.567071005125776,2023-07-31 12:00:00,24.567071005125776,target,33,0.17403550256288725,2.0,1.7988916084098818,2.0110839159011613,0.6033251747703545,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-08-08 02:00:00,VALID_2022_2023,2023,480,short_squeeze,23.13,23.045,1.0045605878482915,5.259170136382402,1.229109425132057,0.7403846153846035,0.8749999999999829,0.13461538461537936,23.915563558250586,23.023846472520376,2023-08-08 03:00:00,23.174,23.474307054959247,2023-08-08 10:00:00,23.023846472520376,stop,8,0.15015352747962396,-1.0,-1.2330947569962996,0.03329925099946461,1.1854533355811816,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-08-17 23:00:00,VALID_2022_2023,2023,480,short_squeeze,22.7,22.569,1.4793431111511515,3.4329794335110866,0.5194639932286407,0.6086956521739701,0.8478260869565654,0.23913043478259527,23.559575918406058,22.546861795716534,2023-08-18 00:00:00,22.708,23.030276408566927,2023-08-21 12:00:00,23.030276408566927,target,36,0.16113820428346415,2.0,1.782795146839105,3.4814835035217606,0.5585267652708699,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-08-31 01:00:00,VALID_2022_2023,2023,480,short_squeeze,24.628,24.58,0.6221080523167793,4.886140327571171,0.7646744809726926,0.2542372881355983,0.35593220338983766,0.10169491525423933,23.678067213193817,24.56071074638029,2023-08-31 02:00:00,24.632,24.774578507239422,2023-08-31 03:00:00,24.56071074638029,stop,2,0.07128925361971028,-1.0,-1.4909575878954529,0.1402735965415295,1.136216131986658,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-09-04 02:00:00,VALID_2022_2023,2023,480,short_squeeze,24.2,24.086,1.1774706081136839,6.217871106003801,1.0741837126651363,0.8942307692307453,0.8942307692307453,0.0,23.741767506954638,24.061795574170926,2023-09-04 03:00:00,24.271,24.68940885165815,2023-09-04 10:00:00,24.061795574170926,stop,8,0.20920442582907484,-1.0,-1.1673004758923982,0.03346009517846945,1.2189034672160513,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-09-21 05:00:00,VALID_2022_2023,2023,480,short_squeeze,23.187,23.018,1.9080950114950888,4.49362020458605,0.880659236074647,0.5128205128205514,0.8076923076923445,0.2948717948717931,23.44929120416936,22.99585749674651,2023-09-21 06:00:00,23.187,23.569285006506984,2023-09-21 12:00:00,22.99585749674651,stop,7,0.19114250325349147,-1.0,-1.1831094571027119,0.3923774080772342,2.0298991244529194,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-10-13 00:00:00,VALID_2022_2023,2023,480,short_squeeze,21.851,21.754,1.0957344842479058,3.8181263471732136,0.7342550667640919,1.0,1.0,0.0,22.69487894032126,21.731868726093218,2023-10-13 01:00:00,21.892,22.212262547813562,2023-10-13 11:00:00,22.212262547813562,target,11,0.1601312739067815,2.0,1.781429328911884,2.9163572399471493,0.3059989395233579,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-12-06 00:00:00,VALID_2022_2023,2023,480,short_squeeze,24.194,23.98,1.5866599752295614,3.0324482704154145,0.5783153180743253,0.743589743589747,0.7692307692307587,0.025641025641011627,23.62357805358396,23.946281370403725,2023-12-06 01:00:00,24.223,24.776437259192548,2023-12-06 16:00:00,23.946281370403725,stop,16,0.27671862959627447,-1.0,-1.1264822684727236,0.4625637247002448,1.0299270432778884,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2023-12-18 02:00:00,VALID_2022_2023,2023,480,short_squeeze,23.866,23.705,1.4088940075355523,3.0015567986626723,0.7350751343663656,0.7976190476190531,0.8452380952381169,0.04761904761906373,23.582558394114105,23.676431491805115,2023-12-18 03:00:00,23.875,24.27213701638977,2023-12-18 17:00:00,23.676431491805115,stop,15,0.19856850819488514,-1.0,-1.176261585072943,0.8661997895013198,1.1431822803302278,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-01-11 23:00:00,OOS_2024_2026,2024,480,short_squeeze,22.769,22.462,2.48823460714093,3.4284144586990966,1.3454297875745835,0.939759036144569,0.987951807228901,0.04819277108433193,23.577313074268904,22.43115483781966,2024-01-12 00:00:00,22.877,23.76869032436068,2024-01-18 13:00:00,22.43115483781966,stop,104,0.44584516218034054,-1.0,-1.078502590067004,1.4489335195224107,1.2268833361900287,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-02-23 01:00:00,OOS_2024_2026,2024,480,short_squeeze,22.805,22.671,1.6191752760885594,3.371267925587364,1.317090336519816,0.7981651376146637,0.8440366972477139,0.04587155963305025,22.952738730279304,22.650310454837893,2024-02-23 02:00:00,22.815,23.144379090324218,2024-02-23 05:00:00,22.650310454837893,stop,4,0.16468954516210843,-1.0,-1.2125210799844561,0.11536858627726569,1.2933425724768335,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-04-22 23:00:00,OOS_2024_2026,2024,480,short_squeeze,27.27,27.094,1.0448079478355516,3.460926327205308,0.635195741013682,0.6915887850466923,0.8691588785046493,0.17757009345795696,25.984684732021794,27.05188699723126,2024-04-23 00:00:00,27.301,27.799226005537474,2024-04-23 01:00:00,27.05188699723126,stop,2,0.2491130027687376,-1.0,-1.140498487076133,0.22078333683393536,2.191776398387662,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-06-03 01:00:00,OOS_2024_2026,2024,480,short_squeeze,30.491,30.178,1.2881253449345227,5.2183480427379605,1.2757790956220652,0.5354838709677392,0.9258064516129048,0.39032258064516556,28.70808852848199,30.117252806174715,2024-06-03 02:00:00,30.588,31.529494387650573,2024-06-03 03:00:00,30.117252806174715,stop,2,0.47074719382528585,-1.0,-1.0743498855842146,0.08072273292000474,1.0345255508432156,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-06-10 01:00:00,OOS_2024_2026,2024,480,short_squeeze,29.367,29.104,1.086831228113718,4.40517904627078,1.0413744086868975,0.6269841269841347,0.7936507936507943,0.1666666666666596,28.982085869987003,29.043503026505675,2024-06-10 02:00:00,29.461,30.295993946988645,2024-06-11 02:00:00,29.043503026505675,stop,24,0.41749697349432324,-1.0,-1.0838329430440194,0.962881231534166,1.0586903092987574,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-07-18 03:00:00,OOS_2024_2026,2024,480,short_squeeze,30.397,30.198,1.2224672811856128,3.962268323440863,0.58973295976794,0.3645833333333345,0.5729166666666632,0.2083333333333287,29.860912092318994,30.157303614284263,2024-07-18 04:00:00,30.402,30.891392771431477,2024-07-18 14:00:00,30.157303614284263,stop,11,0.24469638571573782,-1.0,-1.1430343970861074,0.7601256530861674,1.3036563620133843,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-08-02 02:00:00,OOS_2024_2026,2024,480,short_squeeze,28.536,28.164,1.968683038797377,3.032406938792737,1.6776143099429275,0.8359621451104114,0.8832807570977949,0.04731861198738347,29.363649922396572,28.1167602980433,2024-08-02 03:00:00,28.769,30.073479403913396,2024-08-02 14:00:00,28.1167602980433,stop,12,0.6522397019566988,-1.0,-1.0536612535161556,0.6883972236786807,1.0762914276668838,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-08-21 02:00:00,OOS_2024_2026,2024,480,short_squeeze,29.507,29.317,1.4649590159607486,3.50819132769544,0.701638265539099,0.7032967032966956,0.8131868131868213,0.10989010989012576,28.787532516319164,29.28457588472955,2024-08-21 03:00:00,29.548,30.074848230540898,2024-08-21 13:00:00,29.28457588472955,stop,11,0.26342411527044973,-1.0,-1.132865588118486,0.43655836096074535,1.1312555788373835,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-08-23 01:00:00,OOS_2024_2026,2024,480,short_squeeze,29.105,28.772,2.2054537465235025,3.7684780233389295,0.7550202015125511,0.3333333333333022,0.7543859649122626,0.4210526315789605,28.827586917217346,28.73425266563344,2024-08-23 02:00:00,29.107,29.852494668733115,2024-08-23 15:00:00,29.852494668733115,target,14,0.37274733436655794,2.0,1.9061026149000402,2.0630596897676834,0.27900937286844846,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-09-19 04:00:00,OOS_2024_2026,2024,480,short_squeeze,30.392,29.895,2.047081791280222,3.4351432875808956,0.5272162359836393,0.6640625000000061,0.9843750000000087,0.3203125000000026,29.162767417794086,29.834303841923045,2024-09-19 05:00:00,30.431,31.624392316153912,2024-09-24 15:00:00,31.624392316153912,target,80,0.5966961580769556,2.0,1.9413436813255194,2.1702837909557693,0.1541823233729236,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2024-10-23 23:00:00,OOS_2024_2026,2024,480,short_squeeze,33.791,33.455,1.6504708230452525,4.150737635337067,0.5255963632911954,0.5700934579439283,0.626168224299071,0.05607476635514267,31.117902393347336,33.40410543171856,2024-10-24 00:00:00,33.811,34.624789136562875,2024-10-24 15:00:00,33.40410543171856,stop,16,0.40689456828143733,-1.0,-1.086017368449596,1.187039684604292,1.1649209327172547,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2025-02-10 04:00:00,OOS_2024_2026,2025,480,short_squeeze,32.014,31.639,2.2368409748563067,3.7340332006934123,0.4235085579061112,0.5070422535210605,0.8732394366197098,0.36619718309864935,30.779448913549356,31.597088214113647,2025-02-10 05:00:00,32.042,32.93182357177271,2025-02-11 12:00:00,31.597088214113647,stop,31,0.4449117858863545,-1.0,-1.0786672799199353,0.6428240587743285,1.285648117548657,hold480_H1_equiv_30d
H1,SILVER,SQZ_PINE,2025-02-17 02:00:00,OOS_2024_2026,2025,480,short_squeeze,32.374,31.897,2.1633921283429203,4.62612153230556,0.8299806278548236,0.4098360655737476,0.6775956284152751,0.2677595628415275,31.062604699396058,31.84187823153385,2025-02-17 03:00:00,32.394,33.49824353693229,2025-02-25 12:00:00,31.84187823153385,stop,146,0.5521217684661472,-1.0,-1.063391813181418,1.4489557298609852,1.2624026796413752,hold480_H1_equiv_30d
H1,XAUUSD,SQZ_STRICT,2015-01-29 23:00:00,DEV_2015_2021,2015,120,short_squeeze,1258.95,1252.05,1.4748769340178638,3.830191272560226,0.6284258240597402,0.9323129251701179,0.9323129251701179,0.0,1235.1297717369705,1250.8804108904187,2015-01-30 00:00:00,1260.679,1280.2761782191628,2015-01-30 19:00:00,1280.2761782191628,target,20,9.798589109581371,2.0,1.9642805718164165,2.248589031910251,0.3712779420909481,hold120
H1,XAUUSD,SQZ_STRICT,2015-03-18 00:00:00,DEV_2015_2021,2015,120,short_squeeze,1149.999,1147.13,1.0896491169914604,3.7334439944323097,0.5753985403423565,0.7445544554455986,0.8158415841584304,0.07128712871283176,1203.1474607438201,1146.471760582544,2015-03-18 01:00:00,1150.929,1159.8434788349123,2015-03-18 07:00:00,1146.471760582544,stop,7,4.457239417456094,-1.0,-1.0785239398694662,0.46441301579921845,1.1264820059555718,hold120
H1,XAUUSD,SQZ_STRICT,2015-04-22 23:00:00,DEV_2015_2021,2015,120,short_squeeze,1188.932,1186.202,1.1677365565383062,6.300216755037599,0.6073941063313072,0.966901408450688,0.967605633802784,0.0007042253520959873,1200.3545421760919,1185.6175359818285,2015-04-23 00:00:00,1188.953,1195.623928036343,2015-04-23 01:00:00,1185.6175359818285,stop,2,3.3354640181714785,-1.0,-1.104932926301513,0.016189651486539027,1.393809069644378,hold120
H1,XAUUSD,SQZ_STRICT,2015-05-12 01:00:00,DEV_2015_2021,2015,120,short_squeeze,1184.335,1182.901,0.7365550691928603,3.685343529608684,0.6631050169651038,0.6072811773819845,0.961270333075169,0.3539891556931845,1194.7640394292216,1182.4142746823768,2015-05-12 02:00:00,1184.429,1188.4584506352467,2015-05-12 05:00:00,1182.4142746823768,stop,4,2.014725317623288,-1.0,-1.173720951902774,0.20350168651452666,1.786844076713619,hold120
H1,XAUUSD,SQZ_STRICT,2015-05-19 23:00:00,DEV_2015_2021,2015,120,short_squeeze,1209.199,1206.631,1.01125852180894,5.374870546795248,0.448923175569342,0.6517543859651302,0.8245614035089119,0.1728070175437816,1199.5222913327775,1205.9961475007087,2015-05-20 00:00:00,1209.431,1216.3007049985827,2015-05-20 06:00:00,1205.9961475007087,stop,7,3.43485249929131,-1.0,-1.1018966607947065,0.019797065525816206,1.7895964968708857,hold120
