year,label,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,oos_trades,oos_total_r
2025,selected_CURRENT_A30_180_SIGADX30,3,100.0,4.456085669579011,1.4853618898596703,1.484985927604429,inf,0.0,0,2.0880813557828826,0.10527919472262465,5.0,3,4.456085669579011
2015,selected_CURRENT_A30_180_SIGADX30,3,100.0,4.4540739426302025,1.4846913142100675,1.4869907917067309,inf,0.0,0,2.263306810860882,0.4497932441440915,10.333333333333334,0,0.0
2016,selected_CURRENT_A30_180_SIGADX30,2,100.0,2.9551715700230456,1.4775857850115228,1.4775857850115228,inf,0.0,0,1.7868131732082222,0.1736459451008919,8.0,0,0.0
2024,selected_CURRENT_A30_180_SIGADX30,1,100.0,1.4873661190253074,1.4873661190253074,1.4873661190253074,inf,0.0,0,1.7940110984092519,0.8654208467678272,57.0,0,0.0
