symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
CHFJPY,1065,47.23004694835681,90.84020006287358,0.08529596250035078,1.1814224592159146,15.712403913470922,12,1.7381353084279605,1.5000000000000158,33.883568075117374,25.727699530516436
