symbol,back_inside_bars,signal_time,entry_time,exit_time,direction,level_kind,break_level,entry,sl,tp,exit_price,pnl_r_clean,pnl_r_after_cost,bars_held,exit_reason
USDJPY,3,2020-03-08 21:00:00,2020-03-08 22:00:00,2020-03-09 01:00:00,short,long,104.453,104.425,105.14021951390326,102.27934145829019,102.27934145829019,2.9999999999999987,2.9860182785765765,3,TP
USDJPY,3,2020-04-28 09:00:00,2020-04-28 10:00:00,2020-04-30 14:00:00,short,3m,106.915,106.738,106.98530273898795,105.99609178303614,106.98530273898795,-1.0000000000000089,-1.040436268683948,52,SL
USDJPY,3,2020-06-02 12:00:00,2020-06-02 13:00:00,2020-06-04 05:00:00,long,3m,108.088,108.305,108.043984874819,109.08804537554302,109.08804537554302,2.9999999999999982,2.9616880439665834,40,TP
USDJPY,3,2020-07-24 00:00:00,2020-07-24 01:00:00,2020-07-24 13:00:00,short,3m,106.638,106.528,106.73542360016847,105.90572919949462,105.90572919949462,3.0000000000000018,2.951789478189228,12,TP
USDJPY,3,2021-03-26 08:00:00,2021-03-26 09:00:00,2021-03-30 06:00:00,long,3m,109.364,109.472,109.29748457660934,109.99554627017199,109.99554627017199,3.0000000000000138,2.9426984744058813,45,TP
USDJPY,3,2021-04-19 07:00:00,2021-04-19 08:00:00,2021-04-20 06:00:00,short,3m,108.405,108.221,108.45466741836843,107.51999774489471,108.45466741836843,-0.9999999999999745,-1.0427958680324765,22,SL
USDJPY,3,2021-05-27 15:00:00,2021-05-27 16:00:00,2021-05-31 14:00:00,long,3m,109.784,109.817,109.57960154585932,110.52919536242202,109.57960154585932,-1.000000000000005,-1.0421232734483876,46,SL
USDJPY,3,2021-06-16 18:00:00,2021-06-16 19:00:00,2021-06-17 14:00:00,long,3m,110.329,110.505,110.28150658542359,111.17548024372923,110.28150658542359,-1.0000000000000089,-1.0447440476890386,19,SL
USDJPY,3,2021-08-03 12:00:00,2021-08-03 13:00:00,2021-08-03 16:00:00,short,3m,109.063,109.035,109.21781827132065,108.48654518603801,109.101,-0.3610142439441341,-0.41571337181440565,3,early_back_inside
USDJPY,3,2021-09-15 08:00:00,2021-09-15 09:00:00,2021-09-16 12:00:00,short,3m,109.412,109.325,109.50389808103407,108.78830575689781,109.50389808103407,-1.0000000000000075,-1.0558977488310133,27,SL
USDJPY,3,2021-11-09 02:00:00,2021-11-09 03:00:00,2021-11-10 08:00:00,short,3m,113.0,112.945,113.16742008025646,112.27773975923057,113.16742008025646,-0.9999999999999752,-1.0449599693896985,29,SL
USDJPY,3,2021-11-16 20:00:00,2021-11-16 21:00:00,2021-11-17 13:00:00,long,3m,114.7,114.823,114.58309492319998,115.54271523040005,114.58309492319998,-0.9999999999999746,-1.0416831529093509,16,SL
USDJPY,3,2022-04-11 06:00:00,2022-04-11 07:00:00,2022-04-12 12:00:00,long,3m,125.097,125.426,125.03798616832118,126.59004149503644,125.03798616832118,-1.0000000000000127,-1.0257722771292173,29,SL
USDJPY,3,2022-05-24 13:00:00,2022-05-24 14:00:00,2022-05-25 07:00:00,short,3m,126.941,126.695,127.24418199358605,125.0474540192418,127.24418199358605,-0.9999999999999911,-1.018208899994495,17,SL
USDJPY,3,2022-07-28 12:00:00,2022-07-28 13:00:00,2022-07-29 06:00:00,short,3m,134.74,134.71,135.39964256251477,132.64107231245572,132.64107231245572,2.99999999999998,2.9854997348720187,17,TP
USDJPY,3,2022-08-22 15:00:00,2022-08-22 16:00:00,2022-08-22 17:00:00,long,3m,137.462,137.571,137.0539112769382,139.12226616918534,137.45,-0.23400239572726608,-0.25334143669644255,1,early_back_inside
USDJPY,3,2022-11-10 13:00:00,2022-11-10 14:00:00,2022-11-10 21:00:00,short,3m,145.105,143.707,144.5892622828638,141.0602131514085,141.0602131514085,2.9999999999999996,2.9886655020913606,7,TP
