rule,period,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
prevD1_RSI35_55__strict,test_2021_2024,5,100.0,9.773945374489259,1.9547890748978518,inf,0.0,0
prevD1_RSI35_55__strict,train_2015_2020,8,62.5,6.377759482831321,0.7972199353539151,3.0533227066205173,2.0851748762398423,2
prevD1_RSI35_55__strict,oos_2025_2026,1,100.0,1.9843734742835315,1.9843734742835315,inf,0.0,0
