rule,symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
prevD1_RSI35_55__strict,SILVER,3,100.0,5.53951522153962,1.84650507384654,inf,0.0,0
prevD1_RSI35_55__strict,GBPJPY,4,75.0,4.914262593396263,1.2285656483490657,5.813690660238946,1.020892894923232,1
prevD1_RSI35_55__strict,EURJPY,3,66.66666666666666,2.9437058910036056,0.9812352970012018,3.8932314432106123,0.0,1
prevD1_RSI35_55__strict,CHFJPY,3,66.66666666666666,2.8005336933108387,0.9335112311036129,3.622887671925473,1.0677291762383996,1
prevD1_RSI35_55__strict,XAUUSD,1,100.0,1.938060932353784,1.938060932353784,inf,0.0,0
