sample,rsi_low,rsi_high,h4_filter,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
practical_core4,35,55,none,16,50.0,7.395125033186636,0.46219531457416474,1.890173918436729,3.079249256874098,3
practical_core4,35,60,none,16,50.0,7.395125033186636,0.46219531457416474,1.890173918436729,3.079249256874098,3
practical_core4,25,50,none,26,42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,3
practical_core4,25,55,none,26,42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,3
practical_core4,25,60,none,26,42.30769230769231,6.161779633456764,0.23699152436372167,1.398053838437854,3.079249256874098,3
practical_core4,40,50,strict,6,66.66666666666666,5.830044437767322,0.9716740729612203,3.7913352627384707,1.020892894923232,1
practical_core4,40,55,strict,6,66.66666666666666,5.830044437767322,0.9716740729612203,3.7913352627384707,1.020892894923232,1
practical_core4,40,60,strict,6,66.66666666666666,5.830044437767322,0.9716740729612203,3.7913352627384707,1.020892894923232,1
practical_core4,40,50,quality,7,57.14285714285714,4.791409105422956,0.6844870150604223,2.5321441401181954,1.0677291762383994,2
practical_core4,40,55,quality,7,57.14285714285714,4.791409105422956,0.6844870150604223,2.5321441401181954,1.0677291762383994,2
practical_core4,40,60,quality,7,57.14285714285714,4.791409105422956,0.6844870150604223,2.5321441401181954,1.0677291762383994,2
practical_core4,40,50,none,9,44.44444444444444,2.7296055485503024,0.303289505394478,1.5260307345379729,3.1295327331110543,4
practical_core4,40,55,none,9,44.44444444444444,2.7296055485503024,0.303289505394478,1.5260307345379729,3.1295327331110543,4
practical_core4,40,60,none,9,44.44444444444444,2.7296055485503024,0.303289505394478,1.5260307345379729,3.1295327331110543,4
practical_no_AUD_USD,35,50,quality,16,75.0,18.902596076914648,1.1814122548071655,5.56066347934992,1.0677291762383996,1
practical_no_AUD_USD,35,55,quality,16,75.0,18.902596076914648,1.1814122548071655,5.56066347934992,1.0677291762383996,1
practical_no_AUD_USD,35,60,quality,16,75.0,18.902596076914648,1.1814122548071655,5.56066347934992,1.0677291762383996,1
practical_no_AUD_USD,35,50,strict,14,78.57142857142857,18.136078331604114,1.295434166543151,6.838919066731445,1.0677291762383996,1
practical_no_AUD_USD,35,55,strict,14,78.57142857142857,18.136078331604114,1.295434166543151,6.838919066731445,1.0677291762383996,1
practical_no_AUD_USD,35,60,strict,14,78.57142857142857,18.136078331604114,1.295434166543151,6.838919066731445,1.0677291762383996,1
practical_no_AUD_USD,30,50,strict,22,59.09090909090909,15.908303391601423,0.7231046996182465,2.7113728281865552,2.091396338717213,2
practical_no_AUD_USD,30,55,strict,22,59.09090909090909,15.908303391601423,0.7231046996182465,2.7113728281865552,2.091396338717213,2
practical_no_AUD_USD,30,60,strict,22,59.09090909090909,15.908303391601423,0.7231046996182465,2.7113728281865552,2.091396338717213,2
practical_no_AUD_USD,30,50,quality,25,56.00000000000001,15.646570584560637,0.6258628233824255,2.3770329426854855,2.091396338717213,2
practical_no_AUD_USD,30,55,quality,25,56.00000000000001,15.646570584560637,0.6258628233824255,2.3770329426854855,2.091396338717213,2
practical_no_AUD_USD,30,60,quality,25,56.00000000000001,15.646570584560637,0.6258628233824255,2.3770329426854855,2.091396338717213,2
practical_no_AUD_USD,35,50,none,23,56.52173913043478,14.127986805794537,0.6142602959041102,2.308810459802641,3.079249256874098,3
practical_no_AUD_USD,35,55,none,23,56.52173913043478,14.127986805794537,0.6142602959041102,2.308810459802641,3.079249256874098,3
practical_no_AUD_USD,35,60,none,23,56.52173913043478,14.127986805794537,0.6142602959041102,2.308810459802641,3.079249256874098,3
practical_no_AUD_USD,25,50,strict,24,54.166666666666664,13.601910642944258,0.5667462767893441,2.1723731978999874,2.355672585956503,2
practical_no_AUD_USD,25,55,strict,24,54.166666666666664,13.601910642944258,0.5667462767893441,2.1723731978999874,2.355672585956503,2
practical_no_AUD_USD,25,60,strict,24,54.166666666666664,13.601910642944258,0.5667462767893441,2.1723731978999874,2.355672585956503,2
practical_no_AUD_USD,25,50,quality,27,51.85185185185185,13.340177835903472,0.49408066058901745,1.97594985526062,2.355672585956503,2
practical_no_AUD_USD,25,55,quality,27,51.85185185185185,13.340177835903472,0.49408066058901745,1.97594985526062,2.355672585956503,2
practical_no_AUD_USD,25,60,quality,27,51.85185185185185,13.340177835903472,0.49408066058901745,1.97594985526062,2.355672585956503,2
practical_no_AUD_USD,30,50,none,33,48.484848484848484,12.849078525153464,0.3893660159137413,1.7133484141442172,3.079249256874098,3
practical_no_AUD_USD,30,55,none,33,48.484848484848484,12.849078525153464,0.3893660159137413,1.7133484141442172,3.079249256874098,3
practical_no_AUD_USD,30,60,none,33,48.484848484848484,12.849078525153464,0.3893660159137413,1.7133484141442172,3.079249256874098,3
practical_no_AUD_USD,40,50,quality,9,66.66666666666666,8.369736046193017,0.9299706717992241,3.67638219892281,1.0677291762383994,2
practical_no_AUD_USD,40,55,quality,9,66.66666666666666,8.369736046193017,0.9299706717992241,3.67638219892281,1.0677291762383994,2
practical_no_AUD_USD,40,60,quality,9,66.66666666666666,8.369736046193017,0.9299706717992241,3.67638219892281,1.0677291762383994,2
practical_no_AUD_USD,25,50,none,37,43.24324324324324,8.364486897808169,0.22606721345427483,1.371805576356133,4.758918598939829,4
practical_no_AUD_USD,25,55,none,37,43.24324324324324,8.364486897808169,0.22606721345427483,1.371805576356133,4.758918598939829,4
practical_no_AUD_USD,25,60,none,37,43.24324324324324,8.364486897808169,0.22606721345427483,1.371805576356133,4.758918598939829,4
practical_no_AUD_USD,40,50,none,12,58.333333333333336,8.183144791646374,0.6819287326371978,2.576999163071933,3.1295327331110543,4
practical_no_AUD_USD,40,55,none,12,58.333333333333336,8.183144791646374,0.6819287326371978,2.576999163071933,3.1295327331110543,4
practical_no_AUD_USD,40,60,none,12,58.333333333333336,8.183144791646374,0.6819287326371978,2.576999163071933,3.1295327331110543,4
practical_no_AUD_USD,40,50,strict,7,71.42857142857143,7.603218300882482,1.0861740429832116,4.64030353114759,1.020892894923232,1
practical_no_AUD_USD,40,55,strict,7,71.42857142857143,7.603218300882482,1.0861740429832116,4.64030353114759,1.020892894923232,1
practical_no_AUD_USD,40,60,strict,7,71.42857142857143,7.603218300882482,1.0861740429832116,4.64030353114759,1.020892894923232,1
