sample,rsi_low,rsi_high,h4_filter,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
practical_core4,35,50,strict,11,72.72727272727273,12.59656311006449,1.1451421009149536,5.055469499735893,1.0677291762383996,1
practical_core4,35,55,strict,11,72.72727272727273,12.59656311006449,1.1451421009149536,5.055469499735893,1.0677291762383996,1
practical_core4,35,60,strict,11,72.72727272727273,12.59656311006449,1.1451421009149536,5.055469499735893,1.0677291762383996,1
practical_core4,30,50,strict,17,58.82352941176471,12.474233934499738,0.7337784667352787,2.73489559291222,2.091396338717213,2
practical_core4,30,55,strict,17,58.82352941176471,12.474233934499738,0.7337784667352787,2.73489559291222,2.091396338717213,2
practical_core4,30,60,strict,17,58.82352941176471,12.474233934499738,0.7337784667352787,2.73489559291222,2.091396338717213,2
practical_core4,35,50,quality,12,66.66666666666666,11.557927777720126,0.9631606481433438,3.7886020998559036,1.0677291762383996,1
practical_core4,35,55,quality,12,66.66666666666666,11.557927777720126,0.9631606481433438,3.7886020998559036,1.0677291762383996,1
practical_core4,35,60,quality,12,66.66666666666666,11.557927777720126,0.9631606481433438,3.7886020998559036,1.0677291762383996,1
practical_core4,25,50,strict,18,55.55555555555556,11.460290487964087,0.6366828048868938,2.3968917672765184,2.091396338717213,2
practical_core4,25,55,strict,18,55.55555555555556,11.460290487964087,0.6366828048868938,2.3968917672765184,2.091396338717213,2
practical_core4,25,60,strict,18,55.55555555555556,11.460290487964087,0.6366828048868938,2.3968917672765184,2.091396338717213,2
practical_core4,30,50,quality,19,52.63157894736842,10.407348049804053,0.5477551605160028,2.124258345177495,2.091396338717213,2
practical_core4,30,55,quality,19,52.63157894736842,10.407348049804053,0.5477551605160028,2.124258345177495,2.091396338717213,2
practical_core4,30,60,quality,19,52.63157894736842,10.407348049804053,0.5477551605160028,2.124258345177495,2.091396338717213,2
practical_core4,25,50,quality,20,50.0,9.393404603268404,0.46967023016342024,1.9145540154453675,2.091396338717213,2
practical_core4,25,55,quality,20,50.0,9.393404603268404,0.46967023016342024,1.9145540154453675,2.091396338717213,2
practical_core4,25,60,quality,20,50.0,9.393404603268404,0.46967023016342024,1.9145540154453675,2.091396338717213,2
practical_core4,30,50,none,24,45.83333333333333,8.2216625169835,0.34256927154097916,1.612647921903479,3.079249256874098,3
practical_core4,30,55,none,24,45.83333333333333,8.2216625169835,0.34256927154097916,1.612647921903479,3.079249256874098,3
practical_core4,30,60,none,24,45.83333333333333,8.2216625169835,0.34256927154097916,1.612647921903479,3.079249256874098,3
practical_core4,35,50,none,16,50.0,7.395125033186636,0.46219531457416474,1.890173918436729,3.079249256874098,3
