symbol,denial_name,denial_family,d1_signal_time,context_start,fail_bars,denial_level,atr,body_ratio,close_location,rsi14
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2025-02-09,2025-02-10,1,30.0,1.4186372967294063,0.8548780487804919,0.9792682926829324,31.032311240611065
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2025-02-11,2025-02-12,3,166.99,1.3622280772819857,0.8708946772367177,1.0,35.7526444685959
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2025-02-11,2025-02-12,3,166.99,1.3622280772819857,0.8708946772367177,1.0,35.7526444685959
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2025-08-05,2025-08-06,1,182.651,1.3621372816454431,0.7233231707317102,0.926067073170726,46.45842050448753
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2026-04-01,2026-04-02,1,199.147,1.3104213256136883,0.6901840490797445,0.7392638036809784,42.795058758468834
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-01-26,2015-01-27,1,130.91,1.7352127577460572,0.8844884488448864,0.8844884488448864,30.58385197046148
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2015-01-26,2015-01-27,1,130.91,1.7352127577460572,0.8844884488448864,0.8844884488448864,30.58385197046148
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2015-03-12,2015-03-13,2,30.0,1.336867804028238,0.6102941176470538,0.9044117647058847,30.1489323615982
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-03-16,2015-03-17,2,127.62,1.339777173997828,0.7055214723926373,0.7116564417177939,33.158054297082614
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2015-03-16,2015-03-17,2,127.62,1.339777173997828,0.7055214723926373,0.7116564417177939,33.158054297082614
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2015-03-16,2015-03-17,2,30.0,1.339777173997828,0.7055214723926373,0.7116564417177939,33.158054297082614
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-04-16,2015-04-17,3,127.19,1.2469211499139152,0.4585635359116049,0.707182320441991,41.86897965009413
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-09-07,2015-09-08,2,133.16,1.0868975910409573,0.637931034482784,0.8965517241379243,31.207543491532306
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2015-09-07,2015-09-08,2,133.16,1.0868975910409573,0.637931034482784,0.8965517241379243,31.207543491532306
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2015-09-07,2015-09-08,3,30.0,1.0868975910409573,0.637931034482784,0.8965517241379243,31.207543491532306
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-10-29,2015-10-30,1,132.72,1.0060639530146132,0.4087591240875708,0.9197080291970706,36.660810641486265
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2016-01-17,2016-01-18,1,30.0,0.8808506411979337,0.8799999999999955,0.8799999999999955,31.2305402366965
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-02-25,2016-02-26,2,124.35,1.131695984263125,0.9142857142857114,1.0,33.914955527184105
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2016-02-25,2016-02-26,2,124.35,1.131695984263125,0.9142857142857114,1.0,33.914955527184105
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2016-02-25,2016-02-26,6,30.0,1.131695984263125,0.9142857142857114,1.0,33.914955527184105
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-03-01,2016-03-02,1,122.45,1.212031159062346,0.7835051546391815,0.9020618556701041,36.67836174263957
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2016-03-01,2016-03-02,1,122.45,1.212031159062346,0.7835051546391815,0.9020618556701041,36.67836174263957
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2016-03-01,2016-03-02,1,30.0,1.212031159062346,0.7835051546391815,0.9020618556701041,36.67836174263957
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-04-18,2016-04-19,1,122.55,1.0280853591248902,0.7765363128491658,0.9497206703910672,41.39832863764925
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2016-04-18,2016-04-19,1,122.07,1.0280853591248902,0.7765363128491658,0.9497206703910672,41.39832863764925
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2016-04-18,2016-04-19,1,30.0,1.0280853591248902,0.7765363128491658,0.9497206703910672,41.39832863764925
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-06-06,2016-06-07,3,121.88,0.966872942377562,0.5347222222222203,0.7083333333333317,44.19392816927827
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-06-19,2016-06-20,2,118.5,1.2566974988778619,0.5151515151515119,0.8181818181818142,37.11358176348207
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2016-06-19,2016-06-20,2,118.5,1.2566974988778619,0.5151515151515119,0.8181818181818142,37.11358176348207
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2016-06-19,2016-06-20,2,30.0,1.2566974988778619,0.5151515151515119,0.8181818181818142,37.11358176348207
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2016-07-11,2016-07-12,5,30.0,1.6540038987145909,0.93560606060606,0.9659090909090896,42.896560694741545
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-09-23,2016-09-24,2,113.23,0.961016212185859,0.561643835616461,0.7260273972602858,44.13014402695555
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-01-18,2017-01-19,1,120.76,0.9377779998185974,0.7593984962406063,0.8646616541353437,49.46956122303101
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-02-09,2017-02-10,3,120.54,0.896038336353085,0.9487179487179469,0.9487179487179469,44.680359738099504
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-02-27,2017-02-28,2,118.6,0.8197390396229914,0.6916666666666637,0.908333333333334,41.77330369406766
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2017-02-27,2017-02-28,2,118.6,0.8197390396229914,0.6916666666666637,0.908333333333334,41.77330369406766
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2017-04-09,2017-04-10,1,30.0,0.815300593886607,0.5416666666666272,0.625,30.970314533819064
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-04-17,2017-04-18,1,115.18,0.8355911127439984,0.9457364341085217,0.9767441860465108,33.82747203112933
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2017-04-17,2017-04-18,1,115.18,0.8355911127439984,0.9457364341085217,0.9767441860465108,33.82747203112933
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2017-04-17,2017-04-18,6,30.0,0.8355911127439984,0.9457364341085217,0.9767441860465108,33.82747203112933
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-08-11,2017-08-12,1,128.41,0.8857616932301106,0.5855855855855985,0.9279279279279413,46.836170482189765
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2018-03-05,2018-03-06,4,130.95,0.9838379799806762,0.6034482758620724,0.9827586206896546,41.1122850012919
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2018-03-05,2018-03-06,4,130.95,0.9838379799806762,0.6034482758620724,0.9827586206896546,41.1122850012919
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2018-05-09,2018-05-10,1,129.88,0.727411187696868,0.6936936936936687,0.7117117117116958,35.66854205458857
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2018-05-09,2018-05-10,2,30.0,0.727411187696868,0.6936936936936687,0.7117117117116958,35.66854205458857
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2018-05-30,2018-05-31,2,30.0,1.1340772530830905,0.7413793103448247,0.7715517241379313,34.54155517655555
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2018-08-07,2018-08-08,2,128.67,0.6791390139381838,0.8437500000000056,0.9218749999999806,45.19862861617583
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2018-08-16,2018-08-17,5,30.0,0.9292786569214279,0.6806722689075663,0.781512605042024,33.95927375083244
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2018-10-11,2018-10-12,1,129.33,0.9141398930989727,0.6966292134831299,0.6966292134831299,42.816057283931784
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2018-10-19,2018-10-20,1,129.12,0.9170026239000544,0.8620689655172439,0.8620689655172439,44.472009502579006
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2018-10-30,2018-10-31,5,128.21,0.8820377557844774,0.7611940298507307,0.7910447761193815,41.008926126466186
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-04-29,2019-04-30,3,124.46,0.5683861400167667,0.7419354838709522,0.7580645161290248,43.08716869275372
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2019-06-03,2019-06-04,3,30.0,0.6245903226333499,0.5581395348837094,0.7093023255813952,31.804052768363988
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-06-04,2019-06-05,3,121.56,0.6178338710166812,0.4528301886792468,0.8113207547169872,37.5907053376612
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2019-06-04,2019-06-05,3,121.56,0.6178338710166812,0.4528301886792468,0.8113207547169872,37.5907053376612
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-07-25,2019-07-26,1,120.48,0.5405705047274365,0.46969696969697555,0.8409090909090948,45.137136353730945
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2019-07-25,2019-07-26,1,120.48,0.5405705047274365,0.46969696969697555,0.8409090909090948,45.137136353730945
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-08-05,2019-08-06,2,118.77,0.6710049509272916,0.45588235294118,0.9632352941176492,33.864494537476176
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2019-08-05,2019-08-06,2,118.77,0.6710049509272916,0.45588235294118,0.9632352941176492,33.864494537476176
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2019-08-05,2019-08-06,3,30.0,0.6710049509272916,0.45588235294118,0.9632352941176492,33.864494537476176
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-09-04,2019-09-05,1,116.33,0.7544519025818186,0.9769230769230653,0.9846153846153769,45.298247029786765
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2019-09-04,2019-09-05,1,116.33,0.7544519025818186,0.9769230769230653,0.9846153846153769,45.298247029786765
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2019-09-04,2019-09-05,1,30.0,0.7544519025818186,0.9769230769230653,0.9846153846153769,45.298247029786765
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-10-07,2019-10-08,4,117.43,0.641464563331228,0.6578947368421131,0.8157894736842076,46.27807429816342
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-11-15,2019-11-16,1,119.57,0.5839547369890933,0.8947368421052474,0.9078947368420962,50.568796086705504
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-01-28,2020-01-29,2,120.15,0.5672800896350234,0.4193548387096693,0.7741935483870923,37.637077359751316
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2020-02-16,2020-02-17,1,30.0,0.499632528243738,0.49999999999982236,1.0,31.236446588004085
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-02-19,2020-02-20,1,118.85,0.5893705045741593,0.8540540540540558,0.8648648648648645,51.552393852913966
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2020-02-19,2020-02-20,1,118.85,0.5893705045741593,0.8540540540540558,0.8648648648648645,51.552393852913966
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2020-02-19,2020-02-20,1,30.0,0.5893705045741593,0.8540540540540558,0.8648648648648645,51.552393852913966
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-03-10,2020-03-11,1,118.07,1.1322077133560469,0.6216216216216199,0.7477477477477465,46.32121928992734
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2020-03-10,2020-03-11,1,118.07,1.1322077133560469,0.6216216216216199,0.7477477477477465,46.32121928992734
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-05-08,2020-05-09,2,115.39,0.866903410516717,0.4714285714285671,0.8,41.55079940426555
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2020-05-08,2020-05-09,2,115.39,0.866903410516717,0.4714285714285671,0.8,41.55079940426555
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2020-09-24,2020-09-25,1,30.0,0.7630438343259116,0.5344827586206952,0.8448275862068902,34.07805783194709
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-11-01,2020-11-02,1,121.88,0.6894356356507578,0.4800000000000182,0.9600000000000364,34.499115385140215
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2020-11-01,2020-11-02,1,121.88,0.6894356356507578,0.4800000000000182,0.9600000000000364,34.499115385140215
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-01-19,2021-01-20,2,125.39,0.5236453337846319,0.9294117647058636,0.9411764705882225,49.46938836003326
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-06-21,2021-06-22,2,131.02,0.64395821149912,0.4324324324324371,0.8108108108108124,35.67910338914544
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2021-06-21,2021-06-22,2,30.0,0.64395821149912,0.4324324324324371,0.8108108108108124,35.67910338914544
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-07-09,2021-07-10,1,130.04,0.6523442817613382,0.8901098901098682,0.9230769230769015,40.91357769299755
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2021-07-09,2021-07-10,1,130.04,0.6523442817613382,0.8901098901098682,0.9230769230769015,40.91357769299755
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-07-21,2021-07-22,2,129.6,0.6615477423554511,0.4368932038835112,0.7184466019417556,40.229189772935605
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2021-07-21,2021-07-22,2,129.6,0.6615477423554511,0.4368932038835112,0.7184466019417556,40.229189772935605
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-08-20,2021-08-21,1,128.22,0.5105912506165845,0.5535714285713796,0.8571428571428354,36.400671591474385
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2021-08-20,2021-08-21,1,128.22,0.5105912506165845,0.5535714285713796,0.8571428571428354,36.400671591474385
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-09-23,2021-09-24,3,128.59,0.5535891351222649,0.9416666666666718,0.966666666666673,53.33729234032598
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-11-18,2021-11-19,1,129.65,0.6884063296058169,0.7931034482758812,0.9540229885057551,41.03400084793547
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-11-22,2021-11-23,2,129.03,0.735932473084541,0.4933333333333394,0.6533333333333076,37.597185753191326
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2022-03-08,2022-03-09,3,30.0,1.2875714137975436,0.7133333333333288,0.7800000000000011,36.42963924849327
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-05-16,2022-05-17,3,134.76,1.3201892419625654,0.6058394160584013,1.0,42.94070802921804
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-08-02,2022-08-03,1,135.19,1.6023290506003898,0.6431372549019637,0.9450980392156919,37.9673662955809
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2022-08-02,2022-08-03,1,135.19,1.6023290506003898,0.6431372549019637,0.9450980392156919,37.9673662955809
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2022-08-02,2022-08-03,1,30.0,1.6023290506003898,0.6431372549019637,0.9450980392156919,37.9673662955809
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-12-05,2022-12-06,2,141.89,1.3510559865831673,0.8764044943820232,0.8988764044943782,46.604937763612774
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2023-07-12,2023-07-13,1,154.03,1.0470877557063345,0.6019417475728193,0.9514563106796007,45.907413261374785
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2023-07-28,2023-07-29,1,153.43,1.528997920376504,0.6076555023923416,0.9808612440191358,50.06916577319365
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2023-10-05,2023-10-06,2,156.58,0.8899577745297685,0.8196721311475609,0.8524590163934335,43.770215984913094
EURJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2023-12-08,2023-12-09,1,155.84,1.3232009664439706,0.651376146788983,0.9816513761467927,30.626928567798643
EURJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2023-12-08,2023-12-09,1,30.0,1.3232009664439706,0.651376146788983,0.9816513761467927,30.626928567798643
EURJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-09-17,2024-09-18,6,157.39,1.5524562151954056,0.6123348017621058,0.7224669603524136,41.81085835842295
