context_name,v_strategy,symbol,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars
AVOID_D20_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,CHFJPY,17,58.82352941176471,6.38079122105464,0.37534066006203765,1.8974860978464843,3.406665237284682,3,85.94117647058823
AVOID_D20_OR_RSI_30D,RS100_BODY45_CLOSE60_RR15,CHFJPY,17,58.82352941176471,6.38079122105464,0.37534066006203765,1.8974860978464843,3.406665237284682,3,85.94117647058823
AVOID_D20_OR_RSI_5D,RS100_BODY45_CLOSE60_RR15,CHFJPY,22,54.54545454545454,6.328388777423305,0.28765403533742295,1.6243665619399532,3.0422893040550703,3,87.72727272727273
AVOID_D20_OR_RSI_30D,RS120_BODY45_CLOSE60_RR15,USDJPY,11,63.63636363636363,6.185627634006227,0.562329784909657,3.0317649982859685,2.0142576719142675,3,102.0909090909091
AVOID_D20_D55_OR_RSI_20D,RS120_UPREG_BODY45_CLOSE60_RR15,USDJPY,6,83.33333333333334,6.145695303456992,1.0242825505761652,7.085321186086976,0.0,1,94.0
AVOID_D20_OR_RSI_10D,RS120_UPREG_BODY45_CLOSE60_RR15,USDJPY,6,83.33333333333334,6.145695303456992,1.0242825505761652,7.085321186086976,0.0,1,94.0
AVOID_D20_OR_RSI_15D,RS120_UPREG_BODY45_CLOSE60_RR15,USDJPY,6,83.33333333333334,6.145695303456992,1.0242825505761652,7.085321186086976,0.0,1,94.0
AVOID_D20_OR_RSI_20D,RS120_UPREG_BODY45_CLOSE60_RR15,USDJPY,6,83.33333333333334,6.145695303456992,1.0242825505761652,7.085321186086976,0.0,1,94.0
AVOID_D20_OR_RSI_5D,RS120_UPREG_BODY45_CLOSE60_RR15,USDJPY,6,83.33333333333334,6.145695303456992,1.0242825505761652,7.085321186086976,0.0,1,94.0
BASELINE_NO_D1_CONTEXT,RS120_UPREG_BODY45_CLOSE60_RR15,USDJPY,6,83.33333333333334,6.145695303456992,1.0242825505761652,7.085321186086976,0.0,1,94.0
AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,GBPJPY,18,55.55555555555556,6.064246766562053,0.33690259814233625,1.875078965699707,2.0305926486726946,2,81.27777777777777
AVOID_D20_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,GBPJPY,18,55.55555555555556,6.064246766562053,0.33690259814233625,1.875078965699707,2.0305926486726946,2,81.27777777777777
AVOID_D20_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,GBPJPY,18,55.55555555555556,6.064246766562053,0.33690259814233625,1.875078965699707,2.0305926486726946,2,81.27777777777777
AVOID_D20_OR_RSI_10D,RS120_RECLAIM_RR15,AUDJPY,17,52.94117647058824,6.019291735204998,0.35407598442382343,1.8117186414364501,3.390051068668467,4,54.23529411764706
BASELINE_NO_D1_CONTEXT,RS100_BODY45_CLOSE60_RR15,AUDJPY,22,50.0,5.986021952804091,0.2720919069456405,1.5736631154975296,2.3764660299399187,3,61.68181818181818
AVOID_D20_OR_RSI_5D,RS100_BODY45_CLOSE60_RR15,AUDJPY,22,50.0,5.9839550880138255,0.271997958546083,1.573465040030342,2.3764660299399187,3,61.18181818181818
AVOID_D20_OR_RSI_15D,RS100_BODY45_CLOSE60_RR15,SILVER,19,52.63157894736842,5.831395995020673,0.30691557868529856,1.6594442697758576,2.069487530903684,2,57.31578947368421
AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,USDJPY,14,57.14285714285714,5.659992646406229,0.40428518902901633,2.1173983305936135,5.043596156204992,5,109.57142857142857
AVOID_D20_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,USDJPY,14,57.14285714285714,5.659992646406229,0.40428518902901633,2.1173983305936135,5.043596156204992,5,109.57142857142857
AVOID_D20_OR_RSI_30D,RS100_BODY45_CLOSE60_RR15,SILVER,12,58.333333333333336,5.619001357969064,0.46825011316408865,2.1887625429066517,2.069487530903684,2,62.583333333333336
AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,AUDJPY,15,53.333333333333336,5.54368969464571,0.3695793129763807,1.866484990838429,2.0116604892808896,2,58.53333333333333
AVOID_D20_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,AUDJPY,15,53.333333333333336,5.54368969464571,0.3695793129763807,1.866484990838429,2.0116604892808896,2,58.53333333333333
AVOID_D20_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,AUDJPY,15,53.333333333333336,5.54368969464571,0.3695793129763807,1.866484990838429,2.0116604892808896,2,58.53333333333333
BASELINE_NO_D1_CONTEXT,RS100_BODY45_CLOSE60_RR15,CHFJPY,23,52.17391304347826,5.313596109938862,0.2310259178234288,1.4765348806991347,3.0422893040550703,3,90.08695652173913
AVOID_D20_OR_RSI_10D,RS100_BODY45_CLOSE60_RR15,EURJPY,22,50.0,5.288135720958353,0.24036980549810696,1.4778978163455432,4.5465258941120705,3,68.63636363636364
AVOID_D20_OR_RSI_5D,RS100_BODY45_CLOSE60_RR15,SILVER,22,50.0,5.196217833075714,0.23619171968525973,1.4742324008089638,2.0721342370965834,2,59.68181818181818
BASELINE_NO_D1_CONTEXT,RS100_BODY45_CLOSE60_RR15,SILVER,22,50.0,5.196086906223687,0.23618576846471306,1.474214785374368,2.0722651639486105,2,61.36363636363637
AVOID_D20_OR_RSI_30D,RS120_RECLAIM_RR15,USDJPY,12,58.333333333333336,5.1801078467574255,0.4316756538964521,2.27904530087461,3.0227251194349787,4,96.0
D20Q_15D,RS100_BODY45_CLOSE60_RR15,EURJPY,6,83.33333333333334,5.1236110117802625,0.8539351686300437,6.105302966644142,0.0,1,99.5
D20_D55_OR_RSI_15D,RS100_BODY45_CLOSE60_RR15,EURJPY,6,83.33333333333334,5.1236110117802625,0.8539351686300437,6.105302966644142,0.0,1,99.5
D20_OR_RSI_15D,RS100_BODY45_CLOSE60_RR15,EURJPY,6,83.33333333333334,5.1236110117802625,0.8539351686300437,6.105302966644142,0.0,1,99.5
AVOID_D20_OR_RSI_10D,RS100_BODY45_CLOSE60_RR15,USDJPY,26,50.0,5.009418916094416,0.19266995831132366,1.413788452437198,8.066200734361573,8,94.3076923076923
AVOID_D20_OR_RSI_15D,RS100_BODY45_CLOSE60_RR15,USDJPY,26,50.0,5.0078083548618775,0.19260801364853375,1.413600393094586,8.066200734361573,8,93.73076923076923
AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,SILVER,15,53.333333333333336,4.993909560831097,0.33292730405540644,1.7327175998967832,2.220718011717276,2,55.8
AVOID_D20_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,SILVER,15,53.333333333333336,4.993909560831097,0.33292730405540644,1.7327175998967832,2.220718011717276,2,55.8
AVOID_D20_D55_OR_RSI_20D,RS120_UPREG_BODY45_CLOSE60_RR15,CHFJPY,8,75.0,4.993047453508671,0.6241309316885839,3.4602239498432037,1.021923564385623,1,85.5
AVOID_D20_OR_RSI_15D,RS120_UPREG_BODY45_CLOSE60_RR15,CHFJPY,8,75.0,4.993047453508671,0.6241309316885839,3.4602239498432037,1.021923564385623,1,85.5
AVOID_D20_OR_RSI_20D,RS120_UPREG_BODY45_CLOSE60_RR15,CHFJPY,8,75.0,4.993047453508671,0.6241309316885839,3.4602239498432037,1.021923564385623,1,85.5
AVOID_D20_OR_RSI_30D,RS120_UPREG_BODY45_CLOSE60_RR15,CHFJPY,8,75.0,4.993047453508671,0.6241309316885839,3.4602239498432037,1.021923564385623,1,85.5
BASELINE_NO_D1_CONTEXT,RS120_RECLAIM_RR15,AUDJPY,22,50.0,4.920361956472284,0.22365281620328564,1.4717375936461783,3.3889681752282206,4,58.13636363636363
AVOID_D20_OR_RSI_30D,RS120_RECLAIM_RR15,GBPJPY,17,52.94117647058824,4.693157805639363,0.2760681062140802,1.676733351868694,2.0305926486726946,2,72.05882352941177
AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,USDJPY,15,53.333333333333336,4.654472859157426,0.3102981906104951,1.766691993506329,5.043596156204992,5,104.2
AVOID_D20_OR_RSI_20D,RS120_RECLAIM_RR15,USDJPY,15,53.333333333333336,4.654472859157426,0.3102981906104951,1.766691993506329,5.043596156204992,5,104.2
AVOID_D20_OR_RSI_30D,RS120_UPREG_BODY45_CLOSE60_RR15,USDJPY,5,80.0,4.647718925436822,0.9295437850873643,5.602060637146915,0.0,1,84.6
D20Q_5D,RS100_BODY45_CLOSE60_RR15,EURJPY,4,100.0,4.635442961515098,1.1588607403787745,inf,0.0,0,110.25
D20_OR_RSI_5D,RS100_BODY45_CLOSE60_RR15,EURJPY,4,100.0,4.635442961515098,1.1588607403787745,inf,0.0,0,110.25
AVOID_D20_OR_RSI_10D,RS120_BODY45_CLOSE60_RR15,AUDJPY,16,50.0,4.53227667540717,0.2832672922129481,1.6116994748929312,2.3775489233801643,3,56.0
AVOID_D20_OR_RSI_5D,RS100_BODY45_CLOSE60_RR15,EURJPY,23,47.82608695652174,4.284549636987286,0.1862847668255342,1.3550046148509656,4.5465258941120705,3,71.0
BASELINE_NO_D1_CONTEXT,RS120_BODY45_CLOSE60_RR15,USDJPY,16,50.0,4.224495107013999,0.2640309441883749,1.6498394689285738,5.475771214121589,6,115.0625
BASELINE_NO_D1_CONTEXT,RS100_BODY45_CLOSE60_RR15,USDJPY,28,46.42857142857143,4.173324003832002,0.14904728585114294,1.3224554672992062,7.486456452552253,8,103.21428571428571
AVOID_D20_OR_RSI_10D,RS120_BODY45_CLOSE60_RR15,GBPJPY,20,50.0,4.055533952744275,0.20277669763721376,1.453707396410123,3.036651499457583,3,82.1
AVOID_D20_OR_RSI_5D,RS120_BODY45_CLOSE60_RR15,GBPJPY,20,50.0,4.055533952744275,0.20277669763721376,1.453707396410123,3.036651499457583,3,82.1
BASELINE_NO_D1_CONTEXT,RS120_BODY45_CLOSE60_RR15,GBPJPY,20,50.0,4.055533952744275,0.20277669763721376,1.453707396410123,3.036651499457583,3,82.1
BASELINE_NO_D1_CONTEXT,RS120_BODY45_CLOSE60_RR15,EURJPY,17,52.94117647058824,4.037009551749966,0.23747115010293918,1.5015964137590698,3.0224135525864417,3,78.88235294117646
AVOID_D20_OR_RSI_5D,RS120_RECLAIM_RR15,AUDJPY,19,47.368421052631575,4.010704849537637,0.21108972892303354,1.4255806439509253,3.38896817522822,4,54.10526315789474
AVOID_D20_OR_RSI_5D,RS100_BODY45_CLOSE60_RR15,USDJPY,27,48.148148148148145,4.001210246046204,0.14819297207578533,1.3050995777572714,8.066200734361573,8,95.85185185185185
AVOID_D20_OR_RSI_10D,RS120_BODY45_CLOSE60_RR15,SILVER,16,50.0,3.937641698276555,0.24610260614228469,1.505409253170824,2.675223582232952,2,67.375
AVOID_D20_OR_RSI_30D,RS120_BODY45_CLOSE60_RR15,EURJPY,11,54.54545454545454,3.908365731658362,0.35530597560530564,1.7764504862229908,3.0224135525864417,3,55.72727272727273
AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,EURJPY,21,47.61904761904761,3.796387240297508,0.1807803447760718,1.343085969777543,4.5465258941120705,3,65.76190476190476
AVOID_D20_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,EURJPY,21,47.61904761904761,3.796387240297508,0.1807803447760718,1.343085969777543,4.5465258941120705,3,65.76190476190476
AVOID_D20_OR_RSI_15D,RS100_BODY45_CLOSE60_RR15,EURJPY,21,47.61904761904761,3.7963815867221222,0.1807800755581963,1.3430854588543228,4.5465258941120705,3,70.33333333333333
AVOID_D20_OR_RSI_10D,RS120_BODY45_CLOSE60_RR15,USDJPY,16,50.0,3.64475082520468,0.2277969265752925,1.5147536513290076,6.0555154959309085,6,107.4375
AVOID_D20_OR_RSI_5D,RS120_BODY45_CLOSE60_RR15,USDJPY,16,50.0,3.64475082520468,0.2277969265752925,1.5147536513290076,6.0555154959309085,6,107.4375
AVOID_D20_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,USDJPY,16,50.0,3.6431402639721426,0.22769626649825891,1.5144091808033244,6.0555154959309085,6,106.5
D20Q_10D,RS100_BODY45_CLOSE60_RR15,EURJPY,5,80.0,3.631856877544032,0.7263713755088064,4.618879272591366,0.0,1,112.8
D20_D55_OR_RSI_10D,RS100_BODY45_CLOSE60_RR15,EURJPY,5,80.0,3.631856877544032,0.7263713755088064,4.618879272591366,0.0,1,112.8
D20_OR_RSI_10D,RS100_BODY45_CLOSE60_RR15,EURJPY,5,80.0,3.631856877544032,0.7263713755088064,4.618879272591366,0.0,1,112.8
AVOID_D20_OR_RSI_5D,RS120_BODY45_CLOSE60_RR15,AUDJPY,17,47.05882352941176,3.5286013420664517,0.20756478482743834,1.419422753720997,2.3764660299399183,3,56.35294117647059
BASELINE_NO_D1_CONTEXT,RS120_BODY45_CLOSE60_RR15,AUDJPY,17,47.05882352941176,3.5286013420664517,0.20756478482743834,1.419422753720997,2.3764660299399183,3,56.35294117647059
AVOID_D20_OR_RSI_10D,RS120_BODY45_CLOSE60_RR15,EURJPY,14,50.0,3.4021236370109484,0.24300883121506775,1.482931309491812,3.0224135525864417,3,61.285714285714285
AVOID_D20_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,EURJPY,14,50.0,3.4021236370109484,0.24300883121506775,1.482931309491812,3.0224135525864417,3,61.285714285714285
AVOID_D20_OR_RSI_10D,RS120_UPREG_BODY45_CLOSE60_RR15,XAUUSD,9,55.55555555555556,3.394484893480498,0.3771649881644998,1.8379439176024117,2.031185757116798,3,63.111111111111114
AVOID_D20_OR_RSI_5D,RS120_UPREG_BODY45_CLOSE60_RR15,XAUUSD,9,55.55555555555556,3.394484893480498,0.3771649881644998,1.8379439176024117,2.031185757116798,3,63.111111111111114
BASELINE_NO_D1_CONTEXT,RS120_UPREG_BODY45_CLOSE60_RR15,XAUUSD,9,55.55555555555556,3.394484893480498,0.3771649881644998,1.8379439176024117,2.031185757116798,3,63.111111111111114
BASELINE_NO_D1_CONTEXT,RS120_RECLAIM_RR15,USDJPY,17,47.05882352941176,3.218975319765197,0.18935148939795277,1.4288337133307802,5.475771214121589,6,110.0
AVOID_D20_OR_RSI_30D,RS120_BODY45_CLOSE60_RR15,GBPJPY,16,50.0,3.19101932443289,0.19943870777705563,1.460131385462129,2.3756197440970013,2,75.125
AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,SILVER,12,50.0,3.0813405621657806,0.2567783801804817,1.5346114132808648,2.675223582232953,2,59.166666666666664
AVOID_D20_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,SILVER,12,50.0,3.0813405621657806,0.2567783801804817,1.5346114132808648,2.675223582232953,2,59.166666666666664
D20Q_15D,RS100_BODY45_CLOSE60_RR15,XAUUSD,15,60.0,3.0597304574565927,0.20398203049710617,1.5040959751233884,3.876885776248262,2,89.53333333333333
D20_D55_OR_RSI_15D,RS100_BODY45_CLOSE60_RR15,XAUUSD,15,60.0,3.0597304574565927,0.20398203049710617,1.5040959751233884,3.876885776248262,2,89.53333333333333
D20_OR_RSI_15D,RS100_BODY45_CLOSE60_RR15,XAUUSD,15,60.0,3.0597304574565927,0.20398203049710617,1.5040959751233884,3.876885776248262,2,89.53333333333333
AVOID_D20_OR_RSI_10D,RS120_RECLAIM_RR15,SILVER,17,47.05882352941176,3.0414577449579467,0.17890927911517335,1.3501087352906445,2.675223582232952,2,74.0
AVOID_D20_OR_RSI_30D,RS120_UPREG_BODY45_CLOSE60_RR15,XAUUSD,7,57.14285714285714,2.9269553075811574,0.4181364725115939,1.9636653731395899,1.0175317013887417,2,58.142857142857146
AVOID_D20_OR_RSI_5D,RS120_BODY45_CLOSE60_RR15,SILVER,17,47.05882352941176,2.9024437329581025,0.1707319842916531,1.3288443009201643,3.7104215475514035,3,64.41176470588235
BASELINE_NO_D1_CONTEXT,RS120_BODY45_CLOSE60_RR15,SILVER,17,47.05882352941176,2.902312806106076,0.17072428271212212,1.328824589274109,3.7105524744034306,3,66.58823529411765
AVOID_D20_OR_RSI_30D,RS120_RECLAIM_RR15,EURJPY,12,50.0,2.9005637720455546,0.24171364767046288,1.4801118353585774,3.0224135525864417,3,57.25
AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,GBPJPY,28,46.42857142857143,2.8921387505603713,0.1032906696628704,1.2144759551312887,2.5298098192257346,3,78.17857142857143
AVOID_D20_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,GBPJPY,28,46.42857142857143,2.8921387505603713,0.1032906696628704,1.2144759551312887,2.5298098192257346,3,78.17857142857143
AVOID_D20_OR_RSI_30D,RS120_BODY45_CLOSE60_RR15,SILVER,10,50.0,2.654534480015424,0.26545344800154236,1.5615964399476647,2.069487530903684,2,68.5
AVOID_D20_OR_RSI_10D,RS120_RECLAIM_RR15,USDJPY,17,47.05882352941176,2.639231037955877,0.15524888458563985,1.3263913851527949,6.0555154959309085,6,102.82352941176471
AVOID_D20_OR_RSI_5D,RS120_RECLAIM_RR15,USDJPY,17,47.05882352941176,2.639231037955877,0.15524888458563985,1.3263913851527949,6.0555154959309085,6,102.82352941176471
AVOID_D20_OR_RSI_15D,RS120_RECLAIM_RR15,USDJPY,17,47.05882352941176,2.63762047672334,0.15515414568960822,1.3261272515116589,6.0555154959309085,6,101.94117647058823
AVOID_D20_OR_RSI_30D,RS120_UPREG_BODY45_CLOSE60_RR15,AUDJPY,5,60.0,2.4625365274293287,0.49250730548586574,2.2241242904601863,1.0053409383854888,1,61.8
AVOID_D20_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,SILVER,15,46.666666666666664,2.458601551804037,0.16390677012026914,1.3155695894539552,2.6752235822329524,2,62.8
AVOID_D20_OR_RSI_5D,RS120_BODY45_CLOSE60_RR15,EURJPY,15,46.666666666666664,2.3985375530398825,0.15990250353599217,1.2980170889983997,3.0224135525864417,3,65.4
D20Q_15D,RS120_BODY45_CLOSE60_RR15,XAUUSD,12,58.333333333333336,2.3906857359105667,0.19922381132588055,1.4717315684994414,4.056355976162064,4,90.83333333333333
D20Q_15D,RS120_RECLAIM_RR15,XAUUSD,12,58.333333333333336,2.3906857359105667,0.19922381132588055,1.4717315684994414,4.056355976162064,4,90.83333333333333
D20_D55_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,XAUUSD,12,58.333333333333336,2.3906857359105667,0.19922381132588055,1.4717315684994414,4.056355976162064,4,90.83333333333333
D20_D55_OR_RSI_15D,RS120_RECLAIM_RR15,XAUUSD,12,58.333333333333336,2.3906857359105667,0.19922381132588055,1.4717315684994414,4.056355976162064,4,90.83333333333333
D20_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,XAUUSD,12,58.333333333333336,2.3906857359105667,0.19922381132588055,1.4717315684994414,4.056355976162064,4,90.83333333333333
D20_OR_RSI_15D,RS120_RECLAIM_RR15,XAUUSD,12,58.333333333333336,2.3906857359105667,0.19922381132588055,1.4717315684994414,4.056355976162064,4,90.83333333333333
AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,SILVER,13,46.15384615384615,2.185156608847172,0.1680889699113209,1.328107240016945,2.6752235822329524,2,68.46153846153847
AVOID_D20_OR_RSI_20D,RS120_RECLAIM_RR15,SILVER,13,46.15384615384615,2.185156608847172,0.1680889699113209,1.328107240016945,2.6752235822329524,2,68.46153846153847
