symbol,timeframe,strategy,context_name,v_strategy,signal_time,period,d1_context_signal_time,d1_context_strategy,d1_context_age_days,d1_context_fail_bars,pair_key,v_start_i,v_extreme_i,v_start,v_extreme,trigger_level,v_move_atr,v_move_bars,v_recovery_bars,drop_speed_atr_per_bar,recovery_speed_atr_per_bar,right_left_speed_ratio,fib_ratio_at_signal,close_location,body_ratio,ema50_stretch_atr,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2015-10-06 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4320-4333,4320,4333,183.01,180.63,183.01,4.038355937129231,13,13,0.31064276439455624,0.33022108988160886,1.063025210084036,1.063025210084036,0.7647058823529067,0.6176470588235466,0.9551417102722811,2015-10-06 20:00:00,183.17,180.48266281396113,187.1760057790583,2015-11-04 08:00:00,187.1760057790583,TP,124,2.68733718603886,1.4906971108315488,1.4832547994967877
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2015-11-17 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4506-4519,4506,4519,187.45,185.99,187.45,3.61637641984557,13,9,0.2781828015265823,0.46511995049764765,1.67199391171996,1.157534246575357,0.9761904761904971,0.8571428571429152,2.7703239311046923,2015-11-17 16:00:00,187.67,185.88907024114056,190.3663946382892,2015-11-23 16:00:00,185.88907024114056,SL,25,1.780929758859429,-1.0,-1.0112300891713948
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-01-27 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3302-3313,3302,3313,83.52,81.476,83.52,3.2871029948850974,11,8,0.29882754498955433,0.439231900918784,1.4698507827788685,1.0689823874755409,0.8072669826224317,0.7203791469194412,2.1002972662979302,2016-01-27 16:00:00,83.666,81.32054396445893,87.1716840533116,2016-02-09 00:00:00,81.32054396445893,SL,52,2.345456035541062,-1.0,-1.0053294539784905
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-03-09 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3496-3504,3496,3504,85.014,83.345,85.014,3.301012397867264,8,4,0.412626549733408,0.9152447496183814,2.2180946674655515,1.1090473337327755,0.9566929133858166,0.942913385826752,3.77576376734948,2016-03-09 20:00:00,85.193,83.21859938415572,88.16210092376642,2016-04-05 08:00:00,83.21859938415572,SL,115,1.9744006158442744,-1.0,-1.006331035302399
SILVER,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-03-17 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3502-3515,3502,3515,15.806,15.168,15.806,4.0274059979714085,13,5,0.309800461382416,1.0150578126548633,3.276489028213168,1.2601880877742953,0.8621553884711746,0.6491228070175432,3.483147955078004,2016-03-17 16:00:00,15.97,15.12839634442608,17.23740548336088,2016-03-24 04:00:00,15.12839634442608,SL,28,0.8416036555739215,-1.0,-1.041587271833001
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-05-09 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3678-3694,3678,3694,123.5,121.48,123.5,4.503073416690707,16,7,0.2814420885431692,0.6592193757107321,2.3422913719943392,1.0247524752475234,0.7083333333333346,0.6041666666666451,1.546649827299612,2016-05-09 16:00:00,123.54,121.3678543711661,126.82321844325084,2016-06-02 12:00:00,121.3678543711661,SL,110,2.1721456288339027,-1.0,-1.0057546786154938
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-05-17 04:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,5299-5308,5299,5308,158.45,155.73,158.45,3.879603269596553,9,8,0.4310670299551726,0.5402204920440057,1.2532169117647067,1.113970588235295,0.8582677165354289,0.7795275590550966,2.9206739404554685,2016-05-17 08:00:00,158.77,155.5547243460874,163.56791348086887,2016-05-31 00:00:00,163.56791348086887,TP,60,3.215275653912613,1.4922246168941564,1.4860043104095026
SILVER,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-06-29 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3951-3966,3951,3966,18.305,17.516,18.305,3.9959355633645766,15,7,0.26639570422430514,0.6135349190174118,2.3030961434003285,1.0747782002534867,0.6666666666666666,0.6344086021505364,3.74278878599019,2016-06-29 16:00:00,18.363,17.46663734215125,19.710043986773123,2016-07-01 16:00:00,19.710043986773123,TP,12,0.8963626578487478,1.50278904969781,1.4637423539284888
CHFJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-07-11 08:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4034-4047,4034,4047,104.087,102.088,104.087,3.719766035711967,13,4,0.28613584890092053,0.9518060666666673,3.3264132066032963,1.0235117558779374,0.8478260869565165,0.8091787439613518,0.21377418819248067,2016-07-11 12:00:00,104.134,101.9536501524015,107.40452477139776,2016-07-14 04:00:00,107.40452477139776,TP,16,2.1803498475985066,1.5,1.490827160135774
XAUUSD,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-07-27 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4074-4086,4074,4086,1333.83,1311.971,1333.83,3.2151897672468173,12,13,0.26793248060390146,0.3278584560681277,1.2236607347088235,1.3256324626012257,0.9567264254125325,0.6802986352180342,2.3242417138819844,2016-07-27 20:00:00,1341.028,1310.2713336052916,1386.9629995920627,2016-08-30 16:00:00,1310.2713336052916,SL,148,30.756666394708418,-1.0,-1.011379646789691
CHFJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-08-12 00:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4176-4186,4176,4186,104.439,103.273,104.439,3.4527036274817124,10,11,0.3452703627481712,0.3687980640612798,1.0681428348666837,1.1749571183533518,0.6816037735848985,0.5094339622641288,0.7759692563561017,2016-08-12 04:00:00,104.643,103.18857340813157,106.82463988780265,2016-09-21 04:00:00,103.18857340813157,SL,174,1.454426591868426,-1.0,-1.0137511237155787
XAUUSD,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-09-06 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4234-4259,4234,4259,1342.161,1302.452,1342.161,7.091723596057721,25,20,0.2836689438423089,0.41251260827958575,1.4542043365483845,1.1633634692387076,0.687318255250399,0.6832794830371371,4.321526332183926,2016-09-06 20:00:00,1348.7,1301.0521639988453,1420.0417540017318,2016-10-04 12:00:00,1301.0521639988453,SL,122,47.6478360011547,-1.0,-1.0073455591979383
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-09-28 20:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4384-4397,4384,4397,77.338,76.182,77.338,3.40866498940049,13,11,0.26220499918465306,0.3945859440388123,1.504875747090285,1.2733564013840872,0.8679775280898939,0.8567415730337002,1.9792849647919943,2016-09-29 00:00:00,77.651,76.09721607406458,79.98917588890313,2016-10-18 04:00:00,79.98917588890313,TP,82,1.55378392593542,1.5048269259803884,1.496782049346423
USDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-09-29 00:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4384-4397,4384,4397,101.244,100.085,101.244,3.383226350794956,13,12,0.2602481808303812,0.3103966654885229,1.1926948518838114,1.1009490940465951,0.8970297029703109,0.8297029702970592,1.0042798342336907,2016-09-29 04:00:00,101.361,99.99935689783749,103.40346465324379,2016-10-05 12:00:00,103.40346465324379,TP,27,1.3616431021625175,1.5000000000000053,1.4926559316577874
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-11-04 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,6060-6071,6060,6071,128.95,126.48,128.95,4.6640557169452705,11,8,0.4240050651768428,0.634934710454594,1.4974696356275303,1.0890688259109313,0.9871794871794625,0.9615384615384601,2.7171702763749326,2016-11-04 16:00:00,129.18,126.3476044975714,133.40359325364287,2016-11-10 16:00:00,133.40359325364287,TP,25,2.8323955024286107,1.4911735490405138,1.484112388272947
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-11-23 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4620-4636,4620,4636,82.606,81.107,82.606,4.12363689649182,16,18,0.25772730603073873,0.3606768614528471,1.3994514861759728,1.57438292194797,0.9972451790633607,0.9807162534435254,4.9927968791515935,2016-11-23 16:00:00,83.471,81.01612148440644,87.14331777339034,2016-12-15 00:00:00,87.14331777339034,TP,95,2.4548785155935633,1.495926478668296,1.4908345770036768
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-11-30 08:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4589-4602,4589,4602,120.14,118.54,120.14,3.7328461074524375,13,8,0.2871420082655721,0.5278477698819447,1.8382812499999945,1.1312499999999965,0.8701298701298584,0.636363636363633,3.7399732531674705,2016-11-30 12:00:00,120.34,118.43284315814644,123.22573526278032,2016-12-14 20:00:00,123.22573526278032,TP,64,1.9071568418535634,1.5131085181099593,1.5065542590549779
CHFJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-11-30 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4662-4674,4662,4674,111.889,110.247,111.889,3.5162267021533573,12,11,0.2930188918461131,0.4197201179184297,1.4323995127892888,1.3130328867235148,0.9612403100775324,0.8651162790697835,3.7909665059741045,2016-11-30 20:00:00,112.404,110.13025553646794,115.8121166952981,2017-01-10 20:00:00,113.936,max_hold,180,2.2737444635320543,0.6737784410567353,0.6649823778575569
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2016-11-30 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,6169-6182,6169,6182,141.71,138.5,141.71,3.845503832532259,13,10,0.2958079871178661,0.5259115833276176,1.7778816199376848,1.3676012461059113,0.9884393063583755,0.8728323699421965,4.3737384323913435,2016-11-30 20:00:00,142.9,138.29131473145054,149.78802790282415,2017-01-11 16:00:00,140.88,max_hold,180,4.608685268549465,-0.4383028743110037,-0.4426425067299205
SILVER,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2017-01-31 08:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4884-4902,4884,4902,17.28,16.621,17.28,4.987094327958429,18,12,0.2770607959976905,0.4389248422178884,1.5842185128983284,1.0561456752655523,0.9793814432989625,0.5927835051546231,2.277332928746419,2017-01-31 12:00:00,17.314,16.58796473153187,18.410552902702197,2017-02-27 12:00:00,18.410552902702197,TP,118,0.7260352684681308,1.5103300766859777,1.4621230521514164
XAUUSD,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2017-02-06 08:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4928-4934,4928,4934,1225.288,1206.351,1225.288,3.3283524404178637,6,6,0.5547254067363107,0.5743518535078885,1.0353804720916764,1.0353804720916764,0.8453771530390102,0.6788754702039466,2.8869586283172017,2017-02-06 12:00:00,1225.948,1204.9285995527068,1257.5021006709399,2017-02-24 08:00:00,1257.5021006709399,TP,85,21.019400447293265,1.5011893774069605,1.4845380937094177
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2017-03-30 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,6706-6713,6706,6713,139.35,137.51,139.35,3.5440261928043113,7,7,0.5062894561149016,0.5145441755080796,1.0163043478260876,1.0163043478260876,0.8644067796609965,0.5593220338982748,1.2334800503150825,2017-03-30 20:00:00,139.39,137.38020411955927,142.3796938206611,2017-04-04 04:00:00,137.38020411955927,SL,15,2.00979588044072,-1.0,-1.0099512593266915
XAUUSD,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2017-04-11 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,5213-5220,5213,5220,1270.531,1247.108,1270.531,4.211529451716181,7,6,0.6016470645308831,0.7258054285713902,1.2063641150436193,1.0340263843231023,0.8516985793699778,0.8428659666460724,3.0993157973426193,2017-04-11 16:00:00,1271.351,1245.7175906327773,1309.743614050834,2017-05-03 12:00:00,1245.7175906327773,SL,92,25.63340936722284,-1.0,-1.0136540557280562
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2017-06-14 08:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,5534-5542,5534,5542,83.396,82.588,83.396,3.2296806829595517,8,10,0.40371008536994396,0.40650807606062733,1.0069306930693085,1.2586633663366353,0.8445595854922261,0.7901554404145053,2.871928141165873,2017-06-14 12:00:00,83.605,82.52545511713718,85.22431732429423,2017-06-27 12:00:00,85.22431732429423,TP,56,1.0795448828628196,1.5,1.4884210464998544
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2017-06-16 00:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,5467-5478,5467,5478,123.69,122.39,123.69,3.3898354558857355,11,5,0.308166859625976,0.7979151150007986,2.5892307692307766,1.1769230769230803,0.7187499999999959,0.7187499999999959,1.1635761436543566,2017-06-16 04:00:00,123.93,122.29412513992804,126.35881229010795,2017-06-27 12:00:00,126.35881229010795,TP,46,1.635874860071965,1.4847176574381087,1.477076486157172
USDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2017-09-11 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,5926-5937,5926,5937,109.396,107.318,109.396,5.064413185080985,11,8,0.4604011986437259,0.656204643928321,1.4252887391722766,1.0365736284889284,0.9437499999999966,0.9062499999999944,1.3620345267814606,2017-09-11 20:00:00,109.475,107.21542148181543,112.85686777727685,2017-09-27 08:00:00,112.85686777727685,TP,71,2.2595785181845685,1.4966807969098475,1.4922551927896486
XAUUSD,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2017-11-17 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,6164-6180,6164,6180,1288.699,1269.902,1288.699,4.373507427023107,16,20,0.27334421418894417,0.27802961642396284,1.0171410331435806,1.2714262914294756,0.6831483350151287,0.6831483350151287,3.189709704117064,2017-11-17 20:00:00,1293.801,1268.827519144894,1331.2612212826589,2017-12-05 12:00:00,1268.827519144894,SL,72,24.97348085510589,-1.0,-1.0140148664910114
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2017-11-29 04:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,7778-7791,7778,7791,148.93,146.95,148.93,3.961178361343915,13,3,0.3047060277956858,1.507114999433879,4.946127946127942,1.1414141414141408,0.971428571428597,0.8000000000000163,1.3480697332521199,2017-11-29 08:00:00,149.21,146.8250371846846,152.78744422297314,2017-12-04 12:00:00,152.78744422297314,TP,20,2.3849628153154185,1.5,1.491614125020504
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2017-11-30 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,6200-6213,6200,6213,133.2,131.71,133.2,4.448772265931615,13,11,0.34221325122550894,0.40986248453671664,1.1976815131177627,1.0134228187919534,0.8857142857143065,0.8000000000000163,2.3841786961710536,2017-11-30 16:00:00,133.27,131.62626903385177,135.61059644922233,2018-01-04 08:00:00,135.61059644922233,TP,139,1.6437309661482402,1.4239534920407593,1.4163488412448446
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2018-02-01 08:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,6463-6476,6463,6476,136.11,134.14,136.11,4.828498401063218,13,12,0.37142295392793984,0.4391400830070136,1.1823181049069242,1.0913705583756224,0.7532467532467504,0.714285714285709,2.3490369549076866,2018-02-01 12:00:00,136.31,134.0380014159492,139.66799787607619,2018-02-07 16:00:00,134.0380014159492,SL,26,2.271998584050806,-1.0,-1.0055017639921686
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2018-02-01 08:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,8042-8054,8042,8054,155.81,151.99,155.81,6.075043642188385,12,12,0.5062536368490321,0.5354096054633742,1.057591623036649,1.057591623036649,0.719008264462809,0.7107438016528992,2.977316202211282,2018-02-01 12:00:00,156.05,151.83279948322215,162.32580077516678,2018-02-06 00:00:00,151.83279948322215,SL,16,4.217200516777865,-1.0,-1.0047424825830342
SILVER,H4,AVOID_D20_D55_OR_RSI_20D__RS100_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS100_BODY45_CLOSE60_RR15,2018-03-06 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,6624-6644,6624,6644,16.76,16.147,16.76,5.395869732926819,20,19,0.269793486646341,0.2988182345443288,1.1075813514209665,1.0522022838499183,0.8866396761133656,0.736842105263167,2.5801950433491743,2018-03-06 16:00:00,16.793,16.118598647190304,17.80210202921455,2018-03-20 12:00:00,16.118598647190304,SL,61,0.6744013528096957,-1.0,-1.0518978792883242
