symbol,timeframe,strategy,context_name,v_strategy,signal_time,period,d1_context_signal_time,d1_context_strategy,d1_context_age_days,d1_context_fail_bars,pair_key,v_start_i,v_extreme_i,v_start,v_extreme,trigger_level,v_move_atr,v_move_bars,v_recovery_bars,drop_speed_atr_per_bar,recovery_speed_atr_per_bar,right_left_speed_ratio,fib_ratio_at_signal,close_location,body_ratio,ema50_stretch_atr,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost
CHFJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2023-07-14 04:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,15308-15322,15308,15322,160.531,158.472,160.531,3.62446632087472,14,10,0.2588904514910514,0.4599674840430138,1.7766877124817895,1.2690626517727066,0.8523706896551715,0.8071120689655145,1.7556433396102415,2023-07-14 08:00:00,161.084,158.32997909142227,165.21753136286662,2023-08-10 12:00:00,165.21753136286662,TP,119,2.754020908577729,1.5009077636238126,1.4936456546333945
CHFJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2023-08-21 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,15480-15490,15480,15490,166.418,164.422,166.418,4.493864276841957,10,7,0.44938642768419573,0.6619218924807238,1.472945891783555,1.0310621242484885,0.8086956521739052,0.8086956521739052,2.8798937891573635,2023-08-21 20:00:00,166.471,164.31095970833576,169.73356043749635,2023-09-01 12:00:00,164.31095970833576,SL,53,2.160040291664245,-1.0,-1.009259086544433
USDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2023-09-05 00:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,15545-15558,15545,15558,146.535,144.441,146.535,6.351793396622294,13,10,0.48859949204786873,0.6976659413673061,1.427889207258846,1.0983763132760354,0.885416666666716,0.7048611111110946,2.1805885995477947,2023-09-05 04:00:00,146.74,144.3585823319004,150.31462650214942,2023-10-16 04:00:00,149.57,max_hold,180,2.3814176680996013,1.1883677684554834,1.1841685890616516
XAUUSD,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2023-09-18 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,15469-15489,15469,15489,1930.558,1900.898,1930.558,5.846538120340762,20,14,0.29232690601703815,0.45516096189253274,1.5570272613428333,1.0899190829399834,0.9540713324360465,0.7183714670255738,2.5179604897452883,2023-09-18 20:00:00,1933.155,1899.6297281017628,1983.6179078473556,2023-09-26 16:00:00,1899.6297281017628,SL,36,33.52527189823718,-1.0,-1.0104398855007808
USDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2023-10-18 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,15739-15756,15739,15756,149.827,148.739,149.827,4.281411120225031,17,7,0.2518477129544136,0.632992242827394,2.5133928571428816,1.0349264705882455,0.9215686274510503,0.7333333333333928,1.837831892100855,2023-10-18 16:00:00,149.865,148.67546954418484,151.64929568372276,2023-10-31 16:00:00,151.64929568372276,TP,56,1.1895304558151736,1.499999999999988,1.491593321590785
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2023-10-31 04:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,17176-17185,17176,17185,182.55,180.76,182.55,3.4319778174698428,9,6,0.38133086860776033,0.7413583367346386,1.9441340782122862,1.2960893854748576,1.0,0.9540229885057565,2.121519110283906,2023-10-31 08:00:00,183.05,180.62960871433313,186.75558692850035,2023-11-14 12:00:00,186.75558692850035,TP,63,2.4203912856668808,1.5309867253464982,1.5227235985874414
SILVER,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2023-11-14 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,15739-15752,15739,15752,22.982,21.867,22.982,4.537049057002576,13,6,0.34900377361558277,0.8375568886992804,2.3998505231689107,1.1076233183856512,0.9220231822971567,0.8166491043203373,2.22342986308035,2023-11-14 16:00:00,23.09,21.805561387259022,25.046657919111468,2023-11-28 20:00:00,25.046657919111468,TP,62,1.2844386127409777,1.52335650742855,1.4961072487619091
XAUUSD,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2023-11-15 00:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,15738-15750,15738,15750,1965.498,1931.515,1965.498,4.543274105053503,12,9,0.3786061754211253,0.5229310024953607,1.3812004041236314,1.0359003030927236,0.9617375231053816,0.7953789279113174,1.0850784225903665,2023-11-15 04:00:00,1966.705,1929.6450379850405,2022.3274430224394,2023-11-28 12:00:00,2022.3274430224394,TP,57,37.05996201495941,1.5008769571859586,1.4914328028757393
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2023-11-22 04:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,17276-17284,17276,17284,186.74,184.45,186.74,4.297550249045275,8,6,0.5371937811306594,0.7256416723278779,1.3508005822416307,1.013100436681223,0.9310344827586184,0.9310344827586184,1.6453710422477805,2023-11-22 08:00:00,186.8,184.3167845710176,190.44982314347362,2023-12-07 00:00:00,184.3167845710176,SL,66,2.483215428982419,-1.0,-1.0080540736685812
CHFJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2023-11-30 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,15924-15939,15924,15939,169.678,167.389,169.678,4.029143882713901,15,9,0.26860959218092667,0.48503843644145855,1.805737585554102,1.0834425513324613,0.8027923211169286,0.654450261780107,2.19802429354625,2023-11-30 16:00:00,169.873,167.24697230958787,173.80204153561817,2023-12-07 04:00:00,167.24697230958787,SL,28,2.6260276904121156,-1.0,-1.0076160659207836
USDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2024-02-02 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,16214-16226,16214,16226,147.926,145.896,147.926,3.41811497619876,12,5,0.28484291468323003,0.8018257889979551,2.8149753694581268,1.172906403940886,0.9645583424209236,0.9525627044710919,1.7875564716415893,2024-02-02 16:00:00,148.278,145.7475263519414,152.0712104720879,2024-03-14 16:00:00,148.233,max_hold,180,2.530473648058603,-0.017783232018445165,-0.02173506135587493
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2024-02-08 04:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,16032-16044,16032,16044,160.25,158.91,160.25,3.5406278429572757,12,8,0.2950523202464397,0.45909260277151615,1.5559701492537437,1.0373134328358293,0.634146341463467,0.6097560975609807,1.6420949870574677,2024-02-08 08:00:00,160.3,158.81538401242415,162.5269239813638,2024-02-21 12:00:00,162.5269239813638,TP,57,1.4846159875758644,1.5,1.491580314300401
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2024-04-04 04:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,16262-16288,16262,16288,164.48,162.61,164.48,7.250305432862608,26,12,0.27885790126394644,0.6946593886209733,2.491087344028526,1.1497326203208582,0.8478260869564774,0.8043478260869525,4.666268956961846,2024-04-04 08:00:00,164.76,162.5455199578378,168.08172006324327,2024-04-12 08:00:00,162.5455199578378,SL,36,2.2144800421621937,-1.0,-1.0056446659089253
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2024-09-17 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,17199-17212,17199,17212,95.669,93.864,95.669,3.896815040205036,13,8,0.2997550030926951,0.507611432868816,1.693421052631586,1.042105263157899,0.7462526766595339,0.6937901498929465,0.8939872313976922,2024-09-17 16:00:00,95.747,93.7482003032363,98.74019954514556,2024-09-24 04:00:00,98.74019954514556,TP,28,1.9987996967636974,1.4974984987199649,1.4912447455198679
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2024-09-17 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,16990-17002,16990,17002,157.49,155.14,157.49,3.6542241223494565,12,8,0.3045186768624547,0.49954021247011127,1.6404255319148917,1.0936170212765943,0.7222222222222222,0.6851851851851677,0.5212375856466557,2024-09-17 16:00:00,157.72,154.97922715730354,161.8061592640447,2024-09-26 04:00:00,161.8061592640447,TP,39,2.740772842696458,1.4908784852175558,1.4863177278263338
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2024-09-17 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,18571-18581,18571,18581,186.7,183.75,186.7,3.643317186799259,10,9,0.3643317186799259,0.48989236749052273,1.3446327683615844,1.2101694915254262,0.8947368421052494,0.8684210526315523,0.9131797785818243,2024-09-17 20:00:00,187.32,183.5475745832199,192.97863812517014,2024-09-24 04:00:00,192.97863812517014,TP,26,3.772425416780095,1.5,1.4946983709973376
SILVER,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2025-01-15 16:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,17594-17608,17594,17608,30.469,29.491,30.469,3.5405037983057297,14,12,0.25289312845040923,0.3493441886876306,1.3813905930470343,1.1840490797546006,0.9378109452736355,0.9179104477611911,2.4643303322378123,2025-01-15 20:00:00,30.647,29.421942031437162,32.48958695284426,2025-02-05 08:00:00,32.48958695284426,TP,90,1.2250579685628367,1.5040814395141442,1.4755113629151866
USDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2025-05-27 12:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,18037-18052,18037,18052,144.328,142.112,144.328,4.075560620715244,15,3,0.2717040413810163,1.3903988399190947,5.117328519855578,1.0234657039711157,0.8634812286689236,0.4863481228668778,0.8954417410062048,2025-05-27 16:00:00,144.38,141.97606778071608,147.98589832892588,2025-06-23 08:00:00,147.98589832892588,TP,116,2.4039322192839165,1.500000000000006,1.4958401489360813
XAUUSD,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2025-06-02 12:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,18182-18203,18182,18203,3365.798,3245.198,3365.798,5.267436846660693,21,16,0.25083032603146155,0.3518367189342652,1.4026881218905503,1.0687147595356572,0.8383067314365058,0.6269951422623299,2.9597719235765214,2025-06-02 16:00:00,3374.085,3239.474153492165,3576.0012697617526,2025-12-31 20:00:00,3576.0012697617526,TP,150,134.61084650783505,1.5,1.4973999123467399
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2025-06-20 08:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,17915-17926,17915,17926,167.612,166.03,167.612,3.6017040438446895,11,8,0.3274276403495172,0.48493233965798066,1.4810366624526043,1.077117572692803,0.9627791563275765,0.6898263027295926,3.004118426979217,2025-06-20 12:00:00,167.737,165.92019086654943,170.4547137001759,2025-07-03 12:00:00,170.4547137001759,TP,56,1.8168091334505618,1.4958718833685594,1.4889916889827859
CHFJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2025-06-20 12:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,18414-18425,18414,18425,178.362,176.738,178.362,3.367711596389252,11,9,0.3061555996717502,0.40322217389718173,1.3170498084291224,1.077586206896555,0.8950617283950848,0.6296296296296664,2.5394199366895736,2025-06-20 16:00:00,178.487,176.61744335838162,181.29383496242758,2025-06-27 12:00:00,181.29383496242758,TP,30,1.8695566416183738,1.5013372154362021,1.4906394919467072
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2025-06-23 04:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,19493-19505,19493,19505,196.844,194.008,196.844,4.69705143952872,12,14,0.39142095329406,0.47320687482659135,1.2089462018940222,1.4104372355430261,0.9777411376751962,0.9760923330585355,3.7915734191287305,2025-06-23 08:00:00,198.006,193.85705423985073,204.23441864022394,2025-08-01 12:00:00,196.285,max_hold,180,4.1489457601492745,-0.4148041694182293,-0.41962467109653084
USDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2025-09-19 08:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,18538-18558,18538,18558,148.072,145.481,148.072,5.560481957428951,20,10,0.27802409787144755,0.575792091539243,2.0710150521034225,1.0355075260517115,0.925507900677168,0.523702031602693,1.712130745970211,2025-09-19 12:00:00,148.163,145.36450829928788,152.36323755106815,2025-10-08 00:00:00,152.36323755106815,TP,78,2.798491700712134,1.500893338364843,1.4973199849053898
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2025-10-30 08:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,18500-18509,18500,18509,178.232,176.632,178.232,3.2054138734098423,9,8,0.35615709704553805,0.5306462498246468,1.489921875000005,1.3243750000000045,0.9090909090909373,0.9090909090909373,3.278267437367469,2025-10-30 12:00:00,178.75,176.507211122246,182.11668331663103,2025-11-04 08:00:00,176.507211122246,SL,17,2.242788877754009,-1.0,-1.005573418043925
USDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2025-11-17 12:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,18805-18817,18805,18817,155.044,153.615,155.044,3.8751045540248317,12,7,0.3229253795020693,0.6124702889046493,1.896631010696775,1.1063680895731187,0.8144876325088435,0.7084805653710756,2.541841349021759,2025-11-17 16:00:00,155.198,153.52280893908298,157.70578659137553,2025-11-20 04:00:00,157.70578659137553,TP,15,1.6751910609170295,1.4970152658304618,1.4910457974914195
USDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2025-12-09 12:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,18892-18908,18892,18908,156.18,154.343,156.18,4.80569599567569,16,15,0.30035599972973065,0.4400207220863643,1.464997278170931,1.373434948285248,0.9354395604395652,0.9326923076922994,3.176022962245504,2025-12-09 16:00:00,156.866,154.24743631881557,160.7938455217767,2026-01-21 16:00:00,158.382,max_hold,180,2.6185636811844404,0.5789433386299268,0.5751244511719492
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2026-01-12 00:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,20379-20393,20379,20393,212.145,210.304,212.145,4.304108785995575,14,11,0.3074363418568268,0.4019095212245103,1.3072934669892726,1.0271591526344284,0.9201331114808621,0.6572379367720174,2.5064124011524607,2026-01-12 04:00:00,212.197,210.19706729386172,215.1918990592074,2026-01-26 04:00:00,210.19706729386172,SL,62,1.9999327061382814,-1.0,-1.010000336480621
CHFJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2026-01-12 04:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,19299-19316,19299,19316,197.852,195.894,197.852,4.895445355646689,17,9,0.2879673738615699,0.6345021673077407,2.2033821359664,1.166496424923388,0.8932291666666711,0.8072916666667017,2.5360729529819483,2026-01-12 08:00:00,198.174,195.7940090973469,201.75398635397966,2026-02-04 04:00:00,201.75398635397966,TP,104,2.3799909026531054,1.5042016967328924,1.4957983032671076
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2026-01-20 04:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,18563-18571,18563,18571,106.33,105.215,106.33,3.657633002286652,8,8,0.4572041252858315,0.6491068433430258,1.419730941704041,1.419730941704041,0.9565972222222365,0.9131944444444484,4.516948213903298,2026-01-20 08:00:00,106.797,105.13878951091438,109.28681573362843,2026-02-03 04:00:00,109.28681573362843,TP,61,1.6582104890856186,1.501507649370487,1.4939694025180734
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_BODY45_CLOSE60_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_BODY45_CLOSE60_RR15,2026-02-06 16:00:00,OOS_2025_2026,,NO_RECENT_D1_BEAR_DENIAL,,,18649-18658,18649,18658,110.187,108.046,110.187,3.558542717518177,9,4,0.39539363527979743,0.9099963278099991,2.301494628678195,1.0228865016347533,0.8058690744921018,0.8013544018058819,2.6804742452223076,2026-02-06 20:00:00,110.236,107.89558730511649,113.74661904232528,2026-02-13 12:00:00,107.89558730511649,SL,29,2.3404126948835113,-1.0,-1.0053409383854888
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2015-02-17 16:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,1755-1766,1755,1766,136.01,133.94,136.01,3.5315544159512378,11,4,0.32105040145011254,0.9298053897069744,2.8961352657005013,1.0531400966183642,0.9117647058823505,0.7352941176470514,1.7963569276043072,2015-02-17 20:00:00,136.13,133.79346395976157,139.60980406035765,2015-02-20 12:00:00,133.79346395976157,SL,16,2.3365360402384283,-1.0,-1.0053497997825505
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2015-05-21 08:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3731-3744,3731,3744,188.58,185.95,188.58,4.173697430232716,13,12,0.3210536484794397,0.5144386249558042,1.6023447401774313,1.479087452471475,0.9512195121951312,0.9390243902439054,4.315166288207005,2015-05-21 12:00:00,189.83,185.79246582053665,195.91130126919504,2015-07-02 12:00:00,192.2,max_hold,180,4.037534179463364,0.5869919348435032,0.5820384164060097
XAUUSD,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2015-06-18 04:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,2313-2325,2313,2325,1190.492,1174.569,1190.492,3.2998569737457357,12,4,0.27498808114547796,0.8527859980508529,3.101174401808711,1.0337248006029036,0.7925939779315639,0.7462128296240927,1.6713677971173877,2015-06-18 08:00:00,1191.019,1173.3626598368742,1217.5285102446887,2015-06-24 12:00:00,1173.3626598368742,SL,26,17.656340163125833,-1.0,-1.01982290762222
XAUUSD,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2015-09-24 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,2739-2752,2739,2752,1141.639,1121.328,1141.639,3.6147705207071894,13,12,0.27805927082362997,0.5009885783954886,1.8017330510560834,1.6631382009748463,0.9234954421801141,0.917625161074781,4.848054354573053,2015-09-24 16:00:00,1155.108,1119.923277356913,1207.8850839646302,2015-09-30 08:00:00,1119.923277356913,SL,23,35.18472264308684,-1.0,-1.0099474991902175
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2015-10-05 04:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,2813-2820,2813,2820,85.051,83.269,85.051,3.641412537930594,7,5,0.520201791132942,0.7409518441378381,1.4243546576879849,1.017396184062846,0.9385964912280579,0.5175438596490974,1.2100288976076006,2015-10-05 08:00:00,85.082,83.14665736637652,87.98501395043522,2015-10-09 08:00:00,87.98501395043522,TP,24,1.9353426336234776,1.5000000000000038,1.493541195350728
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2015-11-17 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4506-4519,4506,4519,187.45,185.99,187.45,3.61637641984557,13,9,0.2781828015265823,0.46511995049764765,1.67199391171996,1.157534246575357,0.9761904761904971,0.8571428571429152,2.7703239311046923,2015-11-17 16:00:00,187.67,185.88907024114056,190.3663946382892,2015-11-23 16:00:00,185.88907024114056,SL,25,1.780929758859429,-1.0,-1.0112300891713948
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2016-01-27 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3302-3313,3302,3313,83.52,81.476,83.52,3.2871029948850974,11,8,0.29882754498955433,0.439231900918784,1.4698507827788685,1.0689823874755409,0.8072669826224317,0.7203791469194412,2.1002972662979302,2016-01-27 16:00:00,83.666,81.32054396445893,87.1716840533116,2016-02-09 00:00:00,81.32054396445893,SL,52,2.345456035541062,-1.0,-1.0053294539784905
AUDJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2016-03-02 00:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3454-3467,3454,3467,82.014,79.804,82.014,3.7262511806323473,13,6,0.2866347062024882,0.6870802516324351,2.397058823529412,1.1063348416289593,0.6932153392330298,0.44149459193706353,1.9825681074245567,2016-03-02 04:00:00,82.251,79.65572765516407,86.13890851725388,2016-03-11 16:00:00,86.13890851725388,TP,46,2.5952723448359336,1.4980734199206596,1.4932569697223361
SILVER,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2016-03-17 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3502-3515,3502,3515,15.806,15.168,15.806,4.0274059979714085,13,5,0.309800461382416,1.0150578126548633,3.276489028213168,1.2601880877742953,0.8621553884711746,0.6491228070175432,3.483147955078004,2016-03-17 16:00:00,15.97,15.12839634442608,17.23740548336088,2016-03-24 04:00:00,15.12839634442608,SL,28,0.8416036555739215,-1.0,-1.041587271833001
EURJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2016-05-09 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3678-3694,3678,3694,123.5,121.48,123.5,4.503073416690707,16,7,0.2814420885431692,0.6592193757107321,2.3422913719943392,1.0247524752475234,0.7083333333333346,0.6041666666666451,1.546649827299612,2016-05-09 16:00:00,123.54,121.3678543711661,126.82321844325084,2016-06-02 12:00:00,121.3678543711661,SL,110,2.1721456288339027,-1.0,-1.0057546786154938
GBPJPY,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2016-05-17 04:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,5299-5308,5299,5308,158.45,155.73,158.45,3.879603269596553,9,8,0.4310670299551726,0.5402204920440057,1.2532169117647067,1.113970588235295,0.8582677165354289,0.7795275590550966,2.9206739404554685,2016-05-17 08:00:00,158.77,155.5547243460874,163.56791348086887,2016-05-31 00:00:00,163.56791348086887,TP,60,3.215275653912613,1.4922246168941564,1.4860043104095026
SILVER,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2016-06-29 12:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,3951-3966,3951,3966,18.305,17.516,18.305,3.9959355633645766,15,7,0.26639570422430514,0.6135349190174118,2.3030961434003285,1.0747782002534867,0.6666666666666666,0.6344086021505364,3.74278878599019,2016-06-29 16:00:00,18.363,17.46663734215125,19.710043986773123,2016-07-01 16:00:00,19.710043986773123,TP,12,0.8963626578487478,1.50278904969781,1.4637423539284888
SILVER,H4,AVOID_D20_D55_OR_RSI_20D__RS120_RECLAIM_RR15,AVOID_D20_D55_OR_RSI_20D,RS120_RECLAIM_RR15,2016-07-11 00:00:00,Research_2015_2024,,NO_RECENT_D1_BEAR_DENIAL,,,4002-4016,4002,4016,20.495,19.208,20.495,4.1691364903524155,14,4,0.2977954635966011,1.1240795354718625,3.7746697746697717,1.0784770784770776,0.8206388206388197,0.33906633906634315,3.3919716024261053,2016-07-11 04:00:00,20.587,19.130825745632325,22.793761381551512,2016-08-19 08:00:00,19.317,max_hold,180,1.4561742543676743,-0.8721483683637034,-0.8961839533186087
