strategy,filter,symbol,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars,family
T4_REBREAK_ONLY,EMA_close_gt_200,CHFJPY,18,44.44444444444444,4.376357069848181,0.24313094832489895,1.5204134638473223,3.0372126389469525,3,96.0,EMA
T4_REBREAK_ONLY,EMA_close_gt_200,SILVER,26,46.15384615384615,3.308390865293191,0.12724580251127657,1.2261975584714233,4.1932915038216585,3,82.46153846153847,EMA
T4_REBREAK_ONLY,EMA_close_gt_200,AUDJPY,22,40.909090909090914,2.3155814605271936,0.10525370275123608,1.1766888798782107,7.056975896839292,7,82.0,EMA
T4_REBREAK_ONLY,EMA_close_gt_200,EURJPY,28,39.285714285714285,-1.0409293560711985,-0.03717604843111423,0.9378427681836276,8.017370452183732,5,103.46428571428571,EMA
T4_REBREAK_ONLY,EMA_20_gt_50,GBPJPY,32,56.25,13.20124106958862,0.4125387834246444,2.001557525477097,3.0290153854161526,3,110.4375,EMA
T4_REBREAK_ONLY,EMA_20_gt_50,USDJPY,29,55.172413793103445,10.980358345871522,0.37863304640936285,1.8832262655806122,4.020210971262755,4,117.17241379310344,EMA
T4_REBREAK_ONLY,EMA_20_gt_50,XAUUSD,23,47.82608695652174,10.243828803489297,0.4453838610212738,2.217664984237972,2.588510092787347,4,114.47826086956522,EMA
T4_REBREAK_ONLY,EMA_20_gt_50,CHFJPY,16,37.5,0.41400919385419255,0.025875574615887034,1.04923178381402,4.031723758614585,4,100.1875,EMA
T4_REBREAK_ONLY,EMA_20_gt_50,AUDJPY,20,40.0,0.18019603669924644,0.009009801834962323,1.014893731132751,6.0503428893379505,6,89.65,EMA
T4_REBREAK_ONLY,EMA_20_gt_50,SILVER,23,39.130434782608695,-1.5930107264999527,-0.06926133593478055,0.8910844722934077,4.1932915038216585,3,80.47826086956522,EMA
T4_REBREAK_ONLY,EMA_20_gt_50,EURJPY,24,37.5,-2.5766146199235833,-0.10735894249681598,0.8251448072965945,8.014017227918066,4,104.83333333333333,EMA
T4_REBREAK_ONLY,EMA_stack_20_50_200,XAUUSD,15,53.333333333333336,9.481718575756448,0.6321145717170965,3.013606513972852,1.5792672036540751,3,105.06666666666666,EMA
T4_REBREAK_ONLY,EMA_stack_20_50_200,USDJPY,22,59.09090909090909,8.823739976576821,0.40107908984440094,1.98530551615064,4.020210971262755,4,118.68181818181819,EMA
T4_REBREAK_ONLY,EMA_stack_20_50_200,GBPJPY,15,53.333333333333336,4.889623466625798,0.3259748977750532,1.6936025658213232,2.407226042429022,2,121.0,EMA
T4_REBREAK_ONLY,EMA_stack_20_50_200,CHFJPY,12,33.33333333333333,1.5427592296333257,0.12856326913611046,1.2412688512281511,3.0267996423470485,3,93.08333333333333,EMA
T4_REBREAK_ONLY,EMA_stack_20_50_200,AUDJPY,14,35.714285714285715,-1.6174662507414368,-0.11553330362438834,0.8217916264900106,6.054497074673749,6,80.85714285714286,EMA
T4_REBREAK_ONLY,EMA_stack_20_50_200,EURJPY,18,38.88888888888889,-2.069540628156096,-0.11497447934200533,0.8129390350427798,4.513576270138334,5,100.72222222222223,EMA
T4_REBREAK_ONLY,EMA_stack_20_50_200,SILVER,18,38.88888888888889,-2.287291091519735,-0.12707172730665195,0.7999243143896736,4.594773665596893,3,77.0,EMA
T4_REBREAK_ONLY,EMA20_slope_pos,GBPJPY,38,52.63157894736842,11.93955959629243,0.31419893674453764,1.7170722094588808,3.0290153854161526,3,109.76315789473684,EMA
T4_REBREAK_ONLY,EMA20_slope_pos,USDJPY,39,46.15384615384615,6.278143081692766,0.16097802773571196,1.3300439398212325,9.364716046580202,8,114.38461538461539,EMA
T4_REBREAK_ONLY,EMA20_slope_pos,CHFJPY,22,45.45454545454545,5.391321448465181,0.2450600658393264,1.5166900459607071,3.017143557365648,3,101.22727272727273,EMA
T4_REBREAK_ONLY,EMA20_slope_pos,XAUUSD,30,40.0,5.015785857656639,0.16719286192188798,1.3643475386702708,3.6169963764839843,4,110.0,EMA
T4_REBREAK_ONLY,EMA20_slope_pos,AUDJPY,31,41.935483870967744,0.8074870652301099,0.026047969846132578,1.0459426514363495,6.07517898595117,5,93.93548387096774,EMA
T4_REBREAK_ONLY,EMA20_slope_pos,SILVER,31,38.70967741935484,-1.1268910411777648,-0.036351323908960155,0.9408490983204576,6.293460588932955,4,82.7741935483871,EMA
T4_REBREAK_ONLY,EMA20_slope_pos,EURJPY,36,36.11111111111111,-2.760275202576465,-0.07667431118267959,0.8720752277749043,10.836395601883007,5,105.63888888888889,EMA
T4_REBREAK_ONLY,ADX_ge_18,XAUUSD,30,43.333333333333336,6.024442767323323,0.20081475891077744,1.4722430550294823,3.0229699805722507,4,114.36666666666666,ADX
T4_REBREAK_ONLY,ADX_ge_18,GBPJPY,26,50.0,4.676547662554739,0.17986721779056689,1.402425065326905,4.1601095550767955,4,110.96153846153847,ADX
T4_REBREAK_ONLY,ADX_ge_18,AUDJPY,22,50.0,4.543623103988488,0.20652832290856765,1.4325103665083028,4.024265204432096,4,105.86363636363636,ADX
T4_REBREAK_ONLY,ADX_ge_18,CHFJPY,18,44.44444444444444,4.37695688904708,0.24316427161372667,1.5205857509695875,4.032756686843984,4,102.61111111111111,ADX
T4_REBREAK_ONLY,ADX_ge_18,USDJPY,28,42.857142857142854,3.5597208624666514,0.12713288794523755,1.2628024519850303,7.354849266243132,7,113.35714285714286,ADX
T4_REBREAK_ONLY,ADX_ge_18,SILVER,22,40.909090909090914,1.691104198875807,0.07686837267617305,1.1324811649405595,6.015220846017482,6,80.77272727272727,ADX
T4_REBREAK_ONLY,ADX_ge_18,EURJPY,30,33.33333333333333,-3.6848935235763727,-0.12282978411921243,0.8015299621818222,11.20507398239825,10,102.23333333333333,ADX
T4_REBREAK_ONLY,ADX_ge_22,XAUUSD,22,40.909090909090914,5.229230445557742,0.23769229297989736,1.5533322145950446,2.506011742248596,4,121.95454545454545,ADX
T4_REBREAK_ONLY,ADX_ge_22,AUDJPY,11,54.54545454545454,4.0048833494329505,0.3640803044939046,1.7958066044708167,4.024265204432097,4,100.27272727272727,ADX
T4_REBREAK_ONLY,ADX_ge_22,SILVER,17,47.05882352941176,3.869015921315914,0.22758917184211258,1.4491677288093554,3.914654377108832,4,89.23529411764706,ADX
T4_REBREAK_ONLY,ADX_ge_22,GBPJPY,22,45.45454545454545,1.3505128714036796,0.061386948700167254,1.1272595455384513,4.583804278964458,5,106.9090909090909,ADX
T4_REBREAK_ONLY,ADX_ge_22,CHFJPY,9,44.44444444444444,0.6331675673111345,0.07035195192345939,1.1495257692388692,3.02627849594719,3,113.11111111111111,ADX
T4_REBREAK_ONLY,ADX_ge_22,EURJPY,22,40.909090909090914,0.16519852972397686,0.007509024078362584,1.01298067499641,7.184504814842666,8,102.27272727272727,ADX
T4_REBREAK_ONLY,ADX_ge_22,USDJPY,13,38.46153846153847,-0.40155948572343414,-0.030889191209494935,0.9389941903525894,5.432114097569602,7,121.61538461538461,ADX
T4_REBREAK_ONLY,ADX_ge_25,XAUUSD,21,42.857142857142854,6.237779408305989,0.29703711468123756,1.7389082197944825,2.506011742248596,4,123.52380952380952,ADX
T4_REBREAK_ONLY,ADX_ge_25,SILVER,8,62.5,4.325104218223338,0.5406380272779172,2.828555974810356,1.0464272943580515,2,119.375,ADX
T4_REBREAK_ONLY,ADX_ge_25,CHFJPY,8,50.0,1.6432709892063342,0.20540887365079177,1.5096360116328846,2.0161750740519904,2,125.25,ADX
T4_REBREAK_ONLY,ADX_ge_25,AUDJPY,4,25.0,-1.0221742897298354,-0.25554357243245884,0.6612827271153524,2.0127281115755924,3,77.75,ADX
T4_REBREAK_ONLY,ADX_ge_25,USDJPY,9,33.33333333333333,-1.7625834394738138,-0.1958426043859793,0.6591645924438765,4.021161092070449,5,107.77777777777777,ADX
T4_REBREAK_ONLY,ADX_ge_25,EURJPY,18,27.77777777777778,-4.193250359973412,-0.23295835333185622,0.6705102630614128,7.698157413803112,9,87.61111111111111,ADX
T4_REBREAK_ONLY,ADX_ge_25,GBPJPY,19,36.84210526315789,-4.621723762391179,-0.24324861907321993,0.5644925138737478,6.131196217590503,5,116.15789473684211,ADX
T4_REBREAK_ONLY,RSI_45_75,GBPJPY,43,53.48837209302325,15.912961513560225,0.3700688724083773,1.8521353512146217,3.0290153854161517,3,103.44186046511628,RSI
T4_REBREAK_ONLY,RSI_45_75,XAUUSD,32,46.875,11.23537962868357,0.35110561339636154,1.8807058201738691,3.6169963764839856,3,112.53125,RSI
T4_REBREAK_ONLY,RSI_45_75,USDJPY,40,45.0,7.376054022195633,0.18440135055489082,1.3873113854550767,9.364716046580202,8,112.3,RSI
T4_REBREAK_ONLY,RSI_45_75,CHFJPY,24,45.83333333333333,5.548928895249804,0.2312053706354085,1.4527956612762316,4.032756686843984,4,95.66666666666667,RSI
T4_REBREAK_ONLY,RSI_45_75,AUDJPY,34,44.11764705882353,3.7706590494924668,0.11090173674977843,1.2027948996277713,7.092661200720039,6,93.67647058823529,RSI
T4_REBREAK_ONLY,RSI_45_75,EURJPY,39,41.02564102564102,2.6552557303839017,0.0680834802662539,1.1230209098818293,9.026347099111375,5,103.74358974358974,RSI
T4_REBREAK_ONLY,RSI_45_75,SILVER,32,37.5,-0.5187280966135446,-0.016210253019173268,0.9741701430388874,6.589305694816061,5,81.90625,RSI
T4_REBREAK_ONLY,RSI_50_75,GBPJPY,43,53.48837209302325,15.912961513560225,0.3700688724083773,1.8521353512146217,3.0290153854161517,3,103.44186046511628,RSI
T4_REBREAK_ONLY,RSI_50_75,XAUUSD,32,46.875,11.23537962868357,0.35110561339636154,1.8807058201738691,3.6169963764839856,3,112.53125,RSI
T4_REBREAK_ONLY,RSI_50_75,USDJPY,40,45.0,7.376054022195633,0.18440135055489082,1.3873113854550767,9.364716046580202,8,112.3,RSI
T4_REBREAK_ONLY,RSI_50_75,CHFJPY,24,45.83333333333333,5.548928895249804,0.2312053706354085,1.4527956612762316,4.032756686843984,4,95.66666666666667,RSI
T4_REBREAK_ONLY,RSI_50_75,AUDJPY,34,44.11764705882353,3.7706590494924668,0.11090173674977843,1.2027948996277713,7.092661200720039,6,93.67647058823529,RSI
T4_REBREAK_ONLY,RSI_50_75,EURJPY,39,41.02564102564102,2.6552557303839017,0.0680834802662539,1.1230209098818293,9.026347099111375,5,103.74358974358974,RSI
T4_REBREAK_ONLY,RSI_50_75,SILVER,32,37.5,-0.5187280966135446,-0.016210253019173268,0.9741701430388874,6.589305694816061,5,81.90625,RSI
T4_REBREAK_ONLY,RSI_gt_50,GBPJPY,44,52.27272727272727,14.908328488260064,0.338825647460456,1.757581237428699,3.0290153854161526,3,104.79545454545455,RSI
T4_REBREAK_ONLY,RSI_gt_50,XAUUSD,34,47.05882352941176,10.970466265861988,0.3226607725253526,1.7968965373452899,3.6169963764839848,4,112.6470588235294,RSI
T4_REBREAK_ONLY,RSI_gt_50,USDJPY,41,46.34146341463415,8.24025260359731,0.2009817708194466,1.4326898424001848,9.364716046580202,8,113.95121951219512,RSI
T4_REBREAK_ONLY,RSI_gt_50,CHFJPY,26,46.15384615384615,7.346538938085945,0.2825591899263825,1.5901562102846198,4.032756686843984,4,99.96153846153847,RSI
T4_REBREAK_ONLY,RSI_gt_50,AUDJPY,35,42.857142857142854,2.764174075234647,0.07897640214956135,1.1410296785636298,8.099146174977857,7,91.97142857142858,RSI
T4_REBREAK_ONLY,RSI_gt_50,EURJPY,40,40.0,1.651796885210004,0.0412949221302501,1.0731296644077397,10.029805944285274,5,103.275,RSI
T4_REBREAK_ONLY,RSI_gt_50,SILVER,33,39.39393939393939,-0.2228829907304406,-0.0067540300221345636,0.9889016311103711,6.293460588932955,4,84.87878787878788,RSI
T4_REBREAK_ONLY,RSI_lt_75,GBPJPY,43,53.48837209302325,15.912961513560225,0.3700688724083773,1.8521353512146217,3.0290153854161517,3,103.44186046511628,RSI
T4_REBREAK_ONLY,RSI_lt_75,XAUUSD,32,46.875,11.23537962868357,0.35110561339636154,1.8807058201738691,3.6169963764839856,3,112.53125,RSI
T4_REBREAK_ONLY,RSI_lt_75,USDJPY,40,45.0,7.376054022195633,0.18440135055489082,1.3873113854550767,9.364716046580202,8,112.3,RSI
T4_REBREAK_ONLY,RSI_lt_75,CHFJPY,24,45.83333333333333,5.548928895249804,0.2312053706354085,1.4527956612762316,4.032756686843984,4,95.66666666666667,RSI
T4_REBREAK_ONLY,RSI_lt_75,AUDJPY,34,44.11764705882353,3.7706590494924668,0.11090173674977843,1.2027948996277713,7.092661200720039,6,93.67647058823529,RSI
T4_REBREAK_ONLY,RSI_lt_75,EURJPY,39,41.02564102564102,2.6552557303839017,0.0680834802662539,1.1230209098818293,9.026347099111375,5,103.74358974358974,RSI
T4_REBREAK_ONLY,RSI_lt_75,SILVER,32,37.5,-0.5187280966135446,-0.016210253019173268,0.9741701430388874,6.589305694816061,5,81.90625,RSI
T4_REBREAK_ONLY,Donchian20_break,GBPJPY,39,53.84615384615385,13.925193157903951,0.35705623481805004,1.8363264108988258,3.0290153854161526,3,111.12820512820512,Donchian
T4_REBREAK_ONLY,Donchian20_break,XAUUSD,28,42.857142857142854,5.049613620238612,0.18034334357995044,1.4296924347187248,2.588510092787347,4,122.89285714285714,Donchian
T4_REBREAK_ONLY,Donchian20_break,CHFJPY,18,44.44444444444444,3.4551717658743843,0.19195398699302135,1.4109651800832135,3.0171435573656487,3,106.22222222222223,Donchian
T4_REBREAK_ONLY,Donchian20_break,USDJPY,36,44.44444444444444,2.7404491904599277,0.07612358862388688,1.1475718634492087,9.364716046580202,8,113.08333333333333,Donchian
T4_REBREAK_ONLY,Donchian20_break,AUDJPY,28,39.285714285714285,-1.2397016614795997,-0.04427505933855713,0.9252202059825123,8.099146174977859,7,92.78571428571429,Donchian
T4_REBREAK_ONLY,Donchian20_break,EURJPY,34,35.294117647058826,-2.9302001847212633,-0.0861823583741548,0.8575635889959329,11.006320584027804,9,106.0,Donchian
T4_REBREAK_ONLY,Donchian20_break,SILVER,25,36.0,-3.771150575752973,-0.1508460230301189,0.7631070954443622,6.022791552351903,5,85.12,Donchian
T4_REBREAK_ONLY,Donchian55_break,USDJPY,15,66.66666666666666,6.526537316573531,0.43510248777156874,2.324097765847904,3.0158747143637163,3,140.13333333333333,Donchian
T4_REBREAK_ONLY,Donchian55_break,GBPJPY,14,57.14285714285714,4.617591014662107,0.3298279296187219,1.90030260634632,2.058604935251447,2,133.92857142857142,Donchian
T4_REBREAK_ONLY,Donchian55_break,EURJPY,14,42.857142857142854,0.9305539101654066,0.06646813644038618,1.1209535262931873,4.163341523471315,4,105.5,Donchian
T4_REBREAK_ONLY,Donchian55_break,CHFJPY,9,33.33333333333333,0.11933067002938547,0.013258963336598385,1.0272663225810288,3.2325851546518116,4,126.66666666666667,Donchian
T4_REBREAK_ONLY,Donchian55_break,XAUUSD,16,37.5,-0.14023957943838727,-0.008764973714899205,0.9803149405983788,2.308540023788186,3,127.125,Donchian
T4_REBREAK_ONLY,Donchian55_break,SILVER,13,38.46153846153847,-1.6616383794337208,-0.127818336879517,0.8002837234336946,2.8761640690038677,2,92.38461538461539,Donchian
T4_REBREAK_ONLY,Donchian55_break,AUDJPY,7,28.57142857142857,-1.7005779520315099,-0.24293970743307283,0.6626678958178498,5.041257357210339,5,97.71428571428571,Donchian
T4_REBREAK_ONLY,BB_pos_60_110,GBPJPY,34,52.94117647058824,12.160045243333911,0.3576483895098209,1.8303583861228354,3.30143213042028,3,106.73529411764706,Bollinger
T4_REBREAK_ONLY,BB_pos_60_110,USDJPY,29,48.275862068965516,11.778453738971773,0.4061535772059232,1.9816908385188374,5.432331941558957,6,111.0,Bollinger
T4_REBREAK_ONLY,BB_pos_60_110,CHFJPY,25,48.0,8.36544866485399,0.33461794659415955,1.7319137492830214,4.032756686843985,4,102.12,Bollinger
T4_REBREAK_ONLY,BB_pos_60_110,XAUUSD,27,40.74074074074074,6.742977579245921,0.24973991034244153,1.5737229050994057,2.6097604822937996,4,117.66666666666667,Bollinger
T4_REBREAK_ONLY,BB_pos_60_110,AUDJPY,31,45.16129032258064,5.100540257065861,0.1645335566795439,1.2976410651882895,7.092661200720039,6,88.87096774193549,Bollinger
T4_REBREAK_ONLY,BB_pos_60_110,EURJPY,31,38.70967741935484,0.8451918094384216,0.02726425191736844,1.0450389842453622,9.540926253236048,7,99.3225806451613,Bollinger
T4_REBREAK_ONLY,BB_pos_60_110,SILVER,22,40.909090909090914,0.6583220435950252,0.02992372925431933,1.0517178068120883,3.927315282410386,3,84.0,Bollinger
T4_REBREAK_ONLY,BB_width_ge_3ATR,GBPJPY,39,56.41025641025641,16.92387579751711,0.43394553326966945,2.081057488607715,4.037659161768434,4,106.35897435897436,Bollinger
T4_REBREAK_ONLY,BB_width_ge_3ATR,XAUUSD,31,48.38709677419355,11.000579735028484,0.3548574108073705,1.93635557417957,2.6097604822938,4,118.61290322580645,Bollinger
T4_REBREAK_ONLY,BB_width_ge_3ATR,CHFJPY,22,45.45454545454545,6.340543332602089,0.2882065151182768,1.6083348420655514,4.032756686843984,4,101.4090909090909,Bollinger
T4_REBREAK_ONLY,BB_width_ge_3ATR,AUDJPY,33,45.45454545454545,4.7904063305332265,0.14516382819797657,1.2725893011312002,6.072913919679279,6,95.72727272727273,Bollinger
T4_REBREAK_ONLY,BB_width_ge_3ATR,USDJPY,38,42.10526315789473,3.8130140724075243,0.10034247558967169,1.2002186750123958,9.364716046580202,8,116.15789473684211,Bollinger
T4_REBREAK_ONLY,BB_width_ge_3ATR,EURJPY,35,40.0,0.1339893000799477,0.003828265716569934,1.006766433433627,9.024462888317096,5,107.74285714285715,Bollinger
T4_REBREAK_ONLY,BB_width_ge_3ATR,SILVER,24,37.5,-2.6202039827531713,-0.10917516594804881,0.8227107245678059,4.955271010574165,5,91.5,Bollinger
T4_REBREAK_ONLY,BB_width_ge_4ATR,GBPJPY,28,57.14285714285714,10.026678597190314,0.35809566418536837,1.9462832808454882,3.0271277604113376,3,126.53571428571429,Bollinger
T4_REBREAK_ONLY,BB_width_ge_4ATR,USDJPY,22,50.0,6.404076233050605,0.29109437422957296,1.6744367054510552,6.3491585994641895,6,120.72727272727273,Bollinger
T4_REBREAK_ONLY,BB_width_ge_4ATR,CHFJPY,14,42.857142857142854,5.54349484191023,0.3959639172793022,1.8679196944535599,2.1613218064946995,4,99.28571428571429,Bollinger
T4_REBREAK_ONLY,BB_width_ge_4ATR,AUDJPY,19,47.368421052631575,3.1488659724622203,0.1657297880243274,1.3125485859343322,5.035464423308824,5,91.21052631578948,Bollinger
T4_REBREAK_ONLY,BB_width_ge_4ATR,XAUUSD,22,36.36363636363637,0.8144028793007354,0.03701831269548797,1.0836588420951476,2.588510092787347,4,131.72727272727272,Bollinger
T4_REBREAK_ONLY,BB_width_ge_4ATR,EURJPY,23,43.47826086956522,-0.0066105876400945895,-0.0002874168539171561,0.999480508524591,6.177208406647397,7,115.78260869565217,Bollinger
T4_REBREAK_ONLY,BB_width_ge_4ATR,SILVER,14,35.714285714285715,-2.9152591615479255,-0.20823279725342325,0.660807089833219,2.868624466548132,3,91.57142857142857,Bollinger
T4_REBREAK_ONLY,ATR_pctile_20_90,GBPJPY,28,57.14285714285714,13.98436917974935,0.4994417564196197,2.250843449813243,4.03851004121287,4,98.39285714285714,ATR
T4_REBREAK_ONLY,ATR_pctile_20_90,XAUUSD,19,42.10526315789473,4.034569745615976,0.2123457760850514,1.4868700878949532,3.334365968709254,4,117.57894736842105,ATR
T4_REBREAK_ONLY,ATR_pctile_20_90,CHFJPY,13,46.15384615384615,3.1039233538780158,0.23876333491369353,1.496243676706666,3.02873864217947,3,92.23076923076923,ATR
T4_REBREAK_ONLY,ATR_pctile_20_90,AUDJPY,25,44.0,0.28261942669484774,0.01130477706779391,1.020033553119765,6.878412152548121,6,101.36,ATR
T4_REBREAK_ONLY,ATR_pctile_20_90,USDJPY,30,40.0,-2.0059878313905912,-0.06686626104635304,0.8791205050836651,8.45157626179512,7,121.96666666666667,ATR
T4_REBREAK_ONLY,ATR_pctile_20_90,EURJPY,26,30.76923076923077,-5.721680418267145,-0.22006463147181327,0.6544691029179068,11.117900584185348,8,107.11538461538461,ATR
T4_REBREAK_ONLY,ATR_pctile_20_90,SILVER,23,26.08695652173913,-9.180630991049032,-0.39915786917604484,0.4596509585979622,8.138559220348355,6,82.1304347826087,ATR
T4_REBREAK_ONLY,ATR_pctile_lt_85,GBPJPY,38,52.63157894736842,15.877766292803042,0.41783595507376425,1.9214539903681431,3.0290153854161526,3,96.36842105263158,ATR
T4_REBREAK_ONLY,ATR_pctile_lt_85,USDJPY,36,50.0,8.789156937758307,0.24414324827106407,1.509239155562092,8.957085522556682,8,104.77777777777777,ATR
T4_REBREAK_ONLY,ATR_pctile_lt_85,XAUUSD,27,44.44444444444444,8.360097741762923,0.30963324969492306,1.71762393224719,3.616996376483983,4,113.03703703703704,ATR
T4_REBREAK_ONLY,ATR_pctile_lt_85,CHFJPY,20,35.0,-0.08161914856533681,-0.00408095742826684,0.9928682313120816,4.031723758614585,4,93.2,ATR
T4_REBREAK_ONLY,ATR_pctile_lt_85,EURJPY,32,37.5,-0.2898922433061557,-0.009059132603317366,0.98439058321979,9.348707216065234,8,105.75,ATR
T4_REBREAK_ONLY,ATR_pctile_lt_85,AUDJPY,25,40.0,-0.8649369550576045,-0.03459747820230418,0.942824957944168,6.065632374576629,6,89.12,ATR
T4_REBREAK_ONLY,ATR_pctile_lt_85,SILVER,27,37.03703703703704,-1.486126058950418,-0.05504170588705252,0.9123966729124586,4.354457740061367,4,77.92592592592592,ATR
T4_REBREAK_ONLY,ATR_ratio_lt_1_5,GBPJPY,44,52.27272727272727,14.908328488260064,0.338825647460456,1.757581237428699,3.0290153854161526,3,104.79545454545455,ATR
T4_REBREAK_ONLY,ATR_ratio_lt_1_5,XAUUSD,34,47.05882352941176,10.970466265861988,0.3226607725253526,1.7968965373452899,3.6169963764839848,4,112.6470588235294,ATR
T4_REBREAK_ONLY,ATR_ratio_lt_1_5,USDJPY,41,46.34146341463415,8.24025260359731,0.2009817708194466,1.4326898424001848,9.364716046580202,8,113.95121951219512,ATR
T4_REBREAK_ONLY,ATR_ratio_lt_1_5,CHFJPY,26,46.15384615384615,7.346538938085945,0.2825591899263825,1.5901562102846198,4.032756686843984,4,99.96153846153847,ATR
T4_REBREAK_ONLY,ATR_ratio_lt_1_5,AUDJPY,35,42.857142857142854,2.764174075234647,0.07897640214956135,1.1410296785636298,8.099146174977857,7,91.97142857142858,ATR
T4_REBREAK_ONLY,ATR_ratio_lt_1_5,EURJPY,40,40.0,1.651796885210004,0.0412949221302501,1.0731296644077397,10.029805944285274,5,103.275,ATR
T4_REBREAK_ONLY,ATR_ratio_lt_1_5,SILVER,33,39.39393939393939,-0.2228829907304406,-0.0067540300221345636,0.9889016311103711,6.293460588932955,4,84.87878787878788,ATR
T4_REBREAK_ONLY,Body_ge_60,GBPJPY,44,52.27272727272727,14.908328488260064,0.338825647460456,1.757581237428699,3.0290153854161526,3,104.79545454545455,Candle
T4_REBREAK_ONLY,Body_ge_60,XAUUSD,34,47.05882352941176,10.970466265861988,0.3226607725253526,1.7968965373452899,3.6169963764839848,4,112.6470588235294,Candle
T4_REBREAK_ONLY,Body_ge_60,USDJPY,41,46.34146341463415,8.24025260359731,0.2009817708194466,1.4326898424001848,9.364716046580202,8,113.95121951219512,Candle
T4_REBREAK_ONLY,Body_ge_60,CHFJPY,26,46.15384615384615,7.346538938085945,0.2825591899263825,1.5901562102846198,4.032756686843984,4,99.96153846153847,Candle
T4_REBREAK_ONLY,Body_ge_60,AUDJPY,35,42.857142857142854,2.764174075234647,0.07897640214956135,1.1410296785636298,8.099146174977857,7,91.97142857142858,Candle
T4_REBREAK_ONLY,Body_ge_60,EURJPY,40,40.0,1.651796885210004,0.0412949221302501,1.0731296644077397,10.029805944285274,5,103.275,Candle
T4_REBREAK_ONLY,Body_ge_60,SILVER,33,39.39393939393939,-0.2228829907304406,-0.0067540300221345636,0.9889016311103711,6.293460588932955,4,84.87878787878788,Candle
T4_REBREAK_ONLY,CloseLoc_ge_65,GBPJPY,44,52.27272727272727,14.908328488260064,0.338825647460456,1.757581237428699,3.0290153854161526,3,104.79545454545455,Candle
T4_REBREAK_ONLY,CloseLoc_ge_65,XAUUSD,32,46.875,10.004492334768905,0.3126403854615283,1.7841394920481302,3.6169963764839848,4,116.21875,Candle
T4_REBREAK_ONLY,CloseLoc_ge_65,USDJPY,40,47.5,9.246275017681928,0.2311568754420482,1.512593383826616,9.364716046580202,8,113.025,Candle
