symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,close,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr_ratio_50,atr_pctile_252,body_ratio,close_location,range5_atr
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-07-05 20:00:00,long,rebreak,3952,3967,3987,1358.229,1305.458,6.602136313376634,15,0.4401424208917756,20,1.3333333333333333,34,1.0818631445301385,0.618,0.8,1362.549,2016-07-06 00:00:00,1362.56,1303.4597452876171,1480.7275094247657,2016-08-16 00:00:00,1345.869,max_hold,180,59.10025471238282,-0.28241841056740646,-0.28834055086449056,1362.549,1344.2628168145286,1327.9468536666527,1288.2719687936622,1.6186461570828048,73.46581733307222,40.89315360696983,4.770081589762506,0.9752362548313392,1357.439,1358.229,True,True,0.7277968068724237,71.82539682539682,0.7292295312814318,0.7896801448400603,2.931433096942038
EURJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-07-20 16:00:00,long,rebreak,4001,4006,4011,118.38,115.72,4.169667663222947,5,0.8339335326445895,5,1.0,18,0.8157894736842122,0.618,0.8,117.89,2016-07-20 20:00:00,117.9,115.56051486744006,122.54897026511988,2016-07-26 00:00:00,115.56051486744006,SL,19,2.3394851325599433,-1.0,-1.0053430559681782,117.89,116.98287712453482,116.10586844943727,116.65954243277349,0.37188558485812234,64.54970141362625,25.178099150098138,2.8756595660001354,1.0014991039279126,117.93,118.38,False,False,0.8977505364445402,51.19047619047619,0.9180327868852505,1.0,2.147535600983257
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-07-20 16:00:00,long,rebreak,4001,4006,4011,118.38,115.72,4.169667663222947,5,0.8339335326445895,5,1.0,18,0.8157894736842122,0.618,0.8,117.89,2016-07-20 20:00:00,117.9,115.56051486744006,122.54897026511988,2016-07-26 00:00:00,115.56051486744006,SL,19,2.3394851325599433,-1.0,-1.0053430559681782,117.89,116.98287712453482,116.10586844943727,116.65954243277349,0.37188558485812234,64.54970141362625,25.178099150098138,2.8756595660001354,1.0014991039279126,117.93,118.38,False,False,0.8977505364445402,51.19047619047619,0.9180327868852505,1.0,2.147535600983257
GBPJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-08-23 20:00:00,long,stagnation+rebreak,5731,5738,5742,132.12,130.32,3.9632187033172235,7,0.566174100473889,4,0.5714285714285714,15,1.1166666666666702,0.618,0.8,132.33,2016-08-24 00:00:00,132.33,130.20645592542664,136.57708814914676,2016-09-01 08:00:00,136.57708814914676,TP,39,2.123544074573374,2.0,1.9905817824836058,132.33,131.67786972736917,131.62406835402058,135.11204482226844,1.068340977917027,65.52920321009505,16.01020345016611,3.4997096776302112,0.9388213277666423,132.25,132.5,True,False,0.779746342795661,0.3968253968253968,0.6842105263159233,0.7894736842105656,1.7173947714374551
GBPJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-08-23 20:00:00,long,stagnation+rebreak,5731,5738,5742,132.12,130.32,3.9632187033172235,7,0.566174100473889,4,0.5714285714285714,15,1.1166666666666702,0.618,0.8,132.33,2016-08-24 00:00:00,132.33,130.20645592542664,136.57708814914676,2016-09-01 08:00:00,136.57708814914676,TP,39,2.123544074573374,2.0,1.9905817824836058,132.33,131.67786972736917,131.62406835402058,135.11204482226844,1.068340977917027,65.52920321009505,16.01020345016611,3.4997096776302112,0.9388213277666423,132.25,132.5,True,False,0.779746342795661,0.3968253968253968,0.6842105263159233,0.7894736842105656,1.7173947714374551
SILVER,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-09-02 12:00:00,long,rebreak,4233,4237,4241,19.05,18.38,3.966369100606578,4,0.9915922751516445,4,1.0,27,1.235820895522384,0.618,0.8,19.208,2016-09-02 16:00:00,19.208,18.337769941286002,20.94846011742799,2016-10-04 12:00:00,18.337769941286002,SL,136,0.8702300587139966,-1.0,-1.0402192496679812,19.208,18.810760185557605,18.847596917679002,19.239123231491362,0.7080014282492106,68.97429340768565,21.53919298266433,3.5619876495013645,1.2417418804594558,18.993,19.111,True,True,1.1172928961436035,32.93650793650794,0.689860834990055,0.7992047713717642,3.3743737124563356
SILVER,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-09-02 12:00:00,long,rebreak,4233,4237,4241,19.05,18.38,3.966369100606578,4,0.9915922751516445,4,1.0,27,1.235820895522384,0.618,0.8,19.208,2016-09-02 16:00:00,19.208,18.337769941286002,20.94846011742799,2016-10-04 12:00:00,18.337769941286002,SL,136,0.8702300587139966,-1.0,-1.0402192496679812,19.208,18.810760185557605,18.847596917679002,19.239123231491362,0.7080014282492106,68.97429340768565,21.53919298266433,3.5619876495013645,1.2417418804594558,18.993,19.111,True,True,1.1172928961436035,32.93650793650794,0.689860834990055,0.7992047713717642,3.3743737124563356
EURJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-09-09 08:00:00,long,rebreak,4220,4236,4246,116.34,113.85,7.0237072698834835,16,0.4389817043677177,10,0.625,14,0.746987951807226,0.618,0.8,115.71,2016-09-09 12:00:00,115.72,113.76137159108706,119.60725681782587,2016-09-19 08:00:00,113.76137159108706,SL,37,1.9586284089129435,-1.0,-1.0063820171008988,115.71,114.99539878345011,114.86400334553039,114.56540384976223,0.4936944256244515,65.88578377706216,25.464626709313496,5.759821042911815,0.9574092490150282,115.66,116.34,True,False,1.2070178117614645,46.42857142857143,0.7066666666666492,0.853333333333334,2.3130280969093926
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-09-09 08:00:00,long,rebreak,4220,4236,4246,116.34,113.85,7.0237072698834835,16,0.4389817043677177,10,0.625,14,0.746987951807226,0.618,0.8,115.71,2016-09-09 12:00:00,115.72,113.76137159108706,119.60725681782587,2016-09-19 08:00:00,113.76137159108706,SL,37,1.9586284089129435,-1.0,-1.0063820171008988,115.71,114.99539878345011,114.86400334553039,114.56540384976223,0.4936944256244515,65.88578377706216,25.464626709313496,5.759821042911815,0.9574092490150282,115.66,116.34,True,False,1.2070178117614645,46.42857142857143,0.7066666666666492,0.853333333333334,2.3130280969093926
XAUUSD,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-09-22 12:00:00,long,stagnation+rebreak,4315,4327,4344,1325.95,1306.199,3.6361855220695145,12,0.3030154601724595,17,1.4166666666666667,25,1.8525644271176123,0.618,0.8,1342.789,2016-09-22 16:00:00,1342.708,1304.8410522357756,1418.6848955284488,2016-10-04 12:00:00,1304.8410522357756,SL,49,37.866947764224506,-1.0,-1.009242889133272,1342.789,1325.6768237256272,1323.204749688913,1327.0964824208108,1.8774242402439707,79.96711831520126,25.36926448288309,6.997670605728062,1.0432100152096135,1336.879,1336.879,True,True,1.070934101372521,53.17460317460318,0.8277455510766143,0.9921345000491664,2.157667678530447
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-09-22 12:00:00,long,stagnation+rebreak,4315,4327,4344,1325.95,1306.199,3.6361855220695145,12,0.3030154601724595,17,1.4166666666666667,25,1.8525644271176123,0.618,0.8,1342.789,2016-09-22 16:00:00,1342.708,1304.8410522357756,1418.6848955284488,2016-10-04 12:00:00,1304.8410522357756,SL,49,37.866947764224506,-1.0,-1.009242889133272,1342.789,1325.6768237256272,1323.204749688913,1327.0964824208108,1.8774242402439707,79.96711831520126,25.36926448288309,6.997670605728062,1.0432100152096135,1336.879,1336.879,True,True,1.070934101372521,53.17460317460318,0.8277455510766143,0.9921345000491664,2.157667678530447
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-10-03 20:00:00,long,stagnation,4410,4416,4418,78.17,76.494,4.698578365130716,6,0.7830963941884528,2,0.3333333333333333,11,1.0429594272076388,0.618,0.8,78.242,2016-10-04 00:00:00,78.242,76.40482409030155,81.91635181939692,2016-11-09 00:00:00,81.91635181939692,TP,161,1.837175909698459,2.0,1.9931960788653929,78.242,77.60337489688268,77.33378052347052,77.31389672679815,1.0055336934877188,65.76535234708467,13.01228264541373,3.996782438793387,0.9384965566497757,78.17,78.17,True,True,1.0064334772261239,80.15873015873017,0.7454545454545515,0.8831168831168802,2.326861600870256
EURJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-10-03 20:00:00,long,stagnation+rebreak,4336,4342,4344,114.17,112.58,3.9729576050964983,6,0.6621596008494164,2,0.3333333333333333,11,0.9748427672955936,0.618,0.8,114.13,2016-10-04 00:00:00,114.12,112.47994859258249,117.43010281483501,2016-11-14 00:00:00,116.06,max_hold,180,1.6400514074175163,1.1828897504223914,1.1752680381129759,114.13,113.67896895407537,113.53473836307782,113.99658137946926,1.0478135494091696,60.08465288237967,13.593044819539307,3.497596660032355,0.7896929587827276,114.17,114.33,False,False,0.9813557175985453,76.19047619047619,0.8275862068965162,0.9310344827585869,1.3243192016988328
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-10-03 20:00:00,long,stagnation+rebreak,4336,4342,4344,114.17,112.58,3.9729576050964983,6,0.6621596008494164,2,0.3333333333333333,11,0.9748427672955936,0.618,0.8,114.13,2016-10-04 00:00:00,114.12,112.47994859258249,117.43010281483501,2016-11-14 00:00:00,116.06,max_hold,180,1.6400514074175163,1.1828897504223914,1.1752680381129759,114.13,113.67896895407537,113.53473836307782,113.99658137946926,1.0478135494091696,60.08465288237967,13.593044819539307,3.497596660032355,0.7896929587827276,114.17,114.33,False,False,0.9813557175985453,76.19047619047619,0.8275862068965162,0.9310344827585869,1.3243192016988328
AUDJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-10-04 08:00:00,long,rebreak,4410,4416,4418,78.17,76.494,4.904729903634403,6,0.8174549839390672,2,0.3333333333333333,14,1.273269689737469,0.618,0.8,78.628,2016-10-04 12:00:00,78.626,76.40857225816053,83.06685548367894,2016-11-14 12:00:00,81.618,max_hold,180,2.2174277418394723,1.3493111606504795,1.3436739983817243,78.628,77.81945539549923,77.45759664688381,77.34672462534593,1.419810426615243,71.06118495332055,17.376525371276188,5.424923102413687,0.9978002168584734,78.575,78.575,True,True,0.9698691071654092,72.61904761904762,0.830188679245277,0.9660377358490554,2.4669972009330636
USDJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-10-12 12:00:00,long,rebreak,4443,4453,4456,104.161,102.808,3.607528336301358,10,0.3607528336301358,3,0.3,15,1.2342941611234253,0.618,0.8,104.478,2016-10-12 16:00:00,104.478,102.71423774272365,108.00552451455268,2016-11-03 00:00:00,102.71423774272365,SL,95,1.7637622572763405,-1.0,-1.0056696983727462,104.478,103.57094146936524,103.04989875159623,102.28813286748546,0.6882535253879044,69.51488093182454,27.130233336296346,4.223214304145543,1.1274652465903778,104.071,104.161,True,True,1.048326826445469,53.57142857142857,0.9601593625497993,0.9946879150066336,3.2102469452378637
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-10-12 12:00:00,long,rebreak,4443,4453,4456,104.161,102.808,3.607528336301358,10,0.3607528336301358,3,0.3,15,1.2342941611234253,0.618,0.8,104.478,2016-10-12 16:00:00,104.478,102.71423774272365,108.00552451455268,2016-11-03 00:00:00,102.71423774272365,SL,95,1.7637622572763405,-1.0,-1.0056696983727462,104.478,103.57094146936524,103.04989875159623,102.28813286748546,0.6882535253879044,69.51488093182454,27.130233336296346,4.223214304145543,1.1274652465903778,104.071,104.161,True,True,1.048326826445469,53.57142857142857,0.9601593625497993,0.9946879150066336,3.2102469452378637
GBPJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-11-04 12:00:00,long,rebreak,6060,6071,6072,128.95,126.48,4.6640557169452705,11,0.4240050651768428,1,0.09090909090909091,8,1.0890688259109313,0.618,0.8,129.17,2016-11-04 16:00:00,129.18,126.3476044975714,134.81479100485717,2016-11-11 08:00:00,134.81479100485717,TP,29,2.8323955024286107,1.9894082588486195,1.9823470980810527,129.17,127.96123255652975,127.73103550430102,129.00048697255232,1.0292759791434927,68.51869476245884,23.19153035312047,5.841447160328678,0.9821360236087594,128.95,128.95,True,True,1.1592761164314433,35.714285714285715,0.9615384615384601,0.9871794871794625,1.9638129334506909
GBPJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-11-04 12:00:00,long,rebreak,6060,6071,6072,128.95,126.48,4.6640557169452705,11,0.4240050651768428,1,0.09090909090909091,8,1.0890688259109313,0.618,0.8,129.17,2016-11-04 16:00:00,129.18,126.3476044975714,134.81479100485717,2016-11-11 08:00:00,134.81479100485717,TP,29,2.8323955024286107,1.9894082588486195,1.9823470980810527,129.17,127.96123255652975,127.73103550430102,129.00048697255232,1.0292759791434927,68.51869476245884,23.19153035312047,5.841447160328678,0.9821360236087594,128.95,128.95,True,True,1.1592761164314433,35.714285714285715,0.9615384615384601,0.9871794871794625,1.9638129334506909
USDJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-11-08 08:00:00,long,stagnation+rebreak,4549,4564,4577,105.231,102.548,7.524981740815677,15,0.5016654493877117,13,0.8666666666666667,21,0.8270592620201268,0.618,0.8,104.767,2016-11-08 12:00:00,104.765,102.45886357108857,109.38327285782285,2016-11-09 00:00:00,102.45886357108857,SL,3,2.3061364289114294,-1.0,-1.0043362568990384,104.767,104.06568477165746,104.01799549593954,103.528496551068,2.005532224620367,65.75302506264379,31.90170965881,8.087281509704518,0.8500104211629241,104.632,105.531,True,False,1.0327386147979962,50.79365079365079,0.926430517711131,0.9700272479563767,1.3518603052825795
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-11-08 08:00:00,long,stagnation+rebreak,4549,4564,4577,105.231,102.548,7.524981740815677,15,0.5016654493877117,13,0.8666666666666667,21,0.8270592620201268,0.618,0.8,104.767,2016-11-08 12:00:00,104.765,102.45886357108857,109.38327285782285,2016-11-09 00:00:00,102.45886357108857,SL,3,2.3061364289114294,-1.0,-1.0043362568990384,104.767,104.06568477165746,104.01799549593954,103.528496551068,2.005532224620367,65.75302506264379,31.90170965881,8.087281509704518,0.8500104211629241,104.632,105.531,True,False,1.0327386147979962,50.79365079365079,0.926430517711131,0.9700272479563767,1.3518603052825795
GBPJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-11-14 00:00:00,long,rebreak,6093,6096,6098,130.32,126.78,4.25291426393691,3,1.41763808797897,2,0.6666666666666666,18,2.3079096045197756,0.618,0.8,134.95,2016-11-14 04:00:00,135.0,126.57190739688677,151.70618520622642,2016-12-23 08:00:00,143.89,max_hold,180,8.428092603113228,1.0548056860120563,1.0524326698455522,134.95,132.7854840566263,130.85402868965065,129.6729863249147,3.132388567026374,73.4424872021497,38.27151064194182,11.814310574447966,0.7772048559445022,134.84,134.84,True,True,1.260619054601318,83.33333333333334,0.8701298701298423,0.9870129870129621,1.309513149065327
GBPJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-11-14 00:00:00,long,rebreak,6093,6096,6098,130.32,126.78,4.25291426393691,3,1.41763808797897,2,0.6666666666666666,18,2.3079096045197756,0.618,0.8,134.95,2016-11-14 04:00:00,135.0,126.57190739688677,151.70618520622642,2016-12-23 08:00:00,143.89,max_hold,180,8.428092603113228,1.0548056860120563,1.0524326698455522,134.95,132.7854840566263,130.85402868965065,129.6729863249147,3.132388567026374,73.4424872021497,38.27151064194182,11.814310574447966,0.7772048559445022,134.84,134.84,True,True,1.260619054601318,83.33333333333334,0.8701298701298423,0.9870129870129621,1.309513149065327
AUDJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-11-15 12:00:00,long,stagnation+rebreak,4597,4605,4611,82.455,80.254,3.926821508344998,8,0.49085268854312475,6,0.75,12,0.9000454338936849,0.618,0.8,82.235,2016-11-15 16:00:00,82.234,80.11387394669438,86.47725210661123,2016-12-12 08:00:00,86.47725210661123,TP,116,2.1201260533056114,2.0014150102043873,1.9955191343528078,82.235,81.31631205999747,80.73045248118102,79.53561059697567,1.2694824120406532,63.50417975955666,13.753120335535725,4.052857820988845,0.9521615413044584,82.455,82.455,False,False,0.9767848038912919,89.28571428571429,0.6381461675579477,0.8520499108734413,1.3844677376082293
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-11-15 12:00:00,long,stagnation+rebreak,4597,4605,4611,82.455,80.254,3.926821508344998,8,0.49085268854312475,6,0.75,12,0.9000454338936849,0.618,0.8,82.235,2016-11-15 16:00:00,82.234,80.11387394669438,86.47725210661123,2016-12-12 08:00:00,86.47725210661123,TP,116,2.1201260533056114,2.0014150102043873,1.9955191343528078,82.235,81.31631205999747,80.73045248118102,79.53561059697567,1.2694824120406532,63.50417975955666,13.753120335535725,4.052857820988845,0.9521615413044584,82.455,82.455,False,False,0.9767848038912919,89.28571428571429,0.6381461675579477,0.8520499108734413,1.3844677376082293
CHFJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-11-30 08:00:00,long,rebreak,4662,4674,4678,111.889,110.247,3.620436711821172,12,0.301703059318431,4,0.3333333333333333,9,0.8544457978075575,0.618,0.8,111.65,2016-11-30 12:00:00,111.66,110.13361588844802,114.68276822310398,2016-12-14 20:00:00,114.68276822310398,TP,64,1.5263841115519767,1.9803457073662345,1.967242845610372,111.65,111.0149017836666,110.50801476556153,108.18687720013641,0.22458253633405503,62.7037216078147,20.828838815174873,3.3015015088082587,0.9008411489344242,111.796,111.889,False,False,1.1054927241398136,86.11111111111111,0.8755129958960401,0.9056087551299741,1.9248728680997906
CHFJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-11-30 08:00:00,long,rebreak,4662,4674,4678,111.889,110.247,3.620436711821172,12,0.301703059318431,4,0.3333333333333333,9,0.8544457978075575,0.618,0.8,111.65,2016-11-30 12:00:00,111.66,110.13361588844802,114.68276822310398,2016-12-14 20:00:00,114.68276822310398,TP,64,1.5263841115519767,1.9803457073662345,1.967242845610372,111.65,111.0149017836666,110.50801476556153,108.18687720013641,0.22458253633405503,62.7037216078147,20.828838815174873,3.3015015088082587,0.9008411489344242,111.796,111.889,False,False,1.1054927241398136,86.11111111111111,0.8755129958960401,0.9056087551299741,1.9248728680997906
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-12-07 04:00:00,long,stagnation,4687,4700,4703,114.824,112.876,4.028355615318696,13,0.30987350887066895,3,0.23076923076923078,14,0.7525667351129358,0.618,0.8,114.342,2016-12-07 08:00:00,114.341,112.75510699885878,117.51578600228244,2016-12-15 00:00:00,117.51578600228244,TP,35,1.5858930011412156,2.001891678693238,1.9955860830491468,114.342,113.92801713694392,113.31572598301368,109.48548467354209,0.31909857817879855,61.01910185349944,11.430133824188824,2.2492150984378436,0.8958047623141269,114.775,114.824,False,False,0.8521362332461703,51.19047619047619,0.8230337078651592,0.8258426966292175,1.5220070497302516
USDJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2016-12-09 08:00:00,long,rebreak,4687,4700,4703,114.824,112.876,3.9866169158095937,13,0.30666283967766106,3,0.23076923076923078,27,1.075975359342914,0.618,0.8,114.972,2016-12-09 12:00:00,114.969,112.75384128490784,119.40831743018431,2017-01-17 08:00:00,112.75384128490784,SL,167,2.2151587150921586,-1.0,-1.004514349212027,114.972,114.0559391795482,113.60217777674434,110.0338386493016,0.3353264587160655,64.63633505483465,13.328247867037966,3.1481394031083694,1.1316426581428352,114.566,114.824,True,True,0.8914565461015114,47.61904761904761,0.8212634822804322,0.993836671802766,2.1324716767318366
SILVER,H4,T4_REBREAK_ONLY,V候補後トリガー,2017-01-17 04:00:00,long,rebreak,4833,4840,4843,16.982,16.584,3.5919982758599036,7,0.5131426108371291,3,0.42857142857142855,11,0.871859296482416,0.618,0.8,16.931,2017-01-17 08:00:00,16.94,16.556299541269635,17.680400917460734,2017-02-02 08:00:00,17.680400917460734,TP,74,0.38370045873036673,1.9296326095378102,1.8384156219016414,16.931,16.804828021906374,16.678157562753444,16.60095031567897,0.5788315888908724,62.948064650711316,12.202144198865414,2.0084699376449087,1.0192274707336115,16.982,16.982,False,False,0.7830176379662962,1.1904761904761905,0.6969696969696976,0.7333333333333347,1.9133257147796463
SILVER,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-01-17 04:00:00,long,rebreak,4833,4840,4843,16.982,16.584,3.5919982758599036,7,0.5131426108371291,3,0.42857142857142855,11,0.871859296482416,0.618,0.8,16.931,2017-01-17 08:00:00,16.94,16.556299541269635,17.680400917460734,2017-02-02 08:00:00,17.680400917460734,TP,74,0.38370045873036673,1.9296326095378102,1.8384156219016414,16.931,16.804828021906374,16.678157562753444,16.60095031567897,0.5788315888908724,62.948064650711316,12.202144198865414,2.0084699376449087,1.0192274707336115,16.982,16.982,False,False,0.7830176379662962,1.1904761904761905,0.6969696969696976,0.7333333333333347,1.9133257147796463
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-01-19 12:00:00,long,stagnation,4883,4898,4904,115.445,112.568,4.8109941923964925,15,0.32073294615976616,6,0.4,10,0.9530761209593357,0.618,0.8,115.31,2017-01-19 16:00:00,115.314,112.41849867631585,121.09300264736831,2017-01-31 12:00:00,112.41849867631585,SL,49,2.895501323684144,-1.0,-1.0034536333719466,115.31,114.1335259314333,114.62859792630408,114.89253007001045,0.3774963920234295,64.19409214564817,26.905848837276004,5.051307022783315,0.9999820662983525,114.968,117.532,True,False,0.9586549698587937,80.95238095238095,0.7337278106508801,0.7850098619329375,3.24244620752758
EURJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2017-01-20 12:00:00,long,stagnation+rebreak,4804,4816,4825,122.39,120.54,5.1427684149127915,12,0.42856403457606596,9,0.75,19,1.1891891891891866,0.618,0.8,122.74,2017-01-20 16:00:00,122.72,120.45006789287676,127.31986421424646,2017-02-06 12:00:00,120.45006789287676,SL,68,2.269932107123239,-1.0,-1.005506772630231,122.74,121.97707295886616,121.88048883794461,121.59878845093286,2.130014504950441,68.71259490464027,37.18699590822689,8.309332205947442,0.8512759494350384,122.7,123.1,True,False,0.944754479403472,22.61904761904762,0.6,0.9249999999999956,1.3343399130584297
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-01-20 12:00:00,long,stagnation+rebreak,4804,4816,4825,122.39,120.54,5.1427684149127915,12,0.42856403457606596,9,0.75,19,1.1891891891891866,0.618,0.8,122.74,2017-01-20 16:00:00,122.72,120.45006789287676,127.31986421424646,2017-02-06 12:00:00,120.45006789287676,SL,68,2.269932107123239,-1.0,-1.005506772630231,122.74,121.97707295886616,121.88048883794461,121.59878845093286,2.130014504950441,68.71259490464027,37.18699590822689,8.309332205947442,0.8512759494350384,122.7,123.1,True,False,0.944754479403472,22.61904761904762,0.6,0.9249999999999956,1.3343399130584297
AUDJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2017-01-27 00:00:00,long,rebreak,4909,4922,4929,87.066,85.329,5.122969105057976,13,0.3940745465429212,7,0.5384615384615384,20,0.7328727691422013,0.618,0.8,86.602,2017-01-27 04:00:00,86.602,85.24423470255338,89.31753059489324,2017-01-31 12:00:00,85.24423470255338,SL,15,1.357765297446619,-1.0,-1.009206303934484,86.602,86.08349912582038,85.96070621029412,85.22723055733297,0.47676943671985683,61.12133384233725,15.008396588322052,4.070040933531785,0.9718140143343522,86.508,87.066,True,False,1.0160485470825598,65.47619047619048,0.9081196581196452,0.9508547008547095,2.1972435136834747
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-01-27 00:00:00,long,rebreak,4909,4922,4929,87.066,85.329,5.122969105057976,13,0.3940745465429212,7,0.5384615384615384,20,0.7328727691422013,0.618,0.8,86.602,2017-01-27 04:00:00,86.602,85.24423470255338,89.31753059489324,2017-01-31 12:00:00,85.24423470255338,SL,15,1.357765297446619,-1.0,-1.009206303934484,86.602,86.08349912582038,85.96070621029412,85.22723055733297,0.47676943671985683,61.12133384233725,15.008396588322052,4.070040933531785,0.9718140143343522,86.508,87.066,True,False,1.0160485470825598,65.47619047619048,0.9081196581196452,0.9508547008547095,2.1972435136834747
USDJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2017-01-27 00:00:00,long,rebreak,4909,4923,4939,115.621,112.523,5.481623595035864,14,0.3915445425025617,16,1.1428571428571428,19,0.790832795351841,0.618,0.8,114.973,2017-01-27 04:00:00,114.974,112.38170974418941,120.15558051162118,2017-01-31 12:00:00,112.38170974418941,SL,15,2.592290255810596,-1.0,-1.0038575927126894,114.973,113.9811853811307,114.07984893219559,114.60629444855972,0.5927209895461522,63.79975780859552,21.11067456997071,4.177690615269924,1.0359651022476355,114.859,115.621,True,False,0.9733611181234014,61.50793650793651,0.8500772797527117,0.8995363214837734,2.523174708367061
XAUUSD,H4,T4_REBREAK_ONLY,V候補後トリガー,2017-02-08 08:00:00,long,rebreak,4928,4934,4936,1225.288,1206.351,3.7211237175748257,6,0.6201872862624709,2,0.3333333333333333,18,1.6164123145165583,0.618,0.8,1236.961,2017-02-08 12:00:00,1237.023,1205.0787364690564,1300.7255270618873,2017-03-09 04:00:00,1205.0787364690564,SL,128,31.944263530943545,-1.0,-1.010956583790423,1236.961,1227.8744966212248,1218.360035100189,1199.586989416569,1.7754075241003793,66.17446459994085,33.7425190501116,5.566833403386446,0.8340726402794787,1235.709,1235.709,True,True,0.9193391501361405,21.428571428571427,0.7524369266055203,0.8011754587156011,1.6445099219719894
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-02-08 08:00:00,long,rebreak,4928,4934,4936,1225.288,1206.351,3.7211237175748257,6,0.6201872862624709,2,0.3333333333333333,18,1.6164123145165583,0.618,0.8,1236.961,2017-02-08 12:00:00,1237.023,1205.0787364690564,1300.7255270618873,2017-03-09 04:00:00,1205.0787364690564,SL,128,31.944263530943545,-1.0,-1.010956583790423,1236.961,1227.8744966212248,1218.360035100189,1199.586989416569,1.7754075241003793,66.17446459994085,33.7425190501116,5.566833403386446,0.8340726402794787,1235.709,1235.709,True,True,0.9193391501361405,21.428571428571427,0.7524369266055203,0.8011754587156011,1.6445099219719894
EURJPY,H4,T4_REBREAK_ONLY,V候補後トリガー,2017-03-03 08:00:00,long,stagnation+rebreak,4979,4994,4998,119.77,118.24,5.278182724996547,15,0.3518788483331032,4,0.26666666666666666,26,1.5032679738562154,0.618,0.8,120.54,2017-03-03 12:00:00,120.56,118.16753187603973,125.28493624792056,2017-04-03 12:00:00,118.16753187603973,SL,131,2.3924681239602705,-1.0,-1.0052247300078119,120.54,119.89750790124734,119.72490343832416,120.44995412849123,1.9214374218398078,69.59615480195114,30.780151843971243,7.308622114691578,0.8542486297312344,120.46,120.46,True,True,0.9093821986198111,5.952380952380952,0.8979591836735031,0.9387755102041077,1.9663817995084927
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-03-03 08:00:00,long,stagnation+rebreak,4979,4994,4998,119.77,118.24,5.278182724996547,15,0.3518788483331032,4,0.26666666666666666,26,1.5032679738562154,0.618,0.8,120.54,2017-03-03 12:00:00,120.56,118.16753187603973,125.28493624792056,2017-04-03 12:00:00,118.16753187603973,SL,131,2.3924681239602705,-1.0,-1.0052247300078119,120.54,119.89750790124734,119.72490343832416,120.44995412849123,1.9214374218398078,69.59615480195114,30.780151843971243,7.308622114691578,0.8542486297312344,120.46,120.46,True,True,0.9093821986198111,5.952380952380952,0.8979591836735031,0.9387755102041077,1.9663817995084927
