trade_id,lane_id,symbol,period,strategy,d1_low_trap_source,d1_low_trap_signal_time,d1_low_trap_age_days,signal_time,entry_time,entry,signal_close,stop,target,shelf_high,shelf_low,exit_time,exit_reason,r_after_cost,param_rr,param_target_basis,tv_signal_time,tv_entry_time,tv_match,tv_notes
3,B07_DTS_TRAP_SHELF,AUDJPY,Research_2015_2024,selected_CURRENT_A30_180_SIGADX30,WICK_L120_BODY_RR15,2015-07-09,130.33333333333334,2015-11-18 20:00:00,2015-11-19 00:00:00,87.897,87.897,87.30461437247465,88.78557844128804,87.879,87.379,2015-11-20 12:00:00,TP,1.4788988803590437,1.5,entry,,,,
7,B07_DTS_TRAP_SHELF,AUDJPY,OOS_2025_2026,selected_CURRENT_A30_180_SIGADX30,WICK_L120_BODY_RR15,2025-02-09,30.666666666666668,2025-03-17 04:00:00,2025-03-17 08:00:00,94.332,94.33,93.52811678006756,95.53782482989864,94.239,93.632,2025-03-18 04:00:00,TP,1.4844504777683427,1.5,entry,,,,
