family,signal_i,signal_time,direction,lookback,pre_bars,move_atr,trigger_atr,wick_ratio,close_location,range_atr,body_ratio,h4_align,h4_oppose,h4_context,entry_hour,stop,entry_i,entry_time,entry,target,exit_i,exit_time,exit,exit_reason,bars_held,risk,rr,max_hold,r_after_cost,sample,year
wick_sweep,1599,2014-04-04 12:00:00,long,48,6,2.017381892209043,1.5130364191568075,0.662551440329218,0.8127572016461045,3.452280280329516,0.15020576131688657,True,False,H4順,13,116.00984469622763,1600,2014-04-04 13:00:00,116.433,116.85615530377238,1601,2014-04-04 14:00:00,116.00984469622763,SL,1,0.42315530377237565,1.0,12,-1.0472639709858598,IS_2014_2024,2014
wick_sweep,1881,2014-04-22 06:00:00,long,48,6,3.117654273946431,1.906914750083827,0.7795918367346896,0.9346938775509999,2.4719265278863944,0.15510204081631018,True,False,H4順,7,115.63417740436569,1882,2014-04-22 07:00:00,115.888,116.14182259563432,1894,2014-04-22 19:00:00,115.947,TIME,12,0.2538225956343183,1.0,12,0.15365062319421904,IS_2014_2024,2014
wick_sweep,1959,2014-04-25 12:00:00,long,48,6,2.9770688397107934,0.3379764141700435,0.6171171171170958,0.8648648648648649,1.5963992328884513,0.2477477477477691,False,False,H4中立,13,115.63818740833415,1960,2014-04-25 13:00:00,115.858,116.07781259166586,1971,2014-04-28 00:00:00,115.63818740833415,SL,11,0.21981259166585687,1.0,12,-1.0909865983947489,IS_2014_2024,2014
wick_sweep,4571,2014-09-25 08:00:00,long,48,6,3.537826913117727,1.1438087012335387,0.8212560386473201,0.9468599033815968,1.3765604718334628,0.12560386473427662,True,False,H4順,9,114.87692504081942,4572,2014-09-25 09:00:00,115.102,115.32707495918059,4576,2014-09-25 13:00:00,114.87692504081942,SL,4,0.2250749591805885,1.0,12,-1.0888592852480017,IS_2014_2024,2014
wick_sweep,5849,2014-12-09 15:00:00,long,48,6,3.5849972093815006,2.270165363786625,0.7993311036789235,0.9074693422519533,2.985833330376259,0.10813823857302989,True,False,H4順,16,122.09691627122155,5850,2014-12-09 16:00:00,122.971,123.84508372877846,5862,2014-12-10 04:00:00,122.577,TIME,12,0.8740837287784586,1.0,12,-0.4736388361542722,IS_2014_2024,2014
wick_sweep,8096,2015-04-22 15:00:00,long,48,6,5.604734706105467,0.2720745002964066,0.8364116094986892,0.8364116094986892,1.2131321836744682,0.03693931398415729,True,False,H4順,16,123.68051711394679,8097,2015-04-22 16:00:00,124.06,124.43948288605321,8099,2015-04-22 18:00:00,123.68051711394679,SL,2,0.3794828860532107,1.0,12,-1.052703298976191,IS_2014_2024,2015
wick_sweep,8187,2015-04-28 10:00:00,long,48,6,3.0713072638105965,0.993414748402381,0.5571142284569149,0.8396793587174414,2.0654748310532445,0.28256513026052643,True,False,H4順,11,123.92068181257909,8188,2015-04-28 11:00:00,124.386,124.8513181874209,8191,2015-04-28 14:00:00,124.8513181874209,TP,3,0.46531818742090536,1.0,12,0.9570186583274056,IS_2014_2024,2015
wick_sweep,9231,2015-06-28 22:00:00,long,48,6,5.895072327764431,0.8352748078046914,0.8446215139442441,0.8486055776892547,2.101794253222808,0.0039840637450106724,False,False,H4中立,23,129.54746258015402,9232,2015-06-28 23:00:00,130.498,131.44853741984596,9243,2015-06-29 10:00:00,131.44853741984596,TP,11,0.950537419845972,1.0,12,0.9789592712686443,IS_2014_2024,2015
wick_sweep,12945,2016-02-03 03:00:00,long,48,6,2.1218619970009827,0.5914125991641062,0.7380073800738091,0.8856088560885919,1.223456598270786,0.1476014760147828,False,False,H4中立,4,117.2166992866959,12946,2016-02-03 04:00:00,117.501,117.78530071330411,12950,2016-02-03 08:00:00,117.78530071330411,TP,4,0.28430071330410556,1.0,12,0.9296519527947262,IS_2014_2024,2016
wick_sweep,15135,2016-06-09 08:00:00,long,48,6,3.005440366554953,0.20553923479479905,0.6888217522658807,0.9879154078549702,1.5118552603794786,0.2990936555890895,False,False,H4中立,9,110.52721273958237,15136,2016-06-09 09:00:00,110.897,111.26678726041764,15141,2016-06-09 14:00:00,110.52721273958237,SL,5,0.3697872604176382,1.0,12,-1.054085151493381,IS_2014_2024,2016
wick_sweep,15989,2016-07-28 22:00:00,long,48,6,3.904972370124072,0.16172898259698276,0.7558974358974367,0.7558974358974367,5.086637355873048,0.22717948717948575,True,False,H4順,23,105.3403285228109,15990,2016-07-28 23:00:00,106.891,108.4416714771891,15994,2016-07-29 03:00:00,105.3403285228109,SL,4,1.5506714771890984,1.0,12,-1.012897638406469,IS_2014_2024,2016
wick_sweep,19146,2017-01-30 13:00:00,long,48,6,4.245614701288578,1.2403470201224147,0.6859296482412142,0.9924623115577889,1.9512178419317536,0.30653266331657464,True,False,H4順,14,113.91320496507903,19147,2017-01-30 14:00:00,114.347,114.78079503492096,19159,2017-01-31 02:00:00,114.121,TIME,12,0.43379503492096205,1.0,12,-0.567088095060449,IS_2014_2024,2017
wick_sweep,20900,2017-05-11 14:00:00,long,48,6,3.528889468838359,0.5248664716309964,0.62396694214877,0.9462809917355721,1.3512519801564253,0.3223140495868021,True,False,H4順,15,112.65018136608808,20901,2017-05-11 15:00:00,112.918,113.18581863391194,20903,2017-05-11 17:00:00,113.18581863391194,TP,2,0.2678186339119293,1.0,12,0.9253225972073805,IS_2014_2024,2017
wick_sweep,22193,2017-07-26 11:00:00,long,48,6,4.975728380483456,0.6339148391718266,0.663934426229534,0.9426229508196893,1.2275811171263464,0.27868852459015536,False,False,H4中立,12,116.39724702618899,22194,2017-07-26 12:00:00,116.67,116.94275297381101,22197,2017-07-26 15:00:00,116.94275297381101,TP,3,0.27275297381100927,1.0,12,0.9266735767512906,IS_2014_2024,2017
wick_sweep,23068,2017-09-14 22:00:00,long,48,6,3.9084792031652578,0.8426731976488377,0.8114754098360583,0.8114754098360583,3.0996823149696215,0.08333333333334304,True,False,H4順,23,113.69076935339697,23069,2017-09-14 23:00:00,114.335,114.97923064660301,23077,2017-09-15 07:00:00,114.97923064660301,TP,8,0.6442306466030203,1.0,12,0.9689552179712829,IS_2014_2024,2017
wick_sweep,23175,2017-09-21 09:00:00,long,48,6,1.5982607358169822,0.2554840581417807,0.6201923076923359,0.7788461538461893,1.2358298626391189,0.1586538461538534,True,False,H4順,10,115.45933840849972,23176,2017-09-21 10:00:00,115.655,115.85066159150028,23177,2017-09-21 11:00:00,115.45933840849972,SL,1,0.19566159150028284,1.0,12,-1.1022173020604369,IS_2014_2024,2017
