scenario,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_loss_streak
source_all_114,114,57.01754385964912,67.02646228619781,0.5879514235631387,2.538147019443499,6.669623079868975,7
practical_c125_all_symbols,39,66.66666666666666,35.90342175308876,0.9206005577715066,4.14142531950299,4.35387395705122,5
practical_c125_recommended6,35,65.71428571428571,32.04207377157218,0.9154878220449193,4.074458427748742,4.353873957051221,5
