symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,period,max_recovery_to_drop,month,candidate,result,bb_pos_bucket,bb_width_bucket,macd_slope_bucket,recovery_bars_bucket,fib_bucket,adx_bucket,close_loc_bucket
USDJPY,H4,REC1.20_T5_STAG_OR_REBREAK,V候補後トリガー,2019-02-04 00:00:00,long,stagnation,8167,8173,8179,109.743,108.497,5.52606839605255,6,0.9210113993420918,6,1.0,10,0.8972712680577845,0.618,0.8,109.615,2019-02-04 04:00:00,109.615,108.44063080988602,111.96373838022797,2019-03-01 08:00:00,111.96373838022797,TP,118,1.1743691901139783,2.0,1.9914847902310684,109.443,109.637,109.44,109.615,0.2254767604559605,0.8730964467004805,109.22271044885956,109.2528964301362,109.82517963275512,0.323991378975832,61.967135055420066,20.596012426946658,5.740090880385347,0.8778615557512903,109.743,109.999,False,False,0.2320811287262555,0.971542846647885,20.238095238095237,0.8883248730964199,3.344025337579186,0.034585286046024,-0.059563505746291,0.0941487917923151,0.031104921614399,98.070175438596,91.33856274004478,97.95568592875809,0.720382979114409,-1.9298245614039964,36.537483069257874,36.0,60.0,109.181,109.12,109.248,109.1505,109.22271044885956,0.9349556361674808,1.4350227200963368,Research_2015_2024,1.2,2019-02,Strict_075_100_width7,win,0.85-0.90,5.5-7,0.03-0.06,9-12,0.85-0.92,18-25,>0.85
EURJPY,H4,REC1.20_T5_STAG_OR_REBREAK,V候補後トリガー,2019-02-04 04:00:00,long,stagnation,8066,8074,8077,125.44,124.37,3.9115489003247927,8,0.4889436125405991,3,0.375,8,1.168224299065428,0.618,0.8,125.62,2019-02-04 08:00:00,125.61,124.30161276854348,128.25677446291303,2019-02-08 00:00:00,124.30161276854348,SL,22,1.308387231456507,-1.0,-1.0095537465510678,125.46,125.63,125.44,125.62,0.2735489258260702,0.8421052631579616,125.10844641672288,124.90115304817203,125.3090426564415,0.7662561360007627,65.96798387175966,20.142106906390392,5.22980226051283,0.8991313362507833,125.7,125.7,False,False,0.2974440593134056,0.9196651177283792,12.3015873015873,0.9473684210526788,1.8278265889368304,0.1666576095989,0.0902567807585368,0.0764008288403632,0.0185393701166352,93.98496240601516,84.71177944862153,119.2748457322515,0.8348049446138983,-6.015037593984842,42.75178388939999,84.0,68.0,125.035,125.035,125.035,124.74,125.10844641672288,0.967515620589916,1.3074505651282076,Research_2015_2024,1.2,2019-02,Strict_075_100_width7,loss,0.85-0.90,4-5.5,<=0.03,<=8,>1.00,18-25,>0.85
XAUUSD,H4,REC1.20_T5_STAG_OR_REBREAK,V候補後トリガー,2019-05-05 20:00:00,long,rebreak,8503,8508,8514,1287.188,1266.195,5.011972722132012,5,1.0023945444264022,6,1.2,9,0.8551898251798139,0.618,0.8,1284.148,2019-05-06 00:00:00,1284.158,1265.147857429406,1322.1482851411877,2019-06-03 16:00:00,1322.1482851411877,TP,125,19.01014257059387,1.998421895054781,1.9800106706938685,1280.305,1285.728,1279.775,1284.148,4.188570282375776,0.6455568620863201,1276.8811359361227,1278.291321120415,1287.4741140093802,-0.4191417656169161,62.676012966957515,27.63332583372291,4.657971830201795,0.9031728486571572,1287.188,1288.608,False,False,3.653458017582291,1.1464673364845726,75.0,0.7345876028892724,4.1684868160064985,-0.3712352905142779,-1.4713276110186957,1.1000923205044175,1.1641154889531855,91.91112476322049,69.54366125461308,96.22943236362148,0.9734479873687584,-8.088875236779522,39.62604575413009,44.0,64.0,1276.998,1276.6915,1277.4015,1276.84475,1276.8811359361227,0.9337317732529152,1.1644929575504488,Research_2015_2024,1.2,2019-05,Strict_075_100_width7,win,0.90-0.95,4-5.5,>0.10,9-12,0.85-0.92,25-32,0.70-0.85
CHFJPY,H4,REC1.20_T5_STAG_OR_REBREAK,V候補後トリガー,2019-06-03 16:00:00,long,rebreak,8697,8703,8708,108.995,107.92,3.9686573127421942,6,0.6614428854570324,5,0.8333333333333334,8,0.8316279069767338,0.618,0.8,108.814,2019-06-03 20:00:00,108.814,107.85228188305976,110.73743623388046,2019-06-30 20:00:00,110.73743623388046,TP,118,0.9617181169402328,2.0,1.9792038855796523,108.44,108.918,108.43,108.814,0.270872467760946,0.7663934426229417,108.53209446287296,108.69173083567831,109.19926778309538,-0.6252999394022407,56.159306474454546,21.44146493575559,3.659279166614601,0.7927770298321565,108.995,109.626,False,False,0.2256120379134248,1.200611768175638,100.0,0.7868852459016117,2.517790034688538,-0.0741339388896449,-0.1256641804216995,0.0515302415320546,0.0377869060115842,89.57915831663198,64.12328533034979,74.80053032370023,0.5507401726145167,-10.420841683368028,53.27245666150285,44.0,68.0,108.419,108.4575,108.773,108.43825,108.53209446287296,0.7601829003306427,0.9148197916536502,Research_2015_2024,1.2,2019-06,Strict_075_100_width7,win,<=0.85,<=4,0.03-0.06,<=8,<=0.85,18-25,0.70-0.85
GBPJPY,H4,REC1.20_T5_STAG_OR_REBREAK,V候補後トリガー,2020-02-05 08:00:00,long,rebreak,11251,11263,11265,143.25,140.91,4.7252297996789645,12,0.3937691499732471,2,0.1666666666666666,7,0.940170940170946,0.618,0.8,143.11,2020-02-05 12:00:00,143.1,140.78619649735558,147.7576070052889,2020-02-28 00:00:00,140.78619649735558,SL,102,2.3138035026444186,-1.0,-1.0086437763522806,142.47,143.34,142.47,143.11,0.495214010577641,0.7356321839080591,142.27215459142505,142.39323080860646,142.54229704330197,-0.0090081645003381,61.31046585878064,18.34338796271829,5.925579719775763,0.7872789508827015,143.25,144.34,False,False,0.4235367477633606,1.169235050306256,71.42857142857143,0.7356321839080591,2.2818417408705987,0.0643457279056747,-0.0695297191308001,0.1338754470364749,0.0590387519466228,90.53497942386876,78.48079561042589,74.11258181042551,1.3311619344332115,-9.46502057613124,43.800606137371936,100.0,72.0,142.125,142.125,142.625,142.125,142.27215459142505,0.922971377363527,1.4813949299439408,Research_2015_2024,1.2,2020-02,Strict_075_100_width7,loss,<=0.85,5.5-7,0.03-0.06,<=8,0.92-1.00,18-25,0.70-0.85
GBPJPY,H4,REC1.20_T5_STAG_OR_REBREAK,V候補後トリガー,2020-07-16 12:00:00,long,rebreak,11972,11978,11983,135.44,133.96,3.948083008558404,6,0.658013834759734,5,0.8333333333333334,12,0.7499999999999952,0.618,0.8,135.07,2020-07-16 16:00:00,135.06,133.86628363203158,137.47743273593682,2020-07-31 08:00:00,137.47743273593682,TP,66,1.1937163679684204,2.025131598095643,2.0083771993652144,134.41,135.13,134.39,135.07,0.3748654718737523,0.8918918918918763,134.6602809470092,134.59892997441924,134.16127375737446,-0.2047291368948605,57.9092596320092,15.411983270660716,2.8442739120734375,0.9023559555544804,135.44,135.89,False,False,0.3627715294958638,1.0333376282165672,18.253968253968253,0.9189189189189167,2.9343860198744944,-0.051700326071483,-0.0565576875735414,0.0048573615020584,0.0403118901991127,94.87179487179462,53.94809064533792,55.81973956138077,0.2300385871178312,-5.128205128205377,55.93477162002265,28.0,52.0,134.57999999999998,134.7,134.925,134.64,134.6602809470092,0.7732440593573702,0.7110684780183594,Research_2015_2024,1.2,2020-07,Strict_075_100_width7,win,0.90-0.95,<=4,0.03-0.06,9-12,<=0.85,<=18,>0.85
XAUUSD,H4,REC1.20_T5_STAG_OR_REBREAK,V候補後トリガー,2021-01-20 00:00:00,long,rebreak,11223,11231,11235,1857.392,1802.948,5.475639561616916,8,0.6844549452021145,4,0.5,13,0.8406252295937083,0.618,0.8,1848.715,2021-01-20 04:00:00,1848.715,1800.46226297388,1945.22047405224,2021-02-04 12:00:00,1800.46226297388,SL,70,48.25273702612003,-1.0,-1.0072534745502764,1840.845,1850.385,1839.292,1848.715,9.942948104480976,0.7094564139547316,1840.306657700918,1851.588905290108,1866.377717286804,0.0328627255388808,55.57306393843206,31.769494028321457,3.946160531986972,0.7955783275818565,1856.848,1927.518,False,False,13.501708502566649,0.7364214760369653,35.714285714285715,0.8494546110159504,1.7642654689200563,-2.1562541816240355,-4.706846435288479,2.550592253664443,0.336779197774713,96.47954128633752,90.42771224277855,78.53357562803042,0.8185613280216719,-3.520458713662492,40.44907534431826,16.0,48.0,1841.614,1830.17,1860.468,1835.892,1840.306657700918,0.7114147185202724,0.9865401329967428,Research_2015_2024,1.2,2021-01,Strict_075_100_width7,loss,<=0.85,<=4,>0.10,13-16,<=0.85,25-32,0.70-0.85
GBPJPY,H4,REC1.20_T5_STAG_OR_REBREAK,V候補後トリガー,2021-10-05 04:00:00,long,stagnation,13907,13912,13913,150.9,149.23,3.626607065554219,5,0.7253214131108437,1,0.2,12,1.3113772455089685,0.618,0.8,151.42,2021-10-05 08:00:00,151.43,149.11487862278616,156.03024275442763,2021-10-15 00:00:00,156.03024275442763,TP,46,2.315121377213842,1.987041716129734,1.978402860216248,151.08,151.42,150.98,151.42,0.4604855088553152,0.7727272727272199,150.7560688788283,150.75710409425855,151.1658526894427,0.7195244018845024,61.13636859615397,18.131017370252625,4.6107839100296735,0.9271855465403416,151.49,152.53,False,False,0.4370970540361952,1.053508607763765,94.44444444444444,1.0,1.737296797870293,0.1234168401720978,-0.0037211163917074,0.1271379565638053,0.0003268901089477,96.9026548672557,83.92330383480754,88.90681881489608,0.5912442702451282,-3.097345132744292,40.83833792126295,84.0,52.0,150.845,150.36,150.88,150.60250000000002,150.7560688788283,0.860451690880622,1.1526959775074184,Research_2015_2024,1.2,2021-10,Strict_075_100_width7,win,0.90-0.95,4-5.5,<=0.03,9-12,>1.00,18-25,>0.85
GBPJPY,H4,REC1.20_T5_STAG_OR_REBREAK,V候補後トリガー,2022-05-23 16:00:00,long,stagnation,14900,14912,14922,161.82,157.86,4.802066330561746,12,0.4001721942134789,10,0.8333333333333334,14,0.7828282828282854,0.618,0.8,160.96,2022-05-23 20:00:00,160.97,157.653838749436,167.572322501128,2022-06-08 04:00:00,167.572322501128,TP,68,3.3161612505639937,1.990953395286532,1.984922325477553,160.64,160.99,160.6,160.96,0.8246450022560888,0.8205128205128448,159.95722779682444,159.83098285227922,160.73162197297788,0.7453311213791199,60.87403776725076,13.268096767176818,4.04375608209509,0.9190827972654194,160.83,161.82,True,False,0.9126867911140892,0.9035355943406056,66.26984126984127,0.9230769230769232,1.940228820429026,0.3330846190408465,0.1925363851461684,0.1405482338946781,0.0338628667779235,98.68421052631574,94.98994365275917,141.79045407773052,1.0230339546852374,-1.3157894736842597,58.72550128876203,8.0,44.0,160.025,159.8,159.91250000000002,158.695,159.95722779682444,0.8040011763947367,1.0109390205237725,Research_2015_2024,1.2,2022-05,Strict_075_100_width7,win,0.90-0.95,4-5.5,0.03-0.06,13-16,<=0.85,<=18,>0.85
GBPJPY,H4,REC1.20_T5_STAG_OR_REBREAK,V候補後トリガー,2022-07-10 20:00:00,long,rebreak,15108,15116,15123,165.24,160.36,5.699875468704433,8,0.7124844335880541,7,0.875,15,0.7930327868852417,0.618,0.8,164.23,2022-07-11 00:00:00,164.27,160.1459602360265,172.39807952794698,2022-08-01 20:00:00,160.1459602360265,SL,95,4.124039763973514,-1.0,-1.0048496137633531,163.8,164.29,163.66,164.23,0.8561590558941118,0.6825396825396531,163.16654957502448,163.63111696674414,163.73292622582957,0.5154872954746151,57.954186507418726,16.567491341622045,4.367560770080201,0.929355369684752,163.89,166.89,True,False,0.7654908620080118,1.1184445149982092,57.14285714285714,0.9047619047619004,2.9083380977610536,0.0495217153568603,-0.1989334833344838,0.2484551986913442,0.0694270290196281,97.79411764705874,94.7061860263829,95.3420257755416,0.661967514557138,-2.205882352941261,54.23245385119888,8.0,40.0,163.04500000000002,162.8,163.625,162.9225,163.16654957502448,0.8105294564293674,1.0918901925200502,Research_2015_2024,1.2,2022-07,Strict_075_100_width7,loss,0.90-0.95,4-5.5,0.06-0.10,13-16,<=0.85,<=18,>0.85
