bb_width_bucket,scenario,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_loss_streak
<=4,by_bb_width_bucket_<=4,18,77.77777777777779,21.50541489784899,1.1947452721027216,7.9656314778910104,1.0539842287562833,1
4-5.5,by_bb_width_bucket_4-5.5,13,53.84615384615385,8.577367816419788,0.6597975243399836,2.612242064176893,3.307092643041714,5
5.5-7,by_bb_width_bucket_5.5-7,4,50.0,1.959291057303402,0.4898227643258505,1.9725880257642738,1.0086437763522806,1
>7,by_bb_width_bucket_>7,0,0.0,0.0,,,0.0,0
