scope,filter_id,filter_desc,rr,max_hold_bars,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,target_hit_pct,stop_hit_pct,oos_trades,oos_total_r
ALL_H4,BODY_LE_1ATR,エントリー足の実体が1.0ATR以内,1.5,120,337,45.40059347181009,14.472119362957876,0.042943974370794884,-0.3142377219842154,1.086659741057896,24.74040056292681,13,0.8996282026689125,0.7890473186840404,58.32640949554896,30.56379821958457,45.99406528189911,30,10.739442202808576
XAUUSD_H4,CLOSE_LOC_GE_60,エントリー足の終値位置が上位60%以上,1.0,120,67,61.19402985074627,14.374861503825688,0.21455017169889087,0.9688484922260188,1.6409105279539904,5.067779671479972,5,0.8519307593513342,0.6273286630439516,50.82089552238806,52.23880597014925,28.35820895522388,7,2.2027171078539767
XAUUSD_H4,BASELINE,B抜け即。除外なし,1.0,120,71,60.56338028169014,14.309207583920173,0.20153813498479117,0.9688484922260188,1.5850275480036502,6.080592442546095,6,0.8431509964700822,0.6405090209876433,49.7887323943662,52.112676056338024,29.577464788732392,7,2.2027171078539767
XAUUSD_H4,BREAK_EXT_LE_1_2ATR,Bから1.2ATR以上伸びた飛び乗りを除外,1.5,120,54,57.407407407407405,14.12329782886523,0.2615425523863931,0.3033240969827813,1.6730043248901432,5.080515435279262,5,1.040255401853489,0.6793535394239011,60.333333333333336,37.03703703703704,33.33333333333333,6,1.9820263709939827
ALL_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,1.0,48,51,64.70588235294117,14.117125182098995,0.27680637611958814,0.9746803535358036,1.7949996083515645,4.2197731634120315,3,0.9519973176725939,0.6813364340900985,14.666666666666666,62.745098039215684,33.33333333333333,4,3.9615634985789843
XAUUSD_H4,RANGE_LE_2ATR,エントリー足の高安が2.0ATR以内,2.0,120,47,51.06382978723404,13.960230828439038,0.29702618783912843,0.10094187933086067,1.6732487529140596,6.107250862456005,7,1.146993346517208,0.7384394316362248,63.40425531914894,29.78723404255319,40.42553191489361,6,2.711753454905099
ALL_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,1.5,48,50,56.00000000000001,13.95668834462312,0.2791337668924624,0.5464621601771097,1.6389283417991591,4.554676719391311,3,1.1541955687554963,0.7627884950229249,21.9,44.0,40.0,4,4.718377361364277
XAUUSD_H4,D1_CLOSE_GT_EMA20,D1終値がEMA20より上,1.5,120,32,65.625,13.726731529593739,0.42896036029980433,0.6381501097216573,2.291138007723877,2.989486747559152,3,1.134548630755749,0.6757767874436438,61.875,46.875,28.125,5,2.7493951468251865
ALL_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,2.0,48,74,47.2972972972973,13.376761269831206,0.1807670441869082,-0.5532732905624612,1.352056861100338,11.23791768031137,7,1.2375571553263316,0.8464970522285573,26.216216216216218,27.027027027027028,45.94594594594595,4,3.9448703512341288
ALL_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,2.0,48,74,47.2972972972973,13.376761269831206,0.1807670441869082,-0.5532732905624612,1.352056861100338,11.23791768031137,7,1.2375571553263316,0.8464970522285573,26.216216216216218,27.027027027027028,45.94594594594595,4,3.9448703512341288
ALL_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,1.5,48,51,54.90196078431373,13.203187334137214,0.2588860261595532,0.44000047968839023,1.5842789584725236,4.554676719391311,3,1.1594867886090212,0.7637585297008515,22.41176470588235,43.13725490196079,39.21568627450981,4,4.718377361364277
ALL_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,1.0,48,50,64.0,13.140168026456372,0.26280336052912745,0.9726244416612582,1.739982701857245,4.2197731634120315,3,0.9432936794197765,0.6945944772621825,14.7,62.0,34.0,4,3.9615634985789843
ALL_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,2.0,48,50,54.0,13.13512459071855,0.262702491814371,0.29535496119149207,1.5832154459278243,7.004694423259028,6,1.3074370813600038,0.7801348540722879,27.84,24.0,40.0,4,3.9448703512341288
XAUUSD_H4,BREAK_EXT_LE_0_8ATR,Bから0.8ATR以上伸びた飛び乗りを除外,1.5,48,46,63.04347826086957,13.062425995594918,0.283965782512933,0.24126189600930292,1.962947331872036,4.074294386438332,5,0.9625836273585431,0.6069005972751672,33.82608695652174,28.26086956521739,23.91304347826087,4,2.381801887115934
ALL_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,2.0,120,50,48.0,12.859416208750142,0.2571883241750028,-1.006943373964768,1.4750901631437912,8.379006314505176,6,1.4244255877821306,0.8750588813492827,40.22,38.0,52.0,4,6.043566749550694
XAUUSD_H4,BODY_LE_1ATR,エントリー足の実体が1.0ATR以内,2.0,48,35,57.14285714285714,12.46416983557508,0.356119138159288,0.22225493563723364,2.1546082452305053,5.033858144768869,6,1.015295640135411,0.6246201590163926,36.714285714285715,25.71428571428571,22.857142857142858,4,1.9753436403283324
ALL_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,2.0,48,51,52.94117647058824,12.381623580232647,0.24277693294573818,0.24293203236447902,1.5319615908343291,7.004694423259028,6,1.309723565672264,0.780764764062972,28.235294117647058,23.52941176470588,39.21568627450981,4,3.9448703512341288
ALL_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,2.0,120,74,43.24324324324324,12.249063858145917,0.16552788997494483,-1.0112531887079776,1.2822792699020644,11.67921418294717,7,1.3166034434493903,0.9188297512893367,34.87837837837838,36.486486486486484,56.75675675675676,4,6.043566749550694
ALL_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,2.0,120,74,43.24324324324324,12.249063858145917,0.16552788997494483,-1.0112531887079776,1.2822792699020644,11.67921418294717,7,1.3166034434493903,0.9188297512893367,34.87837837837838,36.486486486486484,56.75675675675676,4,6.043566749550694
XAUUSD_H4,BREAK_EXT_LE_1_2ATR,Bから1.2ATR以上伸びた飛び乗りを除外,1.0,48,54,66.66666666666666,12.241514937692088,0.226694721068372,0.3784827463961923,1.8845364478771411,3.3360356796720962,4,0.779984736956765,0.5450270910203797,31.203703703703702,40.74074074074074,20.37037037037037,6,1.6672336927389615
ALL_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,1.5,120,50,52.0,12.180111093502823,0.24360222187005648,0.7998285483204963,1.486974126738509,5.639408573062967,5,1.1999690179141178,0.8254553473482906,27.24,50.0,48.0,4,5.9615634985789745
ALL_H4,A_ROOM_GE_1R,Aが上に残る場合、Aまで1R以上,1.5,48,347,49.85590778097983,12.110052729704762,0.03489928740548923,-0.0051999784421573,1.093380258269389,26.3357760876957,11,0.7635551393310795,0.6460879231518514,36.414985590778095,17.86743515850144,27.6657060518732,35,8.491175973689817
XAUUSD_H4,D1_CLOSE_GT_EMA20,D1終値がEMA20より上,1.0,48,32,68.75,12.049271578659173,0.37653973683309916,0.794396832738564,2.9870576945026546,1.1674834110555672,2,0.8006069011647505,0.5014957278017864,30.65625,46.875,12.5,5,2.1698462771566573
ALL_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,2.0,120,51,47.05882352941176,11.836373364392767,0.23208575224299544,-1.0080577252073057,1.4213678033545938,8.379006314505176,6,1.4244181798116038,0.8779616932731613,40.76470588235294,37.254901960784316,52.94117647058824,4,6.043566749550694
XAUUSD_H4,A_ROOM_GE_1R,Aが上に残る場合、Aまで1R以上,1.0,120,46,63.04347826086957,11.693685840682612,0.25421056175396983,0.9762564308176563,1.8109013134158227,3.032384771333003,3,0.8744981912024066,0.5798401028163029,50.32608695652174,54.347826086956516,26.08695652173913,6,1.2043696778272
XAUUSD_H4,NO_D1_RESIST_1ATR,D1過去60日高値が1ATR未満にある場所を除外,1.0,120,68,58.82352941176471,11.348346015183578,0.1668874413997585,0.7793695316200622,1.4639736340550722,6.080592442546095,6,0.8343847820808405,0.654031328989173,51.38235294117647,50.0,30.88235294117647,6,1.2090965733473111
ALL_H4,D1_CLOSE_GT_EMA20,D1終値がEMA20より上,1.0,120,238,52.52100840336135,11.288047092455024,0.04742876929602951,0.22589668070653818,1.1150638929123162,18.63144056620311,8,0.7174156654471626,0.6937238658940822,54.95378151260504,42.857142857142854,35.714285714285715,26,8.587624104901224
ALL_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,1.5,120,51,50.98039215686274,11.157068249145446,0.2187660441008911,0.13828473959840035,1.4285433210024117,5.639408573062967,5,1.2043627191566892,0.8293307775859142,28.03921568627451,49.01960784313725,49.01960784313725,4,5.9615634985789745
XAUUSD_H4,BREAK_EXT_LE_0_8ATR,Bから0.8ATR以上伸びた飛び乗りを除外,1.5,120,46,56.52173913043478,11.122872743746587,0.24180158138579538,0.2921665120510477,1.6101263838374458,4.074294386438332,5,1.0530545401497158,0.7097279447596881,58.58695652173913,36.95652173913043,34.78260869565217,4,1.947357450745642
XAUUSD_H4,RANGE_LE_2ATR,エントリー足の高安が2.0ATR以内,1.5,48,47,59.57446808510638,10.966985807123432,0.2333401235558177,0.22225493563723364,1.7379056604851273,5.7455964835203766,7,0.9109339261072114,0.6009347514844382,34.361702127659576,27.659574468085108,25.53191489361702,6,3.9765096463186027
XAUUSD_H4,BREAK_EXT_LE_0_8ATR,Bから0.8ATR以上伸びた飛び乗りを除外,2.0,120,46,52.17391304347826,10.888352547235684,0.236703316244254,0.08362831869508631,1.53794252164782,4.074294386438332,5,1.1752931218834997,0.7520767978886918,67.26086956521739,26.08695652173913,39.130434782608695,4,-0.05264254925435464
ALL_H4,BODY_LE_1ATR,エントリー足の実体が1.0ATR以内,1.5,48,337,47.18100890207715,10.579625402958342,0.03139354718978737,-0.07078574170584233,1.07944903823085,19.508642977975107,8,0.7709829792267521,0.6749406298440899,34.997032640949556,21.068249258160236,31.15727002967359,30,8.389056564431709
ALL_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,1.5,48,74,48.64864864864865,10.198325023735809,0.13781520302345687,-0.31454984895470717,1.2732815190329396,9.78789997644365,5,1.0626428560937804,0.8347765393573663,21.783783783783782,40.54054054054054,45.94594594594595,4,4.718377361364277
ALL_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,1.5,48,74,48.64864864864865,10.198325023735809,0.13781520302345687,-0.31454984895470717,1.2732815190329396,9.78789997644365,5,1.0626428560937804,0.8347765393573663,21.783783783783782,40.54054054054054,45.94594594594595,4,4.718377361364277
XAUUSD_H4,BODY_LE_1ATR,エントリー足の実体が1.0ATR以内,2.0,120,35,48.57142857142857,10.196553183164294,0.29133009094755125,-0.04452371097732633,1.6511372494412957,5.681154966413369,6,1.1194771165814805,0.7670916199650978,63.77142857142857,31.428571428571427,40.0,4,-0.05264254925435464
XAUUSD_H4,D1_CLOSE_GT_EMA20,D1終値がEMA20より上,1.0,120,32,68.75,10.14221859961008,0.316944331237815,0.9774515617419508,2.055529668721153,2.022187839422352,2,0.8897217572250435,0.6046665512291255,47.28125,59.375,25.0,5,1.2493951468251885
XAUUSD_H4,RANGE_LE_2ATR,エントリー足の高安が2.0ATR以内,1.5,120,47,53.191489361702125,10.092387970918121,0.2147316589557047,0.28924448517774864,1.5114221258226876,6.107250862456005,7,1.0089334185570822,0.7148795100483224,56.765957446808514,36.17021276595745,38.297872340425535,6,4.211753454905095
ALL_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,1.0,120,74,58.108108108108105,9.899421249088691,0.13377596282552284,0.9611376945333137,1.3108244407650733,9.673904383242974,4,0.883914949618597,0.7710930936021843,15.527027027027026,58.108108108108105,41.891891891891895,4,3.9615634985789843
ALL_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,1.0,120,74,58.108108108108105,9.899421249088691,0.13377596282552284,0.9611376945333137,1.3108244407650733,9.673904383242974,4,0.883914949618597,0.7710930936021843,15.527027027027026,58.108108108108105,41.891891891891895,4,3.9615634985789843
XAUUSD_H4,BREAK_EXT_LE_0_8ATR,Bから0.8ATR以上伸びた飛び乗りを除外,1.0,48,46,65.21739130434783,9.893240924655544,0.21507045488381618,0.3784827463961923,1.7887961619795858,3.0514493568375416,3,0.8032606861481405,0.5719217586159707,29.717391304347824,41.30434782608695,21.73913043478261,4,1.3818018871159372
XAUUSD_H4,BODY_LE_1ATR,エントリー足の実体が1.0ATR以内,1.5,48,35,57.14285714285714,9.186286656931966,0.26246533305519903,0.22225493563723364,1.850964200349028,5.033858144768869,6,0.902385260267292,0.6188341405550318,34.142857142857146,31.428571428571427,22.857142857142858,4,2.381801887115934
ALL_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,1.0,48,74,56.75675675675676,8.529815675852147,0.11526777940340739,0.9448813039475914,1.2661452639906825,9.673904383242974,4,0.8713007456324162,0.76677401591113,14.797297297297296,55.4054054054054,41.891891891891895,4,3.9615634985789843
ALL_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,1.0,48,74,56.75675675675676,8.529815675852147,0.11526777940340739,0.9448813039475914,1.2661452639906825,9.673904383242974,4,0.8713007456324162,0.76677401591113,14.797297297297296,55.4054054054054,41.891891891891895,4,3.9615634985789843
XAUUSD_H4,BREAK_EXT_LE_1_2ATR,Bから1.2ATR以上伸びた飛び乗りを除外,1.0,120,54,59.25925925925925,8.335028137139425,0.15435237290998935,0.7452185792648719,1.417532112365582,4.057670405678471,4,0.839259985222257,0.6495567509364375,48.74074074074074,50.0,31.48148148148148,6,1.2090965733473111
ALL_H4,D1_CLOSE_GT_EMA20,D1終値がEMA20より上,1.5,120,238,46.21848739495798,8.061690350853624,0.03387264853299842,-0.18995421723327846,1.0725173106215118,28.446106293090637,12,0.8728634833547767,0.7597299785788642,67.71848739495799,27.73109243697479,40.7563025210084,26,8.8079899630805
XAUUSD_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,2.0,48,7,71.42857142857143,7.8549826501342315,1.1221403785906046,1.9688484922260188,4.866644356347056,1.0080577252073057,1,1.6772369397730316,0.561017561589764,20.428571428571427,71.42857142857143,28.57142857142857,0,0.0
XAUUSD_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,2.0,120,7,71.42857142857143,7.8549826501342315,1.1221403785906046,1.9688484922260188,4.866644356347056,1.0080577252073057,1,1.6772369397730316,0.561017561589764,20.428571428571427,71.42857142857143,28.57142857142857,0,0.0
XAUUSD_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,2.0,48,7,71.42857142857143,7.8549826501342315,1.1221403785906046,1.9688484922260188,4.866644356347056,1.0080577252073057,1,1.6772369397730316,0.561017561589764,20.428571428571427,71.42857142857143,28.57142857142857,0,0.0
XAUUSD_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,2.0,120,7,71.42857142857143,7.8549826501342315,1.1221403785906046,1.9688484922260188,4.866644356347056,1.0080577252073057,1,1.6772369397730316,0.561017561589764,20.428571428571427,71.42857142857143,28.57142857142857,0,0.0
XAUUSD_H4,RANGE_LE_2ATR,エントリー足の高安が2.0ATR以内,1.0,48,47,61.702127659574465,7.583117516864162,0.16134292589072685,0.24148899441103086,1.5479341295862958,4.3627711068488395,5,0.7303340373402524,0.5667001434350118,30.148936170212767,38.297872340425535,23.404255319148938,6,2.4765096463186054
ALL_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,1.5,120,74,45.94594594594595,7.56975874289863,0.1022940370661977,-1.0105787124716223,1.1831189603359284,10.439616441504937,5,1.0935708622820381,0.8853138499373151,25.68918918918919,44.5945945945946,54.054054054054056,4,5.9615634985789745
ALL_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,1.5,120,74,45.94594594594595,7.56975874289863,0.1022940370661977,-1.0105787124716223,1.1831189603359284,10.439616441504937,5,1.0935708622820381,0.8853138499373151,25.68918918918919,44.5945945945946,54.054054054054056,4,5.9615634985789745
ALL_H4,BODY_LE_1ATR,エントリー足の実体が1.0ATR以内,1.0,48,337,50.445103857566764,7.392707900149672,0.021936818694806147,0.04044951605748719,1.059261806148777,20.0376773378567,8,0.6560846409330258,0.6448596286221827,30.55786350148368,33.82789317507419,29.376854599406528,30,9.646147996342458
XAUUSD_H4,BODY_LE_1ATR,エントリー足の実体が1.0ATR以内,1.5,120,35,51.42857142857142,7.086967998765402,0.2024847999647258,0.10094187933086067,1.483489576623312,5.790740150812236,6,0.9743029352654178,0.7354540109756288,56.65714285714286,37.142857142857146,37.142857142857146,4,1.947357450745642
XAUUSD_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,2.0,48,5,80.0,6.912912820670363,1.3825825641340725,1.9762978386972958,7.8576557153497655,1.0080577252073057,1,1.805726531334089,0.3291164490438941,18.0,80.0,20.0,0,0.0
XAUUSD_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,2.0,120,5,80.0,6.912912820670363,1.3825825641340725,1.9762978386972958,7.8576557153497655,1.0080577252073057,1,1.805726531334089,0.3291164490438941,18.0,80.0,20.0,0,0.0
XAUUSD_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,2.0,48,5,80.0,6.912912820670363,1.3825825641340725,1.9762978386972958,7.8576557153497655,1.0080577252073057,1,1.805726531334089,0.3291164490438941,18.0,80.0,20.0,0,0.0
XAUUSD_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,2.0,120,5,80.0,6.912912820670363,1.3825825641340725,1.9762978386972958,7.8576557153497655,1.0080577252073057,1,1.805726531334089,0.3291164490438941,18.0,80.0,20.0,0,0.0
XAUUSD_H4,BREAK_EXT_LE_0_8ATR,Bから0.8ATR以上伸びた飛び乗りを除外,1.0,120,46,58.69565217391305,6.607532849667456,0.14364201847103167,0.715173367159232,1.3839893178239369,3.0514493568375416,3,0.8430013511997911,0.6747491061004917,45.78260869565217,50.0,32.608695652173914,4,0.9473574507456451
ALL_H4,D1_CLOSE_GT_EMA20,D1終値がEMA20より上,2.0,48,238,44.537815126050425,6.186474809237245,0.02599359163545061,-0.1296341512461202,1.0674486815073119,19.385911218446598,14,0.7677741118871462,0.646630047855413,39.180672268907564,9.663865546218489,28.15126050420168,26,3.75327575001244
ALL_H4,BODY_LE_1ATR,エントリー足の実体が1.0ATR以内,1.0,120,337,51.038575667655785,6.0736354724149315,0.018022657188174872,0.13532353868045258,1.0409063042955535,21.46334232535452,11,0.7336032255798628,0.728461062818731,47.611275964391695,43.62017804154303,40.652818991097924,30,6.167784284790653
XAUUSD_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,2.0,48,3,100.0,5.95212205365165,1.98404068455055,1.9874800884110366,inf,0.0,0,2.132436440217298,0.09547918287652558,23.333333333333332,100.0,0.0,0,0.0
XAUUSD_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,2.0,120,3,100.0,5.95212205365165,1.98404068455055,1.9874800884110366,inf,0.0,0,2.132436440217298,0.09547918287652558,23.333333333333332,100.0,0.0,0,0.0
ALL_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,2.0,120,28,42.857142857142854,5.690506562195717,0.2032323772212756,-1.012082750578021,1.3447939844630254,7.331200217824757,7,1.30877675161746,0.9621621268828621,29.785714285714285,39.285714285714285,57.14285714285714,1,1.986118169579186
XAUUSD_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,1.5,48,7,71.42857142857143,5.354982650134207,0.7649975214477438,1.4688484922260086,3.6360100798088952,1.0080577252073057,1,1.2973433803145424,0.561017561589764,14.857142857142858,71.42857142857143,28.57142857142857,0,0.0
XAUUSD_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,1.5,120,7,71.42857142857143,5.354982650134207,0.7649975214477438,1.4688484922260086,3.6360100798088952,1.0080577252073057,1,1.2973433803145424,0.561017561589764,14.857142857142858,71.42857142857143,28.57142857142857,0,0.0
XAUUSD_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,1.5,48,7,71.42857142857143,5.354982650134207,0.7649975214477438,1.4688484922260086,3.6360100798088952,1.0080577252073057,1,1.2973433803145424,0.561017561589764,14.857142857142858,71.42857142857143,28.57142857142857,0,0.0
XAUUSD_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,1.5,120,7,71.42857142857143,5.354982650134207,0.7649975214477438,1.4688484922260086,3.6360100798088952,1.0080577252073057,1,1.2973433803145424,0.561017561589764,14.857142857142858,71.42857142857143,28.57142857142857,0,0.0
ALL_H4,D1_CLOSE_GT_EMA20,D1終値がEMA20より上,1.0,48,238,49.57983193277311,5.0704706398126715,0.021304498486607863,-0.004740424613556648,1.060288303934973,14.828346422087268,7,0.6172463042388534,0.6026467671835306,33.30252100840336,30.252100840336134,26.05042016806723,26,5.456294288639792
XAUUSD_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,1.5,48,5,80.0,4.912912820670349,0.9825825641340697,1.4762978386972958,5.873642349856517,1.0080577252073057,1,1.5062709441927873,0.3291164490438941,11.4,80.0,20.0,0,0.0
XAUUSD_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,1.5,120,5,80.0,4.912912820670349,0.9825825641340697,1.4762978386972958,5.873642349856517,1.0080577252073057,1,1.5062709441927873,0.3291164490438941,11.4,80.0,20.0,0,0.0
XAUUSD_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,1.5,48,5,80.0,4.912912820670349,0.9825825641340697,1.4762978386972958,5.873642349856517,1.0080577252073057,1,1.5062709441927873,0.3291164490438941,11.4,80.0,20.0,0,0.0
XAUUSD_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,1.5,120,5,80.0,4.912912820670349,0.9825825641340697,1.4762978386972958,5.873642349856517,1.0080577252073057,1,1.5062709441927873,0.3291164490438941,11.4,80.0,20.0,0,0.0
XAUUSD_H4,BODY_LE_1ATR,エントリー足の実体が1.0ATR以内,1.0,48,35,57.14285714285714,4.716759963289361,0.13476457037969602,0.22225493563723364,1.4369332266993904,4.3627711068488395,6,0.6921173644737527,0.6084610358722772,29.6,37.142857142857146,22.857142857142858,4,1.3818018871159372
XAUUSD_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,1.5,48,3,100.0,4.452122053651646,1.4840406845505487,1.4874800884110326,inf,0.0,0,1.6333437949817957,0.09547918287652558,12.333333333333334,100.0,0.0,0,0.0
XAUUSD_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,1.5,120,3,100.0,4.452122053651646,1.4840406845505487,1.4874800884110326,inf,0.0,0,1.6333437949817957,0.09547918287652558,12.333333333333334,100.0,0.0,0,0.0
ALL_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,2.0,48,28,42.857142857142854,4.419843827498294,0.15785156526779623,-0.8826023295751912,1.2823804568010533,7.331200217824756,7,1.2328769138273983,0.9387409955523938,23.857142857142858,28.57142857142857,50.0,1,0.24293203236447902
XAUUSD_H4,RANGE_LE_2ATR,エントリー足の高安が2.0ATR以内,1.0,120,47,55.319148936170215,4.197260298802439,0.08930341061281785,0.2950885389243468,1.2243189924620788,5.324197670657763,5,0.7836838810970455,0.6806449019988957,46.42553191489362,46.808510638297875,36.17021276595745,6,2.9388236572584243
ALL_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,1.0,48,28,57.14285714285714,3.26133855462781,0.11647637695099322,0.9637735038963631,1.2651307944933678,6.1620206982317125,5,0.9000368393348509,0.8394713177053085,13.857142857142858,57.14285714285714,42.857142857142854,1,0.9861181695791862
ALL_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,1.0,120,28,57.14285714285714,3.26133855462781,0.11647637695099322,0.9637735038963631,1.2651307944933678,6.1620206982317125,5,0.9000368393348509,0.8394713177053085,13.857142857142858,57.14285714285714,42.857142857142854,1,0.9861181695791862
XAUUSD_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,1.0,48,3,100.0,2.9521220536516504,0.9840406845505502,0.9874800884110367,inf,0.0,0,1.1812880124170653,0.09547918287652558,5.333333333333333,100.0,0.0,0,0.0
XAUUSD_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,1.0,120,3,100.0,2.9521220536516504,0.9840406845505502,0.9874800884110367,inf,0.0,0,1.1812880124170653,0.09547918287652558,5.333333333333333,100.0,0.0,0,0.0
XAUUSD_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,1.0,48,5,80.0,2.912912820670363,0.5825825641340726,0.9762978386972958,3.8896289843632976,1.0080577252073057,1,0.9662800664417294,0.3291164490438941,7.0,80.0,20.0,0,0.0
XAUUSD_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,1.0,120,5,80.0,2.912912820670363,0.5825825641340726,0.9762978386972958,3.8896289843632976,1.0080577252073057,1,0.9662800664417294,0.3291164490438941,7.0,80.0,20.0,0,0.0
XAUUSD_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,1.0,48,5,80.0,2.912912820670363,0.5825825641340726,0.9762978386972958,3.8896289843632976,1.0080577252073057,1,0.9662800664417294,0.3291164490438941,7.0,80.0,20.0,0,0.0
XAUUSD_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,1.0,120,5,80.0,2.912912820670363,0.5825825641340726,0.9762978386972958,3.8896289843632976,1.0080577252073057,1,0.9662800664417294,0.3291164490438941,7.0,80.0,20.0,0,0.0
XAUUSD_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,1.0,48,7,71.42857142857143,2.854982650134232,0.40785466430489026,0.9688484922260188,2.405375803270761,1.0080577252073057,1,0.8413374189972307,0.561017561589764,11.0,71.42857142857143,28.57142857142857,0,0.0
XAUUSD_H4,COMBO_RISK_CHASE,損切り3ATR以内 + Bから1.2ATR以内,1.0,120,7,71.42857142857143,2.854982650134232,0.40785466430489026,0.9688484922260188,2.405375803270761,1.0080577252073057,1,0.8413374189972307,0.561017561589764,11.0,71.42857142857143,28.57142857142857,0,0.0
XAUUSD_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,1.0,48,7,71.42857142857143,2.854982650134232,0.40785466430489026,0.9688484922260188,2.405375803270761,1.0080577252073057,1,0.8413374189972307,0.561017561589764,11.0,71.42857142857143,28.57142857142857,0,0.0
XAUUSD_H4,RISK_LE_3ATR,損切り幅が3.0ATR以内,1.0,120,7,71.42857142857143,2.854982650134232,0.40785466430489026,0.9688484922260188,2.405375803270761,1.0080577252073057,1,0.8413374189972307,0.561017561589764,11.0,71.42857142857143,28.57142857142857,0,0.0
ALL_H4,RISK_LE_2_5ATR,損切り幅が2.5ATR以内,1.5,120,28,42.857142857142854,1.2613385546277947,0.045047805522421235,-1.012082750578021,1.076425875491679,7.831200217824757,7,1.065350853845529,0.9603987943612492,24.0,42.857142857142854,57.14285714285714,1,1.4861181695791763
