scope,filter_id,filter_desc,rr,max_hold_bars,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,target_hit_pct,stop_hit_pct,oos_trades,oos_total_r
XAUUSD_H4,CLOSE_LOC_GE_60,エントリー足の終値位置が上位60%以上,1.0,48,67,67.16417910447761,17.77229430417658,0.265258123942934,0.4004036191874499,2.1391522745508316,3.515549446281092,5,0.7810807546889902,0.5143889652840207,32.19402985074627,41.7910447761194,17.91044776119403,7,2.660854227245627
XAUUSD_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上,1.0,48,58,70.6896551724138,17.42961417727752,0.30051058926340557,0.43771117203352583,2.442466499008239,1.9339693083288179,3,0.788492019871094,0.4791191902038144,31.896551724137932,43.103448275862064,15.517241379310345,6,1.6625067972188503
ALL_H4,BREAK_EXT_LE_0_8ATR,Bから0.8ATR以上伸びた飛び乗りを除外,1.0,48,404,53.21782178217822,17.250144485187107,0.04269837743858195,0.10513303034976598,1.114810475955465,21.232472185762745,10,0.6959018091161125,0.6581024617238496,29.366336633663366,36.13861386138614,30.94059405940594,34,12.61215735939993
XAUUSD_H4,BREAK_EXT_LE_1_2ATR,Bから1.2ATR以上伸びた飛び乗りを除外,1.5,48,54,64.81481481481481,16.610542042239942,0.30760263041185076,0.24126189600930292,2.1176282355297373,4.358880709272887,5,0.9303207581305294,0.5748238795078435,35.129629629629626,27.77777777777778,22.22222222222222,6,2.6672336927389586
XAUUSD_H4,D1_CLOSE_GT_EMA20,D1終値がEMA20より上,2.0,120,32,62.5,16.001233309846576,0.5000385409327055,0.45240693120110376,2.3754857556292643,2.989486747559152,3,1.338248504042854,0.7103804222758754,71.59375,34.375,31.25,5,1.249395146825189
XAUUSD_H4,BREAK_EXT_LE_0_8ATR,Bから0.8ATR以上伸びた飛び乗りを除外,2.0,48,46,60.86956521739131,15.918880935312778,0.3460626290285386,0.20261485211609676,2.1526419593631805,4.074294386438332,5,1.0746452571116458,0.615575596397239,37.06521739130435,23.91304347826087,23.91304347826087,4,1.9753436403283324
ALL_H4,COMBO_STRUCTURE,損切り3ATR以内 + Bから1.2ATR以内 + Aまで0.5R以上,1.0,120,51,66.66666666666666,15.486730755335538,0.30366138735952036,0.9746803535358036,1.8820909988908574,4.219773163412032,3,0.9703002803192093,0.6876033311320204,15.72549019607843,66.66666666666666,33.33333333333333,4,3.9615634985789843
XAUUSD_H4,BREAK_EXT_LE_1_2ATR,Bから1.2ATR以上伸びた飛び乗りを除外,2.0,120,54,53.70370370370371,15.388777632354326,0.28497736356211717,0.19509318225430466,1.6692011109524154,5.080515435279262,5,1.1770396118996589,0.7154284883856449,68.35185185185185,27.77777777777778,37.03703703703704,6,-0.01797362900601452
XAUUSD_H4,NO_D1_RESIST_1ATR,D1過去60日高値が1ATR未満にある場所を除外,1.0,48,68,64.70588235294117,15.337393905388916,0.2255499103733664,0.3784827463961923,1.9000850408190342,4.528362217347215,6,0.7645766892517665,0.5387326443467723,32.911764705882355,39.705882352941174,19.11764705882353,6,1.6672336927389615
XAUUSD_H4,RANGE_LE_2ATR,エントリー足の高安が2.0ATR以内,2.0,48,47,59.57446808510638,15.24486898576655,0.32435891459077765,0.22225493563723364,2.025739917584694,5.7455964835203766,7,1.0144168730856544,0.6052434886365153,36.87234042553192,23.404255319148938,25.53191489361702,6,4.0700513995310015
XAUUSD_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上,1.0,120,58,63.793103448275865,15.108439051048759,0.2604903284663579,0.9762564308176563,1.8512780055741178,3.032384771333003,3,0.8658278327980221,0.5893109665243987,51.43103448275862,53.44827586206896,25.862068965517242,6,1.2043696778272
ALL_H4,A_ROOM_GE_1R,Aが上に残る場合、Aまで1R以上,1.0,48,347,53.602305475504316,14.73167129997131,0.042454384149773226,0.09993870665364847,1.121679631596168,20.039527849229266,11,0.6656368754345516,0.6122899874094158,31.89048991354467,33.14121037463977,26.22478386167147,35,10.862304433193259
XAUUSD_H4,D1_CLOSE_GT_EMA20,D1終値がEMA20より上,1.5,48,32,65.625,14.553091072590906,0.4547840960184658,0.5642750540156813,3.0535718696455905,1.307483869592096,3,0.9801499003608469,0.5726059640163047,36.5625,34.375,15.625,5,3.6698462771566556
XAUUSD_H4,A_ROOM_GE_1R,Aが上に残る場合、Aまで1R以上,1.0,48,46,71.73913043478261,14.517448716627495,0.3155967112310325,0.5642750540156813,2.5642200369314057,3.1339723970507434,4,0.8024387900030263,0.45523690534678274,31.02173913043478,43.47826086956522,15.217391304347828,6,1.6625067972188503
ALL_H4,COMBO_D1,損切り3ATR以内 + Bから1.2ATR以内 + A余白 + D1抵抗近接なし,1.0,120,50,66.0,14.509773599692917,0.2901954719938583,0.9726244416612582,1.8264456127271267,4.219773163412032,3,0.9619627013193239,0.7009867122449428,15.78,66.0,34.0,4,3.9615634985789843
