symbol,timeframe,period,entry_time,line_reclaim_time,h1_time,h2_time,h3_time,b_level,h3_price,bars_after_line,rr,max_hold_bars,entry,stop,target,risk,exit_time,exit_price,exit_reason,bars_held,mfe_r,mae_r,r_clean,r_after_cost,atr_entry,entry_range_atr,entry_body_atr,entry_close_location,break_extension_atr,risk_atr,a_room_r,a_room_atr,a_already_cleared,d1_prev60_room_atr,d1_prev20_room_atr,d1_close_above_ema20,d1_close_above_ema50,d1_prev60_high,d1_prev20_high,d1_close,d1_ema20,d1_ema50,scope,filter_id,filter_desc
AUDJPY,H4,Research_2015_2024,2014-02-06 00:00:00,2014-02-04 08:00:00,2014-01-22 04:00:00,2014-01-29 00:00:00,2014-01-31 00:00:00,90.896,90.727,10,1.0,48,90.979,88.1265866785821,93.8314133214179,2.852413321417899,2014-02-17 16:00:00,92.006,time,48,0.6980054345736608,0.12340427572573145,0.3600459976429686,0.3556637435333941,0.5720666070894816,1.2288778811555885,0.7079595190156796,0.59886201991465,0.1450880001933336,4.986155958185004,inf,-0.4405081451653023,True,5.40146892286036,4.499476054188525,False,False,94.069,93.553,90.573,90.68308639299124,91.92953976425822,ALL_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上
AUDJPY,H4,Research_2015_2024,2014-02-06 00:00:00,2014-02-04 08:00:00,2014-01-22 04:00:00,2014-01-29 00:00:00,2014-01-31 00:00:00,90.896,90.727,10,1.0,120,90.979,88.1265866785821,93.8314133214179,2.852413321417899,2014-03-05 08:00:00,91.885,time,120,0.6990571755599597,0.3246373844375748,0.3176257778622506,0.3132435237526761,0.5720666070894816,1.2288778811555885,0.7079595190156796,0.59886201991465,0.1450880001933336,4.986155958185004,inf,-0.4405081451653023,True,5.40146892286036,4.499476054188525,False,False,94.069,93.553,90.573,90.68308639299124,91.92953976425822,ALL_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上
AUDJPY,H4,Research_2015_2024,2014-02-06 00:00:00,2014-02-04 08:00:00,2014-01-22 04:00:00,2014-01-29 00:00:00,2014-01-31 00:00:00,90.896,90.727,10,1.5,48,90.979,88.1265866785821,95.25761998212684,2.852413321417899,2014-02-17 16:00:00,92.006,time,48,0.6980054345736608,0.12340427572573145,0.3600459976429686,0.3556637435333941,0.5720666070894816,1.2288778811555885,0.7079595190156796,0.59886201991465,0.1450880001933336,4.986155958185004,inf,-0.4405081451653023,True,5.40146892286036,4.499476054188525,False,False,94.069,93.553,90.573,90.68308639299124,91.92953976425822,ALL_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上
AUDJPY,H4,Research_2015_2024,2014-02-06 00:00:00,2014-02-04 08:00:00,2014-01-22 04:00:00,2014-01-29 00:00:00,2014-01-31 00:00:00,90.896,90.727,10,1.5,120,90.979,88.1265866785821,95.25761998212684,2.852413321417899,2014-03-05 08:00:00,91.885,time,120,0.6990571755599597,0.3246373844375748,0.3176257778622506,0.3132435237526761,0.5720666070894816,1.2288778811555885,0.7079595190156796,0.59886201991465,0.1450880001933336,4.986155958185004,inf,-0.4405081451653023,True,5.40146892286036,4.499476054188525,False,False,94.069,93.553,90.573,90.68308639299124,91.92953976425822,ALL_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上
AUDJPY,H4,Research_2015_2024,2014-02-06 00:00:00,2014-02-04 08:00:00,2014-01-22 04:00:00,2014-01-29 00:00:00,2014-01-31 00:00:00,90.896,90.727,10,2.0,48,90.979,88.1265866785821,96.6838266428358,2.852413321417899,2014-02-17 16:00:00,92.006,time,48,0.6980054345736608,0.12340427572573145,0.3600459976429686,0.3556637435333941,0.5720666070894816,1.2288778811555885,0.7079595190156796,0.59886201991465,0.1450880001933336,4.986155958185004,inf,-0.4405081451653023,True,5.40146892286036,4.499476054188525,False,False,94.069,93.553,90.573,90.68308639299124,91.92953976425822,ALL_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上
AUDJPY,H4,Research_2015_2024,2014-02-06 00:00:00,2014-02-04 08:00:00,2014-01-22 04:00:00,2014-01-29 00:00:00,2014-01-31 00:00:00,90.896,90.727,10,2.0,120,90.979,88.1265866785821,96.6838266428358,2.852413321417899,2014-03-05 08:00:00,91.885,time,120,0.6990571755599597,0.3246373844375748,0.3176257778622506,0.3132435237526761,0.5720666070894816,1.2288778811555885,0.7079595190156796,0.59886201991465,0.1450880001933336,4.986155958185004,inf,-0.4405081451653023,True,5.40146892286036,4.499476054188525,False,False,94.069,93.553,90.573,90.68308639299124,91.92953976425822,ALL_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上
AUDJPY,H4,Research_2015_2024,2014-02-24 16:00:00,2014-02-17 16:00:00,2014-02-12 00:00:00,2014-02-14 00:00:00,2014-02-16 20:00:00,92.405,92.169,31,1.0,48,92.643,90.99579754481503,94.29020245518497,1.647202455184967,2014-02-27 08:00:00,90.99579754481503,stop,16,0.08377840839516536,1.1783615267754348,-1.0,-1.0075886239488303,0.35101227592483714,1.0854321234097932,0.7578082541391356,0.7349081364829422,0.678038964229738,4.692720363824784,inf,-1.3503801220373906,True,4.062535978956342,0.9401380596462722,True,True,94.069,92.973,92.049,91.71969893439277,91.95330487691912,ALL_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上
AUDJPY,H4,Research_2015_2024,2014-02-24 16:00:00,2014-02-17 16:00:00,2014-02-12 00:00:00,2014-02-14 00:00:00,2014-02-16 20:00:00,92.405,92.169,31,1.0,120,92.643,90.99579754481503,94.29020245518497,1.647202455184967,2014-02-27 08:00:00,90.99579754481503,stop,16,0.08377840839516536,1.1783615267754348,-1.0,-1.0075886239488303,0.35101227592483714,1.0854321234097932,0.7578082541391356,0.7349081364829422,0.678038964229738,4.692720363824784,inf,-1.3503801220373906,True,4.062535978956342,0.9401380596462722,True,True,94.069,92.973,92.049,91.71969893439277,91.95330487691912,ALL_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上
AUDJPY,H4,Research_2015_2024,2014-02-24 16:00:00,2014-02-17 16:00:00,2014-02-12 00:00:00,2014-02-14 00:00:00,2014-02-16 20:00:00,92.405,92.169,31,1.5,48,92.643,90.99579754481503,95.11380368277744,1.647202455184967,2014-02-27 08:00:00,90.99579754481503,stop,16,0.08377840839516536,1.1783615267754348,-1.0,-1.0075886239488303,0.35101227592483714,1.0854321234097932,0.7578082541391356,0.7349081364829422,0.678038964229738,4.692720363824784,inf,-1.3503801220373906,True,4.062535978956342,0.9401380596462722,True,True,94.069,92.973,92.049,91.71969893439277,91.95330487691912,ALL_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上
AUDJPY,H4,Research_2015_2024,2014-02-24 16:00:00,2014-02-17 16:00:00,2014-02-12 00:00:00,2014-02-14 00:00:00,2014-02-16 20:00:00,92.405,92.169,31,1.5,120,92.643,90.99579754481503,95.11380368277744,1.647202455184967,2014-02-27 08:00:00,90.99579754481503,stop,16,0.08377840839516536,1.1783615267754348,-1.0,-1.0075886239488303,0.35101227592483714,1.0854321234097932,0.7578082541391356,0.7349081364829422,0.678038964229738,4.692720363824784,inf,-1.3503801220373906,True,4.062535978956342,0.9401380596462722,True,True,94.069,92.973,92.049,91.71969893439277,91.95330487691912,ALL_H4,A_ROOM_GE_0_5R,Aが上に残る場合、Aまで0.5R以上
