symbol,timeframe,rule,period,entry_time,h1_time,h2_time,h3_time,bars_after_h3,line_price,line_reclaim_level,rr,max_hold_bars,entry,stop,target,risk,exit_time,exit_price,exit_reason,bars_held,mfe_r,mae_r,r_clean,r_after_cost
AUDJPY,H1,H1_red_line_reclaim_RR2_H48,Research_2015_2024,2015-02-10 23:00:00,2015-02-06 17:00:00,2015-02-09 15:00:00,2015-02-10 02:00:00,21,92.77209090909092,92.78275949003641,2.0,48,92.898,92.19832567621803,94.29734864756392,0.6996743237819629,2015-02-12 00:00:00,92.19832567621803,stop,25,0.28441804027385137,1.472113474784272,-1.0,-1.017865454791055
AUDJPY,H1,H1_red_line_reclaim_RR2_H120,Research_2015_2024,2015-02-10 23:00:00,2015-02-06 17:00:00,2015-02-09 15:00:00,2015-02-10 02:00:00,21,92.77209090909092,92.78275949003641,2.0,120,92.898,92.19832567621803,94.29734864756392,0.6996743237819629,2015-02-12 00:00:00,92.19832567621803,stop,25,0.28441804027385137,1.472113474784272,-1.0,-1.017865454791055
AUDJPY,H1,H1_red_line_reclaim_RR1_H48,Research_2015_2024,2015-02-19 23:00:00,2015-02-17 18:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,20,92.74606060606061,92.75493934980189,1.0,48,92.756,92.1364850250349,93.3755149749651,0.6195149749650994,2015-02-20 19:00:00,93.3755149749651,target,20,1.0346803966056128,0.5391314391049533,1.0,0.9798229251832165
AUDJPY,H1,H1_red_line_reclaim_RR1_H120,Research_2015_2024,2015-02-19 23:00:00,2015-02-17 18:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,20,92.74606060606061,92.75493934980189,1.0,120,92.756,92.1364850250349,93.3755149749651,0.6195149749650994,2015-02-20 19:00:00,93.3755149749651,target,20,1.0346803966056128,0.5391314391049533,1.0,0.9798229251832165
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H48,Research_2015_2024,2015-02-19 23:00:00,2015-02-17 18:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,20,92.74606060606061,92.75493934980189,1.5,48,92.756,92.1364850250349,93.68527246244764,0.6195149749650994,2015-02-23 23:00:00,92.733,time,48,1.1234595257995295,0.5391314391049533,-0.03712581766290935,-0.05730289247969295
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H120,Research_2015_2024,2015-02-19 23:00:00,2015-02-17 18:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,20,92.74606060606061,92.75493934980189,1.5,120,92.756,92.1364850250349,93.68527246244764,0.6195149749650994,2015-02-25 06:00:00,93.68527246244764,target,79,1.6125518193588044,0.5391314391049533,1.4999999999999885,1.479822925183205
AUDJPY,H1,H1_red_line_reclaim_RR2_H48,Research_2015_2024,2015-02-19 23:00:00,2015-02-17 18:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,20,92.74606060606061,92.75493934980189,2.0,48,92.756,92.1364850250349,93.9950299499302,0.6195149749650994,2015-02-23 23:00:00,92.733,time,48,1.1234595257995295,0.5391314391049533,-0.03712581766290935,-0.05730289247969295
AUDJPY,H1,H1_red_line_reclaim_RR2_H120,Research_2015_2024,2015-02-19 23:00:00,2015-02-17 18:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,20,92.74606060606061,92.75493934980189,2.0,120,92.756,92.1364850250349,93.9950299499302,0.6195149749650994,2015-02-26 23:00:00,93.155,time,120,1.9418416803690246,0.5391314391049533,0.6440522281523198,0.6238751533355362
AUDJPY,H1,H1_red_line_reclaim_RR1_H48,Research_2015_2024,2015-02-23 23:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,2015-02-19 16:00:00,55,92.3182380952381,92.32638597513224,1.0,48,92.733,92.38940848042347,93.07659151957654,0.34359151957653467,2015-02-24 15:00:00,93.07659151957654,target,16,1.3038738573994453,0.8993237096795343,1.0,0.9636195910324141
AUDJPY,H1,H1_red_line_reclaim_RR1_H120,Research_2015_2024,2015-02-23 23:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,2015-02-19 16:00:00,55,92.3182380952381,92.32638597513224,1.0,120,92.733,92.38940848042347,93.07659151957654,0.34359151957653467,2015-02-24 15:00:00,93.07659151957654,target,16,1.3038738573994453,0.8993237096795343,1.0,0.9636195910324141
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H48,Research_2015_2024,2015-02-23 23:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,2015-02-19 16:00:00,55,92.3182380952381,92.32638597513224,1.5,48,92.733,92.38940848042347,93.2483872793648,0.34359151957653467,2015-02-25 00:00:00,93.2483872793648,target,25,1.958721218816612,0.8993237096795343,1.5,1.4636195910324141
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H120,Research_2015_2024,2015-02-23 23:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,2015-02-19 16:00:00,55,92.3182380952381,92.32638597513224,1.5,120,92.733,92.38940848042347,93.2483872793648,0.34359151957653467,2015-02-25 00:00:00,93.2483872793648,target,25,1.958721218816612,0.8993237096795343,1.5,1.4636195910324141
AUDJPY,H1,H1_red_line_reclaim_RR2_H48,Research_2015_2024,2015-02-23 23:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,2015-02-19 16:00:00,55,92.3182380952381,92.32638597513224,2.0,48,92.733,92.38940848042347,93.42018303915307,0.34359151957653467,2015-02-25 01:00:00,93.42018303915307,target,26,2.436032184471736,0.8993237096795343,2.0,1.9636195910324141
AUDJPY,H1,H1_red_line_reclaim_RR2_H120,Research_2015_2024,2015-02-23 23:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,2015-02-19 16:00:00,55,92.3182380952381,92.32638597513224,2.0,120,92.733,92.38940848042347,93.42018303915307,0.34359151957653467,2015-02-25 01:00:00,93.42018303915307,target,26,2.436032184471736,0.8993237096795343,2.0,1.9636195910324141
AUDJPY,H1,H1_red_line_reclaim_RR1_H48,Research_2015_2024,2015-04-02 13:00:00,2015-03-24 12:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,112,90.84519298245615,90.85617645830425,1.0,48,90.889,90.15106609660764,91.62693390339236,0.73793390339236,2015-04-06 13:00:00,90.861,time,48,0.9770522762072464,0.45532533260143093,-0.03794377771677468,-0.05488296419746734
AUDJPY,H1,H1_red_line_reclaim_RR1_H120,Research_2015_2024,2015-04-02 13:00:00,2015-03-24 12:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,112,90.84519298245615,90.85617645830425,1.0,120,90.889,90.15106609660764,91.62693390339236,0.73793390339236,2015-04-07 04:00:00,91.62693390339236,target,63,1.55433975146978,0.4824280309705585,1.0,0.9830608135193073
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H48,Research_2015_2024,2015-04-02 13:00:00,2015-03-24 12:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,112,90.84519298245615,90.85617645830425,1.5,48,90.889,90.15106609660764,91.99590085508854,0.73793390339236,2015-04-06 13:00:00,90.861,time,48,0.9770522762072464,0.45532533260143093,-0.03794377771677468,-0.05488296419746734
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H120,Research_2015_2024,2015-04-02 13:00:00,2015-03-24 12:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,112,90.84519298245615,90.85617645830425,1.5,120,90.889,90.15106609660764,91.99590085508854,0.73793390339236,2015-04-07 04:00:00,91.99590085508854,target,63,1.55433975146978,0.4824280309705585,1.5,1.4830608135193073
AUDJPY,H1,H1_red_line_reclaim_RR2_H48,Research_2015_2024,2015-04-02 13:00:00,2015-03-24 12:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,112,90.84519298245615,90.85617645830425,2.0,48,90.889,90.15106609660764,92.36486780678472,0.73793390339236,2015-04-06 13:00:00,90.861,time,48,0.9770522762072464,0.45532533260143093,-0.03794377771677468,-0.05488296419746734
AUDJPY,H1,H1_red_line_reclaim_RR2_H120,Research_2015_2024,2015-04-02 13:00:00,2015-03-24 12:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,112,90.84519298245615,90.85617645830425,2.0,120,90.889,90.15106609660764,92.36486780678472,0.73793390339236,2015-04-08 09:00:00,92.36486780678472,target,92,2.198028837736679,0.4824280309705585,2.0,1.9830608135193073
AUDJPY,H1,H1_red_line_reclaim_RR1_H48,Research_2015_2024,2015-04-06 14:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,2015-03-27 11:00:00,147,90.89826086956519,90.90668457421789,1.0,48,91.179,90.16130518138918,92.19669481861082,1.0176948186108206,2015-04-08 07:00:00,92.19669481861082,target,41,1.0907002567971975,0.6347678971990909,1.0,0.9877173394504932
AUDJPY,H1,H1_red_line_reclaim_RR1_H120,Research_2015_2024,2015-04-06 14:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,2015-03-27 11:00:00,147,90.89826086956519,90.90668457421789,1.0,120,91.179,90.16130518138918,92.19669481861082,1.0176948186108206,2015-04-08 07:00:00,92.19669481861082,target,41,1.0907002567971975,0.6347678971990909,1.0,0.9877173394504932
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H48,Research_2015_2024,2015-04-06 14:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,2015-03-27 11:00:00,147,90.89826086956519,90.90668457421789,1.5,48,91.179,90.16130518138918,92.70554222791623,1.0176948186108206,2015-04-08 14:00:00,92.359,time,48,1.346179596227177,0.6347678971990909,1.1594831558744918,1.1472004953249848
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H120,Research_2015_2024,2015-04-06 14:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,2015-03-27 11:00:00,147,90.89826086956519,90.90668457421789,1.5,120,91.179,90.16130518138918,92.70554222791623,1.0176948186108206,2015-04-09 09:00:00,92.70554222791623,target,67,1.5043802641049562,0.6347678971990909,1.4999999999999931,1.4877173394504861
AUDJPY,H1,H1_red_line_reclaim_RR2_H48,Research_2015_2024,2015-04-06 14:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,2015-03-27 11:00:00,147,90.89826086956519,90.90668457421789,2.0,48,91.179,90.16130518138918,93.21438963722164,1.0176948186108206,2015-04-08 14:00:00,92.359,time,48,1.346179596227177,0.6347678971990909,1.1594831558744918,1.1472004953249848
AUDJPY,H1,H1_red_line_reclaim_RR2_H120,Research_2015_2024,2015-04-06 14:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,2015-03-27 11:00:00,147,90.89826086956519,90.90668457421789,2.0,120,91.179,90.16130518138918,93.21438963722164,1.0176948186108206,2015-04-13 14:00:00,91.067,time,120,1.8414164695837334,0.6347678971990909,-0.11005263852369009,-0.12233529907319692
AUDJPY,H1,H1_red_line_reclaim_RR1_H48,Research_2015_2024,2015-04-08 14:00:00,2015-03-27 11:00:00,2015-03-31 01:00:00,2015-03-31 15:00:00,143,87.80049999999999,87.809875786285,1.0,48,92.359,90.15749685485993,94.56050314514006,2.201503145140066,2015-04-10 14:00:00,92.324,time,48,0.31523915899554544,0.19486685764997788,-0.015898228479600828,-0.0215761672223108
AUDJPY,H1,H1_red_line_reclaim_RR1_H120,Research_2015_2024,2015-04-08 14:00:00,2015-03-27 11:00:00,2015-03-31 01:00:00,2015-03-31 15:00:00,143,87.80049999999999,87.809875786285,1.0,120,92.359,90.15749685485993,94.56050314514006,2.201503145140066,2015-04-15 14:00:00,90.857,time,120,0.31523915899554544,0.8594128080973609,-0.6822611193246484,-0.6879390580673584
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H48,Research_2015_2024,2015-04-08 14:00:00,2015-03-27 11:00:00,2015-03-31 01:00:00,2015-03-31 15:00:00,143,87.80049999999999,87.809875786285,1.5,48,92.359,90.15749685485993,95.6612547177101,2.201503145140066,2015-04-10 14:00:00,92.324,time,48,0.31523915899554544,0.19486685764997788,-0.015898228479600828,-0.0215761672223108
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H120,Research_2015_2024,2015-04-08 14:00:00,2015-03-27 11:00:00,2015-03-31 01:00:00,2015-03-31 15:00:00,143,87.80049999999999,87.809875786285,1.5,120,92.359,90.15749685485993,95.6612547177101,2.201503145140066,2015-04-15 14:00:00,90.857,time,120,0.31523915899554544,0.8594128080973609,-0.6822611193246484,-0.6879390580673584
AUDJPY,H1,H1_red_line_reclaim_RR2_H48,Research_2015_2024,2015-04-08 14:00:00,2015-03-27 11:00:00,2015-03-31 01:00:00,2015-03-31 15:00:00,143,87.80049999999999,87.809875786285,2.0,48,92.359,90.15749685485993,96.76200629028013,2.201503145140066,2015-04-10 14:00:00,92.324,time,48,0.31523915899554544,0.19486685764997788,-0.015898228479600828,-0.0215761672223108
AUDJPY,H1,H1_red_line_reclaim_RR2_H120,Research_2015_2024,2015-04-08 14:00:00,2015-03-27 11:00:00,2015-03-31 01:00:00,2015-03-31 15:00:00,143,87.80049999999999,87.809875786285,2.0,120,92.359,90.15749685485993,96.76200629028013,2.201503145140066,2015-04-15 14:00:00,90.857,time,120,0.31523915899554544,0.8594128080973609,-0.6822611193246484,-0.6879390580673584
AUDJPY,H1,H1_red_line_reclaim_RR1_H48,Research_2015_2024,2015-04-10 14:00:00,2015-04-01 05:00:00,2015-04-02 13:00:00,2015-04-02 21:00:00,137,88.37022500000002,88.37956186038993,1.0,48,92.324,90.49565255844036,94.15234744155964,1.828347441559643,2015-04-14 08:00:00,90.49565255844036,stop,42,0.05414725765446055,1.0080140995673457,-1.0,-1.0068367749563647
AUDJPY,H1,H1_red_line_reclaim_RR1_H120,Research_2015_2024,2015-04-10 14:00:00,2015-04-01 05:00:00,2015-04-02 13:00:00,2015-04-02 21:00:00,137,88.37022500000002,88.37956186038993,1.0,120,92.324,90.49565255844036,94.15234744155964,1.828347441559643,2015-04-14 08:00:00,90.49565255844036,stop,42,0.05414725765446055,1.0080140995673457,-1.0,-1.0068367749563647
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H48,Research_2015_2024,2015-04-10 14:00:00,2015-04-01 05:00:00,2015-04-02 13:00:00,2015-04-02 21:00:00,137,88.37022500000002,88.37956186038993,1.5,48,92.324,90.49565255844036,95.06652116233946,1.828347441559643,2015-04-14 08:00:00,90.49565255844036,stop,42,0.05414725765446055,1.0080140995673457,-1.0,-1.0068367749563647
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H120,Research_2015_2024,2015-04-10 14:00:00,2015-04-01 05:00:00,2015-04-02 13:00:00,2015-04-02 21:00:00,137,88.37022500000002,88.37956186038993,1.5,120,92.324,90.49565255844036,95.06652116233946,1.828347441559643,2015-04-14 08:00:00,90.49565255844036,stop,42,0.05414725765446055,1.0080140995673457,-1.0,-1.0068367749563647
AUDJPY,H1,H1_red_line_reclaim_RR2_H48,Research_2015_2024,2015-04-10 14:00:00,2015-04-01 05:00:00,2015-04-02 13:00:00,2015-04-02 21:00:00,137,88.37022500000002,88.37956186038993,2.0,48,92.324,90.49565255844036,95.98069488311928,1.828347441559643,2015-04-14 08:00:00,90.49565255844036,stop,42,0.05414725765446055,1.0080140995673457,-1.0,-1.0068367749563647
AUDJPY,H1,H1_red_line_reclaim_RR2_H120,Research_2015_2024,2015-04-10 14:00:00,2015-04-01 05:00:00,2015-04-02 13:00:00,2015-04-02 21:00:00,137,88.37022500000002,88.37956186038993,2.0,120,92.324,90.49565255844036,95.98069488311928,1.828347441559643,2015-04-14 08:00:00,90.49565255844036,stop,42,0.05414725765446055,1.0080140995673457,-1.0,-1.0068367749563647
AUDJPY,H1,H1_red_line_reclaim_RR1_H48,Research_2015_2024,2015-04-14 14:00:00,2015-04-10 02:00:00,2015-04-10 20:00:00,2015-04-14 01:00:00,13,90.91470212765958,90.92554959980741,1.0,48,91.107,90.42361011140868,91.79038988859132,0.6833898885913214,2015-04-16 00:00:00,91.79038988859132,target,34,1.078447328975236,0.9218749216477594,1.0,0.9817088309197038
AUDJPY,H1,H1_red_line_reclaim_RR1_H120,Research_2015_2024,2015-04-14 14:00:00,2015-04-10 02:00:00,2015-04-10 20:00:00,2015-04-14 01:00:00,13,90.91470212765958,90.92554959980741,1.0,120,91.107,90.42361011140868,91.79038988859132,0.6833898885913214,2015-04-16 00:00:00,91.79038988859132,target,34,1.078447328975236,0.9218749216477594,1.0,0.9817088309197038
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H48,Research_2015_2024,2015-04-14 14:00:00,2015-04-10 02:00:00,2015-04-10 20:00:00,2015-04-14 01:00:00,13,90.91470212765958,90.92554959980741,1.5,48,91.107,90.42361011140868,92.13208483288699,0.6833898885913214,2015-04-16 01:00:00,92.13208483288699,target,35,1.9900791959380337,0.9218749216477594,1.5000000000000104,1.4817088309197142
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H120,Research_2015_2024,2015-04-14 14:00:00,2015-04-10 02:00:00,2015-04-10 20:00:00,2015-04-14 01:00:00,13,90.91470212765958,90.92554959980741,1.5,120,91.107,90.42361011140868,92.13208483288699,0.6833898885913214,2015-04-16 01:00:00,92.13208483288699,target,35,1.9900791959380337,0.9218749216477594,1.5000000000000104,1.4817088309197142
AUDJPY,H1,H1_red_line_reclaim_RR2_H48,Research_2015_2024,2015-04-14 14:00:00,2015-04-10 02:00:00,2015-04-10 20:00:00,2015-04-14 01:00:00,13,90.91470212765958,90.92554959980741,2.0,48,91.107,90.42361011140868,92.47377977718264,0.6833898885913214,2015-04-16 04:00:00,92.47377977718264,target,38,2.1803073543732805,0.9218749216477594,2.0,1.9817088309197037
AUDJPY,H1,H1_red_line_reclaim_RR2_H120,Research_2015_2024,2015-04-14 14:00:00,2015-04-10 02:00:00,2015-04-10 20:00:00,2015-04-14 01:00:00,13,90.91470212765958,90.92554959980741,2.0,120,91.107,90.42361011140868,92.47377977718264,0.6833898885913214,2015-04-16 04:00:00,92.47377977718264,target,38,2.1803073543732805,0.9218749216477594,2.0,1.9817088309197037
AUDJPY,H1,H1_red_line_reclaim_RR1_H48,Research_2015_2024,2015-05-15 14:00:00,2015-05-14 01:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,14,95.91817391304347,95.92873785009107,1.0,48,96.077,95.72474425180961,96.42925574819039,0.3522557481903874,2015-05-18 00:00:00,95.72474425180961,stop,10,0.28956234362107514,1.2292205371364575,-1.0,-1.0354855813260786
AUDJPY,H1,H1_red_line_reclaim_RR1_H120,Research_2015_2024,2015-05-15 14:00:00,2015-05-14 01:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,14,95.91817391304347,95.92873785009107,1.0,120,96.077,95.72474425180961,96.42925574819039,0.3522557481903874,2015-05-18 00:00:00,95.72474425180961,stop,10,0.28956234362107514,1.2292205371364575,-1.0,-1.0354855813260786
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H48,Research_2015_2024,2015-05-15 14:00:00,2015-05-14 01:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,14,95.91817391304347,95.92873785009107,1.5,48,96.077,95.72474425180961,96.60538362228559,0.3522557481903874,2015-05-18 00:00:00,95.72474425180961,stop,10,0.28956234362107514,1.2292205371364575,-1.0,-1.0354855813260786
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H120,Research_2015_2024,2015-05-15 14:00:00,2015-05-14 01:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,14,95.91817391304347,95.92873785009107,1.5,120,96.077,95.72474425180961,96.60538362228559,0.3522557481903874,2015-05-18 00:00:00,95.72474425180961,stop,10,0.28956234362107514,1.2292205371364575,-1.0,-1.0354855813260786
AUDJPY,H1,H1_red_line_reclaim_RR2_H48,Research_2015_2024,2015-05-15 14:00:00,2015-05-14 01:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,14,95.91817391304347,95.92873785009107,2.0,48,96.077,95.72474425180961,96.78151149638077,0.3522557481903874,2015-05-18 00:00:00,95.72474425180961,stop,10,0.28956234362107514,1.2292205371364575,-1.0,-1.0354855813260786
AUDJPY,H1,H1_red_line_reclaim_RR2_H120,Research_2015_2024,2015-05-15 14:00:00,2015-05-14 01:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,14,95.91817391304347,95.92873785009107,2.0,120,96.077,95.72474425180961,96.78151149638077,0.3522557481903874,2015-05-18 00:00:00,95.72474425180961,stop,10,0.28956234362107514,1.2292205371364575,-1.0,-1.0354855813260786
AUDJPY,H1,H1_red_line_reclaim_RR1_H48,Research_2015_2024,2015-05-19 14:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,56,94.70170588235294,94.711127318857,1.0,48,95.447,95.38731425398375,95.50668574601626,0.05968574601625676,2015-05-19 15:00:00,95.50668574601626,target,1,1.5246521334458663,0.5528958286122948,1.0,0.7905697618894807
AUDJPY,H1,H1_red_line_reclaim_RR1_H120,Research_2015_2024,2015-05-19 14:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,56,94.70170588235294,94.711127318857,1.0,120,95.447,95.38731425398375,95.50668574601626,0.05968574601625676,2015-05-19 15:00:00,95.50668574601626,target,1,1.5246521334458663,0.5528958286122948,1.0,0.7905697618894807
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H48,Research_2015_2024,2015-05-19 14:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,56,94.70170588235294,94.711127318857,1.5,48,95.447,95.38731425398375,95.53652861902438,0.05968574601625676,2015-05-19 15:00:00,95.53652861902438,target,1,1.5246521334458663,0.5528958286122948,1.499999999999881,1.2905697618893617
AUDJPY,H1,H1_red_line_reclaim_RR1.5_H120,Research_2015_2024,2015-05-19 14:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,56,94.70170588235294,94.711127318857,1.5,120,95.447,95.38731425398375,95.53652861902438,0.05968574601625676,2015-05-19 15:00:00,95.53652861902438,target,1,1.5246521334458663,0.5528958286122948,1.499999999999881,1.2905697618893617
AUDJPY,H1,H1_red_line_reclaim_RR2_H48,Research_2015_2024,2015-05-19 14:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,56,94.70170588235294,94.711127318857,2.0,48,95.447,95.38731425398375,95.56637149203252,0.05968574601625676,2015-05-19 16:00:00,95.38731425398375,stop,2,1.5246521334458663,1.072282819126954,-1.0,-1.2094302381105193
AUDJPY,H1,H1_red_line_reclaim_RR2_H120,Research_2015_2024,2015-05-19 14:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,56,94.70170588235294,94.711127318857,2.0,120,95.447,95.38731425398375,95.56637149203252,0.05968574601625676,2015-05-19 16:00:00,95.38731425398375,stop,2,1.5246521334458663,1.072282819126954,-1.0,-1.2094302381105193
AUDJPY,H1,H1_red_line_reclaim_RR1_H48,Research_2015_2024,2015-05-21 14:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,2015-05-15 15:00:00,95,94.53866666666667,94.54606790571397,1.0,48,95.405,95.23239504381083,95.57760495618918,0.1726049561891756,2015-05-21 21:00:00,95.57760495618918,target,7,1.0718116332490573,0.2549173614213765,1.0,0.9275802950508061
AUDJPY,H1,H1_red_line_reclaim_RR1_H120,Research_2015_2024,2015-05-21 14:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,2015-05-15 15:00:00,95,94.53866666666667,94.54606790571397,1.0,120,95.405,95.23239504381083,95.57760495618918,0.1726049561891756,2015-05-21 21:00:00,95.57760495618918,target,7,1.0718116332490573,0.2549173614213765,1.0,0.9275802950508061
