symbol,timeframe,variant,rr,max_hold_bars,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,target_hit_pct,stop_hit_pct,oos_trades,oos_total_r
XAUUSD,H4,ENTRY_A_B_BREAK,1.0,48,71,66.19718309859155,18.29825547412551,0.2577219080862748,0.4004036191874499,2.0738451478095326,4.528362217347215,6,0.7762925413661803,0.530082111752668,32.098591549295776,42.25352112676056,18.30985915492958,7,2.660854227245627
GBPJPY,H1,ENTRY_C_A_AFTER_B,1.0,120,138,61.59420289855072,17.743941940032677,0.12857928942052665,0.3950488004303499,1.365147366550862,9.659496537990021,6,0.7100629916854745,0.5873324768595916,63.55072463768116,40.57971014492754,32.608695652173914,20,4.118185583524332
XAUUSD,H4,ENTRY_C_A_AFTER_B,1.5,120,61,57.377049180327866,16.98196467122456,0.2783928634626977,0.3102434581991361,1.7788492144496908,4.415471144621586,4,1.0221770060671242,0.6491757775891935,70.73770491803279,36.0655737704918,29.508196721311474,7,0.9758909002079582
GBPJPY,H1,ENTRY_A_B_BREAK,1.0,48,169,55.62130177514793,15.90261694979221,0.09409832514669947,0.10995548945670802,1.2929066725499119,6.758022354397005,6,0.6659803126137265,0.5692079288533584,33.01775147928994,36.09467455621302,22.485207100591715,23,1.529934005147991
XAUUSD,H4,ENTRY_C_A_AFTER_B,1.0,48,61,67.21311475409836,15.73294178524527,0.25791707844664374,0.38992072539296574,2.169515022037226,2.144561380383804,3,0.7365788805403608,0.46075604336777526,34.0,39.34426229508197,13.114754098360656,7,2.6610982219529373
EURJPY,H4,ENTRY_A_B_BREAK,2.0,120,76,43.42105263157895,15.18246216402384,0.1997692390003137,-0.06555648606677257,1.4379169141043944,8.995443152749193,10,1.1487952301330426,0.7205716498466517,65.78947368421052,26.31578947368421,42.10526315789473,6,1.7672594973502962
EURJPY,H4,ENTRY_C_A_AFTER_B,2.0,120,58,50.0,14.72521995463355,0.2538831026660957,0.04101317414110339,1.6358484144062773,6.066200049100809,7,1.117126155687753,0.7063025848226786,76.70689655172414,22.413793103448278,36.206896551724135,5,2.775307720055987
XAUUSD,H4,ENTRY_C_A_AFTER_B,2.0,120,61,52.459016393442624,14.68370693655168,0.2407165071565849,0.10094187933086067,1.591168525175637,4.415471144621586,4,1.1405695068557034,0.7014405143872422,80.09836065573771,21.311475409836063,34.42622950819672,7,1.9758909002079614
EURJPY,H4,ENTRY_A_B_BREAK,2.0,48,76,48.68421052631579,14.374999322157988,0.18914472792313142,-0.020906557666726805,1.5202086774983716,6.870980420085738,6,0.9586447370176504,0.6234270545653594,36.76315789473684,17.105263157894736,26.31578947368421,6,1.1381566748332945
XAUUSD,H4,ENTRY_A_B_BREAK,1.0,120,71,60.56338028169014,14.309207583920173,0.20153813498479117,0.9688484922260188,1.5850275480036502,6.080592442546095,6,0.8431509964700822,0.6405090209876433,49.7887323943662,52.112676056338024,29.577464788732392,7,2.2027171078539767
XAUUSD,H1,ENTRY_C_A_AFTER_B,2.0,48,121,52.066115702479344,13.952475224348937,0.11530971259792511,0.051278287872049154,1.3617233943974965,8.291785472625826,7,0.738846534199317,0.5037264417904395,41.743801652892564,8.264462809917356,21.487603305785125,6,4.461494305139229
XAUUSD,H1,ENTRY_A_B_BREAK,2.0,120,158,45.56962025316456,13.857740665202773,0.08770721940001755,-0.2795918670943384,1.1826970943310116,9.580043890331083,9,0.9911861058428371,0.7668501524840392,73.20886075949367,21.518987341772153,43.037974683544306,11,5.080378607806883
EURJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,1.5,120,81,54.32098765432099,13.464780114002032,0.16623185325928436,0.20252914486808632,1.463439247510659,5.543352826732454,5,0.8282636403367887,0.6385656331995537,84.39506172839506,25.925925925925924,29.629629629629626,9,2.597251045864473
EURJPY,H4,ENTRY_A_B_BREAK,1.5,120,76,48.68421052631579,13.201209303108163,0.17370012240931793,-0.010075552944497135,1.3973851382687044,8.098761457999618,9,0.986127403704818,0.6940060412014941,55.89473684210526,36.84210526315789,40.78947368421053,6,5.090460683962946
CHFJPY,H4,ENTRY_A_B_BREAK,1.0,120,90,58.88888888888889,13.007368415841176,0.14452631573156863,0.7659820942148617,1.3865506692870937,9.642978445388591,4,0.7940013093219864,0.7130339936337328,50.34444444444444,50.0,34.44444444444444,8,5.650392157967031
XAUUSD,H4,ENTRY_C_A_AFTER_B,1.0,120,61,62.295081967213115,12.684777847212475,0.20794717782315533,0.6591369725077745,1.6413839072372187,3.047538842855478,3,0.8102385126720867,0.5917900935025108,56.42622950819672,49.18032786885246,26.229508196721312,7,2.202961102561287
GBPJPY,H1,ENTRY_C_A_AFTER_B,2.0,48,138,51.449275362318836,12.036339166523144,0.08721984903277641,0.028960371512283676,1.2872405684450325,8.35227456455169,7,0.6831157120529516,0.5145073942215038,41.76086956521739,5.072463768115942,18.84057971014493,20,1.4986764460984565
EURJPY,H4,ENTRY_C_A_AFTER_B,1.5,120,58,51.724137931034484,11.982087393537272,0.2065877136816771,0.18734599348455622,1.524901539588886,6.066200049100808,7,0.993587047004398,0.6871980307472545,67.43103448275862,34.48275862068966,36.206896551724135,5,3.598508906668642
GBPJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,2.0,48,71,60.56338028169014,11.20752249357638,0.15785242948699127,0.1948987629954846,1.542193565957408,5.058745888450818,3,0.7558437682957444,0.5225638896406049,42.15492957746479,5.633802816901409,22.535211267605636,12,5.2285288038918205
XAUUSD,H1,ENTRY_A_B_BREAK,1.5,120,158,48.10126582278481,10.900032234453162,0.06898754578767824,-0.11784193293701331,1.1518353232292156,10.622770987034594,7,0.8641141448308169,0.7412404368806075,65.72151898734177,29.746835443037973,40.50632911392405,11,4.2000712801319295
EURJPY,H4,ENTRY_A_B_BREAK,1.5,48,76,50.0,10.844867194365557,0.14269562097849417,0.017624768807664948,1.394727173236356,6.870980420085739,6,0.8610294208399134,0.6163290376292415,34.026315789473685,26.31578947368421,26.31578947368421,6,2.791469216538178
EURJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,2.0,120,81,50.617283950617285,10.353539682484021,0.12782147756153112,0.03791994790254141,1.328542460737499,6.186105227050419,5,0.9175875284370839,0.6951065966424305,91.35802469135803,14.814814814814813,32.098765432098766,9,1.8629751733761903
XAUUSD,H4,ENTRY_B_B_SUPPORT_REACCEL,2.0,48,38,55.26315789473685,10.243140891214825,0.2695563392424954,0.1453246245653772,1.8274772153619947,2.5855660335510704,3,0.9411566013889568,0.5510485973559776,38.73684210526316,15.789473684210526,21.052631578947366,5,0.3924325316744165
GBPJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,1.5,48,71,60.56338028169014,10.22568371523332,0.14402371429906083,0.1948987629954846,1.4946945162137912,4.929661067179659,3,0.710818302296645,0.5225638896406049,41.0,14.084507042253522,22.535211267605636,12,4.710691599085367
GBPJPY,H1,ENTRY_C_A_AFTER_B,1.5,48,138,51.449275362318836,10.131256922177952,0.07341490523317357,0.028960371512283676,1.2417768357245194,7.509482119662676,7,0.6551372558110593,0.5145073942215038,40.39855072463768,10.869565217391305,18.84057971014493,20,1.5281180313136038
XAUUSD,H1,ENTRY_A_B_BREAK,2.0,48,158,48.734177215189874,9.585342102637707,0.06066672216859308,-0.08022919125224201,1.1571181470844627,11.344366995253516,8,0.7731751472552854,0.6350400171834163,39.72784810126582,9.49367088607595,30.37974683544304,11,-1.1617321353999186
XAUUSD,H1,ENTRY_C_A_AFTER_B,1.5,48,121,52.066115702479344,9.409552069124654,0.0777648931332616,0.051278287872049154,1.2439463291978416,9.100400300035858,7,0.7046486696390581,0.5037264417904395,40.421487603305785,14.049586776859504,21.487603305785125,6,4.289074887530464
CHFJPY,H4,ENTRY_C_A_AFTER_B,1.0,120,75,58.666666666666664,8.977257248762319,0.11969676331683092,0.2891033221964379,1.3454915338645888,8.829523491049429,6,0.7062744463835209,0.7080579545933596,61.64,42.66666666666667,30.666666666666664,7,3.57465713912258
EURJPY,H4,ENTRY_B_B_SUPPORT_REACCEL,2.0,48,29,55.172413793103445,8.54837067816698,0.29477140269541313,0.03224096623672792,1.9670131503634252,2.824612642871299,4,0.9999293259349427,0.5446153655746696,39.37931034482759,17.24137931034483,17.24137931034483,2,0.026104911216465188
EURJPY,H4,ENTRY_C_A_AFTER_B,2.0,48,58,50.0,8.461000680353951,0.14587932207506812,0.031998492846785985,1.4116466240231127,5.318836233031602,4,0.8845545745468566,0.6015974105394015,40.01724137931034,12.068965517241379,20.689655172413794,5,0.332664481644978
XAUUSD,H1,ENTRY_C_A_AFTER_B,2.0,120,121,46.28099173553719,8.281524850676522,0.0684423541378225,-0.11178695968198028,1.157181996130821,8.869400693633168,5,0.9309742807684799,0.6713014868522363,82.7107438016529,17.355371900826448,37.1900826446281,6,7.201285006998071
XAUUSD,H4,ENTRY_B_B_SUPPORT_REACCEL,1.5,48,38,55.26315789473685,8.154923328206367,0.2146032454791149,0.1453246245653772,1.6587836015125308,2.2978467769961366,3,0.8409410208200615,0.5510485973559776,36.36842105263158,26.31578947368421,21.052631578947366,5,0.6642160415790811
AUDJPY,H4,ENTRY_A_B_BREAK,2.0,120,72,44.44444444444444,8.11024165504807,0.11264224520900096,-0.4582782956093315,1.2231503118021916,5.611352187159435,7,1.044599553363718,0.7896819372003709,67.76388888888889,25.0,47.22222222222222,8,-2.64556724438592
USDJPY,H1,ENTRY_A_B_BREAK,1.5,120,172,47.093023255813954,8.061541568076166,0.04686942772137306,-0.20429099986323554,1.101384281685818,15.38403183899764,6,0.8728309786900282,0.7768267984756161,69.63372093023256,27.325581395348834,41.86046511627907,24,4.261963133322076
USDJPY,H1,ENTRY_A_B_BREAK,1.5,48,172,52.32558139534884,7.99723331870123,0.04649554255058855,0.07621965643379608,1.1367878123942456,9.782729633652226,7,0.6955387488772444,0.6333899673463645,38.406976744186046,12.209302325581394,26.744186046511626,24,6.01387834703192
USDJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,1.5,120,64,51.5625,7.993111313839018,0.12489236427873465,0.03402869538855434,1.3447442413467763,4.275796079329119,4,0.7858948862697521,0.7387686407701787,86.171875,26.5625,28.125,13,1.1876729165507243
XAUUSD,H1,ENTRY_C_A_AFTER_B,1.0,48,121,54.54545454545454,7.846181796613434,0.06484447765796227,0.15566880876630673,1.212849326955079,6.790837650654505,6,0.5970184711921775,0.4895546700695884,36.735537190082646,27.27272727272727,20.66115702479339,6,3.474265076829261
EURJPY,H4,ENTRY_B_B_SUPPORT_REACCEL,2.0,120,29,51.724137931034484,7.778207838647575,0.2682140634016405,0.19105064808683683,1.6239561410127592,3.0298823034202016,3,1.1650946180261912,0.7117669595193827,73.55172413793103,27.586206896551722,41.37931034482759,2,0.9876009585891417
GBPJPY,H1,ENTRY_C_A_AFTER_B,1.0,48,138,52.17391304347826,7.4568299629637504,0.05403499973162138,0.057185062159510136,1.1780419839855991,7.9400726836807305,7,0.5690917663661149,0.5032511193200311,35.64492753623188,28.985507246376812,18.84057971014493,20,0.9485212573459616
USDJPY,H1,ENTRY_A_B_BREAK,2.0,48,172,51.74418604651163,7.444631694426467,0.043282742409456204,0.0693592570738362,1.1251757589259506,10.41087653993668,7,0.7234137278320744,0.6471742379100565,39.76162790697674,3.488372093023256,27.325581395348834,24,7.513878347031914
EURJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,1.5,48,81,54.32098765432099,7.369619264303007,0.09098295388028405,0.03663129636416921,1.3720909882813634,5.539607750906871,6,0.6219971386442967,0.4956381713338641,43.02469135802469,9.876543209876543,13.580246913580247,9,0.578717201326742
CHFJPY,H4,ENTRY_A_B_BREAK,1.0,48,90,50.0,7.2444394208723315,0.0804937713430259,0.09320314098471578,1.2409896370812914,8.527873681614137,4,0.6934562729200958,0.6286032249752412,32.2,36.666666666666664,24.444444444444443,8,4.309990487625227
USDJPY,H4,ENTRY_C_A_AFTER_B,1.5,120,65,47.69230769230769,7.130743532123005,0.10970374664804623,-0.049405491674765344,1.2573643009499509,7.601947536919714,6,0.7834447547321371,0.722275184108123,73.13846153846154,26.153846153846157,38.46153846153847,8,1.2428097242352398
EURJPY,H4,ENTRY_B_B_SUPPORT_REACCEL,1.5,120,29,51.724137931034484,7.113630317495434,0.24529759715501498,0.38489275339176166,1.5706447312248184,3.0905010538441378,3,1.0642492328664872,0.7020070285826354,65.20689655172414,37.93103448275862,41.37931034482759,2,0.48760095858914165
GBPJPY,H4,ENTRY_A_B_BREAK,1.5,120,80,48.75,6.993084096062998,0.08741355120078748,-0.16610538270896485,1.1831103785697183,6.670905138537542,4,0.8969499442097669,0.7957248134635448,57.075,33.75,45.0,6,5.87022546212275
USDJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,2.0,120,64,50.0,6.947715497672963,0.10855805465114005,0.006187032601341199,1.2927313879801368,4.4911423990485595,4,0.8681610815414217,0.7541824612018724,92.59375,15.625,28.125,13,-1.716977318460528
GBPJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,1.0,48,71,60.56338028169014,6.877070918614423,0.09686015378330173,0.1964838465935216,1.3326965086925016,4.575098829611817,3,0.6349638751177118,0.5225638896406049,36.901408450704224,26.76056338028169,22.535211267605636,12,3.281019928550905
XAUUSD,H4,ENTRY_B_B_SUPPORT_REACCEL,2.0,120,38,47.368421052631575,6.462440700639454,0.17006422896419615,-0.1298024967341589,1.3866325536544608,5.326215120784864,4,1.0581418747129414,0.6803390794772453,71.6842105263158,23.684210526315788,36.84210526315789,5,-1.26758794945319
EURJPY,H4,ENTRY_C_A_AFTER_B,1.0,120,58,55.172413793103445,6.456589520603609,0.1113205089759243,0.41834453118005743,1.2865076942108928,6.066200049100808,7,0.817610100775925,0.664553246109623,54.58620689655172,46.55172413793103,36.206896551724135,5,2.964527976139167
AUDJPY,H1,ENTRY_C_A_AFTER_B,1.0,120,135,53.333333333333336,6.395740491689629,0.047375855493997254,0.22527867794726156,1.124208133722987,7.984196615041595,7,0.6818162342247533,0.6680386792984727,68.83703703703704,35.55555555555556,34.074074074074076,11,-0.04826119645544913
XAUUSD,H4,ENTRY_B_B_SUPPORT_REACCEL,1.0,48,38,57.89473684210527,6.185922237751623,0.16278742730925325,0.41455177548589184,1.543858882934659,2.2978467769961366,3,0.7331695811886206,0.5106636768994232,33.8421052631579,36.84210526315789,18.421052631578945,5,3.0013638471171236
EURJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,2.0,48,81,54.32098765432099,6.151202225011854,0.0759407682100229,0.0356452062950566,1.310573291907998,5.53960775090687,6,0.6396837619172657,0.4956381713338641,44.098765432098766,4.938271604938271,13.580246913580247,9,0.578717201326742
AUDJPY,H4,ENTRY_B_B_SUPPORT_REACCEL,2.0,120,27,55.55555555555556,6.135461931302939,0.22723933078899775,0.1310433293426941,1.5983149171709197,3.0211430364269396,3,0.9679586539929003,0.7378642537514536,84.51851851851852,18.51851851851852,33.33333333333333,3,-2.098565263735547
GBPJPY,H4,ENTRY_C_A_AFTER_B,1.5,120,63,49.2063492063492,6.13205701744028,0.09733423837206794,-0.12615003213050482,1.2133683846233478,4.914795725726674,5,0.8508972666243192,0.7506395640911125,62.20634920634921,30.158730158730158,42.857142857142854,4,3.237977948094043
EURJPY,H4,ENTRY_C_A_AFTER_B,1.5,48,58,50.0,6.120622224406416,0.10552796938631752,0.031998492846785985,1.2977819729347113,5.2336835199194836,4,0.8133890764125679,0.6015974105394015,38.41379310344828,20.689655172413794,20.689655172413794,5,0.332664481644978
EURJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,1.0,48,81,54.32098765432099,6.0949439307793085,0.07524622136764579,0.03663129636416921,1.307732818940635,4.071498016187405,6,0.5503139693734422,0.4956381713338641,39.51851851851852,22.22222222222222,13.580246913580247,9,1.2632547637976703
EURJPY,H4,ENTRY_B_B_SUPPORT_REACCEL,1.5,48,29,55.172413793103445,6.066564832270624,0.20919189076795253,0.03224096623672792,1.6862650429187889,2.824612642871299,4,0.9391407286687282,0.5446153655746696,38.206896551724135,27.586206896551722,17.24137931034483,2,0.026104911216465188
XAUUSD,H1,ENTRY_A_B_BREAK,1.5,48,158,49.36708860759494,6.025939400066486,0.038138856962446115,-0.042846126705855615,1.1004525134036869,9.271087204253774,8,0.72680078346501,0.6280447126601221,37.91139240506329,16.455696202531644,29.746835443037973,11,-0.8341515530086782
USDJPY,H4,ENTRY_C_A_AFTER_B,2.0,120,65,44.61538461538462,5.961127236781065,0.09170964979663178,-0.14134955971869365,1.20596526380804,12.261727969569325,9,0.8723489006870919,0.7467020878437242,79.2,13.846153846153847,40.0,8,1.703006391830493
EURJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,1.0,120,81,55.55555555555556,5.823711736987173,0.07189767576527374,0.2701054389699076,1.202251211920449,5.537032488807364,5,0.6770986753413685,0.6290194749357557,71.41975308641975,35.80246913580247,29.629629629629626,9,1.2494450983307197
USDJPY,H1,ENTRY_A_B_BREAK,2.0,120,172,44.18604651162791,5.645226869830754,0.03282108645250439,-0.331705390657971,1.068084474317136,15.200702720839352,7,0.9732852375909644,0.8070912457036094,76.68604651162791,15.69767441860465,43.02325581395349,24,2.536599715581723
XAUUSD,H1,ENTRY_C_A_AFTER_B,1.5,120,121,47.93388429752066,5.59750150998507,0.046260343057727846,-0.0680020039925887,1.1104696404479224,11.71984096791508,5,0.8360153826005252,0.6513098405785877,76.43801652892562,23.96694214876033,35.53719008264463,6,5.701285006998065
USDJPY,H4,ENTRY_A_B_BREAK,2.0,120,82,43.90243902439025,5.333918529697838,0.06504778694753462,-0.45971444888845403,1.1327844700602046,11.956647308670338,10,0.9244174033269427,0.7803346555097223,71.5609756097561,18.29268292682927,43.90243902439025,10,0.5058483918227845
XAUUSD,H1,ENTRY_C_A_AFTER_B,1.0,120,121,52.066115702479344,5.181784543005184,0.042824665644670946,0.05571442980873426,1.1102183922345363,8.31703331235419,5,0.6646207886877882,0.6166591629981876,63.27272727272727,39.66942148760331,33.057851239669425,6,4.867119245564363
XAUUSD,H1,ENTRY_A_B_BREAK,1.0,120,158,52.53164556962025,5.158246078583053,0.03264712707963958,0.1698203168263478,1.0786149055477887,13.112575564981762,7,0.6951705494533515,0.6981231972170597,54.80379746835443,41.77215189873418,36.708860759493675,11,2.3188939131266038
XAUUSD,H4,ENTRY_B_B_SUPPORT_REACCEL,1.5,120,38,50.0,5.001216839442501,0.13161096945901318,0.07308852220946321,1.3186255625617807,2.826215120784865,4,0.9129885458359963,0.6497672286304297,64.34210526315789,31.57894736842105,34.21052631578947,5,-1.0553720020662893
USDJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,1.5,48,64,57.8125,4.989136120955861,0.07795525188993532,0.10582254121048693,1.3466191865265578,4.901812620480304,6,0.5303341552759164,0.5717729267809788,44.109375,6.25,14.0625,13,2.977110150351579
AUDJPY,H4,ENTRY_A_B_BREAK,2.0,48,72,56.94444444444444,4.961766297661504,0.06891342080085422,0.08554485409055013,1.1879786558647822,4.500991959604728,3,0.8261953967862259,0.6491749585922767,39.40277777777778,6.944444444444445,30.555555555555557,8,-0.34450472183834635
EURJPY,H4,ENTRY_B_B_SUPPORT_REACCEL,1.0,48,29,58.620689655172406,4.855399333656092,0.16742756322952043,0.19052261494531395,1.5725885894887561,2.4643737906424636,3,0.7119511380957781,0.5412656048410421,31.79310344827586,41.37931034482759,17.24137931034483,2,0.026104911216465188
AUDJPY,H4,ENTRY_C_A_AFTER_B,2.0,120,57,43.859649122807014,4.85430735291703,0.08516328689328123,-0.20934990516786992,1.1794895099444642,7.915184482222531,6,0.9595580041494279,0.7491244428821001,76.71929824561404,21.052631578947366,43.859649122807014,7,-3.593076511410695
GBPJPY,H4,ENTRY_A_B_BREAK,2.0,48,80,46.25,4.604097607989928,0.0575512200998741,-0.1447530292655722,1.1366930742614563,6.398710949044563,5,0.8480030492250501,0.7129398964611914,36.7,12.5,35.0,6,2.9185765657596408
GBPJPY,H4,ENTRY_A_B_BREAK,1.0,120,80,53.75,4.569336544660832,0.0571167068082604,0.2532499766921128,1.1337916273266464,6.1038642591665875,4,0.7275124800658224,0.7252579086692725,46.6375,47.5,40.0,6,4.798567544104821
GBPJPY,H4,ENTRY_A_B_BREAK,1.5,48,80,47.5,4.501655780178741,0.056270697252234256,-0.05651647013407209,1.1378269410294035,6.398710949044563,5,0.7668184434010894,0.6916104716847713,34.35,20.0,33.75,6,3.5623880858978905
XAUUSD,H4,ENTRY_B_B_SUPPORT_REACCEL,1.0,120,38,55.26315789473685,4.373178121145898,0.11508363476699732,0.3380310516221313,1.3194357682810736,2.6319517321689383,3,0.7747111245393666,0.5910656324147667,55.026315789473685,44.73684210526316,28.947368421052634,5,2.444627997933711
AUDJPY,H4,ENTRY_A_B_BREAK,1.0,48,72,59.72222222222222,4.345373438505044,0.060352408868125616,0.2101984895786251,1.1767739583628085,4.265637396923527,3,0.6771851880989455,0.6237404607107537,33.833333333333336,30.555555555555557,29.166666666666668,8,-1.1982222687915143
GBPJPY,H4,ENTRY_A_B_BREAK,2.0,120,80,45.0,4.295346945591685,0.05369183681989607,-0.42626710519035355,1.1064004395878995,7.011832076961327,5,1.0284435757916053,0.8352170541872216,66.35,18.75,47.5,6,5.452228713094466
AUDJPY,H4,ENTRY_B_B_SUPPORT_REACCEL,1.5,120,27,55.55555555555556,4.293476230585859,0.15901763816984663,0.1310433293426941,1.4186890741138969,3.0211430364269396,3,0.8507173715960656,0.7378642537514536,78.74074074074075,25.925925925925924,33.33333333333333,3,-2.098565263735547
EURJPY,H4,ENTRY_B_B_SUPPORT_REACCEL,1.0,120,29,55.172413793103445,4.049564486371259,0.13964015470245722,0.9797618622343531,1.3535130256911256,3.0797540650985744,3,0.772696926623566,0.6622262671323168,51.275862068965516,51.724137931034484,37.93103448275862,2,-0.012399041410858458
CHFJPY,H4,ENTRY_A_B_BREAK,1.5,120,90,45.55555555555556,4.0413507009637115,0.04490389667737457,-0.10012269352099193,1.096258237660124,15.668619271932506,6,0.9627782608315866,0.8202837526596635,69.5111111111111,27.77777777777778,43.333333333333336,8,7.120193929052263
AUDJPY,H4,ENTRY_A_B_BREAK,1.5,48,72,56.94444444444444,3.9345931815912527,0.054647127522100734,0.08554485409055013,1.1490637594114108,4.605202979753154,3,0.771411809380644,0.6469259911289607,37.263888888888886,18.055555555555554,30.555555555555557,8,-0.6982222687915097
EURJPY,H1,ENTRY_C_A_AFTER_B,1.0,48,130,51.53846153846153,3.885841784368824,0.029891090648990957,0.01990201719099979,1.1076587623527014,4.701202491586169,7,0.5350583006501005,0.5001029177234543,38.9,19.230769230769234,15.384615384615385,18,2.2269587050701474
USDJPY,H1,ENTRY_B_B_SUPPORT_REACCEL,2.0,48,64,57.8125,3.8396523784138425,0.05999456841271629,0.10582254121048693,1.2667590443885473,4.401812620480311,6,0.5363361759783872,0.5717729267809788,44.640625,1.5625,14.0625,13,2.379740738800073
