symbol,label,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,oos_trades,oos_total_r
EURJPY,CURRENT_PRECALM_SHELF6_RR15,10,70.0,7.412083170509318,0.7412083170509318,1.4876471834078044,3.4326200786614143,1.0197134060620527,1,1.6138898435514346,0.7299399161720077,15.0,2,0.46836200336136025
AUDJPY,CURRENT_PRECALM_SHELF6_RR15,7,71.42857142857143,5.348627978047612,0.7640897111496588,1.4782306688757012,3.6104084091968938,1.0273793425174653,1,1.3302318250232503,0.5395551586005439,10.714285714285714,1,1.4782306688757012
USDJPY,CURRENT_PRECALM_SHELF6_RR15,13,46.15384615384615,1.8160144706026151,0.13969342081558578,-1.0068063437556993,1.2552454215393587,3.619056901845906,3,1.2239169977206585,0.7190663663126882,10.153846153846153,2,2.9854017617548196
GBPJPY,CURRENT_PRECALM_SHELF6_RR15,4,50.0,0.9686891465572918,0.24217228663932294,0.24188510105891003,1.4747385836356168,2.040468544054141,2,0.9584671236379638,1.2896808285962207,21.25,0,0.0
