label,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,oos_trades,oos_total_r
current_selected,34,58.82352941176471,15.545414765716837,0.45721808134461284,1.477349931810585,2.090817256714214,5.10669170088808,5,1.329273843399927,0.7524373925992269,13.0,5,4.931994433991882
current_all_symbols,55,50.90909090909091,13.568321702940345,0.246696758235279,1.401180790569046,1.4857676852182213,8.48627353350854,8,1.2306295714965267,0.8824393845748911,13.763636363636364,7,5.401321453757891
