split,label,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,oos_trades,oos_total_r
EARLY_2015_2017,CURRENT_PRECALM_SHELF6_RR15,10,90.0,12.390686938685699,1.2390686938685698,1.4857480089620998,13.15502211092288,1.0193882681258994,1,1.7662863648491218,0.6027563992700157,11.6,0,0.0
OOS_2024_2026,CURRENT_PRECALM_SHELF6_RR15,10,60.0,4.883842783499679,0.4883842783499679,1.4824621175440826,2.2031640640193397,1.021582788926613,2,1.253845731743507,0.7592012562612203,13.6,5,4.931994433991882
VALID_2022_2023,CURRENT_PRECALM_SHELF6_RR15,5,60.0,2.477168577838108,0.49543371556762156,1.4886008006031448,2.227721046309811,2.0176965975160153,2,1.460444625260236,0.5880708327767608,14.2,0,0.0
DEV_2018_2021,CURRENT_PRECALM_SHELF6_RR15,9,22.22222222222222,-4.206283534306647,-0.467364837145183,-1.0197134060620525,0.412112491758906,4.082434958607995,5,0.8546407314855605,1.0025489587975054,13.222222222222221,0,0.0
