label,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,oos_trades,oos_total_r,family,shelf_bars,shelf_range,shelf_hold,breakout_buffer,body,close_location,adx_max,range60_max,ema_slope_mode,rr,stop_buffer,max_hold,entry_mode,target_basis,robust_min_trades
BREAKGRID_BUF0.0_BODY0.3_CL0.5,43,51.162790697674424,11.18840145086839,0.2601953825783347,1.3107897216414242,1.5223438128042401,7.107664228214466,6,1.1863802721676104,0.838885792891349,12.325581395348838,5,4.931994433991882,breakout_quality,6,1.8,0.5,0.0,0.3,0.5,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
BREAKGRID_BUF0.0_BODY0.3_CL0.6,43,51.162790697674424,11.18840145086839,0.2601953825783347,1.3107897216414242,1.5223438128042401,7.107664228214466,6,1.1863802721676104,0.838885792891349,12.325581395348838,5,4.931994433991882,breakout_quality,6,1.8,0.5,0.0,0.3,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
BREAKGRID_BUF0.0_BODY0.3_CL0.7,36,50.0,8.32257690802826,0.23118269188967389,0.1519916889428624,1.4540153282355153,7.005702791797379,5,1.2008403900694855,0.8391237432893218,12.722222222222221,4,3.4453008677794172,breakout_quality,6,1.8,0.5,0.0,0.3,0.7,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
BREAKGRID_BUF0.0_BODY0.4_CL0.5,41,51.21951219512195,10.734658709108738,0.2618209441246033,1.3107897216414242,1.5263594057851317,7.559213437288408,6,1.1923910558870003,0.8438600678801361,12.439024390243903,5,4.931994433991882,breakout_quality,6,1.8,0.5,0.0,0.4,0.5,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
BREAKGRID_BUF0.0_BODY0.4_CL0.6,41,51.21951219512195,10.734658709108738,0.2618209441246033,1.3107897216414242,1.5263594057851317,7.559213437288408,6,1.1923910558870003,0.8438600678801361,12.439024390243903,5,4.931994433991882,breakout_quality,6,1.8,0.5,0.0,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
BREAKGRID_BUF0.0_BODY0.4_CL0.7,35,48.57142857142857,6.845577831929534,0.19558793805512953,-1.0068063437556993,1.373441699688851,8.482701867896107,5,1.1920923859568229,0.8537406172017473,13.0,4,3.4453008677794172,breakout_quality,6,1.8,0.5,0.0,0.4,0.7,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
BREAKGRID_BUF0.0_BODY0.5_CL0.5,37,54.054054054054056,12.32761837765516,0.3331788750717611,1.401180790569046,1.7118388897868861,5.10669170088808,5,1.2450433359221666,0.8144585920029388,12.594594594594595,5,4.931994433991882,breakout_quality,6,1.8,0.5,0.0,0.5,0.5,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
BREAKGRID_BUF0.0_BODY0.5_CL0.6,37,54.054054054054056,12.32761837765516,0.3331788750717611,1.401180790569046,1.7118388897868861,5.10669170088808,5,1.2450433359221666,0.8144585920029388,12.594594594594595,5,4.931994433991882,breakout_quality,6,1.8,0.5,0.0,0.5,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
BREAKGRID_BUF0.0_BODY0.5_CL0.7,32,50.0,7.402803673911858,0.23133761480974557,0.1519916889428624,1.4544215120707806,6.4422636734287675,4,1.2234534712227576,0.8400401330984667,13.125,4,3.4453008677794172,breakout_quality,6,1.8,0.5,0.0,0.5,0.7,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
BREAKGRID_BUF0.0_BODY0.6_CL0.5,26,53.84615384615385,8.468775029689615,0.32572211652652366,1.3559852561052352,1.6919591991712497,5.888450698991851,5,1.2423690988282918,0.8694488554616987,13.538461538461538,3,1.9465926722370614,breakout_quality,6,1.8,0.5,0.0,0.6,0.5,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
