feature,win_count,loss_count,win_mean,loss_mean,win_median,loss_median,win_p25,loss_p25,win_p75,loss_p75,mean_diff_win_minus_loss
shelf_range_atr,20,14,1.4242029105605316,1.4717220861474056,1.3936722706215603,1.4716767248520717,1.2850873887227976,1.3806234759551417,1.5818576048051165,1.5989050635523165,-0.04751917558687402
shelf_bars,20,14,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0
shelf_hold_actual,20,14,0.965179556525525,1.026071165958855,0.9196343954248313,1.0059629636710037,0.7354821374088184,0.8061716995738211,1.0946166204313366,1.1687515324432192,-0.06089160943333005
breakout_atr,20,14,0.2544263309085789,0.2482314668711165,0.20539238433684223,0.22288977622971276,0.14843996333562304,0.11774849166012721,0.3469508083039283,0.3986520540439646,0.006194864037462416
body_ratio,20,14,0.6761268618938286,0.6824835304429359,0.6193202146689973,0.6619574796210954,0.5804900181488746,0.598611111111151,0.7650966183574682,0.7256078298310484,-0.006356668549107214
close_location,20,14,0.8528393244309243,0.8458800639263061,0.8969749762432518,0.8351449275362497,0.7578828553996229,0.7786789134258396,0.9560434372048939,0.895037453183543,0.006959260504618148
pre_adx14,20,14,18.987086887870483,18.994097113265003,19.14729381751996,19.85036468451362,15.895162785784517,14.61989090624708,21.53591513669355,22.140871088787726,-0.00701022539452012
pre_ema50_slope_20_atr,20,14,-0.48284113265855133,0.043740061514580285,-0.35816577816049305,0.3928568000434526,-0.9339646873305264,-0.09960827851943665,0.04182053174806685,0.47306621941423704,-0.5265811941731317
pre_range60_atr,20,14,7.526926457423132,6.729955766059326,7.451681004100376,6.665052885805105,6.694280276808562,5.478825172263253,8.156774682700377,7.492922802341278,0.7969706913638062
drop_atr,20,14,4.1106450379101585,4.178944249886796,3.9199000509361053,3.8504866071709003,3.4164887156075174,3.3829415818943875,4.644514147379867,5.288354096179187,-0.06829921197663769
drop_speed,20,14,0.3730797347165364,0.456850623682325,0.306515072688756,0.397718669815037,0.28392740135490724,0.2986613141478984,0.43784684213180924,0.5675505831585197,-0.0837708889657886
recovery_speed_signal,20,14,0.23083062395854906,0.3013176369097475,0.2165940345066742,0.3074633842447131,0.1756643228163714,0.1822276831425209,0.27199928114236693,0.3808551287617524,-0.07048701295119844
speed_ratio_signal,20,14,0.6707371242204238,0.7534854556605725,0.6580434003609006,0.5506543302918867,0.5759320748570695,0.48008429030748045,0.7543545508972814,0.9032994927423846,-0.0827483314401487
mfe_r,20,14,1.8809199767492433,0.5412079386151889,1.8375648858772742,0.4557264498281879,1.6228395130460187,0.164517251586283,1.9810985609678826,0.7720160421133204,1.3397120381340544
mae_r,20,14,0.3315332431246193,1.353729034705809,0.19106963098079988,1.2685736416475724,0.06539750291240816,1.091144000093138,0.5198359877729329,1.3554506286508858,-1.02219579158119
mfe_atr_trade,20,14,3.627159596594425,1.0614956701240972,3.5097839595738156,0.9578316715805044,3.0546553340379146,0.3423800840026847,3.7785875802280215,1.2940111854665288,2.565663926470328
mae_atr_trade,20,14,0.6519654051813263,2.678800933441559,0.3566615326198483,2.3999962640708095,0.12369511554302658,2.1689216512914378,0.9349529421619927,2.803278770807021,-2.0268355282602326
bars_held,20,14,12.6,13.571428571428571,10.5,12.5,4.0,5.25,15.0,21.0,-0.9714285714285715
risk_atr_entry,20,14,1.9227928996309587,1.9752031252637146,1.92359414176051,2.055875014720285,1.8212093544563273,1.9031249775149863,2.077921971577066,2.1181502820106424,-0.05241022563275588
