label,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,oos_trades,oos_total_r,family,shelf_bars,shelf_range,shelf_hold,breakout_buffer,body,close_location,adx_max,range60_max,ema_slope_mode,rr,stop_buffer,max_hold,entry_mode,target_basis,robust_min_trades
ENVGRID_ADX22_R20_weak,28,57.14285714285714,11.609270441521582,0.41461680148291363,1.477349931810585,1.9481373370606287,6.141119059907938,6,1.1710836055450564,0.7491234528728304,12.392857142857142,4,3.4432549882885595,environment,6,1.8,0.5,0.05,0.4,0.6,22.0,20.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX22_R20_standard,25,60.0,12.1880731837563,0.487522927350252,1.4782306688757012,2.1971856959692904,5.101823226733897,5,1.2063184882069913,0.7086999129546327,12.52,4,3.4432549882885595,environment,6,1.8,0.5,0.05,0.4,0.6,22.0,20.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX22_R20_strict,20,60.0,9.757883576604534,0.48789417883022673,1.477349931810585,2.198737285291615,3.061354682679755,3,1.2225207892265726,0.617782644680365,10.95,4,3.4432549882885595,environment,6,1.8,0.5,0.05,0.4,0.6,22.0,20.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R12_none,37,56.75675675675676,14.951461276176252,0.40409354800476355,1.4764691947454684,1.9157476148667485,5.828155918006184,4,1.3171641155394036,0.7199890204619235,11.54054054054054,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,12.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R12_weak,32,56.25,12.5298780454745,0.39155868892107815,1.4743143578215587,1.8776061834327804,5.705102907049593,4,1.2067165570379204,0.7318629382742331,11.59375,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,12.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R12_standard,29,58.620689655172406,13.133293434183678,0.45287218738564405,1.4782306688757012,2.075296596115229,6.126079969013981,6,1.2339095597632173,0.7072485987234884,11.96551724137931,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,12.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R12_strict,24,58.333333333333336,10.70310382703191,0.4459626594596629,1.477349931810585,2.052090405456243,4.08561142495984,4,1.253159617187082,0.6311818513634436,10.541666666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,12.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R14_none,40,60.0,19.188927344518753,0.47972318361296884,1.4743143578215587,2.175284082472531,4.3632345118520615,4,1.3464610360286913,0.6992667017579139,11.8,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,14.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R14_weak,33,57.57575757575758,14.014763587087387,0.42468980566931475,1.4764691947454684,1.9816091695975235,5.705102907049593,4,1.2267141041219283,0.7234256901936131,11.575757575757576,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,14.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R14_standard,29,58.620689655172406,13.133293434183678,0.45287218738564405,1.4782306688757012,2.075296596115229,6.126079969013981,6,1.2339095597632173,0.7072485987234884,11.96551724137931,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,14.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R14_strict,24,58.333333333333336,10.70310382703191,0.4459626594596629,1.477349931810585,2.052090405456243,4.08561142495984,4,1.253159617187082,0.6311818513634436,10.541666666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,14.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R16_none,40,60.0,19.188927344518753,0.47972318361296884,1.4743143578215587,2.175284082472531,4.3632345118520615,4,1.3464610360286913,0.6992667017579139,11.8,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,16.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R16_weak,33,57.57575757575758,14.014763587087387,0.42468980566931475,1.4764691947454684,1.9816091695975235,5.705102907049593,4,1.2267141041219283,0.7234256901936131,11.575757575757576,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,16.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R16_standard,29,58.620689655172406,13.133293434183678,0.45287218738564405,1.4782306688757012,2.075296596115229,6.126079969013981,6,1.2339095597632173,0.7072485987234884,11.96551724137931,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,16.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R16_strict,24,58.333333333333336,10.70310382703191,0.4459626594596629,1.477349931810585,2.052090405456243,4.08561142495984,4,1.253159617187082,0.6311818513634436,10.541666666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,16.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R18_none,40,60.0,19.188927344518753,0.47972318361296884,1.4743143578215587,2.175284082472531,4.3632345118520615,4,1.3464610360286913,0.6992667017579139,11.8,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,18.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R18_weak,33,57.57575757575758,14.014763587087387,0.42468980566931475,1.4764691947454684,1.9816091695975235,5.705102907049593,4,1.2267141041219283,0.7234256901936131,11.575757575757576,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,18.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R18_standard,29,58.620689655172406,13.133293434183678,0.45287218738564405,1.4782306688757012,2.075296596115229,6.126079969013981,6,1.2339095597632173,0.7072485987234884,11.96551724137931,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,18.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R18_strict,24,58.333333333333336,10.70310382703191,0.4459626594596629,1.477349931810585,2.052090405456243,4.08561142495984,4,1.253159617187082,0.6311818513634436,10.541666666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,18.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R20_none,41,60.97560975609756,20.67510839001899,0.5042709363419267,1.4764691947454684,2.266309750301105,4.3632345118520615,4,1.3506957667346648,0.690738722418548,11.926829268292684,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,20.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R20_weak,33,57.57575757575758,14.014763587087387,0.42468980566931475,1.4764691947454684,1.9816091695975235,5.705102907049593,4,1.2267141041219283,0.7234256901936131,11.575757575757576,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,20.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R20_standard,29,58.620689655172406,13.133293434183678,0.45287218738564405,1.4782306688757012,2.075296596115229,6.126079969013981,6,1.2339095597632173,0.7072485987234884,11.96551724137931,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,20.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX24_R20_strict,24,58.333333333333336,10.70310382703191,0.4459626594596629,1.477349931810585,2.052090405456243,4.08561142495984,4,1.253159617187082,0.6311818513634436,10.541666666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,24.0,20.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R12_none,44,56.81818181818182,17.831993989070877,0.40527259066070176,1.4743143578215587,1.9204697084397893,6.341149693926953,4,1.3711611213178572,0.7660028885365072,13.136363636363637,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,12.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R12_weak,37,56.75675675675676,14.941999377007662,0.40383782100020704,1.4721595208976488,1.9158526129353437,5.314120757233955,3,1.2980233315588556,0.7700615137883247,12.594594594594595,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,12.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R12_standard,34,58.82352941176471,15.545414765716837,0.45721808134461284,1.477349931810585,2.090817256714214,5.10669170088808,5,1.329273843399927,0.7524373925992269,13.0,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,12.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R12_strict,29,58.620689655172406,13.115225158565071,0.45224914339879557,1.4764691947454684,2.0740769063095543,4.230663676277173,4,1.3616470432742822,0.6972767730384549,12.0,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,12.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R14_none,48,58.333333333333336,21.061079564205084,0.43877249092093923,1.468540463525886,2.033363654047498,5.380832866203818,5,1.3662359969370665,0.7520035801875687,13.104166666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,14.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R14_weak,38,57.89473684210527,16.426884918620548,0.4322864452268565,1.4743143578215587,2.0068669590668735,4.809698923015825,3,1.3129868125917854,0.7617292042574156,12.552631578947368,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,14.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R14_standard,34,58.82352941176471,15.545414765716837,0.45721808134461284,1.477349931810585,2.090817256714214,5.10669170088808,5,1.329273843399927,0.7524373925992269,13.0,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,14.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R14_strict,29,58.620689655172406,13.115225158565071,0.45224914339879557,1.4764691947454684,2.0740769063095543,4.230663676277173,4,1.3616470432742822,0.6972767730384549,12.0,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,14.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R16_none,48,58.333333333333336,21.061079564205084,0.43877249092093923,1.468540463525886,2.033363654047498,5.380832866203818,5,1.3662359969370665,0.7520035801875687,13.104166666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R16_weak,38,57.89473684210527,16.426884918620548,0.4322864452268565,1.4743143578215587,2.0068669590668735,4.809698923015825,3,1.3129868125917854,0.7617292042574156,12.552631578947368,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R16_standard,34,58.82352941176471,15.545414765716837,0.45721808134461284,1.477349931810585,2.090817256714214,5.10669170088808,5,1.329273843399927,0.7524373925992269,13.0,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R16_strict,29,58.620689655172406,13.115225158565071,0.45224914339879557,1.4764691947454684,2.0740769063095543,4.230663676277173,4,1.3616470432742822,0.6972767730384549,12.0,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R18_none,48,58.333333333333336,21.061079564205084,0.43877249092093923,1.468540463525886,2.033363654047498,5.380832866203818,5,1.3662359969370665,0.7520035801875687,13.104166666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,18.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R18_weak,38,57.89473684210527,16.426884918620548,0.4322864452268565,1.4743143578215587,2.0068669590668735,4.809698923015825,3,1.3129868125917854,0.7617292042574156,12.552631578947368,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,18.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R18_standard,34,58.82352941176471,15.545414765716837,0.45721808134461284,1.477349931810585,2.090817256714214,5.10669170088808,5,1.329273843399927,0.7524373925992269,13.0,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,18.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R18_strict,29,58.620689655172406,13.115225158565071,0.45224914339879557,1.4764691947454684,2.0740769063095543,4.230663676277173,4,1.3616470432742822,0.6972767730384549,12.0,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,18.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R20_none,49,59.183673469387756,22.54726060970532,0.4601481757082718,1.4721595208976488,2.106283253020212,5.380832866203818,5,1.3693757724071998,0.7437916611805553,13.183673469387756,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,20.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R20_weak,38,57.89473684210527,16.426884918620548,0.4322864452268565,1.4743143578215587,2.0068669590668735,4.809698923015825,3,1.3129868125917854,0.7617292042574156,12.552631578947368,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,20.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R20_standard,34,58.82352941176471,15.545414765716837,0.45721808134461284,1.477349931810585,2.090817256714214,5.10669170088808,5,1.329273843399927,0.7524373925992269,13.0,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,20.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX26_R20_strict,29,58.620689655172406,13.115225158565071,0.45224914339879557,1.4764691947454684,2.0740769063095543,4.230663676277173,4,1.3616470432742822,0.6972767730384549,12.0,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,26.0,20.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R12_none,47,55.319148936170215,17.262259482593652,0.36728211665092875,1.4721595208976488,1.805793028304685,8.391134815359546,5,1.3624326994848226,0.7801672513083838,13.340425531914894,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,12.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R12_weak,38,55.26315789473685,13.91264407035575,0.3661222123777829,1.466216208018039,1.802149341535384,6.343476063885868,4,1.2985967856512846,0.7813768670026119,13.026315789473685,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,12.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R12_standard,35,57.14285714285714,14.516059459064927,0.41474455597328364,1.4764691947454684,1.9499716541870409,5.740060675176689,5,1.3290035789333907,0.7652261795515701,13.457142857142857,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,12.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R12_strict,30,56.666666666666664,12.085869851913158,0.40286232839710523,1.4743143578215587,1.9128266033914978,5.260018982929084,4,1.3602526280675111,0.7140357118015482,12.566666666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,12.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R14_none,51,56.86274509803921,20.49134505772785,0.4017910795632912,1.4649214061541231,1.9135247972774516,7.43081798763641,6,1.3584818704074537,0.765880501272373,13.294117647058824,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,14.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R14_weak,39,56.41025641025641,15.397529611968638,0.39480845158893946,1.4721595208976488,1.8877621088452383,5.839054229667736,4,1.3131618837322823,0.772968069172129,12.974358974358974,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,14.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R14_standard,35,57.14285714285714,14.516059459064927,0.41474455597328364,1.4764691947454684,1.9499716541870409,5.740060675176689,5,1.3290035789333907,0.7652261795515701,13.457142857142857,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,14.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R14_strict,30,56.666666666666664,12.085869851913158,0.40286232839710523,1.4743143578215587,1.9128266033914978,5.260018982929084,4,1.3602526280675111,0.7140357118015482,12.566666666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,14.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R16_none,51,56.86274509803921,20.49134505772785,0.4017910795632912,1.4649214061541231,1.9135247972774516,7.43081798763641,6,1.3584818704074537,0.765880501272373,13.294117647058824,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,16.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R16_weak,39,56.41025641025641,15.397529611968638,0.39480845158893946,1.4721595208976488,1.8877621088452383,5.839054229667736,4,1.3131618837322823,0.772968069172129,12.974358974358974,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,16.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R16_standard,35,57.14285714285714,14.516059459064927,0.41474455597328364,1.4764691947454684,1.9499716541870409,5.740060675176689,5,1.3290035789333907,0.7652261795515701,13.457142857142857,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,16.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R16_strict,30,56.666666666666664,12.085869851913158,0.40286232839710523,1.4743143578215587,1.9128266033914978,5.260018982929084,4,1.3602526280675111,0.7140357118015482,12.566666666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,16.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R18_none,51,56.86274509803921,20.49134505772785,0.4017910795632912,1.4649214061541231,1.9135247972774516,7.43081798763641,6,1.3584818704074537,0.765880501272373,13.294117647058824,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,18.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R18_weak,39,56.41025641025641,15.397529611968638,0.39480845158893946,1.4721595208976488,1.8877621088452383,5.839054229667736,4,1.3131618837322823,0.772968069172129,12.974358974358974,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,18.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R18_standard,35,57.14285714285714,14.516059459064927,0.41474455597328364,1.4764691947454684,1.9499716541870409,5.740060675176689,5,1.3290035789333907,0.7652261795515701,13.457142857142857,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,18.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R18_strict,30,56.666666666666664,12.085869851913158,0.40286232839710523,1.4743143578215587,1.9128266033914978,5.260018982929084,4,1.3602526280675111,0.7140357118015482,12.566666666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,18.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R20_none,52,57.692307692307686,21.977526103228087,0.4226447327543863,1.468540463525886,1.9797802448570714,7.43081798763641,6,1.3615896228029563,0.7578754829564408,13.365384615384615,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,20.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R20_weak,39,56.41025641025641,15.397529611968638,0.39480845158893946,1.4721595208976488,1.8877621088452383,5.839054229667736,4,1.3131618837322823,0.772968069172129,12.974358974358974,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,20.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R20_standard,35,57.14285714285714,14.516059459064927,0.41474455597328364,1.4764691947454684,1.9499716541870409,5.740060675176689,5,1.3290035789333907,0.7652261795515701,13.457142857142857,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,20.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX28_R20_strict,30,56.666666666666664,12.085869851913158,0.40286232839710523,1.4743143578215587,1.9128266033914978,5.260018982929084,4,1.3602526280675111,0.7140357118015482,12.566666666666666,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,28.0,20.0,strict,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX30_R12_none,55,54.54545454545454,19.058916622252806,0.34652575676823283,1.460272895138429,1.7478582574750783,7.533617556790215,4,1.5606200252856803,0.8085039825317845,15.6,7,5.393730531355317,environment,6,1.8,0.5,0.05,0.4,0.6,30.0,12.0,none,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX30_R12_weak,42,54.761904761904766,14.75206251580964,0.35123958370975333,1.4307268428537374,1.761423706427643,6.996348916550799,4,1.2683213108253004,0.8178631428245573,15.071428571428571,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,30.0,12.0,weak,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX30_R12_standard,39,56.41025641025641,15.35547790451882,0.3937302026799697,1.4721595208976488,1.8870550104138988,6.392933527841624,5,1.293280575963653,0.8061755727394132,15.615384615384615,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,30.0,12.0,standard,1.5,0.25,120,next_open,signal,True
ENVGRID_ADX30_R12_strict,34,55.88235294117647,12.925288297367052,0.38015553815785447,1.4366701557333474,1.8464410386164656,5.912891835594019,4,1.315599883586445,0.7670294825464293,15.147058823529411,5,4.931994433991882,environment,6,1.8,0.5,0.05,0.4,0.6,30.0,12.0,strict,1.5,0.25,120,next_open,signal,True
