label,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,oos_trades,oos_total_r,family,shelf_bars,shelf_range,shelf_hold,breakout_buffer,body,close_location,adx_max,range60_max,ema_slope_mode,rr,stop_buffer,max_hold,entry_mode,target_basis,robust_min_trades
SHELFGRID_B7_R2.1_H0.5,20,70.0,14.581880347627711,0.7290940173813856,1.4785952085017926,3.375455808959148,3.068983797482342,3,1.391622082972153,0.6924003718147062,9.55,3,4.472095327967284,entry_shelf,7,2.1,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
SHELFGRID_B7_R2.1_H0.6,19,73.68421052631578,15.603771396530536,0.8212511261331862,1.4850308961059364,4.049595067701244,2.047092748579518,2,1.4543576470236375,0.6092021535906739,10.052631578947368,3,4.472095327967284,entry_shelf,7,2.1,0.6,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B7_R2.4_H0.4,22,68.18181818181817,15.058373278826926,0.6844715126739511,1.4785952085017926,3.1007189994780604,4.09862250272187,4,1.363730263906851,0.705222567894356,9.136363636363637,3,4.472095327967284,entry_shelf,7,2.4,0.4,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
SHELFGRID_B7_R2.4_H0.5,20,70.0,14.581880347627711,0.7290940173813856,1.4785952085017926,3.375455808959148,3.068983797482342,3,1.391622082972153,0.6924003718147062,9.55,3,4.472095327967284,entry_shelf,7,2.4,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,True
SHELFGRID_B7_R2.4_H0.6,19,73.68421052631578,15.603771396530536,0.8212511261331862,1.4850308961059364,4.049595067701244,2.047092748579518,2,1.4543576470236375,0.6092021535906739,10.052631578947368,3,4.472095327967284,entry_shelf,7,2.4,0.6,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R1.2_H0.4,1,100.0,1.520831548506462,1.520831548506462,1.520831548506462,inf,0.0,0,2.0498243730377044,0.08332619402594259,3.0,0,0.0,entry_shelf,8,1.2,0.4,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R1.2_H0.5,1,100.0,1.520831548506462,1.520831548506462,1.520831548506462,inf,0.0,0,2.0498243730377044,0.08332619402594259,3.0,0,0.0,entry_shelf,8,1.2,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R1.2_H0.6,1,100.0,1.520831548506462,1.520831548506462,1.520831548506462,inf,0.0,0,2.0498243730377044,0.08332619402594259,3.0,0,0.0,entry_shelf,8,1.2,0.6,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R1.5_H0.4,9,66.66666666666666,5.875717962144833,0.6528575513494259,1.4721595208976488,2.916110985241845,3.066481016705418,3,1.317679904610335,0.6380438292367241,5.222222222222222,1,1.4887394457033218,entry_shelf,8,1.5,0.4,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R1.5_H0.5,8,62.5,4.369586325706093,0.5461982907132616,1.4700445085759057,2.4249513699584915,3.066481016705418,3,1.2815787993171175,0.6687462163812067,5.125,1,1.4887394457033218,entry_shelf,8,1.5,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R1.5_H0.6,8,62.5,4.369586325706093,0.5461982907132616,1.4700445085759057,2.4249513699584915,3.066481016705418,3,1.2815787993171175,0.6687462163812067,5.125,1,1.4887394457033218,entry_shelf,8,1.5,0.6,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R1.8_H0.4,14,71.42857142857143,10.74525151305704,0.76751796521836,1.4785952085017926,3.6284451574003223,2.047092748579518,2,1.3651239289548953,0.6019308136368028,9.428571428571429,1,1.4887394457033218,entry_shelf,8,1.8,0.4,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R1.8_H0.5,13,69.23076923076923,9.2391198766183,0.7107015289706384,1.4721595208976488,3.260023403717373,2.047092748579518,2,1.3465574044932664,0.6180466660641828,9.692307692307692,1,1.4887394457033218,entry_shelf,8,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R1.8_H0.6,13,69.23076923076923,9.2391198766183,0.7107015289706384,1.4721595208976488,3.260023403717373,2.047092748579518,2,1.3465574044932664,0.6180466660641828,9.692307692307692,1,1.4887394457033218,entry_shelf,8,1.8,0.6,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R2.1_H0.4,15,66.66666666666666,9.723360464154215,0.6482240309436144,1.4721595208976488,2.902827077919323,3.0689837974823417,3,1.2874254247574985,0.7133465272657706,8.8,1,1.4887394457033218,entry_shelf,8,2.1,0.4,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
SHELFGRID_B8_R2.1_H0.5,14,64.28571428571429,8.217228827715475,0.5869449162653911,1.4700445085759057,2.6080824707136214,3.0689837974823417,3,1.2646351874576005,0.7362695126361212,9.0,1,1.4887394457033218,entry_shelf,8,2.1,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,False
